table_name,discovered_in_cisadm_dictionary,in_workstream_dictionary,workstreams,in_domain_metadata,num_rows,last_analyzed,stats_population_status,stats_freshness
D1_DVC_CFG_LOG,Y,N,,N,53920,2026-01-07 21:32:04,populated,stale
D1_DVC_CFG_LOG_PARM,Y,N,,N,8010,2026-01-07 21:32:04,populated,stale
D1_DVC_CFG_TMP,Y,N,,N,23918,2026-01-07 21:32:04,populated,stale
D1_DVC_CFG_TYPE,Y,N,,N,7,2026-01-09 02:12:13,populated,stale
D1_DVC_CFG_TYPE_CHAR,Y,N,,N,0,2026-01-07 21:32:05,empty,stale
D1_DVC_CFG_TYPE_L,Y,N,,N,7,2026-01-16 02:05:27,populated,stale
D1_DVC_CFG_TYPE_MC_TYPE,Y,N,,N,16,2026-01-23 02:18:51,populated,stale
D1_DVC_CHAR,Y,N,,N,22828,2026-01-30 02:21:36,populated,stale
D1_DVC_EQPMNT,Y,N,,N,0,2026-01-07 21:32:05,empty,stale
D1_DVC_EVT,Y,Y,meter_ops,Y,7788,2026-01-31 22:17:18,populated,stale
D1_DVC_EVT_CHAR,Y,N,,N,0,2026-01-07 21:32:05,empty,stale
D1_DVC_EVT_IDENTIFIER,Y,N,,N,7787,2026-01-28 02:15:08,populated,stale
D1_DVC_EVT_K,Y,N,,N,7788,2026-01-07 21:32:05,populated,stale
D1_DVC_EVT_LOG,Y,N,,N,7781,2026-01-07 21:32:05,populated,stale
D1_DVC_EVT_LOG_PARM,Y,N,,N,7832,2026-01-07 21:32:06,populated,stale
D1_DVC_EVT_REL_OBJ,Y,N,,N,0,2026-01-07 21:32:06,empty,stale
D1_DVC_EVT_TYPE,Y,N,,N,96,2026-01-28 02:15:05,populated,stale
D1_DVC_EVT_TYPE_CHAR,Y,N,,N,0,2026-01-07 21:32:06,empty,stale
D1_DVC_EVT_TYPE_L,Y,N,,N,96,2026-01-28 02:15:05,populated,stale
D1_DVC_IDENTIFIER,Y,Y,meter_ops,Y,177918,2026-01-27 02:21:58,populated,stale
D1_DVC_K,Y,N,,N,54308,2026-01-07 21:32:06,populated,stale
D1_DVC_LOG,Y,N,,N,30456,2026-01-27 02:21:55,populated,stale
D1_DVC_LOG_PARM,Y,N,,N,7628,2026-01-27 02:21:53,populated,stale
D1_DVC_TYPE,Y,N,,N,7,2026-02-13 02:16:58,populated,stale
D1_DVC_TYPE_CFG_TYPE,Y,N,,N,7,2026-01-07 21:32:07,populated,stale
D1_DVC_TYPE_CHAR,Y,N,,N,25,2026-01-27 02:21:52,populated,stale
D1_DVC_TYPE_L,Y,N,,N,7,2026-02-18 02:13:50,populated,stale
D1_DVC_TYPE_SPR,Y,N,,N,0,2026-01-07 21:32:07,empty,stale
D1_DVC_TYPE_SQ,Y,N,,N,8,2026-01-07 21:32:07,populated,stale
D1_DVC_TYPE_SQ_CHAR,Y,N,,N,0,2026-01-07 21:32:07,empty,stale
D1_DVC_TYPE_VALID_DVC_CHAR,Y,N,,N,0,2026-01-07 21:32:07,empty,stale
D1_DYN_OPT,Y,N,,N,0,2026-01-07 21:32:07,empty,stale
D1_DYN_OPT_CHAR,Y,N,,N,0,2026-01-07 21:32:07,empty,stale
D1_DYN_OPT_EVENT,Y,N,,N,0,2026-01-07 21:32:08,empty,stale
D1_DYN_OPT_EVENT_CHAR,Y,N,,N,0,2026-01-07 21:32:08,empty,stale
D1_DYN_OPT_EVENT_K,Y,N,,N,0,2026-01-07 21:32:08,empty,stale
D1_DYN_OPT_EVENT_LOG,Y,N,,N,0,2026-01-07 21:32:08,empty,stale
D1_DYN_OPT_EVENT_LOG_PARM,Y,N,,N,0,2026-01-07 21:32:08,empty,stale
D1_DYN_OPT_K,Y,N,,N,0,2026-01-07 21:32:08,empty,stale
D1_DYN_OPT_L,Y,N,,N,0,2026-01-07 21:32:08,empty,stale
D1_DYN_OPT_LOG,Y,N,,N,0,2026-01-07 21:32:08,empty,stale
D1_DYN_OPT_LOG_PARM,Y,N,,N,0,2026-01-07 21:32:08,empty,stale
D1_DYN_OPT_TYPE,Y,N,,N,0,2026-01-07 21:32:08,empty,stale
D1_DYN_OPT_TYPE_CHAR,Y,N,,N,0,2026-01-07 21:32:08,empty,stale
D1_DYN_OPT_TYPE_L,Y,N,,N,0,2026-01-07 21:32:08,empty,stale
D1_EXCP_TYPE,Y,N,,N,34,2026-01-09 02:12:27,populated,stale
D1_EXCP_TYPE_CHAR,Y,N,,N,0,2026-01-07 21:32:08,empty,stale
D1_EXCP_TYPE_L,Y,N,,N,34,2026-01-27 02:21:53,populated,stale
D1_FACILITY,Y,N,,N,0,2026-01-07 21:32:08,empty,stale
D1_FACILITY_CHAR,Y,N,,N,0,2026-01-07 21:32:08,empty,stale
D1_FACILITY_IDENTIFIER,Y,N,,N,0,2026-01-07 21:32:08,empty,stale
D1_FACILITY_K,Y,N,,N,0,2026-01-07 21:32:08,empty,stale
D1_FACILITY_L,Y,N,,N,0,2026-01-07 21:32:08,empty,stale
D1_FACILITY_LOG,Y,N,,N,0,2026-01-07 21:32:08,empty,stale
D1_FACILITY_LOG_PARM,Y,N,,N,0,2026-01-07 21:32:08,empty,stale
D1_FACILITY_SP,Y,N,,N,0,2026-01-07 21:32:08,empty,stale
D1_FACTOR,Y,N,,N,9,2026-02-28 22:20:29,populated,stale
D1_FACTOR_CHAR,Y,N,,N,0,2026-01-07 21:32:09,empty,stale
D1_FACTOR_CHAR_VALUE,Y,N,,N,32,2026-01-07 21:32:09,populated,stale
D1_FACTOR_L,Y,N,,N,9,2026-01-23 02:18:51,populated,stale
D1_FACTOR_VALUE,Y,N,,N,26,2026-02-28 22:20:29,populated,stale
D1_FACTOR_VALUE_CHAR,Y,N,,N,0,2026-01-07 21:32:09,empty,stale
D1_GTT1,Y,N,,N,,,unknown,unknown
D1_GTT10,Y,N,,N,,,unknown,unknown
D1_GTT2,Y,N,,N,,,unknown,unknown
D1_GTT3,Y,N,,N,,,unknown,unknown
D1_GTT4,Y,N,,N,,,unknown,unknown
D1_GTT5,Y,N,,N,,,unknown,unknown
D1_GTT6,Y,N,,N,,,unknown,unknown
D1_GTT7,Y,N,,N,,,unknown,unknown
D1_GTT8,Y,N,,N,,,unknown,unknown
D1_GTT9,Y,N,,N,,,unknown,unknown
D1_IMD_CTRL,Y,N,,N,344,2026-01-23 02:17:58,populated,stale
D1_IMD_CTRL_SEEDER,Y,N,,N,4,2026-01-07 21:32:09,populated,stale
D1_INIT_MSRMT_DATA,Y,Y,meter_ops,Y,694598,2026-02-27 02:16:01,populated,stale
D1_INIT_MSRMT_DATA_CHAR,Y,N,,N,0,2026-01-07 21:32:20,empty,stale
D1_INIT_MSRMT_DATA_K,Y,N,,N,694579,2026-01-07 21:32:20,populated,stale
D1_INIT_MSRMT_DATA_LOG,Y,N,,N,564585,2026-01-23 02:19:57,populated,stale
D1_INIT_MSRMT_DATA_LOG_PARM,Y,N,,N,1118242,2026-01-07 21:32:22,populated,stale
D1_INIT_MSRMT_SNAP,Y,N,,N,0,2026-01-07 21:32:23,empty,stale
D1_INIT_MSRMT_SNAP_CHAR,Y,N,,N,0,2026-01-07 21:32:23,empty,stale
D1_INIT_MSRMT_SNAP_K,Y,N,,N,0,2026-01-07 21:32:24,empty,stale
D1_INIT_MSRMT_SNAP_LOG,Y,N,,N,0,2026-01-07 21:32:24,empty,stale
D1_INIT_MSRMT_SNAP_LOG_PARM,Y,N,,N,0,2026-01-07 21:32:24,empty,stale
D1_INSTALL_EVT,Y,Y,meter_ops,Y,24992,2026-01-28 02:15:11,populated,stale
D1_INSTALL_EVT_CHAR,Y,N,,N,75,2026-01-16 02:05:25,populated,stale
D1_INSTALL_EVT_K,Y,N,,N,24992,2026-01-07 21:32:24,populated,stale
D1_INSTALL_EVT_LOG,Y,N,,N,34381,2026-01-07 21:32:24,populated,stale
D1_INSTALL_EVT_LOG_PARM,Y,N,,N,12390,2026-01-07 21:32:25,populated,stale
D1_INT_SNAP_MAP,Y,N,,N,0,2026-01-07 21:32:25,empty,stale
D1_MANUFACTURER,Y,N,,N,11,2026-01-27 02:21:53,populated,stale
D1_MANUFACTURER_L,Y,N,,N,11,2026-02-18 02:13:49,populated,stale
D1_MC_COMPAR_PERIOD,Y,N,,N,0,2026-01-07 21:32:25,empty,stale
D1_MC_COMPAR_PERIOD_LOG,Y,N,,N,0,2026-01-07 21:32:25,empty,stale
D1_MC_COMPAR_TYPE,Y,N,,N,0,2026-01-07 21:32:25,empty,stale
D1_MC_COMPAR_TYPE_L,Y,N,,N,0,2026-01-07 21:32:25,empty,stale
D1_MC_COMPAR_TYPE_REL_OBJ,Y,N,,N,0,2026-01-07 21:32:25,empty,stale
D1_MC_TYPE_VALUE_IDENTIFIER,Y,N,,N,9,2026-01-09 02:12:19,populated,stale
D1_MC_TYPE_VALUE_IDENTIFIER_L,Y,N,,N,9,2026-01-23 02:18:51,populated,stale
D1_MDSI,Y,N,,N,0,2026-01-07 21:32:26,empty,stale
D1_MDSI_K,Y,N,,N,0,2026-01-07 21:32:26,empty,stale
D1_MDSS,Y,N,,N,0,2026-01-07 21:32:26,empty,stale
D1_MDSS_K,Y,N,,N,0,2026-01-07 21:32:26,empty,stale
D1_MEASR_BK_1027,Y,N,,N,3357782,2026-01-08 02:37:35,populated,stale
D1_MEASR_COMP,Y,Y,meter_ops,Y,28504,2026-01-30 02:21:37,populated,stale
D1_MEASR_COMP_ATTRIBUTES,Y,N,,N,0,2026-01-07 21:32:30,empty,stale
D1_MEASR_COMP_CHAR,Y,N,,N,0,2026-01-07 21:32:31,empty,stale
D1_MEASR_COMP_IDENTIFIER,Y,N,,N,26729,2026-01-09 02:12:55,populated,stale
D1_MEASR_COMP_K,Y,N,,N,28504,2026-01-07 21:32:31,populated,stale
D1_MEASR_COMP_LOG,Y,N,,N,28535,2026-01-07 21:32:31,populated,stale
D1_MEASR_COMP_LOG_PARM,Y,N,,N,94,2026-01-07 21:32:31,populated,stale
D1_MEASR_COMP_REL,Y,N,,N,0,2026-01-07 21:32:31,empty,stale
D1_MEASR_COMP_SET,Y,N,,N,0,2026-01-07 21:32:31,empty,stale
D1_MEASR_COMP_SET_CHAR,Y,N,,N,0,2026-01-07 21:32:31,empty,stale
D1_MEASR_COMP_SET_CRIT,Y,N,,N,0,2026-01-07 21:32:32,empty,stale
D1_MEASR_COMP_SET_DIMENSION,Y,N,,N,0,2026-01-07 21:32:32,empty,stale
D1_MEASR_COMP_SET_L,Y,N,,N,0,2026-01-07 21:32:32,empty,stale
D1_MEASR_COMP_SET_LOG,Y,N,,N,0,2026-01-07 21:32:32,empty,stale
D1_MEASR_COMP_SET_LOG_PARM,Y,N,,N,0,2026-01-07 21:32:32,empty,stale
D1_MEASR_COMP_SET_PARTICIPANT,Y,N,,N,0,2026-01-07 21:32:32,empty,stale
D1_MEASR_COMP_SET_REL,Y,N,,N,0,2026-01-07 21:32:32,empty,stale
D1_MEASR_COMP_SMALL_CORRECT,Y,N,,N,728,2026-01-07 21:32:32,populated,stale
D1_MEASR_COMP_TYPE,Y,N,,N,9,2026-01-30 02:21:34,populated,stale
D1_MEASR_COMP_TYPE_CHAR,Y,N,,N,0,2026-01-07 21:32:32,empty,stale
D1_MEASR_COMP_TYPE_L,Y,N,,N,9,2026-01-29 02:18:01,populated,stale
D1_MEASR_COMP_TYPE_VEE_GRP,Y,N,,N,90,2026-02-28 22:20:29,populated,stale
D1_MEASR_COMP_TYP_FBK_VEE_GRP,Y,N,,N,27,2026-02-28 22:20:29,populated,stale
D1_MEASR_COMP_VEE_GROUP,Y,N,,N,0,2026-01-07 21:32:32,empty,stale
D1_MKT,Y,N,,N,0,2026-01-07 21:32:32,empty,stale
D1_MKT_AWARD,Y,N,,N,0,2026-01-07 21:32:32,empty,stale
D1_MKT_AWARD_CHAR,Y,N,,N,0,2026-01-07 21:32:32,empty,stale
D1_MKT_AWARD_CONTRACT,Y,N,,N,0,2026-01-07 21:32:32,empty,stale
D1_MKT_AWARD_DT_CHAR,Y,N,,N,0,2026-01-07 21:32:32,empty,stale
D1_MKT_AWARD_IDENTIFIER,Y,N,,N,0,2026-01-07 21:32:32,empty,stale
D1_MKT_AWARD_K,Y,N,,N,0,2026-01-07 21:32:32,empty,stale
D1_MKT_AWARD_LOG,Y,N,,N,0,2026-01-07 21:32:32,empty,stale
D1_MKT_AWARD_LOG_PARM,Y,N,,N,0,2026-01-07 21:32:33,empty,stale
D1_MKT_CHAR,Y,N,,N,0,2026-01-07 21:32:33,empty,stale
D1_MKT_CONTRACT,Y,N,,N,0,2026-01-07 21:32:33,empty,stale
D1_MKT_CONTRACT_CHAR,Y,N,,N,0,2026-01-07 21:32:33,empty,stale
D1_MKT_CONTRACT_IDENTIFIER,Y,N,,N,0,2026-01-07 21:32:33,empty,stale
D1_MKT_CONTRACT_K,Y,N,,N,0,2026-01-07 21:32:33,empty,stale
D1_MKT_CONTRACT_LOG,Y,N,,N,0,2026-01-07 21:32:33,empty,stale
D1_MKT_CONTRACT_LOG_PARM,Y,N,,N,0,2026-01-07 21:32:33,empty,stale
D1_MKT_CONTRACT_TYPE,Y,N,,N,0,2026-01-07 21:32:33,empty,stale
D1_MKT_CONTRACT_TYPE_CHAR,Y,N,,N,0,2026-01-07 21:32:33,empty,stale
D1_MKT_CONTRACT_TYPE_L,Y,N,,N,0,2026-01-07 21:32:33,empty,stale
D1_MKT_FALLBACK_SPR,Y,N,,N,0,2026-01-07 21:32:33,empty,stale
D1_MKT_L,Y,N,,N,0,2026-01-07 21:32:33,empty,stale
D1_MKT_PRODUCT,Y,N,,N,0,2026-01-07 21:32:33,empty,stale
D1_MKT_PRODUCT_CHAR,Y,N,,N,0,2026-01-07 21:32:33,empty,stale
D1_MKT_PRODUCT_IDENTIFIER,Y,N,,N,0,2026-01-07 21:32:33,empty,stale
D1_MKT_PRODUCT_K,Y,N,,N,0,2026-01-07 21:32:33,empty,stale
D1_MKT_PRODUCT_L,Y,N,,N,0,2026-01-07 21:32:33,empty,stale
D1_MKT_PRODUCT_LOG,Y,N,,N,0,2026-01-07 21:32:33,empty,stale
D1_MKT_PRODUCT_LOG_PARM,Y,N,,N,0,2026-01-07 21:32:33,empty,stale
D1_MKT_PRODUCT_SET,Y,N,,N,0,2026-01-07 21:32:33,empty,stale
D1_MKT_PRODUCT_SET_CHAR,Y,N,,N,0,2026-01-07 21:32:33,empty,stale
D1_MKT_PRODUCT_SET_L,Y,N,,N,0,2026-01-07 21:32:34,empty,stale
D1_MKT_PRODUCT_TYPE,Y,N,,N,0,2026-01-07 21:32:34,empty,stale
D1_MKT_PRODUCT_TYPE_CHAR,Y,N,,N,0,2026-01-07 21:32:34,empty,stale
D1_MKT_PRODUCT_TYPE_L,Y,N,,N,0,2026-01-07 21:32:34,empty,stale
D1_MKT_REL_TYPE,Y,N,,N,0,2026-01-07 21:32:34,empty,stale
D1_MKT_RP,Y,N,,N,0,2026-01-07 21:32:34,empty,stale
D1_MKT_RP_ATTR,Y,N,,N,0,2026-01-07 21:32:34,empty,stale
D1_MKT_RP_CHAR,Y,N,,N,0,2026-01-07 21:32:34,empty,stale
D1_MKT_RP_IDENTIFIER,Y,N,,N,0,2026-01-07 21:32:34,empty,stale
D1_MKT_RP_K,Y,N,,N,0,2026-01-07 21:32:34,empty,stale
D1_MKT_RP_LOG,Y,N,,N,0,2026-01-07 21:32:34,empty,stale
D1_MKT_RP_LOG_PARM,Y,N,,N,0,2026-01-07 21:32:34,empty,stale
D1_MKT_RP_REL,Y,N,,N,0,2026-01-07 21:32:35,empty,stale
D1_MKT_RP_REL_OBJ,Y,N,,N,0,2026-01-07 21:32:35,empty,stale
D1_MKT_VALID_SPR,Y,N,,N,0,2026-01-07 21:32:35,empty,stale
D1_MODEL,Y,N,,N,57,2026-01-07 21:32:35,populated,stale
D1_MODEL_L,Y,N,,N,57,2026-02-18 02:13:49,populated,stale
D1_MSRMT,Y,Y,meter_ops,Y,1680195,2026-01-17 22:12:49,populated,stale
D1_MSRMT_CHAR,Y,N,,N,0,2026-01-07 21:32:37,empty,stale
D1_MSRMT_CYC,Y,N,,N,9,2026-01-09 02:12:16,populated,stale
D1_MSRMT_CYC_BILL_CYC,Y,N,,N,9,2026-02-13 02:16:58,populated,stale
D1_MSRMT_CYC_CHAR,Y,N,,N,0,2026-01-07 21:32:37,empty,stale
D1_MSRMT_CYC_L,Y,N,,N,9,2026-01-30 02:21:34,populated,stale
D1_MSRMT_CYC_MCR,Y,N,,N,9,2026-01-23 02:18:52,populated,stale
D1_MSRMT_CYC_RTE,Y,N,,N,74,2026-01-30 02:21:34,populated,stale
D1_MSRMT_CYC_RTE_CHAR,Y,N,,N,0,2026-01-07 21:32:38,empty,stale
D1_MSRMT_CYC_RTE_L,Y,N,,N,74,2026-01-29 02:18:01,populated,stale
D1_MSRMT_CYC_SCHED,Y,N,,N,437,2026-01-30 02:21:34,populated,stale
D1_MSRMT_CYC_SCHED_CHAR,Y,N,,N,0,2026-01-07 21:32:38,empty,stale
D1_MSRMT_CYC_SCHED_RTE,Y,N,,N,2570,2026-01-30 02:21:34,populated,stale
D1_MSRMT_DATA_SNAP_TYPE,Y,N,,N,0,2026-01-07 21:32:38,empty,stale
D1_MSRMT_DATA_SNAP_TYPE_CHAR,Y,N,,N,0,2026-01-07 21:32:38,empty,stale
D1_MSRMT_DATA_SNAP_TYPE_L,Y,N,,N,0,2026-01-07 21:32:38,empty,stale
D1_MSRMT_LOG,Y,Y,meter_ops,Y,16216,2026-01-27 02:22:12,populated,stale
D1_MSRMT_LOG_PARM,Y,N,,N,0,2026-01-07 21:32:38,empty,stale
D1_MSRMT_TMP,Y,N,,N,,,unknown,unknown
D1_MULTI_VAR_FACTOR,Y,N,,N,0,2026-01-07 21:32:38,empty,stale
D1_MULTI_VAR_FACTOR_L,Y,N,,N,0,2026-01-07 21:32:38,empty,stale
D1_MULTI_VAR_FACTOR_VAL,Y,N,,N,0,2026-01-07 21:32:39,empty,stale
D1_MULTI_VAR_FACTOR_VAL_CHAR,Y,N,,N,0,2026-01-07 21:32:39,empty,stale
D1_NW_LOC,Y,N,,N,0,2026-01-07 21:32:39,empty,stale
D1_NW_LOC_CHAR,Y,N,,N,0,2026-01-07 21:32:39,empty,stale
D1_NW_LOC_IDENTIFIER,Y,N,,N,0,2026-01-07 21:32:39,empty,stale
D1_NW_LOC_K,Y,N,,N,0,2026-01-07 21:32:39,empty,stale
D1_NW_LOC_LOG,Y,N,,N,0,2026-01-07 21:32:39,empty,stale
D1_NW_LOC_LOG_PARM,Y,N,,N,0,2026-01-07 21:32:39,empty,stale
D1_NW_NODE,Y,N,,N,0,2026-01-07 21:32:39,empty,stale
D1_OBIEE_EVENT_POLLING,Y,N,,N,0,2026-01-07 21:32:39,empty,stale
D1_ON_OFF_HIST,Y,N,,N,29441,2026-01-09 02:13:16,populated,stale
D1_PROC_MTHD,Y,N,,N,19,2026-01-16 02:05:29,populated,stale
D1_PROC_MTHD_CHAR,Y,N,,N,0,2026-01-07 21:32:39,empty,stale
D1_PROC_MTHD_L,Y,N,,N,19,2026-01-09 02:12:19,populated,stale
D1_PROC_TIMETABLE_TYPE,Y,N,,N,0,2026-01-07 21:32:39,empty,stale
D1_PROC_TIMETABLE_TYPE_L,Y,N,,N,0,2026-01-07 21:32:39,empty,stale
D1_REFERENCED_MKT_PRODUCT,Y,N,,N,0,2026-01-07 21:32:39,empty,stale
D1_SETT_UNIT,Y,N,,N,0,2026-01-07 21:32:39,empty,stale
D1_SETT_UNIT_CHAR,Y,N,,N,0,2026-01-07 21:32:39,empty,stale
D1_SETT_UNIT_DIMENSION,Y,N,,N,0,2026-01-07 21:32:39,empty,stale
D1_SETT_UNIT_DIM_COMB,Y,N,,N,0,2026-01-07 21:32:39,empty,stale
D1_SETT_UNIT_DIM_VAL,Y,N,,N,0,2026-01-07 21:32:39,empty,stale
D1_SETT_UNIT_L,Y,N,,N,0,2026-01-07 21:32:40,empty,stale
D1_SNAPSHOT_DL_CTRL,Y,N,,N,0,2026-01-07 21:32:40,empty,stale
D1_SP,Y,Y,meter_ops,Y,32976,2026-02-21 22:16:51,populated,stale
D1_SPR,Y,N,,N,5,2026-01-09 02:12:28,populated,stale
D1_SPR_CHAR,Y,N,,N,0,2026-01-07 21:32:40,empty,stale
D1_SPR_DT_CHAR,Y,N,,N,0,2026-01-07 21:32:40,empty,stale
D1_SPR_L,Y,N,,N,5,2026-01-30 02:21:34,populated,stale
D1_SP_CHAR,Y,N,,N,35039,2026-01-09 02:13:23,populated,stale
D1_SP_CONTACT,Y,N,,N,30876,2026-01-09 02:13:13,populated,stale
D1_SP_EQPMNT,Y,Y,meter_ops,Y,25642,2026-01-30 02:21:36,populated,stale
D1_SP_FACILITY,Y,N,,N,0,2026-01-07 21:32:41,empty,stale
D1_SP_IDENTIFIER,Y,Y,meter_ops,Y,98901,2026-02-12 02:14:28,populated,stale
D1_SP_K,Y,N,,N,32966,2026-01-07 21:32:41,populated,stale
D1_SP_LOG,Y,N,,N,33339,2026-02-12 02:14:30,populated,stale
D1_SP_LOG_PARM,Y,N,,N,1818,2026-02-12 02:14:26,populated,stale
D1_SP_MKT_PARTICIPANT,Y,N,,N,0,2026-01-07 21:32:42,empty,stale
D1_SP_MSRMT_CYC_SCHED_RTE,Y,Y,meter_ops,Y,848476,2026-01-30 02:22:12,populated,stale
D1_SP_QTY,Y,N,,N,0,2026-01-07 21:32:42,empty,stale
D1_SP_QTY_K,Y,N,,N,0,2026-01-07 21:32:43,empty,stale
D1_SP_QTY_LOG,Y,N,,N,0,2026-01-07 21:32:43,empty,stale
D1_SP_QTY_LOG_PARM,Y,N,,N,0,2026-01-07 21:32:43,empty,stale
D1_SP_QTY_TYPE,Y,N,,N,0,2026-01-07 21:32:43,empty,stale
D1_SP_QTY_TYPE_IDENTIFIER,Y,N,,N,0,2026-01-07 21:32:43,empty,stale
D1_SP_QTY_TYPE_IDENTIFIER_L,Y,N,,N,0,2026-01-07 21:32:43,empty,stale
D1_SP_QTY_TYPE_L,Y,N,,N,0,2026-01-07 21:32:43,empty,stale
D1_SP_REL,Y,N,,N,0,2026-01-07 21:32:43,empty,stale
D1_SP_SNAP_DL,Y,N,,N,0,2026-01-07 21:32:43,empty,stale
D1_SP_SNAP_DL_K,Y,N,,N,0,2026-01-07 21:32:43,empty,stale
D1_SP_TYPE,Y,N,,N,20,2026-02-21 22:16:50,populated,stale
D1_SP_TYPE_CHAR,Y,N,,N,0,2026-01-07 21:32:43,empty,stale
D1_SP_TYPE_DEVICE_TYPE,Y,N,,N,28,2026-01-16 02:05:31,populated,stale
D1_SP_TYPE_DISCONNECT_LOCATION,Y,N,,N,0,2026-01-07 21:32:43,empty,stale
D1_SP_TYPE_DIV,Y,N,,N,20,2026-01-16 02:05:29,populated,stale
D1_SP_TYPE_FIELD_TASK_TYPE,Y,N,,N,0,2026-01-07 21:32:43,empty,stale
D1_SP_TYPE_L,Y,N,,N,20,2026-01-29 02:18:01,populated,stale
D1_SP_UNR_USG_SNAP_DL,Y,N,,N,0,2026-01-07 21:32:43,empty,stale
D1_SP_UNR_USG_SNAP_DL_K,Y,N,,N,0,2026-01-07 21:32:43,empty,stale
D1_SP_USG_SNAP_DL,Y,N,,N,0,2026-01-07 21:32:43,empty,stale
D1_SP_USG_SNAP_DL_K,Y,N,,N,0,2026-01-07 21:32:44,empty,stale
D1_SP_VEE_EXCP_SNAP_DL,Y,N,,N,0,2026-01-07 21:32:44,empty,stale
D1_SP_VEE_EXCP_SNAP_DL_K,Y,N,,N,0,2026-01-07 21:32:44,empty,stale
D1_SQI,Y,N,,N,44,2026-01-07 21:32:44,populated,stale
D1_SQI_L,Y,N,,N,44,2026-01-09 02:12:18,populated,stale
D1_STG_MSRMT,Y,N,,N,0,2026-01-07 21:32:44,empty,stale
D1_SVC_TYPE,Y,N,,N,7,2026-01-16 02:05:27,populated,stale
D1_SVC_TYPE_L,Y,N,,N,7,2026-01-16 02:05:27,populated,stale
D1_TOU,Y,N,,N,4,2026-01-29 02:18:01,populated,stale
D1_TOU_GRP,Y,N,,N,1,2026-01-29 02:18:01,populated,stale
D1_TOU_GRP_CHAR,Y,N,,N,0,2026-01-07 21:32:44,empty,stale
D1_TOU_GRP_L,Y,N,,N,1,2026-01-29 02:18:01,populated,stale
D1_TOU_GRP_TOU,Y,N,,N,3,2026-01-07 21:32:44,populated,stale
D1_TOU_L,Y,N,,N,4,2026-01-09 02:12:31,populated,stale
D1_TOU_MAP,Y,N,,N,0,2026-01-07 21:32:44,empty,stale
D1_TOU_MAP_CHAR,Y,N,,N,0,2026-01-07 21:32:44,empty,stale
D1_TOU_MAP_DATA,Y,N,,N,0,2026-01-07 21:32:44,empty,stale
D1_TOU_MAP_DATA_CHAR,Y,N,,N,0,2026-01-07 21:32:44,empty,stale
D1_TOU_MAP_DATA_TMP,Y,N,,N,,,unknown,unknown
D1_TOU_MAP_DATA_TMP2,Y,N,,N,,,unknown,unknown
D1_TOU_MAP_DYN_OPT,Y,N,,N,0,2026-01-07 21:32:44,empty,stale
D1_TOU_MAP_K,Y,N,,N,0,2026-01-07 21:32:44,empty,stale
D1_TOU_MAP_L,Y,N,,N,0,2026-01-07 21:32:45,empty,stale
D1_TOU_MAP_LOG,Y,N,,N,0,2026-01-07 21:32:45,empty,stale
D1_TOU_MAP_LOG_PARM,Y,N,,N,0,2026-01-07 21:32:45,empty,stale
D1_TOU_MAP_TMPLT,Y,N,,N,1,2026-01-07 21:32:45,populated,stale
D1_TOU_MAP_TMPLT_CHAR,Y,N,,N,0,2026-01-07 21:32:45,empty,stale
D1_TOU_MAP_TMPLT_L,Y,N,,N,1,2026-01-07 21:32:45,populated,stale
D1_TOU_MAP_TYPE,Y,N,,N,1,2026-02-03 02:14:28,populated,stale
D1_TOU_MAP_TYPE_CHAR,Y,N,,N,0,2026-01-07 21:32:45,empty,stale
D1_TOU_MAP_TYPE_L,Y,N,,N,1,2026-02-03 02:14:28,populated,stale
D1_TOU_MAP_TYPE_TMPLT,Y,N,,N,0,2026-01-07 21:32:45,empty,stale
D1_UOM,Y,N,,N,33,2026-01-09 02:12:27,populated,stale
D1_UOM_L,Y,N,,N,33,2026-01-09 02:12:21,populated,stale
D1_US,Y,Y,meter_ops,Y,68115,2026-01-23 02:19:08,populated,stale
D1_USAGE,Y,Y,meter_ops,Y,684188,2026-01-23 02:23:03,populated,stale
D1_USAGE_BO_DATA_AREA,N,Y,meter_ops,Y,,,unknown,unknown
D1_USAGE_CAL_TYPE_CTRL,Y,N,,N,0,2026-01-07 21:32:52,empty,stale
D1_USAGE_CHAR,Y,N,,N,0,2026-01-07 21:32:52,empty,stale
D1_USAGE_CTRL,Y,N,,N,3460,2026-01-09 02:12:51,populated,stale
D1_USAGE_EXCP,Y,Y,meter_ops,Y,539601,2026-01-20 02:18:49,populated,stale
D1_USAGE_EXCP_CHAR,Y,N,,N,0,2026-01-07 21:32:53,empty,stale
D1_USAGE_EXCP_K,Y,N,,N,539599,2026-01-07 21:32:53,populated,stale
D1_USAGE_EXCP_PARM,Y,N,,N,1605425,2026-01-09 02:16:55,populated,stale
D1_USAGE_EXCP_TYPE,Y,N,,N,4,2026-01-09 02:12:15,populated,stale
D1_USAGE_EXCP_TYPE_CHAR,Y,N,,N,0,2026-01-07 21:32:54,empty,stale
D1_USAGE_EXCP_TYPE_L,Y,N,,N,4,2026-01-09 02:12:30,populated,stale
D1_USAGE_K,Y,N,,N,684162,2026-01-07 21:32:55,populated,stale
D1_USAGE_LOG,Y,N,,N,12631121,2026-01-09 02:31:15,populated,stale
D1_USAGE_LOG_PARM,Y,N,,N,18045938,2026-01-09 02:27:08,populated,stale
