table_name,discovered_in_cisadm_dictionary,in_workstream_dictionary,workstreams,in_domain_metadata,num_rows,last_analyzed,stats_population_status,stats_freshness
CI_FA_TYPE_CHAR,Y,N,,N,0,2026-01-07 21:29:59,empty,stale
CI_FA_TYPE_L,Y,N,,N,6,2026-01-09 02:12:14,populated,stale
CI_FA_TYPE_PROF,Y,N,,N,1,2026-02-13 02:16:58,populated,stale
CI_FA_TYPE_PROF_L,Y,N,,N,1,2026-02-13 02:16:57,populated,stale
CI_FK_REF,Y,N,,N,1007,2026-01-24 22:15:07,populated,stale
CI_FK_REF_L,Y,N,,N,1007,2026-01-09 02:12:40,populated,stale
CI_FO,Y,N,,N,0,2026-01-07 21:29:59,empty,stale
CI_FO_K,Y,N,,N,0,2026-01-07 21:29:59,empty,stale
CI_FO_STG_DWN,Y,N,,N,0,2026-01-07 21:29:59,empty,stale
CI_FREQ,Y,N,,N,6,2026-01-09 02:12:21,populated,stale
CI_FREQ_L,Y,N,,N,6,2026-01-09 02:12:26,populated,stale
CI_FS_CL,Y,N,,N,0,2026-01-07 21:29:59,empty,stale
CI_FS_CL_DFLT,Y,N,,N,0,2026-01-07 21:29:59,empty,stale
CI_FS_CL_L,Y,N,,N,0,2026-01-07 21:29:59,empty,stale
CI_FS_CTRL,Y,N,,N,0,2026-01-07 21:29:59,empty,stale
CI_FS_DGRP,Y,N,,N,0,2026-01-07 21:29:59,empty,stale
CI_FS_OP_AREA,Y,N,,N,0,2026-01-07 21:29:59,empty,stale
CI_FT,Y,Y,billing|debt_mgmt|finance,Y,4854740,2026-02-20 02:21:40,populated,stale
CI_FT_GL,Y,Y,finance,Y,4953885,2026-02-20 02:21:03,populated,stale
CI_FT_K,Y,N,,N,4850471,2026-01-07 21:30:07,populated,stale
CI_FT_PROC,Y,Y,finance,Y,2316563,2026-01-23 02:20:21,populated,stale
CI_FUNC,Y,N,,N,0,2026-01-07 21:30:09,empty,stale
CI_FUNC_FLD,Y,N,,N,0,2026-01-07 21:30:09,empty,stale
CI_FUNC_FLD_L,Y,N,,N,0,2026-01-07 21:30:09,empty,stale
CI_FUNC_L,Y,N,,N,0,2026-01-07 21:30:09,empty,stale
CI_FUND,Y,N,,N,0,2026-01-07 21:30:09,empty,stale
CI_FUND_L,Y,N,,N,0,2026-01-07 21:30:09,empty,stale
CI_GEO_DFLT_SVC,Y,N,,N,0,2026-01-07 21:30:09,empty,stale
CI_GEO_TYPE,Y,N,,N,2,2026-01-09 02:12:17,populated,stale
CI_GEO_TYPE_L,Y,N,,N,2,2026-01-09 02:12:23,populated,stale
CI_GEO_TYP_DFLT,Y,N,,N,0,2026-01-07 21:30:10,empty,stale
CI_GL_DIVISION,Y,N,,N,1,2026-01-09 02:12:14,populated,stale
CI_GL_DIVISION_L,Y,N,,N,1,2026-01-23 02:18:52,populated,stale
CI_HI_LO_FACTOR,Y,N,,N,0,2026-01-07 21:30:10,empty,stale
CI_ID_TYPE,Y,N,,N,9,2026-01-16 02:05:28,populated,stale
CI_ID_TYPE_L,Y,N,,N,9,2026-01-16 02:05:29,populated,stale
CI_INSTALL_ALG,Y,N,,N,90,2026-01-09 02:12:17,populated,stale
CI_INSTALL_MSG,Y,N,,N,4,2026-01-09 02:12:19,populated,stale
CI_INSTALL_MSG_L,Y,N,,N,4,2026-01-09 02:12:15,populated,stale
CI_INSTALL_PROD,Y,N,,N,6,2026-01-09 02:12:13,populated,stale
CI_INTV_DATA,Y,N,,N,0,2026-01-07 21:30:10,empty,stale
CI_INTV_DATA_SET,Y,N,,N,0,2026-01-07 21:30:10,empty,stale
CI_INTV_DATA_SET_K,Y,N,,N,0,2026-01-07 21:30:10,empty,stale
CI_INTV_DS_EXC,Y,N,,N,0,2026-01-07 21:30:11,empty,stale
CI_INTV_PF,Y,N,,N,0,2026-01-07 21:30:11,empty,stale
CI_INTV_PFRELTY,Y,N,,N,0,2026-01-07 21:30:11,empty,stale
CI_INTV_PFRELTY_L,Y,N,,N,0,2026-01-07 21:30:11,empty,stale
CI_INTV_PF_ALG,Y,N,,N,0,2026-01-07 21:30:11,empty,stale
CI_INTV_PF_K,Y,N,,N,0,2026-01-07 21:30:11,empty,stale
CI_INTV_PF_L,Y,N,,N,0,2026-01-07 21:30:11,empty,stale
CI_INTV_PF_TYP,Y,N,,N,0,2026-01-07 21:30:11,empty,stale
CI_INTV_PF_TYP_L,Y,N,,N,0,2026-01-07 21:30:11,empty,stale
CI_INTV_REG_ALG,Y,N,,N,0,2026-01-07 21:30:11,empty,stale
CI_INTV_REG_TYP,Y,N,,N,0,2026-01-07 21:30:11,empty,stale
CI_INTV_REG_TYP_L,Y,N,,N,0,2026-01-07 21:30:11,empty,stale
CI_INTV_VAL,Y,N,,N,0,2026-01-07 21:30:11,empty,stale
CI_INTV_VAL_SET,Y,N,,N,0,2026-01-07 21:30:11,empty,stale
CI_INTV_VAL_SET_K,Y,N,,N,0,2026-01-07 21:30:11,empty,stale
CI_ITEM,Y,N,,N,0,2026-01-07 21:30:11,empty,stale
CI_ITEM_CHAR,Y,N,,N,0,2026-01-07 21:30:11,empty,stale
CI_ITEM_EQ,Y,N,,N,0,2026-01-07 21:30:11,empty,stale
CI_ITEM_K,Y,N,,N,0,2026-01-07 21:30:11,empty,stale
CI_ITEM_LOC_HIS,Y,N,,N,0,2026-01-07 21:30:11,empty,stale
CI_ITEM_LOC_HIS_K,Y,N,,N,0,2026-01-07 21:30:11,empty,stale
CI_ITEM_SQ_EST,Y,N,,N,0,2026-01-07 21:30:11,empty,stale
CI_ITEM_STK_LOC,Y,N,,N,0,2026-01-07 21:30:11,empty,stale
CI_ITEM_TYPE,Y,N,,N,4,2026-01-07 21:30:11,populated,stale
CI_ITEM_TYPE_EQ,Y,N,,N,0,2026-01-07 21:30:11,empty,stale
CI_ITEM_TYPE_L,Y,N,,N,4,2026-01-07 21:30:12,populated,stale
CI_ITEM_TYP_CHA,Y,N,,N,0,2026-01-07 21:30:12,empty,stale
CI_LANDLORD,Y,Y,customer_ops,Y,2802,2026-02-14 22:23:50,populated,stale
CI_LANDLORD_K,Y,N,,N,2802,2026-01-07 21:30:12,populated,stale
CI_LANGUAGE,Y,N,,N,1,2026-01-09 02:12:26,populated,stale
CI_LETTER_TMPL,Y,N,,N,29,2026-02-27 02:15:24,populated,stale
CI_LETTER_TMPL_L,Y,N,,N,29,2026-01-31 22:17:15,populated,stale
CI_LL_DETAIL,Y,N,,N,16921,2026-02-17 02:19:58,populated,stale
CI_LOOKUP_FIELD,Y,N,,N,2653,2026-01-09 02:12:44,populated,stale
CI_LOOKUP_VAL,Y,Y,common,N,10907,2026-01-21 02:21:38,populated,stale
CI_LOOKUP_VAL_L,Y,N,,N,10907,2026-01-09 02:13:04,populated,stale
CI_MATCH_EVT,Y,N,,N,0,2026-01-07 21:30:12,empty,stale
CI_MATCH_EVT_K,Y,N,,N,0,2026-01-07 21:30:12,empty,stale
CI_MATCH_TYPE,Y,N,,N,0,2026-01-07 21:30:13,empty,stale
CI_MATCH_TYPE_L,Y,N,,N,0,2026-01-07 21:30:13,empty,stale
CI_MD_ATT_TY,Y,N,,N,107,2026-01-07 21:30:13,populated,stale
CI_MD_AT_DTL,Y,N,,N,106,2026-01-07 21:30:13,populated,stale
CI_MD_AT_DTL_L,Y,N,,N,106,2026-01-07 21:30:13,populated,stale
CI_MD_CONST,Y,N,,N,11965,2026-01-09 02:13:17,populated,stale
CI_MD_CONST_FLD,Y,N,,N,17314,2026-01-09 02:13:16,populated,stale
CI_MD_CTL,Y,N,,N,20,2026-01-07 21:30:13,populated,stale
CI_MD_CTL_L,Y,N,,N,20,2026-01-07 21:30:13,populated,stale
CI_MD_CTL_TMPL,Y,N,,N,225,2026-01-07 21:30:14,populated,stale
CI_MD_ELTY,Y,N,,N,34,2026-01-07 21:30:14,populated,stale
CI_MD_ELTY_AT,Y,N,,N,489,2026-01-07 21:30:14,populated,stale
CI_MD_ELTY_L,Y,N,,N,34,2026-01-07 21:30:14,populated,stale
CI_MD_FLD,Y,N,,N,36646,2026-01-24 22:15:10,populated,stale
CI_MD_FLD_L,Y,N,,N,36644,2026-01-09 02:13:44,populated,stale
CI_MD_IDX,Y,N,,N,0,2026-01-07 21:30:15,empty,stale
CI_MD_IDX_FLD,Y,N,,N,0,2026-01-07 21:30:15,empty,stale
CI_MD_LOOKUP_F,Y,N,,N,12,2026-01-07 21:30:15,populated,stale
CI_MD_MENU,Y,N,,N,903,2026-01-09 02:12:41,populated,stale
CI_MD_MENU_IMOD,Y,N,,N,1397,2026-01-09 02:12:40,populated,stale
CI_MD_MENU_ITEM,Y,N,,N,2867,2026-01-09 02:13:02,populated,stale
CI_MD_MENU_ITEM_L,Y,N,,N,2867,2026-01-09 02:12:43,populated,stale
CI_MD_MENU_L,Y,N,,N,903,2026-01-09 02:12:40,populated,stale
CI_MD_MENU_LINE,Y,N,,N,2138,2026-01-09 02:12:45,populated,stale
CI_MD_MENU_LINE_L,Y,N,,N,2138,2026-01-09 02:12:42,populated,stale
CI_MD_MENU_MOD,Y,N,,N,0,2026-01-07 21:30:16,empty,stale
CI_MD_MO,Y,N,,N,744,2026-01-09 02:12:42,populated,stale
CI_MD_MO_ALG,Y,N,,N,558,2026-01-16 02:05:31,populated,stale
CI_MD_MO_L,Y,N,,N,744,2026-01-09 02:12:39,populated,stale
CI_MD_MO_OPT,Y,N,,N,6572,2026-01-09 02:12:48,populated,stale
CI_MD_MO_TBL,Y,N,,N,3076,2026-01-15 02:21:37,populated,stale
CI_MD_MO_WRK,Y,N,,N,0,2026-01-07 21:30:16,empty,stale
CI_MD_MSG,Y,N,,N,51,2026-01-07 21:30:16,populated,stale
CI_MD_MSG_L,Y,N,,N,51,2026-01-07 21:30:16,populated,stale
CI_MD_NAV,Y,N,,N,6957,2026-01-09 02:13:09,populated,stale
CI_MD_PDF,Y,N,,N,18,2026-01-07 21:30:16,populated,stale
CI_MD_PDF_VAL,Y,N,,N,58,2026-01-07 21:30:16,populated,stale
CI_MD_PRG_COM,Y,N,,N,12068,2026-01-09 02:13:19,populated,stale
CI_MD_PRG_ELEM,Y,N,,N,32679,2026-01-24 22:15:13,populated,stale
CI_MD_PRG_EL_AT,Y,N,,N,17439,2026-01-07 21:30:17,populated,stale
CI_MD_PRG_LOC,Y,N,,N,648,2026-01-09 02:12:37,populated,stale
CI_MD_PRG_MOD,Y,N,,N,396,2026-01-07 21:30:17,populated,stale
CI_MD_PRG_SEC,Y,N,,N,6134,2026-01-09 02:13:03,populated,stale
CI_MD_PRG_SQL,Y,N,,N,17868,2026-01-07 21:30:17,populated,stale
CI_MD_PRG_TAB,Y,N,,N,1859,2026-01-24 22:15:06,populated,stale
CI_MD_PRG_VAR,Y,N,,N,75574,2026-01-24 22:15:09,populated,stale
CI_MD_RPT,Y,N,,N,30,2026-01-07 21:30:19,populated,stale
CI_MD_RPT_L,Y,N,,N,30,2026-01-07 21:30:19,populated,stale
CI_MD_RPT_LBL,Y,N,,N,442,2026-01-24 22:15:05,populated,stale
CI_MD_RPT_PARM,Y,N,,N,71,2026-01-07 21:30:19,populated,stale
CI_MD_RPT_PARM_L,Y,N,,N,71,2026-01-07 21:30:19,populated,stale
CI_MD_SO,Y,N,,N,14,2026-01-09 02:12:13,populated,stale
CI_MD_SOCG,Y,N,,N,36,2026-01-09 02:12:18,populated,stale
CI_MD_SOCG_FLD,Y,N,,N,60,2026-01-07 21:30:19,populated,stale
CI_MD_SOCG_FLDAT,Y,N,,N,12,2026-01-07 21:30:19,populated,stale
CI_MD_SOCG_L,Y,N,,N,36,2026-01-09 02:12:19,populated,stale
CI_MD_SOCG_SORT,Y,N,,N,20,2026-01-07 21:30:19,populated,stale
CI_MD_SO_L,Y,N,,N,14,2026-01-09 02:12:33,populated,stale
CI_MD_SO_RSFLD,Y,N,,N,79,2026-01-07 21:30:20,populated,stale
CI_MD_SO_RSFLDAT,Y,N,,N,8,2026-01-07 21:30:20,populated,stale
CI_MD_SRC_TYPE,Y,N,,N,8,2026-01-09 02:12:14,populated,stale
CI_MD_SRC_TYPE_L,Y,N,,N,8,2026-01-07 21:30:20,populated,stale
CI_MD_SVC,Y,N,,N,4090,2026-01-09 02:12:52,populated,stale
CI_MD_SVC_L,Y,N,,N,4080,2026-01-09 02:12:47,populated,stale
CI_MD_SVC_PRG,Y,N,,N,2851,2026-01-09 02:12:45,populated,stale
CI_MD_TAB_MOD,Y,N,,N,48,2026-01-09 02:12:14,populated,stale
CI_MD_TBL,Y,N,,N,3734,2026-01-23 02:18:55,populated,stale
CI_MD_TBL_ADDTL,Y,N,,N,710,2026-01-23 02:18:53,populated,stale
CI_MD_TBL_FLD,Y,N,,N,31906,2026-01-09 02:13:50,populated,stale
CI_MD_TBL_FLD_L,Y,N,,N,31906,2026-01-09 02:13:43,populated,stale
CI_MD_TBL_L,Y,N,,N,3735,2026-01-09 02:12:49,populated,stale
CI_MD_TMPL,Y,N,,N,61,2026-01-09 02:12:15,populated,stale
CI_MD_TMPL_ELTY,Y,N,,N,409,2026-01-07 21:30:21,populated,stale
CI_MD_TMPL_L,Y,N,,N,61,2026-01-07 21:30:21,populated,stale
CI_MD_TMPL_VAR,Y,N,,N,2492,2026-01-09 02:12:44,populated,stale
CI_MD_TMPL_VAR_L,Y,N,,N,2143,2026-01-07 21:30:21,populated,stale
CI_MD_TOOLREP_XML,Y,N,,N,0,2026-01-07 21:30:21,empty,stale
CI_MD_TOOL_REP,Y,N,,N,0,2026-01-07 21:30:21,empty,stale
CI_MD_VAR,Y,N,,N,563,2026-01-07 21:30:21,populated,stale
CI_MD_VAR_DTL,Y,N,,N,606,2026-01-07 21:30:21,populated,stale
CI_MD_VAR_DTL_L,Y,N,,N,606,2026-01-07 21:30:21,populated,stale
CI_MD_WRK_TBL,Y,N,,N,0,2026-01-07 21:30:21,empty,stale
CI_MD_WRK_TBLFLD,Y,N,,N,0,2026-01-07 21:30:21,empty,stale
CI_MD_WRK_TBL_L,Y,N,,N,0,2026-01-07 21:30:21,empty,stale
CI_MEVT_CAN_RSN,Y,N,,N,0,2026-01-07 21:30:21,empty,stale
CI_MEVT_CAN_RSN_L,Y,N,,N,0,2026-01-07 21:30:22,empty,stale
CI_MFG,Y,N,,N,0,2026-01-07 21:30:22,empty,stale
CI_MFG_L,Y,N,,N,0,2026-01-07 21:30:22,empty,stale
CI_MKTMSG_TYPE,Y,N,,N,0,2026-01-07 21:30:22,empty,stale
CI_MKTMSG_TYPE_ALG,Y,N,,N,0,2026-01-07 21:30:22,empty,stale
CI_MKTMSG_TYPE_CHAR,Y,N,,N,0,2026-01-07 21:30:22,empty,stale
CI_MKTMSG_TYPE_L,Y,N,,N,0,2026-01-07 21:30:22,empty,stale
CI_MODEL,Y,N,,N,0,2026-01-07 21:30:22,empty,stale
CI_MODEL_L,Y,N,,N,0,2026-01-07 21:30:22,empty,stale
CI_MPL_EXC,Y,N,,N,0,2026-01-07 21:30:22,empty,stale
CI_MR,Y,N,,N,0,2026-01-07 21:30:22,empty,stale
CI_MRR_STGE_UP,Y,N,,N,0,2026-01-07 21:30:22,empty,stale
CI_MR_CHAR,Y,N,,N,0,2026-01-07 21:30:22,empty,stale
CI_MR_CYC,Y,N,,N,0,2026-01-07 21:30:22,empty,stale
CI_MR_CYC_L,Y,N,,N,0,2026-01-07 21:30:22,empty,stale
CI_MR_INSTR,Y,N,,N,4,2026-02-12 02:14:26,populated,stale
CI_MR_INSTR_L,Y,N,,N,4,2026-01-10 22:18:28,populated,stale
CI_MR_K,Y,N,,N,0,2026-01-07 21:30:22,empty,stale
CI_MR_REM,Y,N,,N,0,2026-01-07 21:30:22,empty,stale
CI_MR_REM_ACTN,Y,N,,N,0,2026-01-07 21:30:22,empty,stale
CI_MR_REM_BMSG,Y,N,,N,0,2026-01-07 21:30:22,empty,stale
CI_MR_REM_EXCP,Y,N,,N,0,2026-01-07 21:30:22,empty,stale
CI_MR_RTE,Y,N,,N,0,2026-01-07 21:30:22,empty,stale
CI_MR_RTE_CHAR,Y,N,,N,0,2026-01-07 21:30:22,empty,stale
CI_MR_RTE_L,Y,N,,N,0,2026-01-07 21:30:22,empty,stale
CI_MR_RTE_SEC,Y,N,,N,0,2026-01-07 21:30:22,empty,stale
CI_MR_RTE_TYPE,Y,N,,N,0,2026-01-07 21:30:23,empty,stale
CI_MR_RTE_TYPE_L,Y,N,,N,0,2026-01-07 21:30:23,empty,stale
CI_MR_SCHED,Y,N,,N,0,2026-01-07 21:30:23,empty,stale
CI_MR_SCHED_RTE,Y,N,,N,0,2026-01-07 21:30:23,empty,stale
CI_MR_SOURCE,Y,N,,N,0,2026-01-07 21:30:23,empty,stale
CI_MR_SOURCE_L,Y,N,,N,0,2026-01-07 21:30:23,empty,stale
CI_MR_STAGE_DWN,Y,N,,N,0,2026-01-07 21:30:23,empty,stale
CI_MR_STAGE_UP,Y,N,,N,0,2026-01-07 21:30:23,empty,stale
CI_MR_STGUP_CHAR,Y,N,,N,0,2026-01-07 21:30:23,empty,stale
CI_MR_STGUP_EXC,Y,N,,N,0,2026-01-07 21:30:23,empty,stale
CI_MR_WARN,Y,N,,N,3,2026-02-12 02:14:25,populated,stale
CI_MR_WARN_L,Y,N,,N,3,2026-01-27 02:21:53,populated,stale
CI_MSG,Y,N,,N,21079,2026-02-04 02:18:27,populated,stale
CI_MSG_CATEGORY,Y,N,,N,127,2026-02-04 02:18:25,populated,stale
CI_MSG_CATEGORY_L,Y,N,,N,127,2026-02-04 02:18:25,populated,stale
CI_MSG_L,Y,N,,N,21079,2026-02-04 02:18:28,populated,stale
CI_MSG_LOG,Y,N,,N,1380240,2026-02-14 22:24:09,populated,stale
CI_MSG_LOGPARM,Y,N,,N,3405670,2026-01-09 02:19:40,populated,stale
CI_MSG_LOG_PK,Y,N,,N,0,2026-01-07 21:30:28,empty,stale
CI_MTR,Y,N,,N,0,2026-01-07 21:30:28,empty,stale
CI_MTR_CFGTY_RL,Y,N,,N,0,2026-01-07 21:30:29,empty,stale
CI_MTR_CHAR,Y,N,,N,0,2026-01-07 21:30:29,empty,stale
CI_MTR_CONFIG,Y,N,,N,0,2026-01-07 21:30:29,empty,stale
CI_MTR_CONFIG_K,Y,N,,N,0,2026-01-07 21:30:29,empty,stale
CI_MTR_CONFIG_TY,Y,N,,N,0,2026-01-07 21:30:29,empty,stale
CI_MTR_CONFIG_TY_L,Y,N,,N,0,2026-01-07 21:30:29,empty,stale
CI_MTR_EQ,Y,N,,N,0,2026-01-07 21:30:29,empty,stale
CI_MTR_ID,Y,N,,N,0,2026-01-07 21:30:29,empty,stale
CI_MTR_ID_TYPE,Y,N,,N,0,2026-01-07 21:30:29,empty,stale
CI_MTR_ID_TYPE_L,Y,N,,N,0,2026-01-07 21:30:30,empty,stale
CI_MTR_K,Y,N,,N,0,2026-01-07 21:30:30,empty,stale
CI_MTR_LOC,Y,N,,N,3,2026-01-07 21:30:30,populated,stale
CI_MTR_LOC_HIS,Y,N,,N,0,2026-01-07 21:30:30,empty,stale
CI_MTR_LOC_HIS_K,Y,N,,N,0,2026-01-07 21:30:30,empty,stale
CI_MTR_LOC_L,Y,N,,N,3,2026-01-07 21:30:30,populated,stale
CI_MTR_STK_LOC,Y,N,,N,0,2026-01-07 21:30:30,empty,stale
CI_MTR_TYPE,Y,N,,N,0,2026-01-07 21:30:30,empty,stale
CI_MTR_TYPE_EQ,Y,N,,N,0,2026-01-07 21:30:31,empty,stale
CI_MTR_TYPE_L,Y,N,,N,0,2026-01-07 21:30:31,empty,stale
CI_MTR_TYP_CHAR,Y,N,,N,0,2026-01-07 21:30:31,empty,stale
CI_MTR_TY_CFGTY,Y,N,,N,0,2026-01-07 21:30:31,empty,stale
CI_MULT_ITEM,Y,N,,N,0,2026-01-07 21:30:31,empty,stale
CI_NAV_OPT,Y,N,,N,3729,2026-01-16 02:05:55,populated,stale
CI_NAV_OPT_CTXT,Y,N,,N,2695,2026-01-16 02:05:36,populated,stale
CI_NAV_OPT_L,Y,N,,N,3729,2026-01-09 02:12:49,populated,stale
CI_NAV_OPT_USG,Y,N,,N,6452,2026-01-16 02:05:43,populated,stale
CI_NB_RULE,Y,N,,N,0,2026-01-07 21:30:31,empty,stale
CI_NB_RULE_L,Y,N,,N,0,2026-01-07 21:30:32,empty,stale
CI_NB_RULE_PARM,Y,N,,N,0,2026-01-07 21:30:32,empty,stale
CI_NB_RULE_VER,Y,N,,N,0,2026-01-07 21:30:32,empty,stale
CI_NB_SA,Y,N,,N,0,2026-01-07 21:30:32,empty,stale
CI_NB_SCHED_PAY,Y,N,,N,0,2026-01-07 21:30:32,empty,stale
CI_NB_SCHED_PAY_K,Y,N,,N,0,2026-01-07 21:30:32,empty,stale
CI_NCD,Y,N,,N,0,2026-01-07 21:30:32,empty,stale
CI_NCD_TYPE,Y,N,,N,5,2026-01-16 02:05:28,populated,stale
CI_NCD_TYPE_L,Y,N,,N,5,2026-01-16 02:05:30,populated,stale
CI_NT_DNTY_CTXT,Y,N,,N,0,2026-01-07 21:30:32,empty,stale
CI_NT_DWN,Y,N,,N,0,2026-01-07 21:30:33,empty,stale
CI_NT_DWN_CHAR,Y,N,,N,0,2026-01-07 21:30:33,empty,stale
CI_NT_DWN_CTXT,Y,N,,N,0,2026-01-07 21:30:33,empty,stale
CI_NT_DWN_EXC,Y,N,,N,0,2026-01-07 21:30:33,empty,stale
CI_NT_DWN_EXP,Y,N,,N,0,2026-01-07 21:30:33,empty,stale
CI_NT_DWN_FORM,Y,N,,N,0,2026-01-07 21:30:33,empty,stale
CI_NT_DWN_FORM_L,Y,N,,N,0,2026-01-07 21:30:33,empty,stale
CI_NT_DWN_K,Y,N,,N,0,2026-01-07 21:30:33,empty,stale
CI_NT_DWN_PROF,Y,N,,N,0,2026-01-07 21:30:33,empty,stale
CI_NT_DWN_PROF_L,Y,N,,N,0,2026-01-07 21:30:33,empty,stale
CI_NT_DWN_TYPE,Y,N,,N,0,2026-01-07 21:30:33,empty,stale
CI_NT_DWN_TYPE_L,Y,N,,N,0,2026-01-07 21:30:34,empty,stale
CI_NT_UP,Y,N,,N,0,2026-01-07 21:30:34,empty,stale
CI_NT_UP_CHAR,Y,N,,N,0,2026-01-07 21:30:34,empty,stale
CI_NT_UP_CTXT,Y,N,,N,0,2026-01-07 21:30:34,empty,stale
CI_NT_UP_EXCP,Y,N,,N,0,2026-01-07 21:30:34,empty,stale
CI_NT_UP_XSPL,Y,N,,N,0,2026-01-07 21:30:35,empty,stale
CI_NT_UP_XTYPE,Y,N,,N,0,2026-01-07 21:30:35,empty,stale
CI_NT_UP_XTYPE_L,Y,N,,N,0,2026-01-07 21:30:35,empty,stale
CI_NT_XID,Y,N,,N,7,2026-01-09 02:12:21,populated,stale
CI_NT_XID_L,Y,N,,N,7,2026-01-09 02:12:20,populated,stale
CI_OD_EVT,Y,N,,N,0,2026-01-07 21:30:35,empty,stale
CI_OD_EVT_DEP,Y,N,,N,0,2026-01-07 21:30:35,empty,stale
CI_OD_EVT_TYPE,Y,N,,N,0,2026-01-07 21:30:35,empty,stale
CI_OD_EVT_TYPE_ALG,Y,N,,N,0,2026-01-07 21:30:35,empty,stale
CI_OD_EVT_TYPE_L,Y,N,,N,0,2026-01-07 21:30:35,empty,stale
CI_OD_PROC,Y,N,,N,0,2026-01-07 21:30:35,empty,stale
CI_OD_PROC_K,Y,N,,N,0,2026-01-07 21:30:35,empty,stale
CI_OD_PROC_LOG,Y,N,,N,0,2026-01-07 21:30:36,empty,stale
CI_OD_PROC_LOGPARM,Y,N,,N,0,2026-01-07 21:30:36,empty,stale
CI_OD_PROC_OBJ,Y,N,,N,0,2026-01-07 21:30:36,empty,stale
CI_OD_PROC_TMP,Y,N,,N,0,2026-01-07 21:30:36,empty,stale
CI_OD_PROC_TMP_ALG,Y,N,,N,0,2026-01-07 21:30:36,empty,stale
CI_OD_PROC_TMP_L,Y,N,,N,0,2026-01-07 21:30:36,empty,stale
CI_OD_RESP,Y,N,,N,0,2026-01-07 21:30:36,empty,stale
CI_OD_RESP_DEP,Y,N,,N,0,2026-01-07 21:30:36,empty,stale
CI_OD_RULE_ALG,Y,N,,N,0,2026-01-07 21:30:36,empty,stale
CI_OEVT_CAN_RSN,Y,N,,N,0,2026-01-07 21:30:36,empty,stale
CI_OEVT_CAN_RSN_L,Y,N,,N,0,2026-01-07 21:30:36,empty,stale
CI_OP_AREA,Y,N,,N,0,2026-01-07 21:30:36,empty,stale
CI_OP_AREA_L,Y,N,,N,0,2026-01-07 21:30:36,empty,stale
CI_PAY,Y,N,,N,646327,2026-02-13 02:17:41,populated,stale
CI_PAY_CAN_RSN,Y,N,,N,14,2026-01-24 22:15:05,populated,stale
CI_PAY_CAN_RSN_L,Y,N,,N,14,2026-01-17 22:11:34,populated,stale
CI_PAY_CHAR,Y,N,,N,16276,2026-01-16 02:05:47,populated,stale
CI_PAY_EVENT,Y,Y,cashiering,N,645920,2026-02-16 02:16:13,populated,stale
CI_PAY_EVENT_K,Y,N,,N,645917,2026-01-07 21:30:38,populated,stale
CI_PAY_EVT_CHAR,Y,N,,N,0,2026-01-07 21:30:38,empty,stale
CI_PAY_EVT_EXCP,Y,N,,N,1,2026-02-24 02:12:04,populated,stale
CI_PAY_EXCP,Y,N,,N,0,2026-02-24 02:13:38,empty,stale
CI_PAY_K,Y,N,,N,646324,2026-01-07 21:30:39,populated,stale
CI_PAY_METH,Y,N,,N,3,2026-01-15 02:21:34,populated,stale
CI_PAY_METH_L,Y,N,,N,3,2026-01-13 02:15:05,populated,stale
CI_PAY_SEG,Y,Y,cashiering,Y,2108405,2026-01-16 02:09:23,populated,stale
CI_PAY_SEG_K,Y,N,,N,2108395,2026-01-07 21:30:42,populated,stale
CI_PAY_SEG_TYPE,Y,N,,N,2,2026-01-16 02:05:27,populated,stale
CI_PAY_SEG_TYPE_L,Y,N,,N,2,2026-01-16 02:05:28,populated,stale
CI_PAY_ST,Y,N,,N,1,2026-01-07 21:30:44,populated,stale
CI_PAY_TMPL,Y,N,,N,0,2026-01-07 21:30:45,empty,stale
CI_PAY_TMPL_L,Y,N,,N,0,2026-01-07 21:30:45,empty,stale
CI_PAY_TNDR,Y,Y,cashiering,N,648849,2026-01-17 22:12:21,populated,stale
CI_PAY_TNDR_CHAR,Y,N,,N,761166,2026-02-13 02:17:27,populated,stale
CI_PAY_TNDR_K,Y,N,,N,648847,2026-01-07 21:30:48,populated,stale
CI_PAY_TNDR_ST,Y,N,,N,1549,2026-01-09 02:12:54,populated,stale
CI_PAY_TNDR_ST_CHAR,Y,N,,N,1549,2026-01-07 21:30:50,populated,stale
CI_PER,Y,Y,customer_ops,Y,50716,2026-02-14 22:23:53,populated,stale
CI_PER_ADDR_OVRD,Y,N,,N,3635,2026-01-09 02:12:55,populated,stale
CI_PER_ADDR_SEAS,Y,N,,N,1,2026-01-16 02:05:24,populated,stale
CI_PER_CHAR,Y,N,,N,106435,2026-01-16 02:06:32,populated,stale
CI_PER_ID,Y,N,,N,88371,2026-02-13 02:17:08,populated,stale
CI_PER_K,Y,N,,N,50715,2026-01-07 21:30:52,populated,stale
CI_PER_NAME,Y,Y,customer_ops,N,50723,2026-01-23 02:18:56,populated,stale
CI_PER_PER,Y,N,,N,0,2026-01-07 21:30:53,empty,stale
CI_PER_PHONE,Y,N,,N,0,2026-01-07 21:30:53,empty,stale
CI_PER_REL_TYPE,Y,N,,N,2,2026-02-13 02:16:57,populated,stale
CI_PER_REL_TYPE_L,Y,N,,N,2,2026-01-23 02:18:52,populated,stale
CI_PEVT_DST_DTL,Y,N,,N,0,2026-01-07 21:30:53,empty,stale
CI_PEVT_DTL_ST,Y,N,,N,0,2026-01-07 21:30:53,empty,stale
