child_table,child_column,parent_table,parent_column,join_sql,source,fk_name,workstream,domain_name,join_type
D1_DVC_EVT,BO_STATUS_CD,F1_BUS_OBJ_STATUS_L_5,BO_STATUS_CD,D1_DVC_EVT.BO_STATUS_CD = F1_BUS_OBJ_STATUS_L_5.BO_STATUS_CD,domain_join_inventory,,Meter Operations,Device___Domain,leftOuter
D1_DVC_EVT,BO_STATUS_REASON_CD,F1_BUS_OBJ_STATUS_RSN_L_4,BO_STATUS_REASON_CD,D1_DVC_EVT.BO_STATUS_REASON_CD = F1_BUS_OBJ_STATUS_RSN_L_4.BO_STATUS_REASON_CD,domain_join_inventory,,Meter Operations,Device___Domain,leftOuter
D1_DVC_EVT,BUS_OBJ_CD,F1_BUS_OBJ_L_4,BUS_OBJ_CD,D1_DVC_EVT.BUS_OBJ_CD = F1_BUS_OBJ_L_4.BUS_OBJ_CD,domain_join_inventory,,Meter Operations,Device___Domain,leftOuter
D1_DVC_EVT,BUS_OBJ_CD,F1_BUS_OBJ_STATUS_L_5,BUS_OBJ_CD,D1_DVC_EVT.BUS_OBJ_CD = F1_BUS_OBJ_STATUS_L_5.BUS_OBJ_CD,domain_join_inventory,,Meter Operations,Device___Domain,leftOuter
D1_DVC_EVT,D1_SPR_CD,D1_SPR_L_2,D1_SPR_CD,D1_DVC_EVT.D1_SPR_CD = D1_SPR_L_2.D1_SPR_CD,domain_join_inventory,,Meter Operations,Device___Domain,leftOuter
D1_DVC_EVT,DVC_EVT_TYPE_CD,D1_DVC_EVT_TYPE_L,DVC_EVT_TYPE_CD,D1_DVC_EVT.DVC_EVT_TYPE_CD = D1_DVC_EVT_TYPE_L.DVC_EVT_TYPE_CD,domain_join_inventory,,Meter Operations,Device___Domain,leftOuter
D1_DVC_EVT,EXT_EVT_NAME_FLG,CI_LOOKUP_VAL_L_7,FIELD_VALUE,D1_DVC_EVT.EXT_EVT_NAME_FLG = CI_LOOKUP_VAL_L_7.FIELD_VALUE,domain_join_inventory,,Meter Operations,Device___Domain,leftOuter
D1_INIT_MSRMT_DATA,INIT_MSRMT_DATA_ID,CI_TD_DRLKEY,KEY_VALUE,D1_INIT_MSRMT_DATA.INIT_MSRMT_DATA_ID = CI_TD_DRLKEY.KEY_VALUE,domain_join_inventory,,Common,VEE_Exception___Domain,inner
D1_INIT_MSRMT_DATA,MEASR_COMP_ID,D1_MEASR_COMP,MEASR_COMP_ID,D1_INIT_MSRMT_DATA.MEASR_COMP_ID = D1_MEASR_COMP.MEASR_COMP_ID,domain_join_inventory,,Common,VEE_Exception___Domain,inner
D1_INSTALL_EVT,ARM_STAT_FLG,CI_LOOKUP_VAL_L_3,FIELD_VALUE,D1_INSTALL_EVT.ARM_STAT_FLG = CI_LOOKUP_VAL_L_3.FIELD_VALUE,domain_join_inventory,,Meter Operations,Device___Domain,leftOuter
D1_INSTALL_EVT,BO_STATUS_CD,F1_BUS_OBJ_STATUS_L_2,BO_STATUS_CD,D1_INSTALL_EVT.BO_STATUS_CD = F1_BUS_OBJ_STATUS_L_2.BO_STATUS_CD,domain_join_inventory,,Meter Operations,Device___Domain,leftOuter
D1_INSTALL_EVT,BO_STATUS_REASON_CD,F1_BUS_OBJ_STATUS_RSN_L_2,BO_STATUS_REASON_CD,D1_INSTALL_EVT.BO_STATUS_REASON_CD = F1_BUS_OBJ_STATUS_RSN_L_2.BO_STATUS_REASON_CD,domain_join_inventory,,Meter Operations,Device___Domain,leftOuter
D1_INSTALL_EVT,BUS_OBJ_CD,F1_BUS_OBJ_L_2,BUS_OBJ_CD,D1_INSTALL_EVT.BUS_OBJ_CD = F1_BUS_OBJ_L_2.BUS_OBJ_CD,domain_join_inventory,,Meter Operations,Device___Domain,leftOuter
D1_INSTALL_EVT,BUS_OBJ_CD,F1_BUS_OBJ_STATUS_L_2,BUS_OBJ_CD,D1_INSTALL_EVT.BUS_OBJ_CD = F1_BUS_OBJ_STATUS_L_2.BUS_OBJ_CD,domain_join_inventory,,Meter Operations,Device___Domain,leftOuter
D1_INSTALL_EVT,D1_DEVICE_ID,D1_DVC,D1_DEVICE_ID,D1_INSTALL_EVT.D1_DEVICE_ID = D1_DVC.D1_DEVICE_ID,canonical_chain:meter_ops,device_install_chain,meter_ops,,
D1_INSTALL_EVT,D1_SP_ID,D1_SP,D1_SP_ID,D1_INSTALL_EVT.D1_SP_ID = D1_SP.D1_SP_ID,domain_join_inventory,,Common,VEE_Exception___Domain,inner
D1_INSTALL_EVT,D1_SP_ID,D1_SP_EQPMNT,D1_SP_ID,D1_INSTALL_EVT.D1_SP_ID = D1_SP_EQPMNT.D1_SP_ID,domain_join_inventory,,Meter Operations,Device___Domain,leftOuter
D1_MEASR_COMP,DEVICE_CONFIG_ID,D1_DVC_CFG,DEVICE_CONFIG_ID,D1_MEASR_COMP.DEVICE_CONFIG_ID = D1_DVC_CFG.DEVICE_CONFIG_ID,domain_join_inventory,,Common,VEE_Exception___Domain,inner
D1_MSRMT_CYC_RTE_L,MSRMT_CYC_CD,D1_SP,MSRMT_CYC_CD,D1_MSRMT_CYC_RTE_L.MSRMT_CYC_CD = D1_SP.MSRMT_CYC_CD,domain_join_inventory,,Common,VEE_Exception___Domain,leftOuter
D1_SP,ACCESS_GRP_CD,CI_ACC_GRP_L,ACCESS_GRP_CD,D1_SP.ACCESS_GRP_CD = CI_ACC_GRP_L.ACCESS_GRP_CD,domain_join_inventory,,Common,Usage_Transaction_Exception___Domain,inner
D1_SP,BO_STATUS_CD,F1_BUS_OBJ_STATUS_L,BO_STATUS_CD,D1_SP.BO_STATUS_CD = F1_BUS_OBJ_STATUS_L.BO_STATUS_CD,domain_join_inventory,,Common,Usage_Transaction_Exception___Domain,leftOuter
D1_SP,BO_STATUS_CD,F1_BUS_OBJ_STATUS_L_1,BO_STATUS_CD,D1_SP.BO_STATUS_CD = F1_BUS_OBJ_STATUS_L_1.BO_STATUS_CD,domain_join_inventory,,Common,VEE_Exception___Domain,inner
D1_SP,BO_STATUS_REASON_CD,F1_BUS_OBJ_STATUS_RSN_L_1,BO_STATUS_REASON_CD,D1_SP.BO_STATUS_REASON_CD = F1_BUS_OBJ_STATUS_RSN_L_1.BO_STATUS_REASON_CD,domain_join_inventory,,Field Operations,Field_Activity___Domain,leftOuter
D1_SP,BUS_OBJ_CD,F1_BUS_OBJ_L_1,BUS_OBJ_CD,D1_SP.BUS_OBJ_CD = F1_BUS_OBJ_L_1.BUS_OBJ_CD,domain_join_inventory,,Common,Usage_Transaction_Exception___Domain,inner
D1_SP,BUS_OBJ_CD,F1_BUS_OBJ_STATUS_L,BUS_OBJ_CD,D1_SP.BUS_OBJ_CD = F1_BUS_OBJ_STATUS_L.BUS_OBJ_CD,domain_join_inventory,,Common,Usage_Transaction_Exception___Domain,leftOuter
D1_SP,BUS_OBJ_CD,F1_BUS_OBJ_STATUS_L_1,BUS_OBJ_CD,D1_SP.BUS_OBJ_CD = F1_BUS_OBJ_STATUS_L_1.BUS_OBJ_CD,domain_join_inventory,,Common,VEE_Exception___Domain,inner
D1_SP,COUNTRY,CI_STATE_L,COUNTRY,D1_SP.COUNTRY = CI_STATE_L.COUNTRY,domain_join_inventory,,Field Operations,Field_Activity___Domain,leftOuter
D1_SP,D1_SP_TYPE_CD,D1_SP_TYPE_L,D1_SP_TYPE_CD,D1_SP.D1_SP_TYPE_CD = D1_SP_TYPE_L.D1_SP_TYPE_CD,domain_join_inventory,,Common,Usage_Transaction_Exception___Domain,inner
D1_SP,DISCONN_LOC_FLG,CI_LOOKUP_VAL_L_1,FIELD_VALUE,D1_SP.DISCONN_LOC_FLG = CI_LOOKUP_VAL_L_1.FIELD_VALUE,domain_join_inventory,,Field Operations,Field_Activity___Domain,leftOuter
D1_SP,DISCONN_LOC_FLG,CI_LOOKUP_VAL_L_3,FIELD_VALUE,D1_SP.DISCONN_LOC_FLG = CI_LOOKUP_VAL_L_3.FIELD_VALUE,domain_join_inventory,,Common,VEE_Exception___Domain,leftOuter
D1_SP,DISCONN_LOC_FLG,CI_LOOKUP_VAL_L_4,FIELD_VALUE,D1_SP.DISCONN_LOC_FLG = CI_LOOKUP_VAL_L_4.FIELD_VALUE,domain_join_inventory,,Common,Usage_Transaction_Exception___Domain,leftOuter
D1_SP,DIVISION_CD,D1_DIVISION_L,DIVISION_CD,D1_SP.DIVISION_CD = D1_DIVISION_L.DIVISION_CD,domain_join_inventory,,Common,Usage_Transaction_Exception___Domain,leftOuter
D1_SP,MKT_CD,D1_MKT_L,MKT_CD,D1_SP.MKT_CD = D1_MKT_L.MKT_CD,domain_join_inventory,,Common,Usage_Transaction_Exception___Domain,leftOuter
D1_SP,MSRMT_CYC_CD,D1_MSRMT_CYC_L,MSRMT_CYC_CD,D1_SP.MSRMT_CYC_CD = D1_MSRMT_CYC_L.MSRMT_CYC_CD,domain_join_inventory,,Common,Usage_Transaction_Exception___Domain,leftOuter
D1_SP,MSRMT_CYC_CD,D1_MSRMT_CYC_RTE_L,MSRMT_CYC_CD,D1_SP.MSRMT_CYC_CD = D1_MSRMT_CYC_RTE_L.MSRMT_CYC_CD,domain_join_inventory,,Common,Usage_Transaction_Exception___Domain,leftOuter
D1_SP,MSRMT_CYC_RTE_CD,D1_MSRMT_CYC_RTE_L,MSRMT_CYC_RTE_CD,D1_SP.MSRMT_CYC_RTE_CD = D1_MSRMT_CYC_RTE_L.MSRMT_CYC_RTE_CD,domain_join_inventory,,Common,Usage_Transaction_Exception___Domain,leftOuter
D1_SP,SP_SRC_STAT_FLG,CI_LOOKUP_VAL_L_2,FIELD_VALUE,D1_SP.SP_SRC_STAT_FLG = CI_LOOKUP_VAL_L_2.FIELD_VALUE,domain_join_inventory,,Field Operations,Field_Activity___Domain,leftOuter
D1_SP,SP_SRC_STAT_FLG,CI_LOOKUP_VAL_L_4,FIELD_VALUE,D1_SP.SP_SRC_STAT_FLG = CI_LOOKUP_VAL_L_4.FIELD_VALUE,domain_join_inventory,,Common,VEE_Exception___Domain,inner
D1_SP,SP_SRC_STAT_FLG,CI_LOOKUP_VAL_L_5,FIELD_VALUE,D1_SP.SP_SRC_STAT_FLG = CI_LOOKUP_VAL_L_5.FIELD_VALUE,domain_join_inventory,,Common,Usage_Transaction_Exception___Domain,inner
D1_SP,STATE,CI_STATE_L,STATE,D1_SP.STATE = CI_STATE_L.STATE,domain_join_inventory,,Field Operations,Field_Activity___Domain,leftOuter
D1_SP,TIME_ZONE_CD,CI_TIME_ZONE_L,TIME_ZONE_CD,D1_SP.TIME_ZONE_CD = CI_TIME_ZONE_L.TIME_ZONE_CD,domain_join_inventory,,Common,Usage_Transaction_Exception___Domain,inner
D1_SP_EQPMNT,D1_DEVICE_ID,D1_DVC_2,D1_DEVICE_ID,D1_SP_EQPMNT.D1_DEVICE_ID = D1_DVC_2.D1_DEVICE_ID,domain_join_inventory,,Meter Operations,Device___Domain,leftOuter
D1_USAGE,D1_USAGE_ID,D1_USAGE_SCALAR_DTL,D1_USAGE_ID,D1_USAGE.D1_USAGE_ID = D1_USAGE_SCALAR_DTL.D1_USAGE_ID,canonical_chain:meter_ops,usage_chain,meter_ops,,
D1_USAGE,US_ID,D1_US_CONTACT,US_ID,D1_USAGE.US_ID = D1_US_CONTACT.US_ID,domain_join_inventory,,Common,Usage_Transaction_Exception___Domain,inner
D1_USAGE,US_ID,D1_US_SP,US_ID,D1_USAGE.US_ID = D1_US_SP.US_ID,domain_join_inventory,,Common,Usage_Transaction_Exception___Domain,inner
D1_USAGE_EXCP,BUS_OBJ_CD,F1_BUS_OBJ_L,BUS_OBJ_CD,D1_USAGE_EXCP.BUS_OBJ_CD = F1_BUS_OBJ_L.BUS_OBJ_CD,domain_join_inventory,,Common,Usage_Transaction_Exception___Domain,inner
D1_USAGE_EXCP,D1_USAGE_ID,CI_TD_DRLKEY,KEY_VALUE,D1_USAGE_EXCP.D1_USAGE_ID = CI_TD_DRLKEY.KEY_VALUE,domain_join_inventory,,Common,Usage_Transaction_Exception___Domain,inner
D1_USAGE_EXCP,D1_USAGE_ID,D1_USAGE,D1_USAGE_ID,D1_USAGE_EXCP.D1_USAGE_ID = D1_USAGE.D1_USAGE_ID,domain_join_inventory,,Common,Usage_Transaction_Exception___Domain,inner
D1_USAGE_EXCP,EXCP_SEVERITY_FLG,CI_LOOKUP_VAL_L,FIELD_VALUE,D1_USAGE_EXCP.EXCP_SEVERITY_FLG = CI_LOOKUP_VAL_L.FIELD_VALUE,domain_join_inventory,,Common,Usage_Transaction_Exception___Domain,inner
D1_USAGE_EXCP,OPEN_CLOSE_FLG,CI_LOOKUP_VAL_L_1,FIELD_VALUE,D1_USAGE_EXCP.OPEN_CLOSE_FLG = CI_LOOKUP_VAL_L_1.FIELD_VALUE,domain_join_inventory,,Common,Usage_Transaction_Exception___Domain,inner
D1_USAGE_EXCP,USAGE_EXCP_TYPE_CD,D1_USAGE_EXCP_TYPE_L,USAGE_EXCP_TYPE_CD,D1_USAGE_EXCP.USAGE_EXCP_TYPE_CD = D1_USAGE_EXCP_TYPE_L.USAGE_EXCP_TYPE_CD,domain_join_inventory,,Common,Usage_Transaction_Exception___Domain,inner
D1_USAGE_EXCP,USG_GRP_CD,D1_USG_GRP_L,USG_GRP_CD,D1_USAGE_EXCP.USG_GRP_CD = D1_USG_GRP_L.USG_GRP_CD,domain_join_inventory,,Common,Usage_Transaction_Exception___Domain,inner
D1_USAGE_EXCP,USG_GRP_CD,D1_USG_RULE_L,USG_GRP_CD,D1_USAGE_EXCP.USG_GRP_CD = D1_USG_RULE_L.USG_GRP_CD,domain_join_inventory,,Common,Usage_Transaction_Exception___Domain,inner
D1_USAGE_EXCP,USG_RULE_CD,D1_USG_RULE_L,USG_RULE_CD,D1_USAGE_EXCP.USG_RULE_CD = D1_USG_RULE_L.USG_RULE_CD,domain_join_inventory,,Common,Usage_Transaction_Exception___Domain,inner
D1_US_CONTACT,CONTACT_ID,D1_CONTACT_IDENTIFIER,CONTACT_ID,D1_US_CONTACT.CONTACT_ID = D1_CONTACT_IDENTIFIER.CONTACT_ID,domain_join_inventory,,Common,Usage_Transaction_Exception___Domain,inner
D1_US_SP,D1_SP_ID,D1_SP,D1_SP_ID,D1_US_SP.D1_SP_ID = D1_SP.D1_SP_ID,domain_join_inventory,,Common,Usage_Transaction_Exception___Domain,inner
D1_VEE_EXCP,BO_STATUS_CD,F1_BUS_OBJ_STATUS_L,BO_STATUS_CD,D1_VEE_EXCP.BO_STATUS_CD = F1_BUS_OBJ_STATUS_L.BO_STATUS_CD,domain_join_inventory,,Common,VEE_Exception___Domain,leftOuter
D1_VEE_EXCP,BUS_OBJ_CD,F1_BUS_OBJ_L,BUS_OBJ_CD,D1_VEE_EXCP.BUS_OBJ_CD = F1_BUS_OBJ_L.BUS_OBJ_CD,domain_join_inventory,,Common,VEE_Exception___Domain,inner
D1_VEE_EXCP,BUS_OBJ_CD,F1_BUS_OBJ_STATUS_L,BUS_OBJ_CD,D1_VEE_EXCP.BUS_OBJ_CD = F1_BUS_OBJ_STATUS_L.BUS_OBJ_CD,domain_join_inventory,,Common,VEE_Exception___Domain,leftOuter
D1_VEE_EXCP,EXCP_SEVERITY_FLG,CI_LOOKUP_VAL_L,FIELD_VALUE,D1_VEE_EXCP.EXCP_SEVERITY_FLG = CI_LOOKUP_VAL_L.FIELD_VALUE,domain_join_inventory,,Common,VEE_Exception___Domain,inner
D1_VEE_EXCP,EXCP_TYPE_CD,D1_EXCP_TYPE_L,EXCP_TYPE_CD,D1_VEE_EXCP.EXCP_TYPE_CD = D1_EXCP_TYPE_L.EXCP_TYPE_CD,domain_join_inventory,,Common,VEE_Exception___Domain,inner
D1_VEE_EXCP,INIT_MSRMT_DATA_ID,D1_INIT_MSRMT_DATA,INIT_MSRMT_DATA_ID,D1_VEE_EXCP.INIT_MSRMT_DATA_ID = D1_INIT_MSRMT_DATA.INIT_MSRMT_DATA_ID,domain_join_inventory,,Common,VEE_Exception___Domain,inner
D1_VEE_EXCP,OPEN_CLOSE_FLG,CI_LOOKUP_VAL_L_1,FIELD_VALUE,D1_VEE_EXCP.OPEN_CLOSE_FLG = CI_LOOKUP_VAL_L_1.FIELD_VALUE,domain_join_inventory,,Common,VEE_Exception___Domain,inner
D1_VEE_EXCP,VEE_GRP_CD,D1_VEE_GRP_L,VEE_GRP_CD,D1_VEE_EXCP.VEE_GRP_CD = D1_VEE_GRP_L.VEE_GRP_CD,domain_join_inventory,,Common,VEE_Exception___Domain,inner
D1_VEE_EXCP,VEE_GRP_CD,D1_VEE_RULE_L,VEE_GRP_CD,D1_VEE_EXCP.VEE_GRP_CD = D1_VEE_RULE_L.VEE_GRP_CD,domain_join_inventory,,Common,VEE_Exception___Domain,inner
D1_VEE_EXCP,VEE_RULE_CD,D1_VEE_RULE_L,VEE_RULE_CD,D1_VEE_EXCP.VEE_RULE_CD = D1_VEE_RULE_L.VEE_RULE_CD,domain_join_inventory,,Common,VEE_Exception___Domain,inner
W1_ASSET,ASSET_COND_FLG,CI_LOOKUP_VAL_L,FIELD_VALUE,W1_ASSET.ASSET_COND_FLG = CI_LOOKUP_VAL_L.FIELD_VALUE,domain_join_inventory,,Meter Operations,Asset___Domain,leftOuter
W1_ASSET,ASSET_ID,W1_ASSET_NODE,ASSET_ID,W1_ASSET.ASSET_ID = W1_ASSET_NODE.ASSET_ID,domain_join_inventory,,Meter Operations,Asset___Domain,inner
W1_ASSET,ASSET_OWNERSHIP_FLG,CI_LOOKUP_VAL_L_1,FIELD_VALUE,W1_ASSET.ASSET_OWNERSHIP_FLG = CI_LOOKUP_VAL_L_1.FIELD_VALUE,domain_join_inventory,,Meter Operations,Asset___Domain,leftOuter
W1_ASSET,ASSET_TYPE_CD,W1_ASSET_TYPE_L,ASSET_TYPE_CD,W1_ASSET.ASSET_TYPE_CD = W1_ASSET_TYPE_L.ASSET_TYPE_CD,domain_join_inventory,,Meter Operations,Asset___Domain,inner
W1_ASSET,BOM_PART_ID,W1_BOM_PART,BOM_PART_ID,W1_ASSET.BOM_PART_ID = W1_BOM_PART.BOM_PART_ID,domain_join_inventory,,Meter Operations,Asset___Domain,leftOuter
W1_ASSET,BO_STATUS_CD,F1_BUS_OBJ_STATUS_L,BO_STATUS_CD,W1_ASSET.BO_STATUS_CD = F1_BUS_OBJ_STATUS_L.BO_STATUS_CD,domain_join_inventory,,Meter Operations,Asset___Domain,inner
W1_ASSET,BO_STATUS_REASON_CD,F1_BUS_OBJ_STATUS_RSN_L,BO_STATUS_REASON_CD,W1_ASSET.BO_STATUS_REASON_CD = F1_BUS_OBJ_STATUS_RSN_L.BO_STATUS_REASON_CD,domain_join_inventory,,Meter Operations,Asset___Domain,leftOuter
W1_ASSET,BUS_OBJ_CD,F1_BUS_OBJ_L,BUS_OBJ_CD,W1_ASSET.BUS_OBJ_CD = F1_BUS_OBJ_L.BUS_OBJ_CD,domain_join_inventory,,Meter Operations,Asset___Domain,inner
W1_ASSET,BUS_OBJ_CD,F1_BUS_OBJ_STATUS_L,BUS_OBJ_CD,W1_ASSET.BUS_OBJ_CD = F1_BUS_OBJ_STATUS_L.BUS_OBJ_CD,domain_join_inventory,,Meter Operations,Asset___Domain,inner
W1_ASSET,CONTRIBUTED_FLG,CI_LOOKUP_VAL_L_2,FIELD_VALUE,W1_ASSET.CONTRIBUTED_FLG = CI_LOOKUP_VAL_L_2.FIELD_VALUE,domain_join_inventory,,Meter Operations,Asset___Domain,leftOuter
W1_ASSET,MAINT_SPEC_CD,W1_SPECIFICATION_L_1,SPECIFICATION_CD,W1_ASSET.MAINT_SPEC_CD = W1_SPECIFICATION_L_1.SPECIFICATION_CD,domain_join_inventory,,Meter Operations,Asset___Domain,leftOuter
W1_ASSET,OWNING_ACCESS_GRP_CD,CI_ACC_GRP_L,ACCESS_GRP_CD,W1_ASSET.OWNING_ACCESS_GRP_CD = CI_ACC_GRP_L.ACCESS_GRP_CD,domain_join_inventory,,Meter Operations,Asset___Domain,leftOuter
W1_ASSET,PROPERTY_UNIT_CD,W1_PROPERTY_UNIT_L,PROPERTY_UNIT_CD,W1_ASSET.PROPERTY_UNIT_CD = W1_PROPERTY_UNIT_L.PROPERTY_UNIT_CD,domain_join_inventory,,Meter Operations,Asset___Domain,leftOuter
W1_ASSET,SPECIFICATION_CD,W1_SPECIFICATION_L,SPECIFICATION_CD,W1_ASSET.SPECIFICATION_CD = W1_SPECIFICATION_L.SPECIFICATION_CD,domain_join_inventory,,Meter Operations,Asset___Domain,leftOuter
W1_ASSET,VENDOR_LOC_ID,W1_VENDOR_LOC,VENDOR_LOC_ID,W1_ASSET.VENDOR_LOC_ID = W1_VENDOR_LOC.VENDOR_LOC_ID,domain_join_inventory,,Meter Operations,Asset___Domain,leftOuter
W1_ASSET_NODE,ASSET_DPOS_FLG,F1_EXT_LOOKUP_VAL_L,F1_EXT_LOOKUP_VALUE,W1_ASSET_NODE.ASSET_DPOS_FLG = F1_EXT_LOOKUP_VAL_L.F1_EXT_LOOKUP_VALUE,domain_join_inventory,,Meter Operations,Asset___Domain,inner
W1_ASSET_NODE,FAILURE_FLG,CI_LOOKUP_VAL_L_4,FIELD_VALUE,W1_ASSET_NODE.FAILURE_FLG = CI_LOOKUP_VAL_L_4.FIELD_VALUE,domain_join_inventory,,Meter Operations,Asset___Domain,leftOuter
W1_ASSET_NODE,NODE_ID,W1_NODE,NODE_ID,W1_ASSET_NODE.NODE_ID = W1_NODE.NODE_ID,domain_join_inventory,,Meter Operations,Asset___Domain,inner
W1_NODE,BACK_LOG_GRP_FLG,CI_LOOKUP_VAL_L_12,FIELD_VALUE,W1_NODE.BACK_LOG_GRP_FLG = CI_LOOKUP_VAL_L_12.FIELD_VALUE,domain_join_inventory,,Meter Operations,Asset___Domain,leftOuter
W1_NODE,BUS_OBJ_CD,F1_BUS_OBJ_L_1,BUS_OBJ_CD,W1_NODE.BUS_OBJ_CD = F1_BUS_OBJ_L_1.BUS_OBJ_CD,domain_join_inventory,,Meter Operations,Asset___Domain,inner
W1_NODE,BUYER_CD,W1_BUYER_L,BUYER_CD,W1_NODE.BUYER_CD = W1_BUYER_L.BUYER_CD,domain_join_inventory,,Meter Operations,Asset___Domain,leftOuter
W1_NODE,COUNTRY,CI_STATE_L,COUNTRY,W1_NODE.COUNTRY = CI_STATE_L.COUNTRY,domain_join_inventory,,Meter Operations,Asset___Domain,leftOuter
W1_NODE,CRITICALITY_FLG,CI_LOOKUP_VAL_L_6,FIELD_VALUE,W1_NODE.CRITICALITY_FLG = CI_LOOKUP_VAL_L_6.FIELD_VALUE,domain_join_inventory,,Meter Operations,Asset___Domain,leftOuter
W1_NODE,INVOICE_WRITEOFF_COST_CTR_CD,W1_COST_CENTER_L_5,COST_CENTER_CD,W1_NODE.INVOICE_WRITEOFF_COST_CTR_CD = W1_COST_CENTER_L_5.COST_CENTER_CD,domain_join_inventory,,Meter Operations,Asset___Domain,leftOuter
W1_NODE,INVOICE_WRITEOFF_EXPENSE_CD,W1_EXPENSE_CD_L_3,EXPENSE_CD,W1_NODE.INVOICE_WRITEOFF_EXPENSE_CD = W1_EXPENSE_CD_L_3.EXPENSE_CD,domain_join_inventory,,Meter Operations,Asset___Domain,leftOuter
W1_NODE,INV_ADJTMT_COST_CENTER_CD,W1_COST_CENTER_L_1,COST_CENTER_CD,W1_NODE.INV_ADJTMT_COST_CENTER_CD = W1_COST_CENTER_L_1.COST_CENTER_CD,domain_join_inventory,,Meter Operations,Asset___Domain,leftOuter
W1_NODE,INV_COST_CENTER_CD,W1_COST_CENTER_L,COST_CENTER_CD,W1_NODE.INV_COST_CENTER_CD = W1_COST_CENTER_L.COST_CENTER_CD,domain_join_inventory,,Meter Operations,Asset___Domain,leftOuter
W1_NODE,INV_EXPENSE_CD,W1_EXPENSE_CD_L,EXPENSE_CD,W1_NODE.INV_EXPENSE_CD = W1_EXPENSE_CD_L.EXPENSE_CD,domain_join_inventory,,Meter Operations,Asset___Domain,leftOuter
W1_NODE,LOCATION_CLASS_FLG,CI_LOOKUP_VAL_L_7,FIELD_VALUE,W1_NODE.LOCATION_CLASS_FLG = CI_LOOKUP_VAL_L_7.FIELD_VALUE,domain_join_inventory,,Meter Operations,Asset___Domain,leftOuter
W1_NODE,MAINTMGR_CD,W1_MAINTMGR_L,MAINTMGR_CD,W1_NODE.MAINTMGR_CD = W1_MAINTMGR_L.MAINTMGR_CD,domain_join_inventory,,Meter Operations,Asset___Domain,leftOuter
W1_NODE,MARK_UP_COST_CENTER_CD,W1_COST_CENTER_L_2,COST_CENTER_CD,W1_NODE.MARK_UP_COST_CENTER_CD = W1_COST_CENTER_L_2.COST_CENTER_CD,domain_join_inventory,,Meter Operations,Asset___Domain,leftOuter
W1_NODE,MARK_UP_EXPENSE_CD,W1_EXPENSE_CD_L_1,EXPENSE_CD,W1_NODE.MARK_UP_EXPENSE_CD = W1_EXPENSE_CD_L_1.EXPENSE_CD,domain_join_inventory,,Meter Operations,Asset___Domain,leftOuter
W1_NODE,NODE_DPOS_FLG,CI_LOOKUP_VAL_L_3,FIELD_VALUE,W1_NODE.NODE_DPOS_FLG = CI_LOOKUP_VAL_L_3.FIELD_VALUE,domain_join_inventory,,Meter Operations,Asset___Domain,inner
W1_NODE,NODE_TYPE_CD,W1_NODE_TYPE_L,NODE_TYPE_CD,W1_NODE.NODE_TYPE_CD = W1_NODE_TYPE_L.NODE_TYPE_CD,domain_join_inventory,,Meter Operations,Asset___Domain,inner
W1_NODE,OWNING_ACCESS_GRP_CD,CI_ACC_GRP_L_1,ACCESS_GRP_CD,W1_NODE.OWNING_ACCESS_GRP_CD = CI_ACC_GRP_L_1.ACCESS_GRP_CD,domain_join_inventory,,Meter Operations,Asset___Domain,leftOuter
W1_NODE,PARENT_NODE_ID,W1_NODE_1,NODE_ID,W1_NODE.PARENT_NODE_ID = W1_NODE_1.NODE_ID,domain_join_inventory,,Meter Operations,Asset___Domain,leftOuter
W1_NODE,PLANNER_CD,W1_PLANNER_L,PLANNER_CD,W1_NODE.PLANNER_CD = W1_PLANNER_L.PLANNER_CD,domain_join_inventory,,Meter Operations,Asset___Domain,leftOuter
W1_NODE,PUR_DOC_ACTION_FLG,CI_LOOKUP_VAL_L_11,FIELD_VALUE,W1_NODE.PUR_DOC_ACTION_FLG = CI_LOOKUP_VAL_L_11.FIELD_VALUE,domain_join_inventory,,Meter Operations,Asset___Domain,leftOuter
W1_NODE,RCM_SYSTEM_FLG,CI_LOOKUP_VAL_L_8,FIELD_VALUE,W1_NODE.RCM_SYSTEM_FLG = CI_LOOKUP_VAL_L_8.FIELD_VALUE,domain_join_inventory,,Meter Operations,Asset___Domain,leftOuter
W1_NODE,RR_APP_REQ_FLG,CI_LOOKUP_VAL_L_10,FIELD_VALUE,W1_NODE.RR_APP_REQ_FLG = CI_LOOKUP_VAL_L_10.FIELD_VALUE,domain_join_inventory,,Meter Operations,Asset___Domain,leftOuter
W1_NODE,RUN_TO_FAILURE_FLG,CI_LOOKUP_VAL_L_9,FIELD_VALUE,W1_NODE.RUN_TO_FAILURE_FLG = CI_LOOKUP_VAL_L_9.FIELD_VALUE,domain_join_inventory,,Meter Operations,Asset___Domain,inner
W1_NODE,SERVICE_AREA_CD,W1_SERVICE_AREA_L,SERVICE_AREA_CD,W1_NODE.SERVICE_AREA_CD = W1_SERVICE_AREA_L.SERVICE_AREA_CD,domain_join_inventory,,Meter Operations,Asset___Domain,leftOuter
W1_NODE,SERVICE_COND_FLG,F1_EXT_LOOKUP_VAL_L_1,F1_EXT_LOOKUP_VALUE,W1_NODE.SERVICE_COND_FLG = F1_EXT_LOOKUP_VAL_L_1.F1_EXT_LOOKUP_VALUE,domain_join_inventory,,Meter Operations,Asset___Domain,leftOuter
