child_table,child_column,parent_table,parent_column,join_sql,source,fk_name,workstream,domain_name,join_type
C1_REPRESENTATIVE,BO_STATUS_CD,F1_BUS_OBJ_STATUS_L,BO_STATUS_CD,C1_REPRESENTATIVE.BO_STATUS_CD = F1_BUS_OBJ_STATUS_L.BO_STATUS_CD,domain_join_inventory,,Field Operations,Crew___Domain,leftOuter
C1_REPRESENTATIVE,BO_STATUS_REASON_CD,F1_BUS_OBJ_STATUS_RSN_L,BO_STATUS_REASON_CD,C1_REPRESENTATIVE.BO_STATUS_REASON_CD = F1_BUS_OBJ_STATUS_RSN_L.BO_STATUS_REASON_CD,domain_join_inventory,,Field Operations,Crew___Domain,leftOuter
C1_REPRESENTATIVE,BUS_OBJ_CD,F1_BUS_OBJ_L,BUS_OBJ_CD,C1_REPRESENTATIVE.BUS_OBJ_CD = F1_BUS_OBJ_L.BUS_OBJ_CD,domain_join_inventory,,Field Operations,Crew___Domain,inner
C1_REPRESENTATIVE,BUS_OBJ_CD,F1_BUS_OBJ_STATUS_L,BUS_OBJ_CD,C1_REPRESENTATIVE.BUS_OBJ_CD = F1_BUS_OBJ_STATUS_L.BUS_OBJ_CD,domain_join_inventory,,Field Operations,Crew___Domain,leftOuter
C1_REPRESENTATIVE,C1_REPRESENTATIVE_CD,C1_REPRESENTATIVE_L,C1_REPRESENTATIVE_CD,C1_REPRESENTATIVE.C1_REPRESENTATIVE_CD = C1_REPRESENTATIVE_L.C1_REPRESENTATIVE_CD,domain_join_inventory,,Field Operations,Crew___Domain,inner
C1_REPRESENTATIVE,C1_REPRESENTATIVE_CD,D1_ACTIVITY_CHAR,SRCH_CHAR_VAL,C1_REPRESENTATIVE.C1_REPRESENTATIVE_CD = D1_ACTIVITY_CHAR.SRCH_CHAR_VAL,domain_join_inventory,,Field Operations,Crew___Domain,leftOuter
C1_REPRESENTATIVE,C1_REPRESENTATIVE_TYPE_FLG,CI_LOOKUP_VAL_L,FIELD_VALUE,C1_REPRESENTATIVE.C1_REPRESENTATIVE_TYPE_FLG = CI_LOOKUP_VAL_L.FIELD_VALUE,domain_join_inventory,,Field Operations,Crew___Domain,leftOuter
C1_REPRESENTATIVE,NT_XID_CD,CI_NT_XID_L,NT_XID_CD,C1_REPRESENTATIVE.NT_XID_CD = CI_NT_XID_L.NT_XID_CD,domain_join_inventory,,Field Operations,Crew___Domain,inner
C1_REPRESENTATIVE,USER_ID,SC_USER,USER_ID,C1_REPRESENTATIVE.USER_ID = SC_USER.USER_ID,domain_join_inventory,,Field Operations,Crew___Domain,leftOuter
C1_USAGE,USAGE_ID,D1_USAGE,USG_EXT_ID,C1_USAGE.USAGE_ID = D1_USAGE.USG_EXT_ID,canonical_chain:meter_ops,usage_chain,meter_ops,,
CI_ACCT,ACCESS_GRP_CD,CI_ACC_GRP_L,ACCESS_GRP_CD,CI_ACCT.ACCESS_GRP_CD = CI_ACC_GRP_L.ACCESS_GRP_CD,domain_join_inventory,,Customer Operations,Premise___Domain,leftOuter
CI_ACCT,ACCT_ID,CI_ACCT_ALERT,ACCT_ID,CI_ACCT.ACCT_ID = CI_ACCT_ALERT.ACCT_ID,domain_join_inventory,,Customer Operations,Account_Alert___Domain,inner
CI_ACCT,ACCT_ID,CI_ACCT_PER,ACCT_ID,CI_ACCT.ACCT_ID = CI_ACCT_PER.ACCT_ID,domain_join_inventory,,Billing and Rates,Bill_Segment___Domain,inner
CI_ACCT,ACCT_ID,CI_SA,ACCT_ID,CI_ACCT.ACCT_ID = CI_SA.ACCT_ID,domain_join_inventory,,Customer Operations,Account_Alert___Domain,leftOuter
CI_ACCT,ACCT_MGMT_GRP_CD,CI_ACCT_MGMT_GR_L,ACCT_MGMT_GRP_CD,CI_ACCT.ACCT_MGMT_GRP_CD = CI_ACCT_MGMT_GR_L.ACCT_MGMT_GRP_CD,domain_join_inventory,,Billing and Rates,Bill_Segment___Domain,leftOuter
CI_ACCT,BILL_CYC_CD,CI_BILL_CYC_L,BILL_CYC_CD,CI_ACCT.BILL_CYC_CD = CI_BILL_CYC_L.BILL_CYC_CD,domain_join_inventory,,Common,Bill_Segment_Exception___Domain,leftOuter
CI_ACCT,BILL_CYC_CD,CI_BILL_CYC_L_1,BILL_CYC_CD,CI_ACCT.BILL_CYC_CD = CI_BILL_CYC_L_1.BILL_CYC_CD,domain_join_inventory,,Billing and Rates,Bill_Segment___Domain,leftOuter
CI_ACCT,BILL_PRT_INTERCEPT,SC_USER,USER_ID,CI_ACCT.BILL_PRT_INTERCEPT = SC_USER.USER_ID,domain_join_inventory,,Customer Operations,Account_Alert___Domain,leftOuter
CI_ACCT,BUD_PLAN_CD,CI_BUD_PLAN_L,BUD_PLAN_CD,CI_ACCT.BUD_PLAN_CD = CI_BUD_PLAN_L.BUD_PLAN_CD,domain_join_inventory,,Billing and Rates,Bill_Segment___Domain,leftOuter
CI_ACCT,CIS_DIVISION,CI_CIS_DIVISION_L,CIS_DIVISION,CI_ACCT.CIS_DIVISION = CI_CIS_DIVISION_L.CIS_DIVISION,domain_join_inventory,,Customer Operations,Account_Alert___Domain,leftOuter
CI_ACCT,COLL_CL_CD,CI_COLL_CL_L,COLL_CL_CD,CI_ACCT.COLL_CL_CD = CI_COLL_CL_L.COLL_CL_CD,domain_join_inventory,,Billing and Rates,Bill_Segment___Domain,inner
CI_ACCT,CUST_CL_CD,CI_CUST_CL_L,CUST_CL_CD,CI_ACCT.CUST_CL_CD = CI_CUST_CL_L.CUST_CL_CD,domain_join_inventory,,Billing and Rates,Bill_Segment___Domain,inner
CI_ACCT_ALERT,ALERT_TYPE_CD,CI_ALERT_TYPE_L,ALERT_TYPE_CD,CI_ACCT_ALERT.ALERT_TYPE_CD = CI_ALERT_TYPE_L.ALERT_TYPE_CD,domain_join_inventory,,Customer Operations,Account_Alert___Domain,inner
CI_ACCT_PER,PER_ID,C1_PER_CONTDET,PER_ID,CI_ACCT_PER.PER_ID = C1_PER_CONTDET.PER_ID,domain_join_inventory,,Customer Operations,Account_Alert___Domain,leftOuter
CI_ACCT_PER,PER_ID,CI_PER,PER_ID,CI_ACCT_PER.PER_ID = CI_PER.PER_ID,domain_join_inventory,,Customer Operations,C_Side___Domain,inner
CI_ACCT_PER,PER_ID,CI_PER_NAME,PER_ID,CI_ACCT_PER.PER_ID = CI_PER_NAME.PER_ID,domain_join_inventory,,Billing and Rates,Bill_Segment___Domain,inner
CI_ADJ,ADJ_STATUS_FLG,CI_LOOKUP_VAL_L_4,FIELD_VALUE,CI_ADJ.ADJ_STATUS_FLG = CI_LOOKUP_VAL_L_4.FIELD_VALUE,domain_join_inventory,,Finance,Financial_Transaction___Domain,inner
CI_ADJ,ADJ_TYPE_CD,CI_ADJ_TYPE_L,ADJ_TYPE_CD,CI_ADJ.ADJ_TYPE_CD = CI_ADJ_TYPE_L.ADJ_TYPE_CD,domain_join_inventory,,Finance,Financial_Transaction___Domain,inner
CI_ADJ,CAN_RSN_CD,CI_ADJ_CAN_RSN_L,CAN_RSN_CD,CI_ADJ.CAN_RSN_CD = CI_ADJ_CAN_RSN_L.CAN_RSN_CD,domain_join_inventory,,Finance,Financial_Transaction___Domain,leftOuter
CI_BAL_CTL_GRP,BALANCING_STAT_FLG,CI_LOOKUP_VAL_L_5,FIELD_VALUE,CI_BAL_CTL_GRP.BALANCING_STAT_FLG = CI_LOOKUP_VAL_L_5.FIELD_VALUE,domain_join_inventory,,Finance,Financial_Transaction___Domain,leftOuter
CI_BATCH_INST,BATCH_CD,CI_BATCH_CTRL,BATCH_CD,CI_BATCH_INST.BATCH_CD = CI_BATCH_CTRL.BATCH_CD,domain_join_inventory,,Common,Batch_Process___Domain,inner
CI_BATCH_INST,BATCH_CD,CI_BATCH_CTRL_L,BATCH_CD,CI_BATCH_INST.BATCH_CD = CI_BATCH_CTRL_L.BATCH_CD,domain_join_inventory,,Common,Batch_Process___Domain,inner
CI_BATCH_INST,BATCH_CD,CI_BATCH_RUN,BATCH_CD,CI_BATCH_INST.BATCH_CD = CI_BATCH_RUN.BATCH_CD,domain_join_inventory,,Common,Batch_Process___Domain,inner
CI_BATCH_INST,BATCH_CD,CI_BATCH_THD,BATCH_CD,CI_BATCH_INST.BATCH_CD = CI_BATCH_THD.BATCH_CD,domain_join_inventory,,Common,Batch_Process___Domain,inner
CI_BATCH_INST,BATCH_NBR,CI_BATCH_RUN,BATCH_NBR,CI_BATCH_INST.BATCH_NBR = CI_BATCH_RUN.BATCH_NBR,domain_join_inventory,,Common,Batch_Process___Domain,inner
CI_BATCH_INST,BATCH_NBR,CI_BATCH_THD,BATCH_NBR,CI_BATCH_INST.BATCH_NBR = CI_BATCH_THD.BATCH_NBR,domain_join_inventory,,Common,Batch_Process___Domain,inner
CI_BATCH_INST,BATCH_RERUN_NBR,CI_BATCH_RUN,BATCH_RERUN_NBR,CI_BATCH_INST.BATCH_RERUN_NBR = CI_BATCH_RUN.BATCH_RERUN_NBR,domain_join_inventory,,Common,Batch_Process___Domain,inner
CI_BATCH_INST,BATCH_RERUN_NBR,CI_BATCH_THD,BATCH_RERUN_NBR,CI_BATCH_INST.BATCH_RERUN_NBR = CI_BATCH_THD.BATCH_RERUN_NBR,domain_join_inventory,,Common,Batch_Process___Domain,inner
CI_BATCH_RUN,RUN_STATUS,CI_LOOKUP_VAL_L,FIELD_VALUE,CI_BATCH_RUN.RUN_STATUS = CI_LOOKUP_VAL_L.FIELD_VALUE,domain_join_inventory,,Common,Batch_Process___Domain,inner
CI_BATCH_THD,THREAD_STATUS,CI_LOOKUP_VAL_L_1,FIELD_VALUE,CI_BATCH_THD.THREAD_STATUS = CI_LOOKUP_VAL_L_1.FIELD_VALUE,domain_join_inventory,,Common,Batch_Process___Domain,inner
CI_BILL,ACCT_ID,CI_ACCT,ACCT_ID,CI_BILL.ACCT_ID = CI_ACCT.ACCT_ID,domain_join_inventory,,Billing and Rates,Bill_Segment___Domain,inner
CI_BILL,APAY_STOP_USER_ID,SC_USER,USER_ID,CI_BILL.APAY_STOP_USER_ID = SC_USER.USER_ID,domain_join_inventory,,Billing and Rates,Bill_Segment___Domain,leftOuter
CI_BILL,BILL_CYC_CD,CI_BILL_CYC_L,BILL_CYC_CD,CI_BILL.BILL_CYC_CD = CI_BILL_CYC_L.BILL_CYC_CD,domain_join_inventory,,Billing and Rates,Bill_Segment___Domain,leftOuter
CI_BILL,BILL_ID,CI_BSEG,BILL_ID,CI_BILL.BILL_ID = CI_BSEG.BILL_ID,domain_join_inventory,,Billing and Rates,Bill_Segment___Domain,inner
CI_BILL,BILL_STAT_FLG,CI_LOOKUP_VAL_L,FIELD_VALUE,CI_BILL.BILL_STAT_FLG = CI_LOOKUP_VAL_L.FIELD_VALUE,domain_join_inventory,,Billing and Rates,Bill_Segment___Domain,inner
CI_BILL,DOC_TYPE_FLG,CI_LOOKUP_VAL_L_1,FIELD_VALUE,CI_BILL.DOC_TYPE_FLG = CI_LOOKUP_VAL_L_1.FIELD_VALUE,domain_join_inventory,,Billing and Rates,Bill_Segment___Domain,leftOuter
CI_BILL_CHG,BILLABLE_CHG_ID,CI_B_CHG_LINE,BILLABLE_CHG_ID,CI_BILL_CHG.BILLABLE_CHG_ID = CI_B_CHG_LINE.BILLABLE_CHG_ID,domain_join_inventory,,Finance,Billable_Charge___Domain,leftOuter
CI_BSEG,BILL_CYC_CD,CI_BILL_CYC_L_1,BILL_CYC_CD,CI_BSEG.BILL_CYC_CD = CI_BILL_CYC_L_1.BILL_CYC_CD,domain_join_inventory,,Finance,Financial_Transaction___Domain,leftOuter
CI_BSEG,BILL_CYC_CD,CI_BILL_CYC_L_2,BILL_CYC_CD,CI_BSEG.BILL_CYC_CD = CI_BILL_CYC_L_2.BILL_CYC_CD,domain_join_inventory,,Billing and Rates,Bill_Segment___Domain,leftOuter
CI_BSEG,BILL_ID,CI_BILL,BILL_ID,CI_BSEG.BILL_ID = CI_BILL.BILL_ID,canonical_chain:billing,billing_fact_chain,billing,,
CI_BSEG,BSEG_ID,CI_BSEG_CALC,BSEG_ID,CI_BSEG.BSEG_ID = CI_BSEG_CALC.BSEG_ID,domain_join_inventory,,Billing and Rates,Bill_Segment___Domain,inner
CI_BSEG,BSEG_ID,CI_BSEG_READ,BSEG_ID,CI_BSEG.BSEG_ID = CI_BSEG_READ.BSEG_ID,domain_join_inventory,,Billing and Rates,Bill_Segment___Domain,inner
CI_BSEG,BSEG_ID,CI_BSEG_SQ,BSEG_ID,CI_BSEG.BSEG_ID = CI_BSEG_SQ.BSEG_ID,domain_join_inventory,,Billing and Rates,Bill_Segment___Domain,inner
CI_BSEG,BSEG_ID,FT_GL_SUMMARY,SIBLING_ID,CI_BSEG.BSEG_ID = FT_GL_SUMMARY.SIBLING_ID,domain_join_inventory,,Customer Operations,Account_Alert___Domain,leftOuter
CI_BSEG,BSEG_STAT_FLG,CI_LOOKUP_VAL_L_2,FIELD_VALUE,CI_BSEG.BSEG_STAT_FLG = CI_LOOKUP_VAL_L_2.FIELD_VALUE,domain_join_inventory,,Billing and Rates,Bill_Segment___Domain,inner
CI_BSEG,BSEG_STAT_FLG,CI_LOOKUP_VAL_L_3,FIELD_VALUE,CI_BSEG.BSEG_STAT_FLG = CI_LOOKUP_VAL_L_3.FIELD_VALUE,domain_join_inventory,,Finance,Financial_Transaction___Domain,inner
CI_BSEG,CAN_RSN_CD,CI_BILL_CAN_RSN_L,CAN_RSN_CD,CI_BSEG.CAN_RSN_CD = CI_BILL_CAN_RSN_L.CAN_RSN_CD,domain_join_inventory,,Billing and Rates,Bill_Segment___Domain,leftOuter
CI_BSEG,SA_ID,CI_SA,SA_ID,CI_BSEG.SA_ID = CI_SA.SA_ID,domain_join_inventory,,Common,Bill_Segment_Exception___Domain,inner
CI_BSEG_CALC,RS_CD,CI_RS_L,RS_CD,CI_BSEG_CALC.RS_CD = CI_RS_L.RS_CD,domain_join_inventory,,Billing and Rates,Bill_Segment___Domain,leftOuter
CI_BSEG_EXCP,BSEG_EXCP_FLG,CI_LOOKUP_VAL_L,FIELD_VALUE,CI_BSEG_EXCP.BSEG_EXCP_FLG = CI_LOOKUP_VAL_L.FIELD_VALUE,domain_join_inventory,,Common,Bill_Segment_Exception___Domain,inner
CI_BSEG_EXCP,BSEG_ID,CI_BSEG,BSEG_ID,CI_BSEG_EXCP.BSEG_ID = CI_BSEG.BSEG_ID,domain_join_inventory,,Common,Bill_Segment_Exception___Domain,inner
CI_BSEG_EXCP,BSEG_ID,CI_TD_DRLKEY,KEY_VALUE,CI_BSEG_EXCP.BSEG_ID = CI_TD_DRLKEY.KEY_VALUE,domain_join_inventory,,Common,Bill_Segment_Exception___Domain,inner
CI_BSEG_EXCP,REVIEW_USER_ID,SC_USER_1,USER_ID,CI_BSEG_EXCP.REVIEW_USER_ID = SC_USER_1.USER_ID,domain_join_inventory,,Common,Bill_Segment_Exception___Domain,leftOuter
CI_BSEG_EXCP,USER_ID,SC_USER,USER_ID,CI_BSEG_EXCP.USER_ID = SC_USER.USER_ID,domain_join_inventory,,Common,Bill_Segment_Exception___Domain,inner
CI_BSEG_READ,FINAL_SQI_CD,CI_SQI_L_1,SQI_CD,CI_BSEG_READ.FINAL_SQI_CD = CI_SQI_L_1.SQI_CD,domain_join_inventory,,Billing and Rates,Bill_Segment___Domain,leftOuter
CI_BSEG_READ,FINAL_TOU_CD,CI_TOU_L_1,TOU_CD,CI_BSEG_READ.FINAL_TOU_CD = CI_TOU_L_1.TOU_CD,domain_join_inventory,,Billing and Rates,Bill_Segment___Domain,leftOuter
CI_BSEG_READ,FINAL_UOM_CD,CI_UOM_L_1,UOM_CD,CI_BSEG_READ.FINAL_UOM_CD = CI_UOM_L_1.UOM_CD,domain_join_inventory,,Billing and Rates,Bill_Segment___Domain,leftOuter
CI_BSEG_READ,HOW_TO_USE_FLG,CI_LOOKUP_VAL_L_4,FIELD_VALUE,CI_BSEG_READ.HOW_TO_USE_FLG = CI_LOOKUP_VAL_L_4.FIELD_VALUE,domain_join_inventory,,Billing and Rates,Bill_Segment___Domain,leftOuter
CI_BSEG_READ,SQI_CD,CI_SQI_L,SQI_CD,CI_BSEG_READ.SQI_CD = CI_SQI_L.SQI_CD,domain_join_inventory,,Billing and Rates,Bill_Segment___Domain,leftOuter
CI_BSEG_READ,TOU_CD,CI_TOU_L,TOU_CD,CI_BSEG_READ.TOU_CD = CI_TOU_L.TOU_CD,domain_join_inventory,,Billing and Rates,Bill_Segment___Domain,leftOuter
CI_BSEG_READ,UOM_CD,CI_UOM_L,UOM_CD,CI_BSEG_READ.UOM_CD = CI_UOM_L.UOM_CD,domain_join_inventory,,Billing and Rates,Bill_Segment___Domain,leftOuter
CI_BSEG_READ,USAGE_FLG,CI_LOOKUP_VAL_L_3,FIELD_VALUE,CI_BSEG_READ.USAGE_FLG = CI_LOOKUP_VAL_L_3.FIELD_VALUE,domain_join_inventory,,Billing and Rates,Bill_Segment___Domain,inner
CI_BSEG_SQ,SQI_CD,CI_SQI_L_2,SQI_CD,CI_BSEG_SQ.SQI_CD = CI_SQI_L_2.SQI_CD,domain_join_inventory,,Billing and Rates,Bill_Segment___Domain,leftOuter
CI_BSEG_SQ,TOU_CD,CI_TOU_L_2,TOU_CD,CI_BSEG_SQ.TOU_CD = CI_TOU_L_2.TOU_CD,domain_join_inventory,,Billing and Rates,Bill_Segment___Domain,leftOuter
CI_BSEG_SQ,UOM_CD,CI_UOM_L_2,UOM_CD,CI_BSEG_SQ.UOM_CD = CI_UOM_L_2.UOM_CD,domain_join_inventory,,Billing and Rates,Bill_Segment___Domain,leftOuter
CI_CASE,ACCT_ID,CI_ACCT,ACCT_ID,CI_CASE.ACCT_ID = CI_ACCT.ACCT_ID,domain_join_inventory,,Customer Operations,Case___Domain,leftOuter
CI_CASE,CASE_COND_FLG,CI_LOOKUP_VAL_L,FIELD_VALUE,CI_CASE.CASE_COND_FLG = CI_LOOKUP_VAL_L.FIELD_VALUE,domain_join_inventory,,Customer Operations,Case___Domain,inner
CI_CASE,CASE_STATUS_CD,CI_CASE_STATUS_L,CASE_STATUS_CD,CI_CASE.CASE_STATUS_CD = CI_CASE_STATUS_L.CASE_STATUS_CD,domain_join_inventory,,Customer Operations,Case___Domain,inner
CI_CASE,CASE_TYPE_CD,CI_CASE_STATUS_L,CASE_TYPE_CD,CI_CASE.CASE_TYPE_CD = CI_CASE_STATUS_L.CASE_TYPE_CD,domain_join_inventory,,Customer Operations,Case___Domain,inner
CI_CASE,CASE_TYPE_CD,CI_CASE_TYPE_L,CASE_TYPE_CD,CI_CASE.CASE_TYPE_CD = CI_CASE_TYPE_L.CASE_TYPE_CD,domain_join_inventory,,Customer Operations,Case___Domain,inner
CI_CASE,PER_ID,CI_PER_NAME,PER_ID,CI_CASE.PER_ID = CI_PER_NAME.PER_ID,domain_join_inventory,,Customer Operations,Case___Domain,leftOuter
CI_CASE,PHONE_TYPE_CD,CI_PHONE_TYPE_L,PHONE_TYPE_CD,CI_CASE.PHONE_TYPE_CD = CI_PHONE_TYPE_L.PHONE_TYPE_CD,domain_join_inventory,,Customer Operations,Case___Domain,leftOuter
CI_CASE,PREM_ID,CI_PREM,PREM_ID,CI_CASE.PREM_ID = CI_PREM.PREM_ID,domain_join_inventory,,Customer Operations,Case___Domain,leftOuter
CI_CASE,USER_ID,SC_USER,USER_ID,CI_CASE.USER_ID = SC_USER.USER_ID,domain_join_inventory,,Customer Operations,Case___Domain,inner
CI_CC,ACCT_ID,CI_ACCT,ACCT_ID,CI_CC.ACCT_ID = CI_ACCT.ACCT_ID,domain_join_inventory,,Customer Operations,Customer_Contact___Domain,leftOuter
CI_CC,CC_CL_CD,CI_CC_CL_L,CC_CL_CD,CI_CC.CC_CL_CD = CI_CC_CL_L.CC_CL_CD,domain_join_inventory,,Customer Operations,Customer_Contact___Domain,inner
CI_CC,CC_CL_CD,CI_CC_TYPE_L,CC_CL_CD,CI_CC.CC_CL_CD = CI_CC_TYPE_L.CC_CL_CD,domain_join_inventory,,Customer Operations,Customer_Contact___Domain,inner
CI_CC,CC_ENTITY_FLG,CI_LOOKUP_VAL_L,FIELD_VALUE,CI_CC.CC_ENTITY_FLG = CI_LOOKUP_VAL_L.FIELD_VALUE,domain_join_inventory,,Customer Operations,Customer_Contact___Domain,leftOuter
CI_CC,CC_STATUS_FLG,CI_LOOKUP_VAL_L_1,FIELD_VALUE,CI_CC.CC_STATUS_FLG = CI_LOOKUP_VAL_L_1.FIELD_VALUE,domain_join_inventory,,Customer Operations,Customer_Contact___Domain,leftOuter
CI_CC,CC_TYPE_CD,CI_CC_TYPE_L,CC_TYPE_CD,CI_CC.CC_TYPE_CD = CI_CC_TYPE_L.CC_TYPE_CD,domain_join_inventory,,Customer Operations,Customer_Contact___Domain,inner
CI_CC,CONTACT_METH_FLG,CI_LOOKUP_VAL_L_2,FIELD_VALUE,CI_CC.CONTACT_METH_FLG = CI_LOOKUP_VAL_L_2.FIELD_VALUE,domain_join_inventory,,Customer Operations,Customer_Contact___Domain,leftOuter
CI_CC,LTR_TMPL_CD,CI_LETTER_TMPL_L,LTR_TMPL_CD,CI_CC.LTR_TMPL_CD = CI_LETTER_TMPL_L.LTR_TMPL_CD,domain_join_inventory,,Customer Operations,Customer_Contact___Domain,leftOuter
CI_CC,PER_ID,CI_PER_NAME,PER_ID,CI_CC.PER_ID = CI_PER_NAME.PER_ID,domain_join_inventory,,Customer Operations,Customer_Contact___Domain,inner
CI_CC,PREM_ID,CI_PREM,PREM_ID,CI_CC.PREM_ID = CI_PREM.PREM_ID,domain_join_inventory,,Customer Operations,Customer_Contact___Domain,leftOuter
CI_CC,USER_ID,SC_USER,USER_ID,CI_CC.USER_ID = SC_USER.USER_ID,domain_join_inventory,,Customer Operations,Customer_Contact___Domain,inner
CI_DEP_CTL,BALANCED_USER_ID,SC_USER_3,USER_ID,CI_DEP_CTL.BALANCED_USER_ID = SC_USER_3.USER_ID,domain_join_inventory,,Cashiering,Deposit_Control___Domain,leftOuter
CI_DEP_CTL,DEP_CTL_STATUS_FLG,CI_LOOKUP_VAL_L_2,FIELD_VALUE,CI_DEP_CTL.DEP_CTL_STATUS_FLG = CI_LOOKUP_VAL_L_2.FIELD_VALUE,domain_join_inventory,,Cashiering,Deposit_Control___Domain,inner
CI_DEP_CTL,TNDR_SRCE_TYPE_FLG,CI_LOOKUP_VAL_L_1,FIELD_VALUE,CI_DEP_CTL.TNDR_SRCE_TYPE_FLG = CI_LOOKUP_VAL_L_1.FIELD_VALUE,domain_join_inventory,,Cashiering,Deposit_Control___Domain,inner
CI_DEP_CTL,USER_ID,SC_USER_2,USER_ID,CI_DEP_CTL.USER_ID = SC_USER_2.USER_ID,domain_join_inventory,,Cashiering,Deposit_Control___Domain,leftOuter
CI_DEP_CTL_1,DEP_CTL_ID,CI_TNDR_DEP,DEP_CTL_ID,CI_DEP_CTL_1.DEP_CTL_ID = CI_TNDR_DEP.DEP_CTL_ID,domain_join_inventory,,Cashiering,Deposit_Control___Domain,leftOuter
CI_FT,BAL_CTL_GRP_ID,CI_BAL_CTL_GRP,BAL_CTL_GRP_ID,CI_FT.BAL_CTL_GRP_ID = CI_BAL_CTL_GRP.BAL_CTL_GRP_ID,domain_join_inventory,,Finance,Financial_Transaction___Domain,leftOuter
CI_FT,BILL_ID,CI_BSEG,BILL_ID,CI_FT.BILL_ID = CI_BSEG.BILL_ID,domain_join_inventory,,Finance,Financial_Transaction___Domain,inner
CI_FT,FREEZE_USER_ID,SC_USER,USER_ID,CI_FT.FREEZE_USER_ID = SC_USER.USER_ID,domain_join_inventory,,Finance,Financial_Transaction___Domain,leftOuter
CI_FT,FT_ID,CI_FT_GL,FT_ID,CI_FT.FT_ID = CI_FT_GL.FT_ID,canonical_chain:finance,financial_transaction_chain,finance,,
CI_FT,GL_DIVISION,CI_GL_DIVISION_L,GL_DIVISION,CI_FT.GL_DIVISION = CI_GL_DIVISION_L.GL_DIVISION,domain_join_inventory,,Finance,Financial_Transaction___Domain,inner
CI_FT,PARENT_ID,CI_ADJ,ADJ_TYPE_CD,CI_FT.PARENT_ID = CI_ADJ.ADJ_TYPE_CD,domain_join_inventory,,Finance,Financial_Transaction___Domain,inner
CI_FT,PARENT_ID,CI_PAY_SEG,PAY_ID,CI_FT.PARENT_ID = CI_PAY_SEG.PAY_ID,domain_join_inventory,,Finance,Financial_Transaction___Domain,inner
CI_FT,SA_ID,CI_SA,SA_ID,CI_FT.SA_ID = CI_SA.SA_ID,domain_join_inventory,,Finance,Financial_Transaction___Domain,inner
CI_FT,SIBLING_ID,CI_ADJ,ADJ_ID,CI_FT.SIBLING_ID = CI_ADJ.ADJ_ID,domain_join_inventory,,Finance,Financial_Transaction___Domain,inner
CI_FT,SIBLING_ID,CI_BSEG,BSEG_ID,CI_FT.SIBLING_ID = CI_BSEG.BSEG_ID,domain_join_inventory,,Finance,Financial_Transaction___Domain,inner
CI_FT,SIBLING_ID,CI_PAY_SEG,PAY_SEG_ID,CI_FT.SIBLING_ID = CI_PAY_SEG.PAY_SEG_ID,domain_join_inventory,,Finance,Financial_Transaction___Domain,inner
CI_LANDLORD,ACCT_ID,CI_ACCT,ACCT_ID,CI_LANDLORD.ACCT_ID = CI_ACCT.ACCT_ID,domain_join_inventory,,Customer Operations,Landlord_Agreement___Domain,inner
CI_LANDLORD,ACCT_ID,CI_ACCT_PER,ACCT_ID,CI_LANDLORD.ACCT_ID = CI_ACCT_PER.ACCT_ID,domain_join_inventory,,Customer Operations,Landlord_Agreement___Domain,inner
CI_LANDLORD,LL_ID,CI_PREM,LL_ID,CI_LANDLORD.LL_ID = CI_PREM.LL_ID,domain_join_inventory,,Customer Operations,Landlord_Agreement___Domain,inner
CI_PAY,ACCT_ID,CI_ACCT,ACCT_ID,CI_PAY.ACCT_ID = CI_ACCT.ACCT_ID,canonical_chain:cashiering,payment_event_chain,cashiering,,
CI_PAY,ACCT_ID,CI_ACCT_PER,ACCT_ID,CI_PAY.ACCT_ID = CI_ACCT_PER.ACCT_ID,domain_join_inventory,,Cashiering,Payment_Header___Domain,inner
CI_PAY,CAN_RSN_CD,CI_PAY_CAN_RSN_L,CAN_RSN_CD,CI_PAY.CAN_RSN_CD = CI_PAY_CAN_RSN_L.CAN_RSN_CD,domain_join_inventory,,Cashiering,Payment_Header___Domain,leftOuter
CI_PAY,MATCH_TYPE_CD,CI_MATCH_TYPE_L,MATCH_TYPE_CD,CI_PAY.MATCH_TYPE_CD = CI_MATCH_TYPE_L.MATCH_TYPE_CD,domain_join_inventory,,Cashiering,Payment_Header___Domain,leftOuter
CI_PAY,PAY_EVENT_ID,CI_PAY_EVENT,PAY_EVENT_ID,CI_PAY.PAY_EVENT_ID = CI_PAY_EVENT.PAY_EVENT_ID,domain_join_inventory,,Cashiering,Payment_Header___Domain,inner
CI_PAY,PAY_STATUS_FLG,CI_LOOKUP_VAL_L,FIELD_VALUE,CI_PAY.PAY_STATUS_FLG = CI_LOOKUP_VAL_L.FIELD_VALUE,domain_join_inventory,,Cashiering,Payment_Header___Domain,inner
CI_PAY_EVENT,PAY_EVENT_ID,CI_PAY,PAY_EVENT_ID,CI_PAY_EVENT.PAY_EVENT_ID = CI_PAY.PAY_EVENT_ID,canonical_chain:cashiering,payment_event_chain,cashiering,,
CI_PAY_TNDR,CAN_RSN_CD,CI_PAY_CAN_RSN_L,CAN_RSN_CD,CI_PAY_TNDR.CAN_RSN_CD = CI_PAY_CAN_RSN_L.CAN_RSN_CD,domain_join_inventory,,Cashiering,Payment_Tender___Domain,leftOuter
