OWNER,TABLE_NAME,CONSTRAINT_NAME,CONSTRAINT_TYPE,STATUS,VALIDATED,DEFERRABLE,DEFERRED,DELETE_RULE,REFERENCED_OWNER,REFERENCED_TABLE_NAME,SEARCH_CONDITION_VC
CISADM,ACCT_CUSTOMER_RPT_CURR,SYS_C00134074,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""ACCT_ID"" IS NOT NULL"
CISADM,BILLABLE_CHARGE_RPT_CURR,SYS_C00134082,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""BILLABLE_CHG_ID"" IS NOT NULL"
CISADM,BILLABLE_CHARGE_RPT_CURR,SYS_C00134083,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""LINE_SEQ"" IS NOT NULL"
CISADM,BIN$HCk6izbLdQ3gY1YADApDmw==$0,BIN$HCk6izbIdQ3gY1YADApDmw==$0,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""EXT_KEY_RING_CD"" IS NOT NULL"
CISADM,BIN$HCk6izbLdQ3gY1YADApDmw==$0,BIN$HCk6izbJdQ3gY1YADApDmw==$0,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""INT_KEY_RING_CD"" IS NOT NULL"
CISADM,BIN$HCk6izbLdQ3gY1YADApDmw==$0,BIN$HCk6izbKdQ3gY1YADApDmw==$0,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""VERSION"" IS NOT NULL"
CISADM,BSEG_BILLED_USAGE_RPT_CURR,SYS_C00133941,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""BSEG_ID"" IS NOT NULL"
CISADM,BSEG_SQ_USAGE_RPT_CURR,SYS_C00133942,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""BSEG_ID"" IS NOT NULL"
CISADM,C0_INSTALLATION,SYS_C00107244,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""INSTALL_OPT_ID"" IS NOT NULL"
CISADM,C0_INSTALLATION,SYS_C00107245,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""QTE_RTE_TYPE_CD"" IS NOT NULL"
CISADM,C0_INSTALLATION,SYS_C00107246,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""CAMPAIGN_CD"" IS NOT NULL"
CISADM,C0_INSTALLATION,SYS_C00107247,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""ID_TYPE_CD_BUS"" IS NOT NULL"
CISADM,C0_INSTALLATION,SYS_C00107248,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""ID_TYPE_CD_PER"" IS NOT NULL"
CISADM,C0_INSTALLATION,SYS_C00107249,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""CUST_CL_CD_BUS"" IS NOT NULL"
CISADM,C0_INSTALLATION,SYS_C00107250,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""CUST_CL_CD_PER"" IS NOT NULL"
CISADM,C0_INSTALLATION,SYS_C00107251,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""ACCT_REL_TYPE_CD"" IS NOT NULL"
CISADM,C0_INSTALLATION,SYS_C00107252,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""ROLLOVR_THRSH_FACT"" IS NOT NULL"
CISADM,C0_INSTALLATION,SYS_C00107253,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""BILL_RTE_TYPE_CD"" IS NOT NULL"
CISADM,C0_INSTALLATION,SYS_C00107254,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""OVERRIDE_BIL_DT_SW"" IS NOT NULL"
CISADM,C0_INSTALLATION,SYS_C00107255,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""MIN_BILL_PRT_AMT"" IS NOT NULL"
CISADM,C0_INSTALLATION,SYS_C00107256,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""START_CASH_ONL_PTS"" IS NOT NULL"
CISADM,C0_INSTALLATION,SYS_C00107257,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""START_CR_RAT_PTS"" IS NOT NULL"
CISADM,C0_INSTALLATION,SYS_C00107258,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""CASH_ONLY_PTS_THRS"" IS NOT NULL"
CISADM,C0_INSTALLATION,SYS_C00107259,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""CR_RAT_THRS"" IS NOT NULL"
CISADM,C0_INSTALLATION,SYS_C00107260,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""MAX_DAY_AGE"" IS NOT NULL"
CISADM,C0_INSTALLATION,SYS_C00107261,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""HILO_FAILS_SW"" IS NOT NULL"
CISADM,C0_INSTALLATION,SYS_C00107262,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""GL_BATCH_CD"" IS NOT NULL"
CISADM,C0_INSTALLATION,SYS_C00107263,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""AP_BATCH_CD"" IS NOT NULL"
CISADM,C0_INSTALLATION,SYS_C00107264,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""VERSION"" IS NOT NULL"
CISADM,C0_INSTALLATION,SYS_C00107265,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""QUK_ADD_TNDR_TYP"" IS NOT NULL"
CISADM,C0_INSTALLATION,SYS_C00107266,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""STRT_BAL_TNDR_TYP"" IS NOT NULL"
CISADM,C0_INSTALLATION,SYS_C00107267,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""CRE_FA_SS_SW"" IS NOT NULL"
CISADM,C0_INSTALLATION,SYS_C00107268,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""IB_BASE_TM_DAY_FLG"" IS NOT NULL"
CISADM,C0_INSTALLATION,SYS_C00107269,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""USE_ALT_BILL_ID_SW"" IS NOT NULL"
CISADM,C0_INSTALLATION,SYS_C00107270,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""APAY_CRE_OPT_FLG"" IS NOT NULL"
CISADM,C0_INSTALLATION,SYS_C00107271,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""BS_FRZ_OPT_FLG"" IS NOT NULL"
CISADM,C0_INSTALLATION,SYS_C00107272,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""ALT_PER_ID_REQ_FLG"" IS NOT NULL"
CISADM,C0_INSTALLATION,SYS_C00107273,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""ACTGDT_FRZ_OPT_FLG"" IS NOT NULL"
CISADM,C0_INSTALLATION,SYS_C00107274,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""PREM_GEOTY_REQ_FLG"" IS NOT NULL"
CISADM,C0_INSTALLATION,SYS_C00107275,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""ALT_REP_FLG"" IS NOT NULL"
CISADM,C0_INSTALLATION,SYS_C00107276,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""CTI_INTGR_FLG"" IS NOT NULL"
CISADM,C0_INSTALLATION,SYS_C00107277,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""START_STOP_DTL_MAX"" IS NOT NULL"
CISADM,C0_INSTALLATION,SYS_C00107278,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""FUND_ACTG_FLG"" IS NOT NULL"
CISADM,C0_INSTALLATION,SYS_C00107280,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""BILL_CORR_OPT_FLG"" IS NOT NULL"
CISADM,C0_INSTALLATION,SYS_C00107281,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""ALT_BILL_ID_OPT_FLG"" IS NOT NULL"
CISADM,C0_INSTALLATION,SYS_C00107282,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""ALT_CURRENCY_FLG"" IS NOT NULL"
CISADM,C0_INSTALLATION,SYS_C00107283,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""USR_DIV_CTRL_FLG"" IS NOT NULL"
CISADM,C0_INSTALLATION,SYS_C00107284,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""USR_DIV_RESTRICT_FLG"" IS NOT NULL"
CISADM,C0_INSTALLATION,SYS_C00121586,P,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,
CISADM,C1_BI_FTGL_MONTHLY_A,SYS_C00109256,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""ACCOUNTING_MONTH"" IS NOT NULL"
CISADM,C1_BI_FTGL_MONTHLY_A,SYS_C00109258,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""GL_DIVISION"" IS NOT NULL"
CISADM,C1_BI_FTGL_MONTHLY_A,SYS_C00109259,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""CIS_DIVISION"" IS NOT NULL"
CISADM,C1_BI_FTGL_MONTHLY_A,SYS_C00109260,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""CUST_CL_CD"" IS NOT NULL"
CISADM,C1_BI_FTGL_MONTHLY_A,SYS_C00109261,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""SA_TYPE_CD"" IS NOT NULL"
CISADM,C1_BI_FTGL_MONTHLY_A,SYS_C00109262,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""RS_CD"" IS NOT NULL"
CISADM,C1_BI_FTGL_MONTHLY_A,SYS_C00109263,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""FT_TYPE_FLG"" IS NOT NULL"
CISADM,C1_BI_FTGL_MONTHLY_A,SYS_C00109264,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""GL_ACCT"" IS NOT NULL"
CISADM,C1_BI_FTGL_MONTHLY_A,SYS_C00109265,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""DST_ID"" IS NOT NULL"
CISADM,C1_BI_FTGL_MONTHLY_A,SYS_C00109266,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""FT_GL_DEBIT_AMT"" IS NOT NULL"
CISADM,C1_BI_FTGL_MONTHLY_A,SYS_C00109267,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""FT_GL_CREDIT_AMT"" IS NOT NULL"
CISADM,C1_BI_FTGL_MONTHLY_A,SYS_C00109268,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""FT_GL_REV_AMT"" IS NOT NULL"
CISADM,C1_BI_FTGL_MONTHLY_A,SYS_C00109269,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""FT_GL_TAX_AMT"" IS NOT NULL"
CISADM,C1_BI_FTGL_MONTHLY_A,SYS_C00109270,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""FT_GL_AMT"" IS NOT NULL"
CISADM,C1_BI_FTGL_MONTHLY_A,SYS_C00109271,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""STATISTIC_AMT"" IS NOT NULL"
CISADM,C1_BI_FTGL_MONTHLY_A,SYS_C00109272,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""FT_GL_CNT"" IS NOT NULL"
CISADM,C1_BI_FTGL_MONTHLY_A,SYS_C00120430,P,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,
CISADM,C1_BI_FT_MONTHLY_A,SYS_C00102283,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""ACCOUNTING_MONTH"" IS NOT NULL"
CISADM,C1_BI_FT_MONTHLY_A,SYS_C00102284,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""GL_DIVISION"" IS NOT NULL"
CISADM,C1_BI_FT_MONTHLY_A,SYS_C00102285,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""CIS_DIVISION"" IS NOT NULL"
CISADM,C1_BI_FT_MONTHLY_A,SYS_C00102286,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""CUST_CL_CD"" IS NOT NULL"
CISADM,C1_BI_FT_MONTHLY_A,SYS_C00102287,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""SA_TYPE_CD"" IS NOT NULL"
CISADM,C1_BI_FT_MONTHLY_A,SYS_C00102288,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""RS_CD"" IS NOT NULL"
CISADM,C1_BI_FT_MONTHLY_A,SYS_C00102289,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""FT_TYPE_FLG"" IS NOT NULL"
CISADM,C1_BI_FT_MONTHLY_A,SYS_C00102290,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""CUR_AMT"" IS NOT NULL"
CISADM,C1_BI_FT_MONTHLY_A,SYS_C00102291,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""TOT_AMT"" IS NOT NULL"
CISADM,C1_BI_FT_MONTHLY_A,SYS_C00102292,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""FT_GL_REV_AMT"" IS NOT NULL"
CISADM,C1_BI_FT_MONTHLY_A,SYS_C00102293,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""FT_GL_TAX_AMT"" IS NOT NULL"
CISADM,C1_BI_FT_MONTHLY_A,SYS_C00102294,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""FT_OTHER_AMT"" IS NOT NULL"
CISADM,C1_BI_FT_MONTHLY_A,SYS_C00102295,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""FT_CNT"" IS NOT NULL"
CISADM,C1_BI_FT_MONTHLY_A,SYS_C00121302,P,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,
CISADM,C1_BI_SA_SNAPSHOT,SYS_C00119740,P,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,
CISADM,C1_BI_SA_SNAPSHOT,SYS_C0097710,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""SA_ID"" IS NOT NULL"
CISADM,C1_BI_SA_SNAPSHOT,SYS_C0097711,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""C1_SNAPSHOT_DT"" IS NOT NULL"
CISADM,C1_BI_SA_SNAPSHOT,SYS_C0097712,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""C1_SNAPSHOT_TYPE_FLG"" IS NOT NULL"
CISADM,C1_BI_SA_SNAPSHOT,SYS_C0097713,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""ACCT_ID"" IS NOT NULL"
CISADM,C1_BI_SA_SNAPSHOT,SYS_C0097714,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""PER_ID"" IS NOT NULL"
CISADM,C1_BI_SA_SNAPSHOT,SYS_C0097715,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""CURRENCY_CD"" IS NOT NULL"
CISADM,C1_BI_SA_SNAPSHOT,SYS_C0097716,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""CUR_BAL"" IS NOT NULL"
CISADM,C1_BI_SA_SNAPSHOT,SYS_C0097717,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""TOT_BAL"" IS NOT NULL"
CISADM,C1_BI_SA_SNAPSHOT,SYS_C0097718,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""NEW_CHG_BAL"" IS NOT NULL"
CISADM,C1_BI_SA_SNAPSHOT,SYS_C0097719,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""ARS_AMT1"" IS NOT NULL"
CISADM,C1_BI_SA_SNAPSHOT,SYS_C0097720,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""ARS_AMT2"" IS NOT NULL"
CISADM,C1_BI_SA_SNAPSHOT,SYS_C0097721,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""ARS_AMT3"" IS NOT NULL"
CISADM,C1_BI_SA_SNAPSHOT,SYS_C0097722,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""ARS_AMT4"" IS NOT NULL"
CISADM,C1_BI_SA_SNAPSHOT,SYS_C0097723,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""ARS_AMT5"" IS NOT NULL"
CISADM,C1_BI_SA_SNAPSHOT,SYS_C0097724,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""ARS_AMT6"" IS NOT NULL"
CISADM,C1_BI_SA_SNAPSHOT,SYS_C0097725,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""ARS_AMT7"" IS NOT NULL"
CISADM,C1_BI_SA_SNAPSHOT,SYS_C0097726,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""ARS_AMT8"" IS NOT NULL"
CISADM,C1_BI_SA_SNAPSHOT,SYS_C0097727,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""ARS_AMT9"" IS NOT NULL"
CISADM,C1_BI_SA_SNAPSHOT,SYS_C0097728,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""ARS_AMT10"" IS NOT NULL"
CISADM,C1_BI_SA_SNAPSHOT,SYS_C0097729,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""SA_SNAPSHOT_CNT"" IS NOT NULL"
CISADM,C1_BI_SA_SNAPSHOT,SYS_C0097730,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""VERSION"" IS NOT NULL"
CISADM,C1_CALC_GRP,SYS_C00115895,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""CALC_GRP_CD"" IS NOT NULL"
CISADM,C1_CALC_GRP,SYS_C00115896,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""BUS_OBJ_CD"" IS NOT NULL"
CISADM,C1_CALC_GRP,SYS_C00115897,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""VERSION"" IS NOT NULL"
CISADM,C1_CALC_GRP,SYS_C00121351,P,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,
CISADM,C1_CALC_GRP_CHAR,SYS_C00102807,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""CALC_GRP_CD"" IS NOT NULL"
CISADM,C1_CALC_GRP_CHAR,SYS_C00102808,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""CHAR_TYPE_CD"" IS NOT NULL"
CISADM,C1_CALC_GRP_CHAR,SYS_C00102809,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""SEQ_NUM"" IS NOT NULL"
CISADM,C1_CALC_GRP_CHAR,SYS_C00102810,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""CHAR_VAL"" IS NOT NULL"
CISADM,C1_CALC_GRP_CHAR,SYS_C00102811,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""ADHOC_CHAR_VAL"" IS NOT NULL"
CISADM,C1_CALC_GRP_CHAR,SYS_C00102812,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""CHAR_VAL_FK1"" IS NOT NULL"
CISADM,C1_CALC_GRP_CHAR,SYS_C00102813,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""CHAR_VAL_FK2"" IS NOT NULL"
CISADM,C1_CALC_GRP_CHAR,SYS_C00102814,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""CHAR_VAL_FK3"" IS NOT NULL"
CISADM,C1_CALC_GRP_CHAR,SYS_C00102815,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""CHAR_VAL_FK4"" IS NOT NULL"
CISADM,C1_CALC_GRP_CHAR,SYS_C00102816,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""CHAR_VAL_FK5"" IS NOT NULL"
CISADM,C1_CALC_GRP_CHAR,SYS_C00102817,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""VERSION"" IS NOT NULL"
CISADM,C1_CALC_GRP_CHAR,SYS_C00102818,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""SRCH_CHAR_VAL"" IS NOT NULL"
CISADM,C1_CALC_GRP_CHAR,SYS_C00120061,P,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,
CISADM,C1_CALC_GRP_L,SYS_C00100413,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""CALC_GRP_CD"" IS NOT NULL"
CISADM,C1_CALC_GRP_L,SYS_C00100414,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""LANGUAGE_CD"" IS NOT NULL"
CISADM,C1_CALC_GRP_L,SYS_C00100415,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""DESCR100"" IS NOT NULL"
CISADM,C1_CALC_GRP_L,SYS_C00100416,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""DESCRLONG"" IS NOT NULL"
CISADM,C1_CALC_GRP_L,SYS_C00100417,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""VERSION"" IS NOT NULL"
CISADM,C1_CALC_GRP_L,SYS_C00119979,P,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,
CISADM,C1_CALC_RULE,SYS_C00109413,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""CALC_GRP_CD"" IS NOT NULL"
CISADM,C1_CALC_RULE,SYS_C00109414,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""CALC_RULE_CD"" IS NOT NULL"
CISADM,C1_CALC_RULE,SYS_C00109415,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""CR_EXEC_SEQ"" IS NOT NULL"
CISADM,C1_CALC_RULE,SYS_C00109416,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""REF_CALC_GRP_CD"" IS NOT NULL"
CISADM,C1_CALC_RULE,SYS_C00109418,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""CALC_RULE_STEP_ALG_CD"" IS NOT NULL"
CISADM,C1_CALC_RULE,SYS_C00109421,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""CALC_RULE_VAL_ALG_CD"" IS NOT NULL"
CISADM,C1_CALC_RULE,SYS_C00109423,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""UOM_CD"" IS NOT NULL"
CISADM,C1_CALC_RULE,SYS_C00109424,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""TOU_CD"" IS NOT NULL"
CISADM,C1_CALC_RULE,SYS_C00109425,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""SQI_CD"" IS NOT NULL"
CISADM,C1_CALC_RULE,SYS_C00109426,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""ITEM_TYPE_CD"" IS NOT NULL"
CISADM,C1_CALC_RULE,SYS_C00109427,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""BF_CD"" IS NOT NULL"
CISADM,C1_CALC_RULE,SYS_C00109428,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""BUS_OBJ_CD"" IS NOT NULL"
CISADM,C1_CALC_RULE,SYS_C00109429,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""VERSION"" IS NOT NULL"
CISADM,C1_CALC_RULE,SYS_C00109430,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""DST_ID"" IS NOT NULL"
CISADM,C1_CALC_RULE,SYS_C00120773,P,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,
CISADM,C1_CALC_RULE_CHAR,SYS_C00114343,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""CALC_GRP_CD"" IS NOT NULL"
CISADM,C1_CALC_RULE_CHAR,SYS_C00114344,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""CALC_RULE_CD"" IS NOT NULL"
CISADM,C1_CALC_RULE_CHAR,SYS_C00114345,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""CHAR_TYPE_CD"" IS NOT NULL"
CISADM,C1_CALC_RULE_CHAR,SYS_C00114346,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""CHAR_VAL"" IS NOT NULL"
CISADM,C1_CALC_RULE_CHAR,SYS_C00114347,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""ADHOC_CHAR_VAL"" IS NOT NULL"
CISADM,C1_CALC_RULE_CHAR,SYS_C00114348,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""CHAR_VAL_FK1"" IS NOT NULL"
CISADM,C1_CALC_RULE_CHAR,SYS_C00114349,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""CHAR_VAL_FK2"" IS NOT NULL"
CISADM,C1_CALC_RULE_CHAR,SYS_C00114350,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""CHAR_VAL_FK3"" IS NOT NULL"
CISADM,C1_CALC_RULE_CHAR,SYS_C00114351,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""CHAR_VAL_FK4"" IS NOT NULL"
CISADM,C1_CALC_RULE_CHAR,SYS_C00114352,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""CHAR_VAL_FK5"" IS NOT NULL"
