OWNER,TABLE_NAME,CONSTRAINT_NAME,CONSTRAINT_TYPE,STATUS,VALIDATED,DEFERRABLE,DEFERRED,DELETE_RULE,REFERENCED_OWNER,REFERENCED_TABLE_NAME,SEARCH_CONDITION_VC
CISADM,CI_XAI_DWN_EXC,SYS_C00107199,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""MESSAGE_NBR"" IS NOT NULL"
CISADM,CI_XAI_DWN_EXC,SYS_C00107200,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""CALL_SEQ"" IS NOT NULL"
CISADM,CI_XAI_DWN_EXC,SYS_C00107201,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""CRE_DTTM"" IS NOT NULL"
CISADM,CI_XAI_DWN_EXC,SYS_C00107202,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""REVIEW_USER_ID"" IS NOT NULL"
CISADM,CI_XAI_DWN_EXC,SYS_C00107203,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""REVIEW_COMP"" IS NOT NULL"
CISADM,CI_XAI_DWN_EXC,SYS_C00107204,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""USER_ID"" IS NOT NULL"
CISADM,CI_XAI_DWN_EXC,SYS_C00107205,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""COMMENTS"" IS NOT NULL"
CISADM,CI_XAI_DWN_EXC,SYS_C00107206,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""VERSION"" IS NOT NULL"
CISADM,CI_XAI_DWN_EXC,SYS_C00121580,P,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,
CISADM,CI_XAI_DWN_EXP,SYS_C00117025,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""NT_DWN_ID"" IS NOT NULL"
CISADM,CI_XAI_DWN_EXP,SYS_C00117026,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""XAI_RT_TYPE_CD"" IS NOT NULL"
CISADM,CI_XAI_DWN_EXP,SYS_C00117027,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""PARM_SEQ"" IS NOT NULL"
CISADM,CI_XAI_DWN_EXP,SYS_C00117028,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""MSG_PARM_TYP_FLG"" IS NOT NULL"
CISADM,CI_XAI_DWN_EXP,SYS_C00117029,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""MESSAGE_PARM"" IS NOT NULL"
CISADM,CI_XAI_DWN_EXP,SYS_C00117030,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""VERSION"" IS NOT NULL"
CISADM,CI_XAI_DWN_EXP,SYS_C00121452,P,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,
CISADM,CI_XAI_ENV_HNDL,SYS_C00113985,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""XAI_ENV_HNDL_ID"" IS NOT NULL"
CISADM,CI_XAI_ENV_HNDL,SYS_C00113986,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""ENV_TYPE_FLG"" IS NOT NULL"
CISADM,CI_XAI_ENV_HNDL,SYS_C00113987,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""ENV_URI"" IS NOT NULL"
CISADM,CI_XAI_ENV_HNDL,SYS_C00113988,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""VERSION"" IS NOT NULL"
CISADM,CI_XAI_ENV_HNDL,SYS_C00113989,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""OWNER_FLG"" IS NOT NULL"
CISADM,CI_XAI_ENV_HNDL,SYS_C00119419,P,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,
CISADM,CI_XAI_ENV_HNDL_L,SYS_C00112832,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""XAI_ENV_HNDL_ID"" IS NOT NULL"
CISADM,CI_XAI_ENV_HNDL_L,SYS_C00112833,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""LANGUAGE_CD"" IS NOT NULL"
CISADM,CI_XAI_ENV_HNDL_L,SYS_C00112834,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""DESCR"" IS NOT NULL"
CISADM,CI_XAI_ENV_HNDL_L,SYS_C00112835,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""VERSION"" IS NOT NULL"
CISADM,CI_XAI_ENV_HNDL_L,SYS_C00112836,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""OWNER_FLG"" IS NOT NULL"
CISADM,CI_XAI_ENV_HNDL_L,SYS_C00120650,P,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,
CISADM,CI_XAI_EXECUTER,SYS_C00108958,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""XAI_EXECUTER_ID"" IS NOT NULL"
CISADM,CI_XAI_EXECUTER,SYS_C00108959,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""XAI_CLASS_ID"" IS NOT NULL"
CISADM,CI_XAI_EXECUTER,SYS_C00108960,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""EXECUTER_URL"" IS NOT NULL"
CISADM,CI_XAI_EXECUTER,SYS_C00108961,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""VERSION"" IS NOT NULL"
CISADM,CI_XAI_EXECUTER,SYS_C00108962,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""OWNER_FLG"" IS NOT NULL"
CISADM,CI_XAI_EXECUTER,SYS_C00120415,P,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,
CISADM,CI_XAI_EXECUTER_L,SYS_C00108059,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""XAI_EXECUTER_ID"" IS NOT NULL"
CISADM,CI_XAI_EXECUTER_L,SYS_C00108060,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""LANGUAGE_CD"" IS NOT NULL"
CISADM,CI_XAI_EXECUTER_L,SYS_C00108061,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""DESCR"" IS NOT NULL"
CISADM,CI_XAI_EXECUTER_L,SYS_C00108062,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""VERSION"" IS NOT NULL"
CISADM,CI_XAI_EXECUTER_L,SYS_C00108063,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""OWNER_FLG"" IS NOT NULL"
CISADM,CI_XAI_EXECUTER_L,SYS_C00120363,P,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,
CISADM,CI_XAI_FORMAT,SYS_C00119866,P,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,
CISADM,CI_XAI_FORMAT,SYS_C0099652,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""XAI_FORMAT_ID"" IS NOT NULL"
CISADM,CI_XAI_FORMAT,SYS_C0099653,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""FORMAT_TYPE_FLG"" IS NOT NULL"
CISADM,CI_XAI_FORMAT,SYS_C0099654,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""FORMAT_EXPR"" IS NOT NULL"
CISADM,CI_XAI_FORMAT,SYS_C0099655,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""VERSION"" IS NOT NULL"
CISADM,CI_XAI_FORMAT,SYS_C0099656,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""OWNER_FLG"" IS NOT NULL"
CISADM,CI_XAI_FORMAT_L,SYS_C00108133,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""XAI_FORMAT_ID"" IS NOT NULL"
CISADM,CI_XAI_FORMAT_L,SYS_C00108134,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""LANGUAGE_CD"" IS NOT NULL"
CISADM,CI_XAI_FORMAT_L,SYS_C00108135,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""DESCR"" IS NOT NULL"
CISADM,CI_XAI_FORMAT_L,SYS_C00108136,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""VERSION"" IS NOT NULL"
CISADM,CI_XAI_FORMAT_L,SYS_C00108137,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""OWNER_FLG"" IS NOT NULL"
CISADM,CI_XAI_FORMAT_L,SYS_C00120368,P,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,
CISADM,CI_XAI_IN_SVC,SYS_C00106907,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""XAI_IN_SVC_ID"" IS NOT NULL"
CISADM,CI_XAI_IN_SVC,SYS_C00106908,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""SVC_NAME"" IS NOT NULL"
CISADM,CI_XAI_IN_SVC,SYS_C00106909,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""REQUEST_SCHEMA"" IS NOT NULL"
CISADM,CI_XAI_IN_SVC,SYS_C00106910,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""RESPONSE_SCHEMA"" IS NOT NULL"
CISADM,CI_XAI_IN_SVC,SYS_C00106911,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""XAI_ADAPTER_ID"" IS NOT NULL"
CISADM,CI_XAI_IN_SVC,SYS_C00106912,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""TRANS_TYPE_FLG"" IS NOT NULL"
CISADM,CI_XAI_IN_SVC,SYS_C00106913,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""ACTIVE_SW"" IS NOT NULL"
CISADM,CI_XAI_IN_SVC,SYS_C00106914,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""INPUT_XSL"" IS NOT NULL"
CISADM,CI_XAI_IN_SVC,SYS_C00106915,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""RESPONSE_XSL"" IS NOT NULL"
CISADM,CI_XAI_IN_SVC,SYS_C00106916,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""SEARCH_TYPE_FLG"" IS NOT NULL"
CISADM,CI_XAI_IN_SVC,SYS_C00106917,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""STGUP_TYPE_FLG"" IS NOT NULL"
CISADM,CI_XAI_IN_SVC,SYS_C00106918,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""STGUP_FILE_NAME"" IS NOT NULL"
CISADM,CI_XAI_IN_SVC,SYS_C00106919,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""STGUP_INTRFC_NAME"" IS NOT NULL"
CISADM,CI_XAI_IN_SVC,SYS_C00106921,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""XAI_JDBC_CON_ID"" IS NOT NULL"
CISADM,CI_XAI_IN_SVC,SYS_C00106922,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""TRACE_SW"" IS NOT NULL"
CISADM,CI_XAI_IN_SVC,SYS_C00106923,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""DEBUG_SW"" IS NOT NULL"
CISADM,CI_XAI_IN_SVC,SYS_C00106925,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""VERSION"" IS NOT NULL"
CISADM,CI_XAI_IN_SVC,SYS_C00106927,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""RECORD_XSL"" IS NOT NULL"
CISADM,CI_XAI_IN_SVC,SYS_C00106928,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""XAI_IN_SVC_NAME"" IS NOT NULL"
CISADM,CI_XAI_IN_SVC,SYS_C00106930,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""OWNER_FLG"" IS NOT NULL"
CISADM,CI_XAI_IN_SVC,SYS_C00106931,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""POST_ERROR_SW"" IS NOT NULL"
CISADM,CI_XAI_IN_SVC,SYS_C00106932,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""SCHEMA_NAME"" IS NOT NULL"
CISADM,CI_XAI_IN_SVC,SYS_C00106933,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""SCHEMA_TYPE_FLG"" IS NOT NULL"
CISADM,CI_XAI_IN_SVC,SYS_C00119022,P,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,
CISADM,CI_XAI_IN_SVC_L,SYS_C00105360,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""LANGUAGE_CD"" IS NOT NULL"
CISADM,CI_XAI_IN_SVC_L,SYS_C00105361,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""XAI_IN_SVC_ID"" IS NOT NULL"
CISADM,CI_XAI_IN_SVC_L,SYS_C00105362,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""DESCR"" IS NOT NULL"
CISADM,CI_XAI_IN_SVC_L,SYS_C00105363,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""VERSION"" IS NOT NULL"
CISADM,CI_XAI_IN_SVC_L,SYS_C00105364,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""OWNER_FLG"" IS NOT NULL"
CISADM,CI_XAI_IN_SVC_L,SYS_C00105365,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""DESCRLONG"" IS NOT NULL"
CISADM,CI_XAI_IN_SVC_L,SYS_C00120428,P,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,
CISADM,CI_XAI_JDBC_CON,SYS_C00114359,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""XAI_JNDI_SVR_ID"" IS NOT NULL"
CISADM,CI_XAI_JDBC_CON,SYS_C00114360,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""XAI_JDBC_CON_ID"" IS NOT NULL"
CISADM,CI_XAI_JDBC_CON,SYS_C00114361,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""JDBC_CON_TYPE_FLG"" IS NOT NULL"
CISADM,CI_XAI_JDBC_CON,SYS_C00114362,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""DATABASE_USER"" IS NOT NULL"
CISADM,CI_XAI_JDBC_CON,SYS_C00114363,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""DATABASE_PASSWORD"" IS NOT NULL"
CISADM,CI_XAI_JDBC_CON,SYS_C00114364,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""JNDI_DATASOURCE"" IS NOT NULL"
CISADM,CI_XAI_JDBC_CON,SYS_C00114365,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""VERSION"" IS NOT NULL"
CISADM,CI_XAI_JDBC_CON,SYS_C00114366,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""JDBC_URL"" IS NOT NULL"
CISADM,CI_XAI_JDBC_CON,SYS_C00119442,P,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,
CISADM,CI_XAI_JDBC_CON_L,SYS_C00105887,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""LANGUAGE_CD"" IS NOT NULL"
CISADM,CI_XAI_JDBC_CON_L,SYS_C00105888,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""XAI_JDBC_CON_ID"" IS NOT NULL"
CISADM,CI_XAI_JDBC_CON_L,SYS_C00105889,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""DESCR"" IS NOT NULL"
CISADM,CI_XAI_JDBC_CON_L,SYS_C00105890,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""VERSION"" IS NOT NULL"
CISADM,CI_XAI_JDBC_CON_L,SYS_C00121509,P,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,
CISADM,CI_XAI_JMS_CON,SYS_C00121171,P,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,
CISADM,CI_XAI_JMS_CON,SYS_C0099921,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""XAI_JMS_CON_ID"" IS NOT NULL"
CISADM,CI_XAI_JMS_CON,SYS_C0099922,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""XAI_JNDI_SVR_ID"" IS NOT NULL"
CISADM,CI_XAI_JMS_CON,SYS_C0099923,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""JNDI_CON_FACTORY"" IS NOT NULL"
CISADM,CI_XAI_JMS_CON,SYS_C0099924,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""VERSION"" IS NOT NULL"
CISADM,CI_XAI_JMS_CON_L,SYS_C00110715,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""XAI_JMS_CON_ID"" IS NOT NULL"
CISADM,CI_XAI_JMS_CON_L,SYS_C00110716,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""LANGUAGE_CD"" IS NOT NULL"
CISADM,CI_XAI_JMS_CON_L,SYS_C00110717,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""DESCR"" IS NOT NULL"
CISADM,CI_XAI_JMS_CON_L,SYS_C00110718,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""VERSION"" IS NOT NULL"
CISADM,CI_XAI_JMS_CON_L,SYS_C00119227,P,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,
CISADM,CI_XAI_JMS_Q,SYS_C00104793,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""XAI_JMS_QUEUE_ID"" IS NOT NULL"
CISADM,CI_XAI_JMS_Q,SYS_C00104794,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""XAI_JNDI_SVR_ID"" IS NOT NULL"
CISADM,CI_XAI_JMS_Q,SYS_C00104795,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""QUEUE_NAME"" IS NOT NULL"
CISADM,CI_XAI_JMS_Q,SYS_C00104796,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""TARGET_CLIENT_FLG"" IS NOT NULL"
CISADM,CI_XAI_JMS_Q,SYS_C00104797,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""VERSION"" IS NOT NULL"
CISADM,CI_XAI_JMS_Q,SYS_C00118890,P,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,
CISADM,CI_XAI_JMS_Q_L,SYS_C00110728,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""XAI_JMS_QUEUE_ID"" IS NOT NULL"
CISADM,CI_XAI_JMS_Q_L,SYS_C00110729,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""LANGUAGE_CD"" IS NOT NULL"
CISADM,CI_XAI_JMS_Q_L,SYS_C00110730,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""DESCR"" IS NOT NULL"
CISADM,CI_XAI_JMS_Q_L,SYS_C00110731,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""VERSION"" IS NOT NULL"
CISADM,CI_XAI_JMS_Q_L,SYS_C00120516,P,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,
CISADM,CI_XAI_JMS_TPC,SYS_C00101082,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""XAI_JMS_TOPIC_ID"" IS NOT NULL"
CISADM,CI_XAI_JMS_TPC,SYS_C00101083,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""TOPIC_NAME"" IS NOT NULL"
CISADM,CI_XAI_JMS_TPC,SYS_C00101084,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""XAI_JNDI_SVR_ID"" IS NOT NULL"
CISADM,CI_XAI_JMS_TPC,SYS_C00101085,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""VERSION"" IS NOT NULL"
CISADM,CI_XAI_JMS_TPC,SYS_C00119960,P,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,
CISADM,CI_XAI_JMS_TPC_L,SYS_C00107659,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""LANGUAGE_CD"" IS NOT NULL"
CISADM,CI_XAI_JMS_TPC_L,SYS_C00107660,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""XAI_JMS_TOPIC_ID"" IS NOT NULL"
CISADM,CI_XAI_JMS_TPC_L,SYS_C00107661,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""DESCR"" IS NOT NULL"
CISADM,CI_XAI_JMS_TPC_L,SYS_C00107662,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""VERSION"" IS NOT NULL"
CISADM,CI_XAI_JMS_TPC_L,SYS_C00120336,P,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,
CISADM,CI_XAI_JNDI_SVR,SYS_C00115775,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""XAI_JNDI_SVR_ID"" IS NOT NULL"
CISADM,CI_XAI_JNDI_SVR,SYS_C00115776,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""INIT_CTXT_FACTORY"" IS NOT NULL"
CISADM,CI_XAI_JNDI_SVR,SYS_C00115777,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""PROVIDER_URL"" IS NOT NULL"
CISADM,CI_XAI_JNDI_SVR,SYS_C00115778,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""VERSION"" IS NOT NULL"
CISADM,CI_XAI_JNDI_SVR,SYS_C00119527,P,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,
CISADM,CI_XAI_JNDI_SVR_L,SYS_C00105176,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""LANGUAGE_CD"" IS NOT NULL"
CISADM,CI_XAI_JNDI_SVR_L,SYS_C00105177,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""XAI_JNDI_SVR_ID"" IS NOT NULL"
CISADM,CI_XAI_JNDI_SVR_L,SYS_C00105178,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""DESCR"" IS NOT NULL"
CISADM,CI_XAI_JNDI_SVR_L,SYS_C00105179,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""VERSION"" IS NOT NULL"
CISADM,CI_XAI_JNDI_SVR_L,SYS_C00118913,P,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,
CISADM,CI_XAI_OPTION,SYS_C00108198,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""XAI_OPTION_FLG"" IS NOT NULL"
CISADM,CI_XAI_OPTION,SYS_C00108199,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""OPTION_VALUE"" IS NOT NULL"
CISADM,CI_XAI_OPTION,SYS_C00108200,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""VERSION"" IS NOT NULL"
CISADM,CI_XAI_OPTION,SYS_C00121648,P,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,
CISADM,CI_XAI_RCVR,SYS_C00115946,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""XAI_RCVR_ID"" IS NOT NULL"
CISADM,CI_XAI_RCVR,SYS_C00115947,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""XAI_CLASS_ID"" IS NOT NULL"
CISADM,CI_XAI_RCVR,SYS_C00115948,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""ACTIVE_SW"" IS NOT NULL"
CISADM,CI_XAI_RCVR,SYS_C00115949,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""READ_INTERVAL"" IS NOT NULL"
CISADM,CI_XAI_RCVR,SYS_C00115950,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""XAI_JDBC_CON_ID"" IS NOT NULL"
CISADM,CI_XAI_RCVR,SYS_C00115951,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""XAI_EXECUTER_ID"" IS NOT NULL"
CISADM,CI_XAI_RCVR,SYS_C00115952,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""MSG_ENCODING_FLG"" IS NOT NULL"
CISADM,CI_XAI_RCVR,SYS_C00115953,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""XAI_JMS_CON_ID"" IS NOT NULL"
CISADM,CI_XAI_RCVR,SYS_C00115954,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""XAI_JMS_QUEUE_ID"" IS NOT NULL"
CISADM,CI_XAI_RCVR,SYS_C00115955,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""XAI_JMS_TOPIC_ID"" IS NOT NULL"
CISADM,CI_XAI_RCVR,SYS_C00115956,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""DURATION"" IS NOT NULL"
CISADM,CI_XAI_RCVR,SYS_C00115957,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""SCAN_DIRECTORY"" IS NOT NULL"
CISADM,CI_XAI_RCVR,SYS_C00115958,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""SCAN_FILE"" IS NOT NULL"
CISADM,CI_XAI_RCVR,SYS_C00115959,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""XAI_IN_SVC_ID"" IS NOT NULL"
