VIEW_OWNER,VIEW_NAME,REFERENCED_OWNER,REFERENCED_NAME,REFERENCED_TYPE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_DISCON_LOC_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_DISP_GRP_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_DISP_ICON_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_DISP_PROF_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_DST_CODE_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_DST_RULE_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_DV_TEST_TYPE_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_ENRL_CAN_RSN_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_ENRL_CBK_RSN_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_FA_CAN_RSN_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_FA_REM_CD_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_FA_RESCHED_RSN_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_FA_TYPE_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_FA_TYPE_PROF_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_FK_REF_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_FREQ_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_FS_CL_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_FUNC_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_FUND_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_GEO_TYPE_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_GL_DIVISION_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_ID_TYPE_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_INTV_PFRELTY_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_INTV_PF_TYP_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_INTV_REG_TYP_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_ITEM_TYPE_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_LETTER_TMPL_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_LOOKUP_VAL_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_MATCH_TYPE_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_MD_CTL_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_MD_ELTY_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_MD_FLD_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_MD_MENU_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_MD_MO_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_MD_RPT_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_MD_SO_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_MD_SRC_TYPE_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_MD_SVC_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_MD_TBL_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_MD_TMPL_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_MD_WRK_TBL_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_MEVT_CAN_RSN_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_MFG_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_MKTMSG_TYPE_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_MR_CYC_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_MR_INSTR_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_MR_RTE_TYPE_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_MR_SOURCE_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_MR_WARN_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_MTR_CONFIG_TY_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_MTR_ID_TYPE_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_MTR_LOC_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_MTR_TYPE_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_NAV_OPT_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_NB_RULE_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_NCD_TYPE_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_NT_DWN_PROF_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_NT_DWN_TYPE_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_NT_UP_XTYPE_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_NT_XID_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_OD_EVT_TYPE_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_OD_PROC_TMP_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_OEVT_CAN_RSN_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_OP_AREA_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_PAY_CAN_RSN_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_PAY_METH_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_PAY_SEG_TYPE_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_PAY_TMPL_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_PER_REL_TYPE_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_PHONE_TYPE_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_PKG_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_PORTAL_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_PP_TYPE_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_PREM_TYPE_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_PROP_DCL_RSN_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_PROTOCOL_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_QTE_RTE_TYPE_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_RC_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_READER_REM_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_READ_OUT_TYP_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_REBATE_DEFN_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_REG_RULE_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_REP_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_RETIRE_RSN_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_REV_CL_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_ROLE_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_RS_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_RV_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_SA_REL_TYPE_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_SA_TYPE_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_SCM_NCTV_RSN_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_SCM_TYPE_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_SCR_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_SC_EVT_TYPE_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_SC_TYPE_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_SEAS_TM_SHIFT_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_SEV_EVT_TYPE_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_SEV_PROC_TMP_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_SIC_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_SP_TYPE_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_SQI_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_SQ_RULE_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_SS_OPT_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_STM_CYC_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_STM_RTE_TY_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_SVC_TYPE_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_TAX_EX_TYPE_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_TC_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_TD_TYPE_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_TENDER_TYPE_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_THRD_PTY_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_TIME_ZONE_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_TMAP_RELTY_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_TMAP_TMPL_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_TMAP_TYPE_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_TNDR_SRCE_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_TOS_CAN_RSN_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_TOS_TYPE_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_TOU_GRP_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_TOU_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_TREND_AREA_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_TREND_CL_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_TST_COMP_TYP_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_UA_TYPE_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_UOM_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_WFM_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_WF_EVT_TYPE_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_WF_PP_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_WF_PROC_TMPL_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_WO_CNTL_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_WO_DEBT_CL_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_WO_EVT_TYP_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_WO_PROC_TMPL_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_XAI_ADAPTER_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_XAI_CLASS_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_XAI_ENV_HNDL_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_XAI_EXECUTER_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_XAI_FORMAT_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_XAI_IN_SVC_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_XAI_JDBC_CON_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_XAI_JMS_CON_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_XAI_JMS_Q_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_XAI_JMS_TPC_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_XAI_JNDI_SVR_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_XAI_RCVR_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_XAI_RGRP_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_XAI_RT_TYPE_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_XAI_SENDER_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_ZONE_HDL_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,CI_ZONE_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,D1_ACTIVITY_TYPE_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,D1_ADS_TYPE_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,D1_AGG_GROUP_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,D1_ATTR_GRP_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,D1_BILL_CYC_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,D1_COMMAND_SET_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,D1_COMM_TYPE_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,D1_CONS_EXT_TYPE_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,D1_CONTACT_TYPE_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,D1_DATA_SRC_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,D1_DIVISION_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,D1_DVC_CFG_TYPE_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,D1_DVC_EVT_TYPE_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,D1_DVC_TYPE_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,D1_DYN_OPT_TYPE_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,D1_EXCP_TYPE_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,D1_FACTOR_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,D1_MANUFACTURER_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,D1_MC_COMPAR_TYPE_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,D1_MEASR_COMP_SET_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,D1_MEASR_COMP_TYPE_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,D1_MKT_CONTRACT_TYPE_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,D1_MKT_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,D1_MKT_PRODUCT_SET_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,D1_MKT_PRODUCT_TYPE_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,D1_MSRMT_CYC_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,D1_MSRMT_CYC_RTE_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,D1_MSRMT_DATA_SNAP_TYPE_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,D1_MULTI_VAR_FACTOR_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,D1_PROC_MTHD_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,D1_PROC_TIMETABLE_TYPE_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,D1_RULE_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,D1_SETT_UNIT_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,D1_SPR_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,D1_SP_QTY_TYPE_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,D1_SP_TYPE_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,D1_SQI_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,D1_SVC_TYPE_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,D1_TOU_GRP_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,D1_TOU_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,D1_TOU_MAP_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,D1_TOU_MAP_TMPLT_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,D1_TOU_MAP_TYPE_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,D1_UOM_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,D1_USAGE_EXCP_TYPE_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,D1_USG_CAL_TYPE_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,D1_USG_GRP_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,D1_USG_RULE_ELIG_CRIT_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,D1_USG_RULE_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,D1_US_QTY_TYPE_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,D1_US_TYPE_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,D1_VEE_ELIG_CRIT_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,D1_VEE_GRP_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,D1_VEE_RULE_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,F1_ACTION_METHOD_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,F1_BKT_CONFIG_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,F1_BUS_FLG_TYPE_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,F1_BUS_OBJ_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,F1_BUS_OBJ_STATUS_RSN_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,F1_BUS_SVC_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,F1_COLOR_OPT_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,F1_CRYPTO_KEY_RING_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,F1_CUBE_TYPE_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,F1_DATA_AREA_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,F1_DEPLOYMENT_PART_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,F1_DEPLOYMENT_TYPE_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,F1_EXT_LOOKUP_VAL_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,F1_FILE_INT_REC_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,F1_FILE_INT_TYPE_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,F1_INSIGHT_GRP_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,F1_INSIGHT_TYPE_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,F1_IWS_ANN_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,F1_IWS_ANN_TYPE_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,F1_IWS_SVC_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,F1_IWS_SVC_OPER_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,F1_MANAG_CONTENT_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,F1_MAP_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,F1_MD_BI_TBL_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,F1_MIGR_PLAN_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,F1_MIGR_REQ_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,F1_MKTCFG_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,F1_MKTMSG_TYPE_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,F1_MKTPROC_TYPE_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,F1_MOBILE_COMPONENT_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,F1_OUTMSG_TYPE_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,F1_PERF_TGT_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,F1_PERF_TGT_TYPE_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,F1_PROC_DEFN_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,F1_REDACTION_RULE_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,F1_REQ_TYPE_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,F1_STATS_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,F1_SVC_TASK_TYPE_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,F1_TAG_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,F1_TREE_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,F1_WEB_CAT_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,F1_WEB_SVC_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,SC_APP_SERVICE_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,SC_USER_GROUP_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,W1_ACTIVITY_TYPE_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,W1_ADJUSTMENT_TYPE_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,W1_APPROVAL_PROF_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,W1_ASSESS_CLASS_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,W1_ASSESS_GRP_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,W1_ASSET_TYPE_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,W1_BC_ACCESS_LIST_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,W1_BKT_CONFIG_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,W1_BUSINESS_UNIT_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,W1_BUYER_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,W1_CALENDAR_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,W1_CAPABILITY_TYPE_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,W1_CHANGE_REQ_TYPE_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,W1_CHILD_SPEC_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,W1_CHKLST_TYP_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,W1_CMDTY_CAT_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,W1_CMDTY_NAME_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,W1_CMDTY_TYPE_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,W1_CMPL_EVT_TYPE_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,W1_COLOR_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,W1_COMM_TYPE_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,W1_COMPLIANCE_CAT_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,W1_COMPLIANCE_TYPE_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,W1_CONFIG_TYPE_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,W1_CONTACT_TYPE_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,W1_COST_CATEGORY_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,W1_COST_CENTER_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,W1_CREW_SHIFT_TYPE_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,W1_CREW_TYPE_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,W1_CU_CATEGORY_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,W1_CU_SET_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,W1_CU_USAGE_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,W1_DIST_CODE_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,W1_DOCUMENT_TYPE_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,W1_EMPLOYEE_TYPE_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,W1_EQUIP_GROUP_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,W1_EU_TYPE_L,TABLE
CISADM,CMS_ADMIN_CONFIG_VW,CISADM,W1_EXPENSE_CD_L,TABLE
