OWNER,SYNONYM_NAME,TABLE_OWNER,TABLE_NAME,DB_LINK
CISUSER,CI_AUDIT_K,CISADM,CI_AUDIT_K,
CISUSER,CI_BAL_CTL_GRP,CISADM,CI_BAL_CTL_GRP,
CISUSER,CI_BAL_CTL_MEM,CISADM,CI_BAL_CTL_MEM,
CISUSER,CI_BAL_CTL_MEM_VW,CISADM,CI_BAL_CTL_MEM_VW,
CISUSER,CI_BAL_CTL_TMP,CISADM,CI_BAL_CTL_TMP,
CISUSER,CI_BANK,CISADM,CI_BANK,
CISUSER,CI_BANK_ACCOUNT,CISADM,CI_BANK_ACCOUNT,
CISUSER,CI_BANK_ACCOUNT_L,CISADM,CI_BANK_ACCOUNT_L,
CISUSER,CI_BANK_L,CISADM,CI_BANK_L,
CISUSER,CI_BATCH_CTRL,CISADM,CI_BATCH_CTRL,
CISUSER,CI_BATCH_CTRL_ALG,CISADM,CI_BATCH_CTRL_ALG,
CISUSER,CI_BATCH_CTRL_L,CISADM,CI_BATCH_CTRL_L,
CISUSER,CI_BATCH_CTRL_P,CISADM,CI_BATCH_CTRL_P,
CISUSER,CI_BATCH_CTRL_P_L,CISADM,CI_BATCH_CTRL_P_L,
CISUSER,CI_BATCH_INST,CISADM,CI_BATCH_INST,
CISUSER,CI_BATCH_JOB,CISADM,CI_BATCH_JOB,
CISUSER,CI_BATCH_JOB_K,CISADM,CI_BATCH_JOB_K,
CISUSER,CI_BATCH_JOB_PRM,CISADM,CI_BATCH_JOB_PRM,
CISUSER,CI_BATCH_RUN,CISADM,CI_BATCH_RUN,
CISUSER,CI_BATCH_THD,CISADM,CI_BATCH_THD,
CISUSER,CI_BCHG_LINE_UP,CISADM,CI_BCHG_LINE_UP,
CISUSER,CI_BCHG_READ,CISADM,CI_BCHG_READ,
CISUSER,CI_BCHG_READ_VW,CISADM,CI_BCHG_READ_VW,
CISUSER,CI_BCHG_SQ,CISADM,CI_BCHG_SQ,
CISUSER,CI_BCHG_UP,CISADM,CI_BCHG_UP,
CISUSER,CI_BCHG_UP_EXCP,CISADM,CI_BCHG_UP_EXCP,
CISUSER,CI_BCHG_UP_OVRD,CISADM,CI_BCHG_UP_OVRD,
CISUSER,CI_BCHG_UP_READ,CISADM,CI_BCHG_UP_READ,
CISUSER,CI_BCHG_UP_READ_VW,CISADM,CI_BCHG_UP_READ_VW,
CISUSER,CI_BCHG_UP_SQ,CISADM,CI_BCHG_UP_SQ,
CISUSER,CI_BCHG_UP_XTYP,CISADM,CI_BCHG_UP_XTYP,
CISUSER,CI_BCHG_UP_XTYP_L,CISADM,CI_BCHG_UP_XTYP_L,
CISUSER,CI_BF,CISADM,CI_BF,
CISUSER,CI_BFCH_TOUGRP,CISADM,CI_BFCH_TOUGRP,
CISUSER,CI_BF_ACCT_HST_VW,CISADM,CI_BF_ACCT_HST_VW,
CISUSER,CI_BF_CHAR,CISADM,CI_BF_CHAR,
CISUSER,CI_BF_CHAR_DST,CISADM,CI_BF_CHAR_DST,
CISUSER,CI_BF_L,CISADM,CI_BF_L,
CISUSER,CI_BF_VAL,CISADM,CI_BF_VAL,
CISUSER,CI_BILL,CISADM,CI_BILL,
CISUSER,CI_BILL_CAN_RSN,CISADM,CI_BILL_CAN_RSN,
CISUSER,CI_BILL_CAN_RSN_L,CISADM,CI_BILL_CAN_RSN_L,
CISUSER,CI_BILL_CHAR,CISADM,CI_BILL_CHAR,
CISUSER,CI_BILL_CHG,CISADM,CI_BILL_CHG,
CISUSER,CI_BILL_CHG_K,CISADM,CI_BILL_CHG_K,
CISUSER,CI_BILL_CYC,CISADM,CI_BILL_CYC,
CISUSER,CI_BILL_CYC_L,CISADM,CI_BILL_CYC_L,
CISUSER,CI_BILL_CYC_SCH,CISADM,CI_BILL_CYC_SCH,
CISUSER,CI_BILL_CYC_SEC,CISADM,CI_BILL_CYC_SEC,
CISUSER,CI_BILL_EXCP,CISADM,CI_BILL_EXCP,
CISUSER,CI_BILL_K,CISADM,CI_BILL_K,
CISUSER,CI_BILL_MSG,CISADM,CI_BILL_MSG,
CISUSER,CI_BILL_MSGS,CISADM,CI_BILL_MSGS,
CISUSER,CI_BILL_MSG_L,CISADM,CI_BILL_MSG_L,
CISUSER,CI_BILL_MSG_PRM,CISADM,CI_BILL_MSG_PRM,
CISUSER,CI_BILL_PERIOD,CISADM,CI_BILL_PERIOD,
CISUSER,CI_BILL_PERIOD_L,CISADM,CI_BILL_PERIOD_L,
CISUSER,CI_BILL_PER_SCH,CISADM,CI_BILL_PER_SCH,
CISUSER,CI_BILL_ROUTING,CISADM,CI_BILL_ROUTING,
CISUSER,CI_BILL_RT_TYPE,CISADM,CI_BILL_RT_TYPE,
CISUSER,CI_BILL_RT_TYPE_L,CISADM,CI_BILL_RT_TYPE_L,
CISUSER,CI_BILL_RVW_SCH,CISADM,CI_BILL_RVW_SCH,
CISUSER,CI_BILL_SA,CISADM,CI_BILL_SA,
CISUSER,CI_BILL_SCNR,CISADM,CI_BILL_SCNR,
CISUSER,CI_BILL_SCNR_K,CISADM,CI_BILL_SCNR_K,
CISUSER,CI_BILL_SCNR_SQ,CISADM,CI_BILL_SCNR_SQ,
CISUSER,CI_BILL_SEG_TYP,CISADM,CI_BILL_SEG_TYP,
CISUSER,CI_BILL_SEG_TYP_L,CISADM,CI_BILL_SEG_TYP_L,
CISUSER,CI_BPRT_GRP,CISADM,CI_BPRT_GRP,
CISUSER,CI_BPRT_GRP_K,CISADM,CI_BPRT_GRP_K,
CISUSER,CI_BPRT_SGRP_SA,CISADM,CI_BPRT_SGRP_SA,
CISUSER,CI_BPRT_SUBGRP,CISADM,CI_BPRT_SUBGRP,
CISUSER,CI_BSEG,CISADM,CI_BSEG,
CISUSER,CI_BSEG_CALC,CISADM,CI_BSEG_CALC,
CISUSER,CI_BSEG_CALC_LN,CISADM,CI_BSEG_CALC_LN,
CISUSER,CI_BSEG_CL_CHAR,CISADM,CI_BSEG_CL_CHAR,
CISUSER,CI_BSEG_EXCP,CISADM,CI_BSEG_EXCP,
CISUSER,CI_BSEG_ITEM,CISADM,CI_BSEG_ITEM,
CISUSER,CI_BSEG_K,CISADM,CI_BSEG_K,
CISUSER,CI_BSEG_MSG,CISADM,CI_BSEG_MSG,
CISUSER,CI_BSEG_READ,CISADM,CI_BSEG_READ,
CISUSER,CI_BSEG_READ_VW,CISADM,CI_BSEG_READ_VW,
CISUSER,CI_BSEG_SQ,CISADM,CI_BSEG_SQ,
CISUSER,CI_BUD_PLAN,CISADM,CI_BUD_PLAN,
CISUSER,CI_BUD_PLAN_L,CISADM,CI_BUD_PLAN_L,
CISUSER,CI_BUD_RVW,CISADM,CI_BUD_RVW,
CISUSER,CI_B_CHG_LINE,CISADM,CI_B_CHG_LINE,
CISUSER,CI_B_CHG_TMPLT,CISADM,CI_B_CHG_TMPLT,
CISUSER,CI_B_CHG_TMPLT_L,CISADM,CI_B_CHG_TMPLT_L,
CISUSER,CI_B_LN_CHAR,CISADM,CI_B_LN_CHAR,
CISUSER,CI_B_LN_UP_CHAR,CISADM,CI_B_LN_UP_CHAR,
CISUSER,CI_B_TMPLT_LINE,CISADM,CI_B_TMPLT_LINE,
CISUSER,CI_B_TMPLT_LINE_L,CISADM,CI_B_TMPLT_LINE_L,
CISUSER,CI_B_TMPLT_SQ,CISADM,CI_B_TMPLT_SQ,
CISUSER,CI_B_TM_LN_CHA,CISADM,CI_B_TM_LN_CHA,
CISUSER,CI_CAL_GL,CISADM,CI_CAL_GL,
CISUSER,CI_CAL_GL_L,CISADM,CI_CAL_GL_L,
CISUSER,CI_CAL_HOL,CISADM,CI_CAL_HOL,
CISUSER,CI_CAL_HOL_L,CISADM,CI_CAL_HOL_L,
CISUSER,CI_CAL_PERIOD,CISADM,CI_CAL_PERIOD,
CISUSER,CI_CAL_PERIOD_L,CISADM,CI_CAL_PERIOD_L,
CISUSER,CI_CAL_WORK,CISADM,CI_CAL_WORK,
CISUSER,CI_CAL_WORK_L,CISADM,CI_CAL_WORK_L,
CISUSER,CI_CAMPAIGN,CISADM,CI_CAMPAIGN,
CISUSER,CI_CAMPAIGN_L,CISADM,CI_CAMPAIGN_L,
CISUSER,CI_CAMP_ALG,CISADM,CI_CAMP_ALG,
CISUSER,CI_CAMP_FLD_TYPE,CISADM,CI_CAMP_FLD_TYPE,
CISUSER,CI_CAMP_FLD_TYPE_L,CISADM,CI_CAMP_FLD_TYPE_L,
CISUSER,CI_CASE,CISADM,CI_CASE,
CISUSER,CI_CASE_CHAR,CISADM,CI_CASE_CHAR,
CISUSER,CI_CASE_K,CISADM,CI_CASE_K,
CISUSER,CI_CASE_LOG,CISADM,CI_CASE_LOG,
CISUSER,CI_CASE_LOG_PARM,CISADM,CI_CASE_LOG_PARM,
CISUSER,CI_CASE_STATUS,CISADM,CI_CASE_STATUS,
CISUSER,CI_CASE_STATUS_L,CISADM,CI_CASE_STATUS_L,
CISUSER,CI_CASE_ST_ALG,CISADM,CI_CASE_ST_ALG,
CISUSER,CI_CASE_ST_ALG_VW,CISADM,CI_CASE_ST_ALG_VW,
CISUSER,CI_CASE_ST_CHTY,CISADM,CI_CASE_ST_CHTY,
CISUSER,CI_CASE_TR_RULE,CISADM,CI_CASE_TR_RULE,
CISUSER,CI_CASE_TR_RULE_L,CISADM,CI_CASE_TR_RULE_L,
CISUSER,CI_CASE_TYPE,CISADM,CI_CASE_TYPE,
CISUSER,CI_CASE_TYPE_ALG,CISADM,CI_CASE_TYPE_ALG,
CISUSER,CI_CASE_TYPE_L,CISADM,CI_CASE_TYPE_L,
CISUSER,CI_CA_ACCT_HIS_VW,CISADM,CI_CA_ACCT_HIS_VW,
CISUSER,CI_CC,CISADM,CI_CC,
CISUSER,CI_CCL_CTL_ALG,CISADM,CI_CCL_CTL_ALG,
CISUSER,CI_CC_ACCT_HST_VW,CISADM,CI_CC_ACCT_HST_VW,
CISUSER,CI_CC_CHAR,CISADM,CI_CC_CHAR,
CISUSER,CI_CC_CL,CISADM,CI_CC_CL,
CISUSER,CI_CC_CL_L,CISADM,CI_CC_CL_L,
CISUSER,CI_CC_K,CISADM,CI_CC_K,
CISUSER,CI_CC_LOG,CISADM,CI_CC_LOG,
CISUSER,CI_CC_LOG_K,CISADM,CI_CC_LOG_K,
CISUSER,CI_CC_TYPE,CISADM,CI_CC_TYPE,
CISUSER,CI_CC_TYPE_L,CISADM,CI_CC_TYPE_L,
CISUSER,CI_CEVTD_ACCHST_VW,CISADM,CI_CEVTD_ACCHST_VW,
CISUSER,CI_CEVT_ACCHST_VW,CISADM,CI_CEVT_ACCHST_VW,
CISUSER,CI_CEVT_CAN_RSN,CISADM,CI_CEVT_CAN_RSN,
CISUSER,CI_CEVT_CAN_RSN_L,CISADM,CI_CEVT_CAN_RSN_L,
CISUSER,CI_CE_ACCT_HST_VW,CISADM,CI_CE_ACCT_HST_VW,
CISUSER,CI_CFG_SPMR2_VW,CISADM,CI_CFG_SPMR2_VW,
CISUSER,CI_CFG_SPMR_VW,CISADM,CI_CFG_SPMR_VW,
CISUSER,CI_CHAR_DFLT,CISADM,CI_CHAR_DFLT,
CISUSER,CI_CHAR_DFLT_SV,CISADM,CI_CHAR_DFLT_SV,
CISUSER,CI_CHAR_ENTITY,CISADM,CI_CHAR_ENTITY,
CISUSER,CI_CHAR_TYPE,CISADM,CI_CHAR_TYPE,
CISUSER,CI_CHAR_TYPE_L,CISADM,CI_CHAR_TYPE_L,
CISUSER,CI_CHAR_VAL,CISADM,CI_CHAR_VAL,
CISUSER,CI_CHAR_VAL_L,CISADM,CI_CHAR_VAL_L,
CISUSER,CI_CHG_LOG,CISADM,CI_CHG_LOG,
CISUSER,CI_CHTY_ACC_VW,CISADM,CI_CHTY_ACC_VW,
CISUSER,CI_CHTY_ADJTY,CISADM,CI_CHTY_ADJTY,
CISUSER,CI_CHTY_ADJT_VW,CISADM,CI_CHTY_ADJT_VW,
CISUSER,CI_CHTY_BCTL_VW,CISADM,CI_CHTY_BCTL_VW,
CISUSER,CI_CHTY_BSCL_VW,CISADM,CI_CHTY_BSCL_VW,
CISUSER,CI_CHTY_CASETY,CISADM,CI_CHTY_CASETY,
CISUSER,CI_CHTY_CCTY,CISADM,CI_CHTY_CCTY,
CISUSER,CI_CHTY_COPTY,CISADM,CI_CHTY_COPTY,
CISUSER,CI_CHTY_COP_ETY,CISADM,CI_CHTY_COP_ETY,
CISUSER,CI_CHTY_DIV_VW,CISADM,CI_CHTY_DIV_VW,
CISUSER,CI_CHTY_DV_TTYP,CISADM,CI_CHTY_DV_TTYP,
CISUSER,CI_CHTY_FATY,CISADM,CI_CHTY_FATY,
CISUSER,CI_CHTY_ITMTY_VW,CISADM,CI_CHTY_ITMTY_VW,
CISUSER,CI_CHTY_ITM_VW,CISADM,CI_CHTY_ITM_VW,
CISUSER,CI_CHTY_ITTY,CISADM,CI_CHTY_ITTY,
CISUSER,CI_CHTY_MTRTY_VW,CISADM,CI_CHTY_MTRTY_VW,
CISUSER,CI_CHTY_MTR_VW,CISADM,CI_CHTY_MTR_VW,
CISUSER,CI_CHTY_MTTY,CISADM,CI_CHTY_MTTY,
CISUSER,CI_CHTY_PER_VW,CISADM,CI_CHTY_PER_VW,
CISUSER,CI_CHTY_PREM_VW,CISADM,CI_CHTY_PREM_VW,
CISUSER,CI_CHTY_SATY_VW,CISADM,CI_CHTY_SATY_VW,
CISUSER,CI_CHTY_SA_VW,CISADM,CI_CHTY_SA_VW,
CISUSER,CI_CHTY_SCMTY,CISADM,CI_CHTY_SCMTY,
CISUSER,CI_CHTY_SCMT_VW,CISADM,CI_CHTY_SCMT_VW,
CISUSER,CI_CHTY_SPTY,CISADM,CI_CHTY_SPTY,
CISUSER,CI_CHTY_SPTY_VW,CISADM,CI_CHTY_SPTY_VW,
CISUSER,CI_CHTY_SP_VW,CISADM,CI_CHTY_SP_VW,
CISUSER,CI_CHTY_TDTY,CISADM,CI_CHTY_TDTY,
CISUSER,CI_CHTY_TOSTY,CISADM,CI_CHTY_TOSTY,
CISUSER,CI_CHTY_UATY,CISADM,CI_CHTY_UATY,
CISUSER,CI_CIS_DIVISION,CISADM,CI_CIS_DIVISION,
CISUSER,CI_CIS_DIVISION_L,CISADM,CI_CIS_DIVISION_L,
CISUSER,CI_CIS_DIV_CHAR,CISADM,CI_CIS_DIV_CHAR,
CISUSER,CI_CNV_DUP_KEY,CISADM,CI_CNV_DUP_KEY,
CISUSER,CI_CNV_KEY_TMP,CISADM,CI_CNV_KEY_TMP,
CISUSER,CI_COLL_AGY,CISADM,CI_COLL_AGY,
CISUSER,CI_COLL_AGY_HIS,CISADM,CI_COLL_AGY_HIS,
CISUSER,CI_COLL_AGY_L,CISADM,CI_COLL_AGY_L,
CISUSER,CI_COLL_AGY_REF,CISADM,CI_COLL_AGY_REF,
CISUSER,CI_COLL_AGY_REF_K,CISADM,CI_COLL_AGY_REF_K,
CISUSER,CI_COLL_CL,CISADM,CI_COLL_CL,
CISUSER,CI_COLL_CL_CNTL,CISADM,CI_COLL_CL_CNTL,
CISUSER,CI_COLL_CL_CNTL_L,CISADM,CI_COLL_CL_CNTL_L,
CISUSER,CI_COLL_CL_L,CISADM,CI_COLL_CL_L,
CISUSER,CI_COLL_CRIT,CISADM,CI_COLL_CRIT,
CISUSER,CI_COLL_CRIT_CT,CISADM,CI_COLL_CRIT_CT,
CISUSER,CI_COLL_EVT,CISADM,CI_COLL_EVT,
CISUSER,CI_COLL_EVT_1031,CISADM,CI_COLL_EVT_1031,
CISUSER,CI_COLL_EVT_CC,CISADM,CI_COLL_EVT_CC,
CISUSER,CI_COLL_EVT_CC_1031,CISADM,CI_COLL_EVT_CC_1031,
CISUSER,CI_COLL_EVT_TYP,CISADM,CI_COLL_EVT_TYP,
CISUSER,CI_COLL_EVT_TYP_L,CISADM,CI_COLL_EVT_TYP_L,
CISUSER,CI_COLL_PROC,CISADM,CI_COLL_PROC,
CISUSER,CI_COLL_PROC_1031,CISADM,CI_COLL_PROC_1031,
CISUSER,CI_COLL_PROC_K,CISADM,CI_COLL_PROC_K,
CISUSER,CI_COLL_PROC_K_1031,CISADM,CI_COLL_PROC_K_1031,
CISUSER,CI_COLL_PROC_SA,CISADM,CI_COLL_PROC_SA,
CISUSER,CI_COLL_PROC_SA_1031,CISADM,CI_COLL_PROC_SA_1031,
CISUSER,CI_COLL_PROC_TM,CISADM,CI_COLL_PROC_TM,
CISUSER,CI_COLL_PROC_TM_L,CISADM,CI_COLL_PROC_TM_L,
CISUSER,CI_COLL_RESP,CISADM,CI_COLL_RESP,
CISUSER,CI_COL_REF,CISADM,CI_COL_REF,
CISUSER,CI_COL_REF_ALG,CISADM,CI_COL_REF_ALG,
CISUSER,CI_COL_REF_L,CISADM,CI_COL_REF_L,
CISUSER,CI_CONSV_PROG,CISADM,CI_CONSV_PROG,
CISUSER,CI_CONSV_PROG_CHAR,CISADM,CI_CONSV_PROG_CHAR,
CISUSER,CI_CONSV_PROG_L,CISADM,CI_CONSV_PROG_L,
CISUSER,CI_CONT_QTY_TMP,CISADM,CI_CONT_QTY_TMP,
CISUSER,CI_CONT_QTY_TYP,CISADM,CI_CONT_QTY_TYP,
CISUSER,CI_CONT_QTY_TYP_L,CISADM,CI_CONT_QTY_TYP_L,
CISUSER,CI_COP,CISADM,CI_COP,
CISUSER,CI_COP_CHAR,CISADM,CI_COP_CHAR,
CISUSER,CI_COP_EVT,CISADM,CI_COP_EVT,
CISUSER,CI_COP_EVT_CHAR,CISADM,CI_COP_EVT_CHAR,
CISUSER,CI_COP_EVT_EXC,CISADM,CI_COP_EVT_EXC,
CISUSER,CI_COP_EVT_EXP,CISADM,CI_COP_EVT_EXP,
CISUSER,CI_COP_EVT_K,CISADM,CI_COP_EVT_K,
CISUSER,CI_COP_EVT_TYPE,CISADM,CI_COP_EVT_TYPE,
CISUSER,CI_COP_EVT_TYPE_L,CISADM,CI_COP_EVT_TYPE_L,
CISUSER,CI_COP_K,CISADM,CI_COP_K,
CISUSER,CI_COP_L,CISADM,CI_COP_L,
CISUSER,CI_COP_TYPE,CISADM,CI_COP_TYPE,
CISUSER,CI_COP_TYPE_ALG,CISADM,CI_COP_TYPE_ALG,
CISUSER,CI_COP_TYPE_L,CISADM,CI_COP_TYPE_L,
CISUSER,CI_COUNTRY,CISADM,CI_COUNTRY,
CISUSER,CI_COUNTRY_L,CISADM,CI_COUNTRY_L,
CISUSER,CI_CO_ACCT_HST_VW,CISADM,CI_CO_ACCT_HST_VW,
CISUSER,CI_CPROC_ACCHST_VW,CISADM,CI_CPROC_ACCHST_VW,
CISUSER,CI_CP_ACCT_HST_VW,CISADM,CI_CP_ACCT_HST_VW,
CISUSER,CI_CR_ACCT_HST_VW,CISADM,CI_CR_ACCT_HST_VW,
CISUSER,CI_CR_RAT_HIST,CISADM,CI_CR_RAT_HIST,
CISUSER,CI_CR_RAT_HIST_K,CISADM,CI_CR_RAT_HIST_K,
CISUSER,CI_CR_UNIT,CISADM,CI_CR_UNIT,
CISUSER,CI_CR_UNIT_L,CISADM,CI_CR_UNIT_L,
CISUSER,CI_CURRENCY_CD,CISADM,CI_CURRENCY_CD,
CISUSER,CI_CURRENCY_CD_L,CISADM,CI_CURRENCY_CD_L,
CISUSER,CI_CURRENCY_VW,CISADM,CI_CURRENCY_VW,
CISUSER,CI_CURR_CUST_VW,CISADM,CI_CURR_CUST_VW,
CISUSER,CI_CUST_CL,CISADM,CI_CUST_CL,
CISUSER,CI_CUST_CL_CTRL,CISADM,CI_CUST_CL_CTRL,
CISUSER,CI_CUST_CL_L,CISADM,CI_CUST_CL_L,
CISUSER,CI_CUST_CL_MSG,CISADM,CI_CUST_CL_MSG,
CISUSER,CI_CUT_EVT,CISADM,CI_CUT_EVT,
CISUSER,CI_CUT_EVT_DEP,CISADM,CI_CUT_EVT_DEP,
CISUSER,CI_CUT_EVT_TYPE,CISADM,CI_CUT_EVT_TYPE,
CISUSER,CI_CUT_EVT_TYPE_L,CISADM,CI_CUT_EVT_TYPE_L,
CISUSER,CI_CUT_EVT_TYP_ALG,CISADM,CI_CUT_EVT_TYP_ALG,
CISUSER,CI_CUT_PROC,CISADM,CI_CUT_PROC,
CISUSER,CI_CUT_PROC_K,CISADM,CI_CUT_PROC_K,
CISUSER,CI_CUT_PROC_TMP,CISADM,CI_CUT_PROC_TMP,
CISUSER,CI_CUT_PROC_TMP_L,CISADM,CI_CUT_PROC_TMP_L,
CISUSER,CI_CUT_PROC_TM_ALG,CISADM,CI_CUT_PROC_TM_ALG,
CISUSER,CI_CUT_RESP,CISADM,CI_CUT_RESP,
CISUSER,CI_CUT_RESP_DEP,CISADM,CI_CUT_RESP_DEP,
CISUSER,CI_CVAL_TMPL,CISADM,CI_CVAL_TMPL,
CISUSER,CI_CVAL_TOU_TMP,CISADM,CI_CVAL_TOU_TMP,
CISUSER,CI_DAR,CISADM,CI_DAR,
CISUSER,CI_DAR_L,CISADM,CI_DAR_L,
CISUSER,CI_DAR_USR,CISADM,CI_DAR_USR,
CISUSER,CI_DATA_DIFF,CISADM,CI_DATA_DIFF,
CISUSER,CI_DATA_DIFF_PK,CISADM,CI_DATA_DIFF_PK,
CISUSER,CI_DB_INSTR,CISADM,CI_DB_INSTR,
CISUSER,CI_DB_INSTR_ALG,CISADM,CI_DB_INSTR_ALG,
CISUSER,CI_DB_INSTR_L,CISADM,CI_DB_INSTR_L,
CISUSER,CI_DB_INST_OVRD,CISADM,CI_DB_INST_OVRD,
CISUSER,CI_DB_PROC,CISADM,CI_DB_PROC,
CISUSER,CI_DB_PROC_L,CISADM,CI_DB_PROC_L,
CISUSER,CI_DCL,CISADM,CI_DCL,
CISUSER,CI_DCL_K,CISADM,CI_DCL_K,
CISUSER,CI_DC_ALG,CISADM,CI_DC_ALG,
CISUSER,CI_DEBT_CL,CISADM,CI_DEBT_CL,
CISUSER,CI_DEBT_CL_L,CISADM,CI_DEBT_CL_L,
CISUSER,CI_DEG_DAY,CISADM,CI_DEG_DAY,
CISUSER,CI_DEG_MONTH_VW,CISADM,CI_DEG_MONTH_VW,
CISUSER,CI_DEP_CL,CISADM,CI_DEP_CL,
CISUSER,CI_DEP_CL_L,CISADM,CI_DEP_CL_L,
CISUSER,CI_DEP_CTL,CISADM,CI_DEP_CTL,
CISUSER,CI_DEP_CTL_CHAR,CISADM,CI_DEP_CTL_CHAR,
CISUSER,CI_DEP_CTL_K,CISADM,CI_DEP_CTL_K,
CISUSER,CI_DEP_CTL_ST,CISADM,CI_DEP_CTL_ST,
CISUSER,CI_DEP_RVW,CISADM,CI_DEP_RVW,
CISUSER,CI_DG_APP_SCHED,CISADM,CI_DG_APP_SCHED,
CISUSER,CI_DG_APP_SCHED_K,CISADM,CI_DG_APP_SCHED_K,
CISUSER,CI_DISCON_LOC,CISADM,CI_DISCON_LOC,
CISUSER,CI_DISCON_LOC_L,CISADM,CI_DISCON_LOC_L,
CISUSER,CI_DISP_GRP,CISADM,CI_DISP_GRP,
CISUSER,CI_DISP_GRP_ALG,CISADM,CI_DISP_GRP_ALG,
CISUSER,CI_DISP_GRP_L,CISADM,CI_DISP_GRP_L,
CISUSER,CI_DISP_GRP_REP,CISADM,CI_DISP_GRP_REP,
CISUSER,CI_DISP_ICON,CISADM,CI_DISP_ICON,
CISUSER,CI_DISP_ICON_L,CISADM,CI_DISP_ICON_L,
CISUSER,CI_DISP_PROF,CISADM,CI_DISP_PROF,
CISUSER,CI_DISP_PROF_L,CISADM,CI_DISP_PROF_L,
CISUSER,CI_DIV_TD_ROLE,CISADM,CI_DIV_TD_ROLE,
CISUSER,CI_DST_CD_CHAR,CISADM,CI_DST_CD_CHAR,
CISUSER,CI_DST_CODE,CISADM,CI_DST_CODE,
CISUSER,CI_DST_CODE_EFF,CISADM,CI_DST_CODE_EFF,
CISUSER,CI_DST_CODE_L,CISADM,CI_DST_CODE_L,
CISUSER,CI_DST_RULE,CISADM,CI_DST_RULE,
CISUSER,CI_DST_RULE_ALG,CISADM,CI_DST_RULE_ALG,
CISUSER,CI_DST_RULE_L,CISADM,CI_DST_RULE_L,
CISUSER,CI_DVTY_CHTY_VW,CISADM,CI_DVTY_CHTY_VW,
CISUSER,CI_DV_TEST,CISADM,CI_DV_TEST,
CISUSER,CI_DV_TEST_CHAR,CISADM,CI_DV_TEST_CHAR,
CISUSER,CI_DV_TEST_COMP,CISADM,CI_DV_TEST_COMP,
CISUSER,CI_DV_TEST_EXCP,CISADM,CI_DV_TEST_EXCP,
CISUSER,CI_DV_TEST_K,CISADM,CI_DV_TEST_K,
CISUSER,CI_DV_TEST_RES,CISADM,CI_DV_TEST_RES,
CISUSER,CI_DV_TEST_SEL,CISADM,CI_DV_TEST_SEL,
CISUSER,CI_DV_TEST_SEL_K,CISADM,CI_DV_TEST_SEL_K,
CISUSER,CI_DV_TEST_TYPE,CISADM,CI_DV_TEST_TYPE,
CISUSER,CI_DV_TEST_TYPE_L,CISADM,CI_DV_TEST_TYPE_L,
CISUSER,CI_DV_TTYP_CHAR,CISADM,CI_DV_TTYP_CHAR,
CISUSER,CI_DV_TTYP_COMP,CISADM,CI_DV_TTYP_COMP,
CISUSER,CI_DV_TTYP_ITEM,CISADM,CI_DV_TTYP_ITEM,
CISUSER,CI_DV_TTYP_MTR,CISADM,CI_DV_TTYP_MTR,
CISUSER,CI_ENRL,CISADM,CI_ENRL,
CISUSER,CI_ENRL_ADDR,CISADM,CI_ENRL_ADDR,
CISUSER,CI_ENRL_CAN_RSN,CISADM,CI_ENRL_CAN_RSN,
CISUSER,CI_ENRL_CAN_RSN_L,CISADM,CI_ENRL_CAN_RSN_L,
CISUSER,CI_ENRL_CBK_RSN,CISADM,CI_ENRL_CBK_RSN,
CISUSER,CI_ENRL_CBK_RSN_L,CISADM,CI_ENRL_CBK_RSN_L,
CISUSER,CI_ENRL_FLD,CISADM,CI_ENRL_FLD,
CISUSER,CI_ENRL_K,CISADM,CI_ENRL_K,
CISUSER,CI_ENRL_LOG,CISADM,CI_ENRL_LOG,
CISUSER,CI_ENRL_PER_ID,CISADM,CI_ENRL_PER_ID,
CISUSER,CI_ENRL_PER_NM,CISADM,CI_ENRL_PER_NM,
CISUSER,CI_ENRL_PER_PHN,CISADM,CI_ENRL_PER_PHN,
CISUSER,CI_ENV_REF,CISADM,CI_ENV_REF,
CISUSER,CI_ENV_REF_L,CISADM,CI_ENV_REF_L,
CISUSER,CI_FA,CISADM,CI_FA,
CISUSER,CI_FAC_LVL_1,CISADM,CI_FAC_LVL_1,
CISUSER,CI_FAC_LVL_1_2,CISADM,CI_FAC_LVL_1_2,
CISUSER,CI_FAC_LVL_1_L,CISADM,CI_FAC_LVL_1_L,
CISUSER,CI_FAC_LVL_2,CISADM,CI_FAC_LVL_2,
CISUSER,CI_FAC_LVL_2_3,CISADM,CI_FAC_LVL_2_3,
CISUSER,CI_FAC_LVL_2_L,CISADM,CI_FAC_LVL_2_L,
CISUSER,CI_FAC_LVL_3,CISADM,CI_FAC_LVL_3,
CISUSER,CI_FAC_LVL_3_L,CISADM,CI_FAC_LVL_3_L,
CISUSER,CI_FAC_LVL_NAME,CISADM,CI_FAC_LVL_NAME,
CISUSER,CI_FAC_LVL_NAME_L,CISADM,CI_FAC_LVL_NAME_L,
CISUSER,CI_FAPR_FATY,CISADM,CI_FAPR_FATY,
CISUSER,CI_FAPR_TMPL,CISADM,CI_FAPR_TMPL,
CISUSER,CI_FA_ACCT_HST_VW,CISADM,CI_FA_ACCT_HST_VW,
CISUSER,CI_FA_CAN_RSN,CISADM,CI_FA_CAN_RSN,
CISUSER,CI_FA_CAN_RSN_L,CISADM,CI_FA_CAN_RSN_L,
CISUSER,CI_FA_CHAR,CISADM,CI_FA_CHAR,
