OWNER,SYNONYM_NAME,TABLE_OWNER,TABLE_NAME,DB_LINK
JCANLAS,W1_EXPEDITE_PO_LINE,CISADM,W1_EXPEDITE_PO_LINE,
JCANLAS,W1_EXPENSE_CD,CISADM,W1_EXPENSE_CD,
JCANLAS,W1_EXPENSE_CD_CHAR,CISADM,W1_EXPENSE_CD_CHAR,
JCANLAS,W1_EXPENSE_CD_IDENTIFIER,CISADM,W1_EXPENSE_CD_IDENTIFIER,
JCANLAS,W1_EXPENSE_CD_L,CISADM,W1_EXPENSE_CD_L,
JCANLAS,W1_EXPENSE_CD_LOG,CISADM,W1_EXPENSE_CD_LOG,
JCANLAS,W1_EXPENSE_CD_LOG_PARM,CISADM,W1_EXPENSE_CD_LOG_PARM,
JCANLAS,W1_FACTOR,CISADM,W1_FACTOR,
JCANLAS,W1_FACTOR_CHAR,CISADM,W1_FACTOR_CHAR,
JCANLAS,W1_FACTOR_CHAR_VAL,CISADM,W1_FACTOR_CHAR_VAL,
JCANLAS,W1_FACTOR_L,CISADM,W1_FACTOR_L,
JCANLAS,W1_FACTOR_VAL,CISADM,W1_FACTOR_VAL,
JCANLAS,W1_FACTOR_VAL_CHAR,CISADM,W1_FACTOR_VAL_CHAR,
JCANLAS,W1_FAILURE_COMP,CISADM,W1_FAILURE_COMP,
JCANLAS,W1_FAILURE_COMP_CHAR,CISADM,W1_FAILURE_COMP_CHAR,
JCANLAS,W1_FAILURE_COMP_L,CISADM,W1_FAILURE_COMP_L,
JCANLAS,W1_FAILURE_MODE,CISADM,W1_FAILURE_MODE,
JCANLAS,W1_FAILURE_MODE_CHAR,CISADM,W1_FAILURE_MODE_CHAR,
JCANLAS,W1_FAILURE_MODE_L,CISADM,W1_FAILURE_MODE_L,
JCANLAS,W1_FAILURE_PROF,CISADM,W1_FAILURE_PROF,
JCANLAS,W1_FAILURE_PROF_CHAR,CISADM,W1_FAILURE_PROF_CHAR,
JCANLAS,W1_FAILURE_PROF_FAILURE_COMP,CISADM,W1_FAILURE_PROF_FAILURE_COMP,
JCANLAS,W1_FAILURE_PROF_FAILURE_MODE,CISADM,W1_FAILURE_PROF_FAILURE_MODE,
JCANLAS,W1_FAILURE_PROF_FAILURE_REPAIR,CISADM,W1_FAILURE_PROF_FAILURE_REPAIR,
JCANLAS,W1_FAILURE_PROF_FAILURE_TYPE,CISADM,W1_FAILURE_PROF_FAILURE_TYPE,
JCANLAS,W1_FAILURE_PROF_L,CISADM,W1_FAILURE_PROF_L,
JCANLAS,W1_FAILURE_REPAIR,CISADM,W1_FAILURE_REPAIR,
JCANLAS,W1_FAILURE_REPAIR_CHAR,CISADM,W1_FAILURE_REPAIR_CHAR,
JCANLAS,W1_FAILURE_REPAIR_L,CISADM,W1_FAILURE_REPAIR_L,
JCANLAS,W1_FAILURE_TYPE,CISADM,W1_FAILURE_TYPE,
JCANLAS,W1_FAILURE_TYPE_CHAR,CISADM,W1_FAILURE_TYPE_CHAR,
JCANLAS,W1_FAILURE_TYPE_L,CISADM,W1_FAILURE_TYPE_L,
JCANLAS,W1_FOB,CISADM,W1_FOB,
JCANLAS,W1_FOB_CHAR,CISADM,W1_FOB_CHAR,
JCANLAS,W1_FOB_L,CISADM,W1_FOB_L,
JCANLAS,W1_FT,CISADM,W1_FT,
JCANLAS,W1_FT_CHAR,CISADM,W1_FT_CHAR,
JCANLAS,W1_FT_GL_DTL,CISADM,W1_FT_GL_DTL,
JCANLAS,W1_FT_K,CISADM,W1_FT_K,
JCANLAS,W1_FT_LOG,CISADM,W1_FT_LOG,
JCANLAS,W1_FT_LOG_PARM,CISADM,W1_FT_LOG_PARM,
JCANLAS,W1_FT_PROCESS,CISADM,W1_FT_PROCESS,
JCANLAS,W1_GET_OUAF_USER,CISADM,W1_GET_OUAF_USER,
JCANLAS,W1_GIS_BATCH_DTLS,CISADM,W1_GIS_BATCH_DTLS,
JCANLAS,W1_GIS_ID_DTLS,CISADM,W1_GIS_ID_DTLS,
JCANLAS,W1_INI_ACTIVITY_VW,CISADM,W1_INI_ACTIVITY_VW,
JCANLAS,W1_INI_ASSET_VW,CISADM,W1_INI_ASSET_VW,
JCANLAS,W1_INI_CONTACT_VW,CISADM,W1_INI_CONTACT_VW,
JCANLAS,W1_INI_COST_CENTER_VW,CISADM,W1_INI_COST_CENTER_VW,
JCANLAS,W1_INI_EXPENSE_CODE_VW,CISADM,W1_INI_EXPENSE_CODE_VW,
JCANLAS,W1_INI_MAINT_SCHEDULE_VW,CISADM,W1_INI_MAINT_SCHEDULE_VW,
JCANLAS,W1_INI_NODE_VW,CISADM,W1_INI_NODE_VW,
JCANLAS,W1_INI_PLANNER_VW,CISADM,W1_INI_PLANNER_VW,
JCANLAS,W1_INI_PROJECT_VW,CISADM,W1_INI_PROJECT_VW,
JCANLAS,W1_INI_TML_ACTIVITY_VW,CISADM,W1_INI_TML_ACTIVITY_VW,
JCANLAS,W1_INI_TML_WORK_ORDER_VW,CISADM,W1_INI_TML_WORK_ORDER_VW,
JCANLAS,W1_INI_WORK_LOCATION_VW,CISADM,W1_INI_WORK_LOCATION_VW,
JCANLAS,W1_INI_WORK_ORDER_VW,CISADM,W1_INI_WORK_ORDER_VW,
JCANLAS,W1_INVOICE_GROUP,CISADM,W1_INVOICE_GROUP,
JCANLAS,W1_INVOICE_GROUP_CHAR,CISADM,W1_INVOICE_GROUP_CHAR,
JCANLAS,W1_INVOICE_GROUP_IDENTIFIER,CISADM,W1_INVOICE_GROUP_IDENTIFIER,
JCANLAS,W1_INVOICE_GROUP_LOG,CISADM,W1_INVOICE_GROUP_LOG,
JCANLAS,W1_INVOICE_GROUP_LOG_PARM,CISADM,W1_INVOICE_GROUP_LOG_PARM,
JCANLAS,W1_INVOICE_HEADER,CISADM,W1_INVOICE_HEADER,
JCANLAS,W1_INVOICE_HEADER_CHAR,CISADM,W1_INVOICE_HEADER_CHAR,
JCANLAS,W1_INVOICE_HEADER_COST_CENTER,CISADM,W1_INVOICE_HEADER_COST_CENTER,
JCANLAS,W1_INVOICE_HEADER_DOCUMENT,CISADM,W1_INVOICE_HEADER_DOCUMENT,
JCANLAS,W1_INVOICE_HEADER_IDENTIFIER,CISADM,W1_INVOICE_HEADER_IDENTIFIER,
JCANLAS,W1_INVOICE_HEADER_K,CISADM,W1_INVOICE_HEADER_K,
JCANLAS,W1_INVOICE_HEADER_LOG,CISADM,W1_INVOICE_HEADER_LOG,
JCANLAS,W1_INVOICE_HEADER_LOG_PARM,CISADM,W1_INVOICE_HEADER_LOG_PARM,
JCANLAS,W1_INVOICE_HEADER_NOTE,CISADM,W1_INVOICE_HEADER_NOTE,
JCANLAS,W1_INVOICE_LINE,CISADM,W1_INVOICE_LINE,
JCANLAS,W1_INVOICE_LINE_CHAR,CISADM,W1_INVOICE_LINE_CHAR,
JCANLAS,W1_INVOICE_LINE_COST_CENTER,CISADM,W1_INVOICE_LINE_COST_CENTER,
JCANLAS,W1_INVOICE_LINE_DOCUMENT,CISADM,W1_INVOICE_LINE_DOCUMENT,
JCANLAS,W1_INVOICE_LINE_IDENTIFIER,CISADM,W1_INVOICE_LINE_IDENTIFIER,
JCANLAS,W1_INVOICE_LINE_K,CISADM,W1_INVOICE_LINE_K,
JCANLAS,W1_INVOICE_LINE_LOG,CISADM,W1_INVOICE_LINE_LOG,
JCANLAS,W1_INVOICE_LINE_LOG_PARM,CISADM,W1_INVOICE_LINE_LOG_PARM,
JCANLAS,W1_INVOICE_LINE_NOTE,CISADM,W1_INVOICE_LINE_NOTE,
JCANLAS,W1_INVOICE_LINE_TAX_LINE,CISADM,W1_INVOICE_LINE_TAX_LINE,
JCANLAS,W1_INV_ADJ,CISADM,W1_INV_ADJ,
JCANLAS,W1_INV_ADJ_ASSET,CISADM,W1_INV_ADJ_ASSET,
JCANLAS,W1_INV_ADJ_CHAR,CISADM,W1_INV_ADJ_CHAR,
JCANLAS,W1_INV_ADJ_K,CISADM,W1_INV_ADJ_K,
JCANLAS,W1_INV_ADJ_LOG,CISADM,W1_INV_ADJ_LOG,
JCANLAS,W1_INV_ADJ_LOG_PARM,CISADM,W1_INV_ADJ_LOG_PARM,
JCANLAS,W1_INV_ADJ_LOT,CISADM,W1_INV_ADJ_LOT,
JCANLAS,W1_LABOR_EARNING_TYPE,CISADM,W1_LABOR_EARNING_TYPE,
JCANLAS,W1_LABOR_EARNING_TYPE_CHAR,CISADM,W1_LABOR_EARNING_TYPE_CHAR,
JCANLAS,W1_LABOR_EARNING_TYPE_L,CISADM,W1_LABOR_EARNING_TYPE_L,
JCANLAS,W1_MAINTMGR,CISADM,W1_MAINTMGR,
JCANLAS,W1_MAINTMGR_CHAR,CISADM,W1_MAINTMGR_CHAR,
JCANLAS,W1_MAINTMGR_L,CISADM,W1_MAINTMGR_L,
JCANLAS,W1_MAINT_EVENT,CISADM,W1_MAINT_EVENT,
JCANLAS,W1_MAINT_EVENT_CHAR,CISADM,W1_MAINT_EVENT_CHAR,
JCANLAS,W1_MAINT_EVENT_IDENTIFIER,CISADM,W1_MAINT_EVENT_IDENTIFIER,
JCANLAS,W1_MAINT_EVENT_K,CISADM,W1_MAINT_EVENT_K,
JCANLAS,W1_MAINT_EVENT_LOG,CISADM,W1_MAINT_EVENT_LOG,
JCANLAS,W1_MAINT_EVENT_LOG_PARM,CISADM,W1_MAINT_EVENT_LOG_PARM,
JCANLAS,W1_MAINT_EVENT_MAINT_PLAN,CISADM,W1_MAINT_EVENT_MAINT_PLAN,
JCANLAS,W1_MAINT_SCHEDULE,CISADM,W1_MAINT_SCHEDULE,
JCANLAS,W1_MAINT_SCHEDULE_CHAR,CISADM,W1_MAINT_SCHEDULE_CHAR,
JCANLAS,W1_MAINT_SCHEDULE_IDENTIFIER,CISADM,W1_MAINT_SCHEDULE_IDENTIFIER,
JCANLAS,W1_MAINT_SCHEDULE_K,CISADM,W1_MAINT_SCHEDULE_K,
JCANLAS,W1_MAINT_SCHEDULE_LOG,CISADM,W1_MAINT_SCHEDULE_LOG,
JCANLAS,W1_MAINT_SCHEDULE_LOG_PARM,CISADM,W1_MAINT_SCHEDULE_LOG_PARM,
JCANLAS,W1_MAINT_TRIGGER,CISADM,W1_MAINT_TRIGGER,
JCANLAS,W1_MAINT_TRIGGER_CHAR,CISADM,W1_MAINT_TRIGGER_CHAR,
JCANLAS,W1_MAINT_TRIGGER_IDENTIFIER,CISADM,W1_MAINT_TRIGGER_IDENTIFIER,
JCANLAS,W1_MAINT_TRIGGER_K,CISADM,W1_MAINT_TRIGGER_K,
JCANLAS,W1_MAINT_TRIGGER_LOG,CISADM,W1_MAINT_TRIGGER_LOG,
JCANLAS,W1_MAINT_TRIGGER_LOG_PARM,CISADM,W1_MAINT_TRIGGER_LOG_PARM,
JCANLAS,W1_MAINT_TRIGGER_PLN_FAIL_INFO,CISADM,W1_MAINT_TRIGGER_PLN_FAIL_INFO,
JCANLAS,W1_MANUFACTURER,CISADM,W1_MANUFACTURER,
JCANLAS,W1_MANUFACTURER_CHAR,CISADM,W1_MANUFACTURER_CHAR,
JCANLAS,W1_MANUFACTURER_IDENTIFIER,CISADM,W1_MANUFACTURER_IDENTIFIER,
JCANLAS,W1_MANUFACTURER_L,CISADM,W1_MANUFACTURER_L,
JCANLAS,W1_MAT_DISP,CISADM,W1_MAT_DISP,
JCANLAS,W1_MAT_DISP_CHAR,CISADM,W1_MAT_DISP_CHAR,
JCANLAS,W1_MAT_DISP_IDENTIFIER,CISADM,W1_MAT_DISP_IDENTIFIER,
JCANLAS,W1_MAT_DISP_K,CISADM,W1_MAT_DISP_K,
JCANLAS,W1_MAT_DISP_LINE,CISADM,W1_MAT_DISP_LINE,
JCANLAS,W1_MAT_DISP_LOG,CISADM,W1_MAT_DISP_LOG,
JCANLAS,W1_MAT_DISP_LOG_PARM,CISADM,W1_MAT_DISP_LOG_PARM,
JCANLAS,W1_MAT_ISS_LINE,CISADM,W1_MAT_ISS_LINE,
JCANLAS,W1_MAT_ISS_LINE_CHAR,CISADM,W1_MAT_ISS_LINE_CHAR,
JCANLAS,W1_MAT_ISS_LINE_K,CISADM,W1_MAT_ISS_LINE_K,
JCANLAS,W1_MAT_ISS_LINE_LOG,CISADM,W1_MAT_ISS_LINE_LOG,
JCANLAS,W1_MAT_ISS_LINE_LOG_PARM,CISADM,W1_MAT_ISS_LINE_LOG_PARM,
JCANLAS,W1_MAT_REQ_HEADER,CISADM,W1_MAT_REQ_HEADER,
JCANLAS,W1_MAT_REQ_HEADER_CHAR,CISADM,W1_MAT_REQ_HEADER_CHAR,
JCANLAS,W1_MAT_REQ_HEADER_COST_CENTER,CISADM,W1_MAT_REQ_HEADER_COST_CENTER,
JCANLAS,W1_MAT_REQ_HEADER_K,CISADM,W1_MAT_REQ_HEADER_K,
JCANLAS,W1_MAT_REQ_HEADER_LOG,CISADM,W1_MAT_REQ_HEADER_LOG,
JCANLAS,W1_MAT_REQ_HEADER_LOG_PARM,CISADM,W1_MAT_REQ_HEADER_LOG_PARM,
JCANLAS,W1_MAT_REQ_LINE,CISADM,W1_MAT_REQ_LINE,
JCANLAS,W1_MAT_REQ_LINE_CHAR,CISADM,W1_MAT_REQ_LINE_CHAR,
JCANLAS,W1_MAT_REQ_LINE_K,CISADM,W1_MAT_REQ_LINE_K,
JCANLAS,W1_MAT_REQ_LINE_LOG,CISADM,W1_MAT_REQ_LINE_LOG,
JCANLAS,W1_MAT_REQ_LINE_LOG_PARM,CISADM,W1_MAT_REQ_LINE_LOG_PARM,
JCANLAS,W1_MAT_REQ_TMPL,CISADM,W1_MAT_REQ_TMPL,
JCANLAS,W1_MAT_REQ_TMPL_CHAR,CISADM,W1_MAT_REQ_TMPL_CHAR,
JCANLAS,W1_MAT_REQ_TMPL_K,CISADM,W1_MAT_REQ_TMPL_K,
JCANLAS,W1_MAT_REQ_TMPL_LOG,CISADM,W1_MAT_REQ_TMPL_LOG,
JCANLAS,W1_MAT_REQ_TMPL_LOG_PARM,CISADM,W1_MAT_REQ_TMPL_LOG_PARM,
JCANLAS,W1_MAT_REQ_TMPL_MAT,CISADM,W1_MAT_REQ_TMPL_MAT,
JCANLAS,W1_MAT_RET_HEADER,CISADM,W1_MAT_RET_HEADER,
JCANLAS,W1_MAT_RET_HEADER_CHAR,CISADM,W1_MAT_RET_HEADER_CHAR,
JCANLAS,W1_MAT_RET_HEADER_COST_CENTER,CISADM,W1_MAT_RET_HEADER_COST_CENTER,
JCANLAS,W1_MAT_RET_HEADER_K,CISADM,W1_MAT_RET_HEADER_K,
JCANLAS,W1_MAT_RET_HEADER_LOG,CISADM,W1_MAT_RET_HEADER_LOG,
JCANLAS,W1_MAT_RET_HEADER_LOG_PARM,CISADM,W1_MAT_RET_HEADER_LOG_PARM,
JCANLAS,W1_MAT_RET_LINE,CISADM,W1_MAT_RET_LINE,
JCANLAS,W1_MAT_RET_LINE_CHAR,CISADM,W1_MAT_RET_LINE_CHAR,
JCANLAS,W1_MAT_RET_LINE_K,CISADM,W1_MAT_RET_LINE_K,
JCANLAS,W1_MAT_RET_LINE_LOG,CISADM,W1_MAT_RET_LINE_LOG,
JCANLAS,W1_MAT_RET_LINE_LOG_PARM,CISADM,W1_MAT_RET_LINE_LOG_PARM,
JCANLAS,W1_MEASUREMENT,CISADM,W1_MEASUREMENT,
JCANLAS,W1_MEASUREMENT_CHAR,CISADM,W1_MEASUREMENT_CHAR,
JCANLAS,W1_MEASUREMENT_K,CISADM,W1_MEASUREMENT_K,
JCANLAS,W1_MEASUREMENT_LOG,CISADM,W1_MEASUREMENT_LOG,
JCANLAS,W1_MEASUREMENT_LOG_PARM,CISADM,W1_MEASUREMENT_LOG_PARM,
JCANLAS,W1_MEASUREMENT_TYPE,CISADM,W1_MEASUREMENT_TYPE,
JCANLAS,W1_MEASUREMENT_TYPE_CHAR,CISADM,W1_MEASUREMENT_TYPE_CHAR,
JCANLAS,W1_MEASUREMENT_TYPE_IDENTIFIER,CISADM,W1_MEASUREMENT_TYPE_IDENTIFIER,
JCANLAS,W1_MEASUREMENT_TYPE_L,CISADM,W1_MEASUREMENT_TYPE_L,
JCANLAS,W1_MEASUREMENT_UOM,CISADM,W1_MEASUREMENT_UOM,
JCANLAS,W1_MEASUREMENT_UOM_CHAR,CISADM,W1_MEASUREMENT_UOM_CHAR,
JCANLAS,W1_MEASUREMENT_UOM_L,CISADM,W1_MEASUREMENT_UOM_L,
JCANLAS,W1_MOBILE_SUBSCR,CISADM,W1_MOBILE_SUBSCR,
JCANLAS,W1_MOBILE_SUBSCR_CHAR,CISADM,W1_MOBILE_SUBSCR_CHAR,
JCANLAS,W1_MOBILE_SUBSCR_K,CISADM,W1_MOBILE_SUBSCR_K,
JCANLAS,W1_MOBILE_SUBSCR_LOG,CISADM,W1_MOBILE_SUBSCR_LOG,
JCANLAS,W1_MOBILE_SUBSCR_LOG_PARM,CISADM,W1_MOBILE_SUBSCR_LOG_PARM,
JCANLAS,W1_NODE,CISADM,W1_NODE,
JCANLAS,W1_NODE_ATTACHMENT,CISADM,W1_NODE_ATTACHMENT,
JCANLAS,W1_NODE_CHAR,CISADM,W1_NODE_CHAR,
JCANLAS,W1_NODE_CHAR2,CISADM,W1_NODE_CHAR2,
JCANLAS,W1_NODE_CONTACT,CISADM,W1_NODE_CONTACT,
JCANLAS,W1_NODE_COST_CENTER,CISADM,W1_NODE_COST_CENTER,
JCANLAS,W1_NODE_DOCUMENT,CISADM,W1_NODE_DOCUMENT,
JCANLAS,W1_NODE_IDENTIFIER,CISADM,W1_NODE_IDENTIFIER,
JCANLAS,W1_NODE_K,CISADM,W1_NODE_K,
JCANLAS,W1_NODE_LOG,CISADM,W1_NODE_LOG,
JCANLAS,W1_NODE_LOG_PARM,CISADM,W1_NODE_LOG_PARM,
JCANLAS,W1_NODE_MAINT_TRIGGER,CISADM,W1_NODE_MAINT_TRIGGER,
JCANLAS,W1_NODE_TYPE,CISADM,W1_NODE_TYPE,
JCANLAS,W1_NODE_TYPE_CHAR,CISADM,W1_NODE_TYPE_CHAR,
JCANLAS,W1_NODE_TYPE_L,CISADM,W1_NODE_TYPE_L,
JCANLAS,W1_ODC,CISADM,W1_ODC,
JCANLAS,W1_ODC_CHAR,CISADM,W1_ODC_CHAR,
JCANLAS,W1_ODC_DTL,CISADM,W1_ODC_DTL,
JCANLAS,W1_ODC_DTL_CHAR,CISADM,W1_ODC_DTL_CHAR,
JCANLAS,W1_ODC_DTL_COST,CISADM,W1_ODC_DTL_COST,
JCANLAS,W1_ODC_DTL_K,CISADM,W1_ODC_DTL_K,
JCANLAS,W1_ODC_DTL_LOG,CISADM,W1_ODC_DTL_LOG,
JCANLAS,W1_ODC_DTL_LOG_PARM,CISADM,W1_ODC_DTL_LOG_PARM,
JCANLAS,W1_ODC_IDENTIFIER,CISADM,W1_ODC_IDENTIFIER,
JCANLAS,W1_ODC_K,CISADM,W1_ODC_K,
JCANLAS,W1_ODC_LOG,CISADM,W1_ODC_LOG,
JCANLAS,W1_ODC_LOG_PARM,CISADM,W1_ODC_LOG_PARM,
JCANLAS,W1_ON_ASSET_VW,CISADM,W1_ON_ASSET_VW,
JCANLAS,W1_ON_BLANKET_CONTRACT_LINE_VW,CISADM,W1_ON_BLANKET_CONTRACT_LINE_VW,
JCANLAS,W1_ON_BLANKET_CONTRACT_VW,CISADM,W1_ON_BLANKET_CONTRACT_VW,
JCANLAS,W1_ON_CONTACT_VW,CISADM,W1_ON_CONTACT_VW,
JCANLAS,W1_ON_COST_CENTER_VW,CISADM,W1_ON_COST_CENTER_VW,
JCANLAS,W1_ON_CRAFT_VW,CISADM,W1_ON_CRAFT_VW,
JCANLAS,W1_ON_EMPLOYEE_VW,CISADM,W1_ON_EMPLOYEE_VW,
JCANLAS,W1_ON_EU_VW,CISADM,W1_ON_EU_VW,
JCANLAS,W1_ON_FINANCIAL_TRANS_VW,CISADM,W1_ON_FINANCIAL_TRANS_VW,
JCANLAS,W1_ON_INVOICE_LINE_VW,CISADM,W1_ON_INVOICE_LINE_VW,
JCANLAS,W1_ON_INVOICE_VW,CISADM,W1_ON_INVOICE_VW,
JCANLAS,W1_ON_MATERIAL_ISSUE_VW,CISADM,W1_ON_MATERIAL_ISSUE_VW,
JCANLAS,W1_ON_MATERIAL_RETURN_LINE_VW,CISADM,W1_ON_MATERIAL_RETURN_LINE_VW,
JCANLAS,W1_ON_MATERIAL_RETURN_VW,CISADM,W1_ON_MATERIAL_RETURN_VW,
JCANLAS,W1_ON_NODE_VW,CISADM,W1_ON_NODE_VW,
JCANLAS,W1_ON_PURCHASE_ORDER_LINE_VW,CISADM,W1_ON_PURCHASE_ORDER_LINE_VW,
JCANLAS,W1_ON_PURCHASE_ORDER_VW,CISADM,W1_ON_PURCHASE_ORDER_VW,
JCANLAS,W1_ON_RECEIPT_LINE_VW,CISADM,W1_ON_RECEIPT_LINE_VW,
JCANLAS,W1_ON_RECEIPT_VW,CISADM,W1_ON_RECEIPT_VW,
JCANLAS,W1_ON_RETURN_LINE_VW,CISADM,W1_ON_RETURN_LINE_VW,
JCANLAS,W1_ON_STOCK_ITEM_DTL_VW,CISADM,W1_ON_STOCK_ITEM_DTL_VW,
JCANLAS,W1_ON_STOCK_ITEM_VW,CISADM,W1_ON_STOCK_ITEM_VW,
JCANLAS,W1_ON_STOCK_TRANS_VW,CISADM,W1_ON_STOCK_TRANS_VW,
JCANLAS,W1_ON_VENDOR_LOC_VW,CISADM,W1_ON_VENDOR_LOC_VW,
JCANLAS,W1_OVERHEAD,CISADM,W1_OVERHEAD,
JCANLAS,W1_OVERHEAD_CHAR,CISADM,W1_OVERHEAD_CHAR,
JCANLAS,W1_OVERHEAD_L,CISADM,W1_OVERHEAD_L,
JCANLAS,W1_OVERHEAD_RESRC,CISADM,W1_OVERHEAD_RESRC,
JCANLAS,W1_OVERTIME_TYPE,CISADM,W1_OVERTIME_TYPE,
JCANLAS,W1_OVERTIME_TYPE_CHAR,CISADM,W1_OVERTIME_TYPE_CHAR,
JCANLAS,W1_OVERTIME_TYPE_L,CISADM,W1_OVERTIME_TYPE_L,
JCANLAS,W1_PARENT_NODE_TYPE,CISADM,W1_PARENT_NODE_TYPE,
JCANLAS,W1_PARENT_ORG_MT_VW,CISADM,W1_PARENT_ORG_MT_VW,
JCANLAS,W1_PARENT_ORG_VW,CISADM,W1_PARENT_ORG_VW,
JCANLAS,W1_PAYMENT_TERM,CISADM,W1_PAYMENT_TERM,
JCANLAS,W1_PAYMENT_TERM_CHAR,CISADM,W1_PAYMENT_TERM_CHAR,
JCANLAS,W1_PAYMENT_TERM_L,CISADM,W1_PAYMENT_TERM_L,
JCANLAS,W1_PEER_NODE,CISADM,W1_PEER_NODE,
JCANLAS,W1_PEER_NODE_TYPE,CISADM,W1_PEER_NODE_TYPE,
JCANLAS,W1_PEER_SPECIFICATION,CISADM,W1_PEER_SPECIFICATION,
JCANLAS,W1_PERMIT,CISADM,W1_PERMIT,
JCANLAS,W1_PERMIT_ASSET_LOCATION,CISADM,W1_PERMIT_ASSET_LOCATION,
JCANLAS,W1_PERMIT_CHAR,CISADM,W1_PERMIT_CHAR,
JCANLAS,W1_PERMIT_CLASS,CISADM,W1_PERMIT_CLASS,
JCANLAS,W1_PERMIT_CLASS_CHAR,CISADM,W1_PERMIT_CLASS_CHAR,
JCANLAS,W1_PERMIT_CLASS_L,CISADM,W1_PERMIT_CLASS_L,
JCANLAS,W1_PERMIT_DOCUMENT,CISADM,W1_PERMIT_DOCUMENT,
JCANLAS,W1_PERMIT_EMPLOYEE_LOG,CISADM,W1_PERMIT_EMPLOYEE_LOG,
JCANLAS,W1_PERMIT_IDENTIFIER,CISADM,W1_PERMIT_IDENTIFIER,
JCANLAS,W1_PERMIT_K,CISADM,W1_PERMIT_K,
JCANLAS,W1_PERMIT_LOG,CISADM,W1_PERMIT_LOG,
JCANLAS,W1_PERMIT_LOG_PARM,CISADM,W1_PERMIT_LOG_PARM,
JCANLAS,W1_PERMIT_NOTE,CISADM,W1_PERMIT_NOTE,
JCANLAS,W1_PERMIT_RESOURCE,CISADM,W1_PERMIT_RESOURCE,
JCANLAS,W1_PERMIT_TMPL,CISADM,W1_PERMIT_TMPL,
JCANLAS,W1_PERMIT_TMPL_CHAR,CISADM,W1_PERMIT_TMPL_CHAR,
JCANLAS,W1_PERMIT_TMPL_CHKLST,CISADM,W1_PERMIT_TMPL_CHKLST,
JCANLAS,W1_PERMIT_TMPL_DOCUMENT,CISADM,W1_PERMIT_TMPL_DOCUMENT,
JCANLAS,W1_PERMIT_TMPL_L,CISADM,W1_PERMIT_TMPL_L,
JCANLAS,W1_PERMIT_TMPL_NOTE,CISADM,W1_PERMIT_TMPL_NOTE,
JCANLAS,W1_PERMIT_TMPL_RESRC,CISADM,W1_PERMIT_TMPL_RESRC,
JCANLAS,W1_PERMIT_TMPL_SVC_HIST_TYPE,CISADM,W1_PERMIT_TMPL_SVC_HIST_TYPE,
JCANLAS,W1_PI_CNT_LINE,CISADM,W1_PI_CNT_LINE,
JCANLAS,W1_PI_CNT_LINE_CHAR,CISADM,W1_PI_CNT_LINE_CHAR,
JCANLAS,W1_PI_CNT_LINE_K,CISADM,W1_PI_CNT_LINE_K,
JCANLAS,W1_PI_CNT_LINE_LOG,CISADM,W1_PI_CNT_LINE_LOG,
JCANLAS,W1_PI_CNT_LINE_LOG_PARM,CISADM,W1_PI_CNT_LINE_LOG_PARM,
JCANLAS,W1_PI_CNT_MST,CISADM,W1_PI_CNT_MST,
JCANLAS,W1_PI_CNT_MST_CHAR,CISADM,W1_PI_CNT_MST_CHAR,
JCANLAS,W1_PI_CNT_MST_K,CISADM,W1_PI_CNT_MST_K,
JCANLAS,W1_PI_CNT_MST_LOG,CISADM,W1_PI_CNT_MST_LOG,
JCANLAS,W1_PI_CNT_MST_LOG_PARM,CISADM,W1_PI_CNT_MST_LOG_PARM,
JCANLAS,W1_PI_HEADER,CISADM,W1_PI_HEADER,
JCANLAS,W1_PI_HEADER_CHAR,CISADM,W1_PI_HEADER_CHAR,
JCANLAS,W1_PI_HEADER_K,CISADM,W1_PI_HEADER_K,
JCANLAS,W1_PI_HEADER_LOG,CISADM,W1_PI_HEADER_LOG,
JCANLAS,W1_PI_HEADER_LOG_PARM,CISADM,W1_PI_HEADER_LOG_PARM,
JCANLAS,W1_PLANNER,CISADM,W1_PLANNER,
JCANLAS,W1_PLANNER_CHAR,CISADM,W1_PLANNER_CHAR,
JCANLAS,W1_PLANNER_L,CISADM,W1_PLANNER_L,
JCANLAS,W1_PO_HEADER,CISADM,W1_PO_HEADER,
JCANLAS,W1_PO_HEADER_CHAR,CISADM,W1_PO_HEADER_CHAR,
JCANLAS,W1_PO_HEADER_COST_CENTER,CISADM,W1_PO_HEADER_COST_CENTER,
JCANLAS,W1_PO_HEADER_DOCUMENT,CISADM,W1_PO_HEADER_DOCUMENT,
JCANLAS,W1_PO_HEADER_IDENTIFIER,CISADM,W1_PO_HEADER_IDENTIFIER,
JCANLAS,W1_PO_HEADER_K,CISADM,W1_PO_HEADER_K,
JCANLAS,W1_PO_HEADER_LOG,CISADM,W1_PO_HEADER_LOG,
JCANLAS,W1_PO_HEADER_LOG_PARM,CISADM,W1_PO_HEADER_LOG_PARM,
JCANLAS,W1_PO_HEADER_NOTE,CISADM,W1_PO_HEADER_NOTE,
JCANLAS,W1_PO_LINE,CISADM,W1_PO_LINE,
JCANLAS,W1_PO_LINE_CHAR,CISADM,W1_PO_LINE_CHAR,
JCANLAS,W1_PO_LINE_COST_CENTER,CISADM,W1_PO_LINE_COST_CENTER,
JCANLAS,W1_PO_LINE_DOCUMENT,CISADM,W1_PO_LINE_DOCUMENT,
