INDEX_OWNER,TABLE_NAME,INDEX_NAME,COLUMN_POSITION,COLUMN_NAME,DESCEND
CISADM,C0_INSTALLATION,XC790P0,1,INSTALL_OPT_ID,ASC
CISADM,C1_BI_FTGL_MONTHLY_A,C1T159P0,1,ACCOUNTING_MONTH,ASC
CISADM,C1_BI_FTGL_MONTHLY_A,C1T159P0,2,GL_DIVISION,ASC
CISADM,C1_BI_FTGL_MONTHLY_A,C1T159P0,3,CIS_DIVISION,ASC
CISADM,C1_BI_FTGL_MONTHLY_A,C1T159P0,4,CUST_CL_CD,ASC
CISADM,C1_BI_FTGL_MONTHLY_A,C1T159P0,5,SA_TYPE_CD,ASC
CISADM,C1_BI_FTGL_MONTHLY_A,C1T159P0,6,RS_CD,ASC
CISADM,C1_BI_FTGL_MONTHLY_A,C1T159P0,7,FT_TYPE_FLG,ASC
CISADM,C1_BI_FTGL_MONTHLY_A,C1T159P0,8,GL_ACCT,ASC
CISADM,C1_BI_FTGL_MONTHLY_A,C1T159P0,9,DST_ID,ASC
CISADM,C1_BI_FT_MONTHLY_A,C1T158P0,1,ACCOUNTING_MONTH,ASC
CISADM,C1_BI_FT_MONTHLY_A,C1T158P0,2,GL_DIVISION,ASC
CISADM,C1_BI_FT_MONTHLY_A,C1T158P0,3,CIS_DIVISION,ASC
CISADM,C1_BI_FT_MONTHLY_A,C1T158P0,4,CUST_CL_CD,ASC
CISADM,C1_BI_FT_MONTHLY_A,C1T158P0,5,SA_TYPE_CD,ASC
CISADM,C1_BI_FT_MONTHLY_A,C1T158P0,6,RS_CD,ASC
CISADM,C1_BI_FT_MONTHLY_A,C1T158P0,7,FT_TYPE_FLG,ASC
CISADM,C1_BI_SA_SNAPSHOT,C1M020P0,1,SA_ID,ASC
CISADM,C1_BI_SA_SNAPSHOT,C1M020P0,2,C1_SNAPSHOT_DT,ASC
CISADM,C1_BI_SA_SNAPSHOT,C1M020P0,3,C1_SNAPSHOT_TYPE_FLG,ASC
CISADM,C1_BI_SA_SNAPSHOT,C1M020S1,1,SA_ID,ASC
CISADM,C1_BI_SA_SNAPSHOT,C1M020S2,1,ACCT_ID,ASC
CISADM,C1_BI_SA_SNAPSHOT,C1M020S3,1,PER_ID,ASC
CISADM,C1_BI_SA_SNAPSHOT,C1M020S4,1,CURRENCY_CD,ASC
CISADM,C1_CALC_GRP,C1C012P0,1,CALC_GRP_CD,ASC
CISADM,C1_CALC_GRP,C1C012S1,1,BUS_OBJ_CD,ASC
CISADM,C1_CALC_GRP_CHAR,C1C011P0,1,CALC_GRP_CD,ASC
CISADM,C1_CALC_GRP_CHAR,C1C011P0,2,CHAR_TYPE_CD,ASC
CISADM,C1_CALC_GRP_CHAR,C1C011P0,3,SEQ_NUM,ASC
CISADM,C1_CALC_GRP_CHAR,C1C011S1,1,SRCH_CHAR_VAL,ASC
CISADM,C1_CALC_GRP_L,C1C013P0,1,CALC_GRP_CD,ASC
CISADM,C1_CALC_GRP_L,C1C013P0,2,LANGUAGE_CD,ASC
CISADM,C1_CALC_RULE,C1C016P0,1,CALC_GRP_CD,ASC
CISADM,C1_CALC_RULE,C1C016P0,2,CALC_RULE_CD,ASC
CISADM,C1_CALC_RULE,C1C016S1,1,BUS_OBJ_CD,ASC
CISADM,C1_CALC_RULE_CHAR,C1C022P0,1,CALC_GRP_CD,ASC
CISADM,C1_CALC_RULE_CHAR,C1C022P0,2,CALC_RULE_CD,ASC
CISADM,C1_CALC_RULE_CHAR,C1C022P0,3,CHAR_TYPE_CD,ASC
CISADM,C1_CALC_RULE_CHAR,C1C022S1,1,SRCH_CHAR_VAL,ASC
CISADM,C1_CALC_RULE_CRT,C1C023P0,1,CALC_GRP_CD,ASC
CISADM,C1_CALC_RULE_CRT,C1C023P0,2,CALC_RULE_CD,ASC
CISADM,C1_CALC_RULE_CRT,C1C023P0,3,CR_CRT_EXEC_SEQ,ASC
CISADM,C1_CALC_RULE_CRT,C1C023S1,1,BUS_OBJ_CD,ASC
CISADM,C1_CALC_RULE_CRT_CHAR,C1C025P0,1,CALC_GRP_CD,ASC
CISADM,C1_CALC_RULE_CRT_CHAR,C1C025P0,2,CALC_RULE_CD,ASC
CISADM,C1_CALC_RULE_CRT_CHAR,C1C025P0,3,CR_CRT_EXEC_SEQ,ASC
CISADM,C1_CALC_RULE_CRT_CHAR,C1C025P0,4,CHAR_TYPE_CD,ASC
CISADM,C1_CALC_RULE_CRT_CHAR,C1C025P0,5,SEQ_NUM,ASC
CISADM,C1_CALC_RULE_CRT_CHAR,C1C025S1,1,SRCH_CHAR_VAL,ASC
CISADM,C1_CALC_RULE_CRT_L,C1C024P0,1,CALC_GRP_CD,ASC
CISADM,C1_CALC_RULE_CRT_L,C1C024P0,2,CALC_RULE_CD,ASC
CISADM,C1_CALC_RULE_CRT_L,C1C024P0,3,CR_CRT_EXEC_SEQ,ASC
CISADM,C1_CALC_RULE_CRT_L,C1C024P0,4,LANGUAGE_CD,ASC
CISADM,C1_CALC_RULE_L,C1C021P0,1,CALC_GRP_CD,ASC
CISADM,C1_CALC_RULE_L,C1C021P0,2,CALC_RULE_CD,ASC
CISADM,C1_CALC_RULE_L,C1C021P0,3,LANGUAGE_CD,ASC
CISADM,C1_CALC_RULE_MBR_CAT,C1C017P0,1,CALC_GRP_CD,ASC
CISADM,C1_CALC_RULE_MBR_CAT,C1C017P0,2,CALC_RULE_CD,ASC
CISADM,C1_CALC_RULE_MBR_CAT,C1C017P0,3,CL_CAT_TYPE_CD,ASC
CISADM,C1_CALC_RULE_MBR_CAT,C1C017P0,4,CL_CAT_VAL,ASC
CISADM,C1_CALC_RULE_TRGT_CAT,C1C020P0,1,CALC_GRP_CD,ASC
CISADM,C1_CALC_RULE_TRGT_CAT,C1C020P0,2,CALC_RULE_CD,ASC
CISADM,C1_CALC_RULE_TRGT_CAT,C1C020P0,3,CL_CAT_TYPE_CD,ASC
CISADM,C1_CALC_RULE_TRGT_CAT,C1C020P0,4,CL_CAT_VAL,ASC
CISADM,C1_CIS_DIV_RTYP,C1C005P0,1,CIS_DIVISION,ASC
CISADM,C1_CIS_DIV_RTYP,C1C005P0,2,BILL_RTE_TYPE_CD,ASC
CISADM,C1_CIS_DIV_RTYP,C1C005P0,3,QTE_RTE_TYPE_CD,ASC
CISADM,C1_CIS_DIV_RTYP,C1C005P0,4,APAY_RTE_TYPE_CD,ASC
CISADM,C1_CIS_DIV_SEQ_CHAR,C1C006P0,1,CIS_DIVISION,ASC
CISADM,C1_CIS_DIV_SEQ_CHAR,C1C006P0,2,CHAR_TYPE_CD,ASC
CISADM,C1_CIS_DIV_SEQ_CHAR,C1C006P0,3,SEQ_NUM,ASC
CISADM,C1_CIS_DIV_SEQ_CHAR,C1C006S1,1,SRCH_CHAR_VAL,ASC
CISADM,C1_CL_CAT_TYPE,C1C026P0,1,CL_CAT_TYPE_CD,ASC
CISADM,C1_CL_CAT_TYPE,C1C026S1,1,BUS_OBJ_CD,ASC
CISADM,C1_CL_CAT_TYPE_CHAR,C1C028P0,1,CL_CAT_TYPE_CD,ASC
CISADM,C1_CL_CAT_TYPE_CHAR,C1C028P0,2,CHAR_TYPE_CD,ASC
CISADM,C1_CL_CAT_TYPE_CHAR,C1C028P0,3,SEQ_NUM,ASC
CISADM,C1_CL_CAT_TYPE_CHAR,C1C028S1,1,SRCH_CHAR_VAL,ASC
CISADM,C1_CL_CAT_TYPE_L,C1C027P0,1,CL_CAT_TYPE_CD,ASC
CISADM,C1_CL_CAT_TYPE_L,C1C027P0,2,LANGUAGE_CD,ASC
CISADM,C1_CL_CAT_VAL,C1C029P0,1,CL_CAT_TYPE_CD,ASC
CISADM,C1_CL_CAT_VAL,C1C029P0,2,CL_CAT_VAL,ASC
CISADM,C1_CL_CAT_VAL_L,C1C030P0,1,CL_CAT_TYPE_CD,ASC
CISADM,C1_CL_CAT_VAL_L,C1C030P0,2,CL_CAT_VAL,ASC
CISADM,C1_CL_CAT_VAL_L,C1C030P0,3,LANGUAGE_CD,ASC
CISADM,C1_COMM_RTE_TYPE,C1C077P0,1,COMM_RTE_TYPE_CD,ASC
CISADM,C1_COMM_RTE_TYPE,C1C077S1,1,BUS_OBJ_CD,ASC
CISADM,C1_COMM_RTE_TYPE_CHAR,C1C076P0,1,COMM_RTE_TYPE_CD,ASC
CISADM,C1_COMM_RTE_TYPE_CHAR,C1C076P0,2,CHAR_TYPE_CD,ASC
CISADM,C1_COMM_RTE_TYPE_CHAR,C1C076P0,3,SEQ_NUM,ASC
CISADM,C1_COMM_RTE_TYPE_CHAR,C1C076S1,1,SRCH_CHAR_VAL,ASC
CISADM,C1_COMM_RTE_TYPE_DVTYP,C1C066P0,1,COMM_RTE_TYPE_CD,ASC
CISADM,C1_COMM_RTE_TYPE_DVTYP,C1C066P0,2,C1_SS_DELIVERY_TYPE,ASC
CISADM,C1_COMM_RTE_TYPE_L,C1C065P0,1,COMM_RTE_TYPE_CD,ASC
CISADM,C1_COMM_RTE_TYPE_L,C1C065P0,2,LANGUAGE_CD,ASC
CISADM,C1_CONT,C1M017P0,1,CONT_ID,ASC
CISADM,C1_CONT,C1M017S1,1,CONT_ID,ASC
CISADM,C1_CONT,C1M017S1,2,BUS_OBJ_CD,ASC
CISADM,C1_CONT,C1M017S1,3,BO_STATUS_CD,ASC
CISADM,C1_CONT,C1M017S2,1,CONT_TYPE_CD,ASC
CISADM,C1_CONT,C1M017S2,2,CONT_ID,ASC
CISADM,C1_CONT_CHAR,C1T029P0,1,CONT_ID,ASC
CISADM,C1_CONT_CHAR,C1T029P0,2,CHAR_TYPE_CD,ASC
CISADM,C1_CONT_CHAR,C1T029P0,3,EFF_DT,ASC
CISADM,C1_CONT_CHAR,C1T029S1,1,SRCH_CHAR_VAL,ASC
CISADM,C1_CONT_ID,C1T028P0,1,CONT_ID,ASC
CISADM,C1_CONT_ID,C1T028P0,2,CONT_ID_TYPE_FLG,ASC
CISADM,C1_CONT_ID,C1T028S1,1,CONT_ID_VALUE,ASC
CISADM,C1_CONT_ID,C1T028S1,2,CONT_ID_TYPE_FLG,ASC
CISADM,C1_CONT_K,C1M019P0,1,CONT_ID,ASC
CISADM,C1_CONT_K,C1M019P0,2,ENV_ID,ASC
CISADM,C1_CONT_LOG,C1T034P0,1,CONT_ID,ASC
CISADM,C1_CONT_LOG,C1T034P0,2,SEQNO,ASC
CISADM,C1_CONT_LOG,C1T034S1,1,CHAR_TYPE_CD,ASC
CISADM,C1_CONT_LOG,C1T034S1,2,CHAR_VAL,ASC
CISADM,C1_CONT_LOG,C1T034S2,1,CHAR_TYPE_CD,ASC
CISADM,C1_CONT_LOG,C1T034S2,2,CHAR_VAL_FK1,ASC
CISADM,C1_CONT_LOG_PARM,C1T035P0,1,CONT_ID,ASC
CISADM,C1_CONT_LOG_PARM,C1T035P0,2,SEQNO,ASC
CISADM,C1_CONT_LOG_PARM,C1T035P0,3,PARM_SEQ,ASC
CISADM,C1_CONT_MS,C1T030P0,1,CONT_ID,ASC
CISADM,C1_CONT_MS,C1T030P0,2,CONT_MS_TYPE_CD,ASC
CISADM,C1_CONT_MS,C1T030P0,3,CONT_MS_DT,ASC
CISADM,C1_CONT_MS,C1T030S1,1,CONT_ID,ASC
CISADM,C1_CONT_MS,C1T030S2,1,CONT_MS_TYPE_CD,ASC
CISADM,C1_CONT_MS,C1T030S2,2,CONT_ID,ASC
CISADM,C1_CONT_MS_PROD,C1T031P0,1,CONT_ID,ASC
CISADM,C1_CONT_MS_PROD,C1T031P0,2,CONT_MS_TYPE_CD,ASC
CISADM,C1_CONT_MS_PROD,C1T031P0,3,CONT_MS_DT,ASC
CISADM,C1_CONT_MS_PROD,C1T031P0,4,CONT_PROD_ID,ASC
CISADM,C1_CONT_MS_PROD,C1T031S1,1,CONT_PROD_ID,ASC
CISADM,C1_CONT_MS_PROD,C1T031S2,1,CONT_MS_TYPE_CD,ASC
CISADM,C1_CONT_MS_PROD,C1T031S2,2,CONT_ID,ASC
CISADM,C1_CONT_MS_TYPE,C1C097P0,1,CONT_MS_TYPE_CD,ASC
CISADM,C1_CONT_MS_TYPE,C1C097S1,1,BUS_OBJ_CD,ASC
CISADM,C1_CONT_MS_TYPE_CHAR,C1C099P0,1,CONT_MS_TYPE_CD,ASC
CISADM,C1_CONT_MS_TYPE_CHAR,C1C099P0,2,CHAR_TYPE_CD,ASC
CISADM,C1_CONT_MS_TYPE_CHAR,C1C099P0,3,SEQ_NUM,ASC
CISADM,C1_CONT_MS_TYPE_CHAR,C1C099S1,1,SRCH_CHAR_VAL,ASC
CISADM,C1_CONT_MS_TYPE_L,C1C098P0,1,CONT_MS_TYPE_CD,ASC
CISADM,C1_CONT_MS_TYPE_L,C1C098P0,2,LANGUAGE_CD,ASC
CISADM,C1_CONT_PROD,C1T032P0,1,CONT_PROD_ID,ASC
CISADM,C1_CONT_PROD,C1T032S1,1,SYS_NC00012$,ASC
CISADM,C1_CONT_PROD,C1T032S2,1,CONT_ID,ASC
CISADM,C1_CONT_PROD,C1T032S3,1,ACCT_ID,ASC
CISADM,C1_CONT_PROD,C1T032S4,1,PROD_VER_ID,ASC
CISADM,C1_CONT_PROD_CHAR,C1T033P0,1,CONT_PROD_ID,ASC
CISADM,C1_CONT_PROD_CHAR,C1T033P0,2,CHAR_TYPE_CD,ASC
CISADM,C1_CONT_PROD_CHAR,C1T033P0,3,SEQ_NUM,ASC
CISADM,C1_CONT_PROD_CHAR,C1T033S1,1,SRCH_CHAR_VAL,ASC
CISADM,C1_CONT_PROD_K,C1T122P0,1,CONT_PROD_ID,ASC
CISADM,C1_CONT_PROD_K,C1T122P0,2,ENV_ID,ASC
CISADM,C1_CONT_RULE,C1C113P0,1,CONT_RULE_CD,ASC
CISADM,C1_CONT_RULE,C1C113S1,1,BUS_OBJ_CD,ASC
CISADM,C1_CONT_RULE_CHAR,C1C115P0,1,CONT_RULE_CD,ASC
CISADM,C1_CONT_RULE_CHAR,C1C115P0,2,CHAR_TYPE_CD,ASC
CISADM,C1_CONT_RULE_CHAR,C1C115P0,3,SEQ_NUM,ASC
CISADM,C1_CONT_RULE_CHAR,C1C115S1,1,SRCH_CHAR_VAL,ASC
CISADM,C1_CONT_RULE_L,C1C116P0,1,CONT_RULE_CD,ASC
CISADM,C1_CONT_RULE_L,C1C116P0,2,LANGUAGE_CD,ASC
CISADM,C1_CONT_TYPE,C1C093P0,1,CONT_TYPE_CD,ASC
CISADM,C1_CONT_TYPE,C1C093S1,1,BUS_OBJ_CD,ASC
CISADM,C1_CONT_TYPE,C1C093S2,1,CONT_BUS_OBJ_CD,ASC
CISADM,C1_CONT_TYPE_CHAR,C1C095P0,1,CONT_TYPE_CD,ASC
CISADM,C1_CONT_TYPE_CHAR,C1C095P0,2,CHAR_TYPE_CD,ASC
CISADM,C1_CONT_TYPE_CHAR,C1C095P0,3,SEQ_NUM,ASC
CISADM,C1_CONT_TYPE_CHAR,C1C095S1,1,SRCH_CHAR_VAL,ASC
CISADM,C1_CONT_TYPE_L,C1C096P0,1,CONT_TYPE_CD,ASC
CISADM,C1_CONT_TYPE_L,C1C096P0,2,LANGUAGE_CD,ASC
CISADM,C1_CONT_TYPE_VALID_PROD,C1C094P0,1,CONT_TYPE_CD,ASC
CISADM,C1_CONT_TYPE_VALID_PROD,C1C094P0,2,PROD_CD,ASC
CISADM,C1_CS_REQ,C1T043P0,1,CS_REQ_ID,ASC
CISADM,C1_CS_REQ,C1T043S1,1,CS_REQ_ID,ASC
CISADM,C1_CS_REQ,C1T043S1,2,BUS_OBJ_CD,ASC
CISADM,C1_CS_REQ,C1T043S1,3,BO_STATUS_CD,ASC
CISADM,C1_CS_REQ,C1T043S2,1,C1_CREATED_BY_USER,ASC
CISADM,C1_CS_REQ,C1T043S3,1,C1_FINAL_USER,ASC
CISADM,C1_CS_REQ,C1T043S4,1,CS_REQ_TYPE_CD,ASC
CISADM,C1_CS_REQ,C1T043S5,1,CS_REQ_EXT_REF_ID,ASC
CISADM,C1_CS_REQ,C1T043S5,2,CS_REQ_ID,ASC
CISADM,C1_CS_REQ,C1T043S6,1,CRE_DTTM,ASC
CISADM,C1_CS_REQ,C1T043S6,2,CS_REQ_ID,ASC
CISADM,C1_CS_REQ_ACCT,C1T079P0,1,CS_REQ_ACCT_ID,ASC
CISADM,C1_CS_REQ_ACCT,C1T079S1,1,CS_REQ_ACCT_ID,ASC
CISADM,C1_CS_REQ_ACCT,C1T079S1,2,BUS_OBJ_CD,ASC
CISADM,C1_CS_REQ_ACCT,C1T079S1,3,BO_STATUS_CD,ASC
CISADM,C1_CS_REQ_ACCT,C1T079S2,1,CS_REQ_ID,ASC
CISADM,C1_CS_REQ_ACCT,C1T079S3,1,MAILING_PREM_ID,ASC
CISADM,C1_CS_REQ_ACCT,C1T079S4,1,ACCT_ID,ASC
CISADM,C1_CS_REQ_ACCT,C1T079S5,1,BILL_PRT_INTERCEPT,ASC
CISADM,C1_CS_REQ_ACCT_ALERT,C1T081P0,1,CS_REQ_ACCT_ID,ASC
CISADM,C1_CS_REQ_ACCT_ALERT,C1T081P0,2,CS_REQ_SEQ_NUM,ASC
CISADM,C1_CS_REQ_ACCT_APAY,C1T082P0,1,CS_REQ_ACCT_ID,ASC
CISADM,C1_CS_REQ_ACCT_APAY,C1T082P0,2,CS_REQ_SEQ_NUM,ASC
CISADM,C1_CS_REQ_ACCT_CHAR,C1T083P0,1,CS_REQ_ACCT_ID,ASC
CISADM,C1_CS_REQ_ACCT_CHAR,C1T083P0,2,CS_REQ_SEQ_NUM,ASC
CISADM,C1_CS_REQ_ACCT_CHAR,C1T083S1,1,SRCH_CHAR_VAL,ASC
CISADM,C1_CS_REQ_ACCT_K,C1T080P0,1,CS_REQ_ACCT_ID,ASC
CISADM,C1_CS_REQ_ACCT_K,C1T080P0,2,ENV_ID,ASC
CISADM,C1_CS_REQ_ACCT_LOG,C1T090P0,1,CS_REQ_ACCT_ID,ASC
CISADM,C1_CS_REQ_ACCT_LOG,C1T090P0,2,SEQNO,ASC
CISADM,C1_CS_REQ_ACCT_LOG,C1T090S1,1,CHAR_TYPE_CD,ASC
CISADM,C1_CS_REQ_ACCT_LOG,C1T090S1,2,CHAR_VAL_FK1,ASC
CISADM,C1_CS_REQ_ACCT_LOG,C1T090S2,1,CHAR_TYPE_CD,ASC
CISADM,C1_CS_REQ_ACCT_LOG,C1T090S2,2,CHAR_VAL,ASC
CISADM,C1_CS_REQ_ACCT_LOG_PARM,C1T091P0,1,CS_REQ_ACCT_ID,ASC
CISADM,C1_CS_REQ_ACCT_LOG_PARM,C1T091P0,2,SEQNO,ASC
CISADM,C1_CS_REQ_ACCT_LOG_PARM,C1T091P0,3,PARM_SEQ,ASC
CISADM,C1_CS_REQ_ACCT_MSG,C1T084P0,1,CS_REQ_ACCT_ID,ASC
CISADM,C1_CS_REQ_ACCT_MSG,C1T084P0,2,CS_REQ_SEQ_NUM,ASC
CISADM,C1_CS_REQ_ACCT_MSG_PARM,C1T085P0,1,CS_REQ_ACCT_ID,ASC
CISADM,C1_CS_REQ_ACCT_MSG_PARM,C1T085P0,2,CS_REQ_SEQ_NUM,ASC
CISADM,C1_CS_REQ_ACCT_MSG_PARM,C1T085P0,3,CS_REQ_MSG_PARM_SEQ,ASC
CISADM,C1_CS_REQ_ACCT_NCD,C1T089P0,1,CS_REQ_ACCT_ID,ASC
CISADM,C1_CS_REQ_ACCT_NCD,C1T089P0,2,CS_REQ_SEQ_NUM,ASC
CISADM,C1_CS_REQ_ACCT_PER,C1T086P0,1,CS_REQ_ACCT_PER_ID,ASC
CISADM,C1_CS_REQ_ACCT_PER,C1T086S1,1,CS_REQ_ACCT_ID,ASC
CISADM,C1_CS_REQ_ACCT_PER,C1T086S2,1,CS_REQ_PER_ID,ASC
CISADM,C1_CS_REQ_ACCT_PER,C1T086S3,1,PER_ID,ASC
CISADM,C1_CS_REQ_ACCT_PER_ADDR,C1T088P0,1,CS_REQ_ACCT_PER_ID,ASC
CISADM,C1_CS_REQ_ACCT_PER_K,C1T087P0,1,CS_REQ_ACCT_PER_ID,ASC
CISADM,C1_CS_REQ_ACCT_PER_K,C1T087P0,2,ENV_ID,ASC
CISADM,C1_CS_REQ_CHAR,C1T044P0,1,CS_REQ_ID,ASC
CISADM,C1_CS_REQ_CHAR,C1T044P0,2,CHAR_TYPE_CD,ASC
CISADM,C1_CS_REQ_CHAR,C1T044P0,3,SEQ_NUM,ASC
CISADM,C1_CS_REQ_CHAR,C1T044S1,1,SRCH_CHAR_VAL,ASC
CISADM,C1_CS_REQ_CONT,C1T055P0,1,CS_REQ_CONT_ID,ASC
CISADM,C1_CS_REQ_CONT,C1T055S1,1,CS_REQ_CONT_ID,ASC
CISADM,C1_CS_REQ_CONT,C1T055S1,2,BUS_OBJ_CD,ASC
CISADM,C1_CS_REQ_CONT,C1T055S1,3,BO_STATUS_CD,ASC
CISADM,C1_CS_REQ_CONT,C1T055S2,1,CS_REQ_ID,ASC
CISADM,C1_CS_REQ_CONT,C1T055S3,1,CONT_ID,ASC
CISADM,C1_CS_REQ_CONT_CHAR,C1T058P0,1,CS_REQ_CONT_ID,ASC
CISADM,C1_CS_REQ_CONT_CHAR,C1T058P0,2,CS_REQ_SEQ_NUM,ASC
CISADM,C1_CS_REQ_CONT_CHAR,C1T058S1,1,SRCH_CHAR_VAL,ASC
CISADM,C1_CS_REQ_CONT_ID,C1T057P0,1,CS_REQ_CONT_ID,ASC
CISADM,C1_CS_REQ_CONT_ID,C1T057P0,2,CS_REQ_SEQ_NUM,ASC
CISADM,C1_CS_REQ_CONT_K,C1T056P0,1,CS_REQ_CONT_ID,ASC
CISADM,C1_CS_REQ_CONT_K,C1T056P0,2,ENV_ID,ASC
CISADM,C1_CS_REQ_CONT_LOG,C1T062P0,1,CS_REQ_CONT_ID,ASC
CISADM,C1_CS_REQ_CONT_LOG,C1T062P0,2,SEQNO,ASC
CISADM,C1_CS_REQ_CONT_LOG,C1T062S1,1,CHAR_TYPE_CD,ASC
CISADM,C1_CS_REQ_CONT_LOG,C1T062S1,2,CHAR_VAL_FK1,ASC
CISADM,C1_CS_REQ_CONT_LOG,C1T062S2,1,CHAR_TYPE_CD,ASC
CISADM,C1_CS_REQ_CONT_LOG,C1T062S2,2,CHAR_VAL,ASC
CISADM,C1_CS_REQ_CONT_LOG_PARM,C1T064P0,1,CS_REQ_CONT_ID,ASC
CISADM,C1_CS_REQ_CONT_LOG_PARM,C1T064P0,2,SEQNO,ASC
CISADM,C1_CS_REQ_CONT_LOG_PARM,C1T064P0,3,PARM_SEQ,ASC
CISADM,C1_CS_REQ_CONT_MS,C1T059P0,1,CS_REQ_CONT_ID,ASC
CISADM,C1_CS_REQ_CONT_MS,C1T059P0,2,CS_REQ_SEQ_NUM,ASC
CISADM,C1_CS_REQ_CONT_MS_PROD,C1T061P0,1,CS_REQ_CONT_ID,ASC
CISADM,C1_CS_REQ_CONT_MS_PROD,C1T061P0,2,CS_REQ_SEQ_NUM,ASC
CISADM,C1_CS_REQ_CONT_MS_PROD,C1T061P0,3,SEQ_NUM,ASC
CISADM,C1_CS_REQ_CONT_MS_PROD,C1T061S1,1,CONT_PROD_ID,ASC
CISADM,C1_CS_REQ_CONT_PROD,C1T065P0,1,CS_REQ_CONT_PROD_ID,ASC
CISADM,C1_CS_REQ_CONT_PROD,C1T065S1,1,CS_REQ_CONT_PROD_ID,ASC
CISADM,C1_CS_REQ_CONT_PROD,C1T065S1,2,BUS_OBJ_CD,ASC
CISADM,C1_CS_REQ_CONT_PROD,C1T065S1,3,BO_STATUS_CD,ASC
CISADM,C1_CS_REQ_CONT_PROD,C1T065S2,1,CS_REQ_ID,ASC
CISADM,C1_CS_REQ_CONT_PROD,C1T065S3,1,CONT_ID,ASC
CISADM,C1_CS_REQ_CONT_PROD,C1T065S4,1,ACCT_ID,ASC
CISADM,C1_CS_REQ_CONT_PROD,C1T065S5,1,CS_REQ_ACCT_ID,ASC
CISADM,C1_CS_REQ_CONT_PROD,C1T065S6,1,CONT_PROD_ID,ASC
CISADM,C1_CS_REQ_CONT_PROD,C1T065S7,1,CS_REQ_CONT_ID,ASC
CISADM,C1_CS_REQ_CONT_PROD_CHAR,C1T067P0,1,CS_REQ_CONT_PROD_ID,ASC
CISADM,C1_CS_REQ_CONT_PROD_CHAR,C1T067P0,2,CS_REQ_SEQ_NUM,ASC
CISADM,C1_CS_REQ_CONT_PROD_CHAR,C1T067S1,1,SRCH_CHAR_VAL,ASC
CISADM,C1_CS_REQ_CONT_PROD_K,C1T066P0,1,CS_REQ_CONT_PROD_ID,ASC
CISADM,C1_CS_REQ_CONT_PROD_K,C1T066P0,2,ENV_ID,ASC
CISADM,C1_CS_REQ_CONT_PROD_LOG,C1T068P0,1,CS_REQ_CONT_PROD_ID,ASC
CISADM,C1_CS_REQ_CONT_PROD_LOG,C1T068P0,2,SEQNO,ASC
CISADM,C1_CS_REQ_CONT_PROD_LOG,C1T068S1,1,CHAR_TYPE_CD,ASC
CISADM,C1_CS_REQ_CONT_PROD_LOG,C1T068S1,2,CHAR_VAL_FK1,ASC
CISADM,C1_CS_REQ_CONT_PROD_LOG,C1T068S2,1,CHAR_TYPE_CD,ASC
CISADM,C1_CS_REQ_CONT_PROD_LOG,C1T068S2,2,CHAR_VAL,ASC
CISADM,C1_CS_REQ_CONT_PROD_LOG_PARM,C1T069P0,1,CS_REQ_CONT_PROD_ID,ASC
CISADM,C1_CS_REQ_CONT_PROD_LOG_PARM,C1T069P0,2,SEQNO,ASC
CISADM,C1_CS_REQ_CONT_PROD_LOG_PARM,C1T069P0,3,PARM_SEQ,ASC
CISADM,C1_CS_REQ_K,C1T048P0,1,CS_REQ_ID,ASC
CISADM,C1_CS_REQ_K,C1T048P0,2,ENV_ID,ASC
CISADM,C1_CS_REQ_LOG,C1T046P0,1,CS_REQ_ID,ASC
CISADM,C1_CS_REQ_LOG,C1T046P0,2,SEQNO,ASC
CISADM,C1_CS_REQ_LOG,C1T046S1,1,CHAR_TYPE_CD,ASC
CISADM,C1_CS_REQ_LOG,C1T046S1,2,CHAR_VAL_FK1,ASC
CISADM,C1_CS_REQ_LOG,C1T046S2,1,CHAR_TYPE_CD,ASC
CISADM,C1_CS_REQ_LOG,C1T046S2,2,CHAR_VAL,ASC
CISADM,C1_CS_REQ_LOG_PARM,C1T047P0,1,CS_REQ_ID,ASC
CISADM,C1_CS_REQ_LOG_PARM,C1T047P0,2,SEQNO,ASC
CISADM,C1_CS_REQ_LOG_PARM,C1T047P0,3,PARM_SEQ,ASC
CISADM,C1_CS_REQ_PER,C1T070P0,1,CS_REQ_PER_ID,ASC
CISADM,C1_CS_REQ_PER,C1T070S1,1,CS_REQ_PER_ID,ASC
CISADM,C1_CS_REQ_PER,C1T070S1,2,BUS_OBJ_CD,ASC
CISADM,C1_CS_REQ_PER,C1T070S1,3,BO_STATUS_CD,ASC
CISADM,C1_CS_REQ_PER,C1T070S2,1,CS_REQ_ID,ASC
CISADM,C1_CS_REQ_PER,C1T070S3,1,PER_ID,ASC
CISADM,C1_CS_REQ_PER_ADDR_SEAS,C1T074P0,1,CS_REQ_PER_ID,ASC
CISADM,C1_CS_REQ_PER_ADDR_SEAS,C1T074P0,2,CS_REQ_SEQ_NUM,ASC
CISADM,C1_CS_REQ_PER_CHAR,C1T075P0,1,CS_REQ_PER_ID,ASC
CISADM,C1_CS_REQ_PER_CHAR,C1T075P0,2,CS_REQ_SEQ_NUM,ASC
CISADM,C1_CS_REQ_PER_CHAR,C1T075S1,1,SRCH_CHAR_VAL,ASC
CISADM,C1_CS_REQ_PER_CONTDET,C1T073P0,1,CS_REQ_PER_ID,ASC
