table_name,column_name,data_type,index_name,column_position,index_type,index_status,index_visibility,index_partitioned,index_uniqueness,is_leading_column,is_valid_visible,is_date_like,in_domain_metadata,workstreams,prefilter_priority,design_guidance
C0_INSTALLATION,INSTALL_OPT_ID,CHAR,XC790P0,1,NORMAL,VALID,VISIBLE,NO,UNIQUE,Y,Y,N,N,,MEDIUM,Good candidate for equality or IN pre-filter.
C1_BI_FTGL_MONTHLY_A,ACCOUNTING_MONTH,NUMBER,C1T159P0,1,NORMAL,VALID,VISIBLE,NO,UNIQUE,Y,Y,N,N,,MEDIUM,Good candidate for equality or IN pre-filter.
C1_BI_FTGL_MONTHLY_A,GL_DIVISION,CHAR,C1T159P0,2,NORMAL,VALID,VISIBLE,NO,UNIQUE,N,Y,N,N,,LOW,Not a leading indexed column; avoid as first pre-filter predicate.
C1_BI_FTGL_MONTHLY_A,CIS_DIVISION,CHAR,C1T159P0,3,NORMAL,VALID,VISIBLE,NO,UNIQUE,N,Y,N,N,,LOW,Not a leading indexed column; avoid as first pre-filter predicate.
C1_BI_FTGL_MONTHLY_A,CUST_CL_CD,CHAR,C1T159P0,4,NORMAL,VALID,VISIBLE,NO,UNIQUE,N,Y,N,N,,LOW,Not a leading indexed column; avoid as first pre-filter predicate.
C1_BI_FTGL_MONTHLY_A,SA_TYPE_CD,CHAR,C1T159P0,5,NORMAL,VALID,VISIBLE,NO,UNIQUE,N,Y,N,N,,LOW,Not a leading indexed column; avoid as first pre-filter predicate.
C1_BI_FTGL_MONTHLY_A,RS_CD,CHAR,C1T159P0,6,NORMAL,VALID,VISIBLE,NO,UNIQUE,N,Y,N,N,,LOW,Not a leading indexed column; avoid as first pre-filter predicate.
C1_BI_FTGL_MONTHLY_A,FT_TYPE_FLG,CHAR,C1T159P0,7,NORMAL,VALID,VISIBLE,NO,UNIQUE,N,Y,N,N,,LOW,Not a leading indexed column; avoid as first pre-filter predicate.
C1_BI_FTGL_MONTHLY_A,GL_ACCT,VARCHAR2,C1T159P0,8,NORMAL,VALID,VISIBLE,NO,UNIQUE,N,Y,N,N,,LOW,Not a leading indexed column; avoid as first pre-filter predicate.
C1_BI_FTGL_MONTHLY_A,DST_ID,CHAR,C1T159P0,9,NORMAL,VALID,VISIBLE,NO,UNIQUE,N,Y,N,N,,LOW,Not a leading indexed column; avoid as first pre-filter predicate.
C1_BI_FT_MONTHLY_A,ACCOUNTING_MONTH,NUMBER,C1T158P0,1,NORMAL,VALID,VISIBLE,NO,UNIQUE,Y,Y,N,N,,MEDIUM,Good candidate for equality or IN pre-filter.
C1_BI_FT_MONTHLY_A,GL_DIVISION,CHAR,C1T158P0,2,NORMAL,VALID,VISIBLE,NO,UNIQUE,N,Y,N,N,,LOW,Not a leading indexed column; avoid as first pre-filter predicate.
C1_BI_FT_MONTHLY_A,CIS_DIVISION,CHAR,C1T158P0,3,NORMAL,VALID,VISIBLE,NO,UNIQUE,N,Y,N,N,,LOW,Not a leading indexed column; avoid as first pre-filter predicate.
C1_BI_FT_MONTHLY_A,CUST_CL_CD,CHAR,C1T158P0,4,NORMAL,VALID,VISIBLE,NO,UNIQUE,N,Y,N,N,,LOW,Not a leading indexed column; avoid as first pre-filter predicate.
C1_BI_FT_MONTHLY_A,SA_TYPE_CD,CHAR,C1T158P0,5,NORMAL,VALID,VISIBLE,NO,UNIQUE,N,Y,N,N,,LOW,Not a leading indexed column; avoid as first pre-filter predicate.
C1_BI_FT_MONTHLY_A,RS_CD,CHAR,C1T158P0,6,NORMAL,VALID,VISIBLE,NO,UNIQUE,N,Y,N,N,,LOW,Not a leading indexed column; avoid as first pre-filter predicate.
C1_BI_FT_MONTHLY_A,FT_TYPE_FLG,CHAR,C1T158P0,7,NORMAL,VALID,VISIBLE,NO,UNIQUE,N,Y,N,N,,LOW,Not a leading indexed column; avoid as first pre-filter predicate.
C1_BI_SA_SNAPSHOT,SA_ID,CHAR,C1M020P0,1,NORMAL,VALID,VISIBLE,NO,UNIQUE,Y,Y,N,N,,MEDIUM,Good candidate for equality or IN pre-filter.
C1_BI_SA_SNAPSHOT,SA_ID,CHAR,C1M020S1,1,NORMAL,VALID,VISIBLE,NO,NONUNIQUE,Y,Y,N,N,,MEDIUM,Good candidate for equality or IN pre-filter.
C1_BI_SA_SNAPSHOT,ACCT_ID,CHAR,C1M020S2,1,NORMAL,VALID,VISIBLE,NO,NONUNIQUE,Y,Y,N,N,,MEDIUM,Good candidate for equality or IN pre-filter.
C1_BI_SA_SNAPSHOT,PER_ID,CHAR,C1M020S3,1,NORMAL,VALID,VISIBLE,NO,NONUNIQUE,Y,Y,N,N,,MEDIUM,Good candidate for equality or IN pre-filter.
C1_BI_SA_SNAPSHOT,CURRENCY_CD,CHAR,C1M020S4,1,NORMAL,VALID,VISIBLE,NO,NONUNIQUE,Y,Y,N,N,,MEDIUM,Good candidate for equality or IN pre-filter.
C1_BI_SA_SNAPSHOT,C1_SNAPSHOT_DT,DATE,C1M020P0,2,NORMAL,VALID,VISIBLE,NO,UNIQUE,N,Y,Y,N,,LOW,Not a leading indexed column; avoid as first pre-filter predicate.
C1_BI_SA_SNAPSHOT,C1_SNAPSHOT_TYPE_FLG,CHAR,C1M020P0,3,NORMAL,VALID,VISIBLE,NO,UNIQUE,N,Y,N,N,,LOW,Not a leading indexed column; avoid as first pre-filter predicate.
C1_CALC_GRP,CALC_GRP_CD,VARCHAR2,C1C012P0,1,NORMAL,VALID,VISIBLE,NO,UNIQUE,Y,Y,N,N,,MEDIUM,Good candidate for equality or IN pre-filter.
C1_CALC_GRP,BUS_OBJ_CD,CHAR,C1C012S1,1,NORMAL,VALID,VISIBLE,NO,NONUNIQUE,Y,Y,N,N,,MEDIUM,Good candidate for equality or IN pre-filter.
C1_CALC_GRP_CHAR,CALC_GRP_CD,VARCHAR2,C1C011P0,1,NORMAL,VALID,VISIBLE,NO,UNIQUE,Y,Y,N,N,,MEDIUM,Good candidate for equality or IN pre-filter.
C1_CALC_GRP_CHAR,SRCH_CHAR_VAL,VARCHAR2,C1C011S1,1,NORMAL,VALID,VISIBLE,NO,NONUNIQUE,Y,Y,N,N,,MEDIUM,Good candidate for equality or IN pre-filter.
C1_CALC_GRP_CHAR,CHAR_TYPE_CD,CHAR,C1C011P0,2,NORMAL,VALID,VISIBLE,NO,UNIQUE,N,Y,N,N,,LOW,Not a leading indexed column; avoid as first pre-filter predicate.
C1_CALC_GRP_CHAR,SEQ_NUM,NUMBER,C1C011P0,3,NORMAL,VALID,VISIBLE,NO,UNIQUE,N,Y,N,N,,LOW,Not a leading indexed column; avoid as first pre-filter predicate.
C1_CALC_GRP_L,CALC_GRP_CD,VARCHAR2,C1C013P0,1,NORMAL,VALID,VISIBLE,NO,UNIQUE,Y,Y,N,N,,MEDIUM,Good candidate for equality or IN pre-filter.
C1_CALC_GRP_L,LANGUAGE_CD,CHAR,C1C013P0,2,NORMAL,VALID,VISIBLE,NO,UNIQUE,N,Y,N,N,,LOW,Not a leading indexed column; avoid as first pre-filter predicate.
C1_CALC_RULE,CALC_GRP_CD,VARCHAR2,C1C016P0,1,NORMAL,VALID,VISIBLE,NO,UNIQUE,Y,Y,N,N,,MEDIUM,Good candidate for equality or IN pre-filter.
C1_CALC_RULE,BUS_OBJ_CD,CHAR,C1C016S1,1,NORMAL,VALID,VISIBLE,NO,NONUNIQUE,Y,Y,N,N,,MEDIUM,Good candidate for equality or IN pre-filter.
C1_CALC_RULE,CALC_RULE_CD,VARCHAR2,C1C016P0,2,NORMAL,VALID,VISIBLE,NO,UNIQUE,N,Y,N,N,,LOW,Not a leading indexed column; avoid as first pre-filter predicate.
C1_CALC_RULE_CHAR,CALC_GRP_CD,VARCHAR2,C1C022P0,1,NORMAL,VALID,VISIBLE,NO,UNIQUE,Y,Y,N,N,,MEDIUM,Good candidate for equality or IN pre-filter.
C1_CALC_RULE_CHAR,SRCH_CHAR_VAL,VARCHAR2,C1C022S1,1,NORMAL,VALID,VISIBLE,NO,NONUNIQUE,Y,Y,N,N,,MEDIUM,Good candidate for equality or IN pre-filter.
C1_CALC_RULE_CHAR,CALC_RULE_CD,VARCHAR2,C1C022P0,2,NORMAL,VALID,VISIBLE,NO,UNIQUE,N,Y,N,N,,LOW,Not a leading indexed column; avoid as first pre-filter predicate.
C1_CALC_RULE_CHAR,CHAR_TYPE_CD,CHAR,C1C022P0,3,NORMAL,VALID,VISIBLE,NO,UNIQUE,N,Y,N,N,,LOW,Not a leading indexed column; avoid as first pre-filter predicate.
C1_CALC_RULE_CRT,CALC_GRP_CD,VARCHAR2,C1C023P0,1,NORMAL,VALID,VISIBLE,NO,UNIQUE,Y,Y,N,N,,MEDIUM,Good candidate for equality or IN pre-filter.
C1_CALC_RULE_CRT,BUS_OBJ_CD,CHAR,C1C023S1,1,NORMAL,VALID,VISIBLE,NO,NONUNIQUE,Y,Y,N,N,,MEDIUM,Good candidate for equality or IN pre-filter.
C1_CALC_RULE_CRT,CALC_RULE_CD,VARCHAR2,C1C023P0,2,NORMAL,VALID,VISIBLE,NO,UNIQUE,N,Y,N,N,,LOW,Not a leading indexed column; avoid as first pre-filter predicate.
C1_CALC_RULE_CRT,CR_CRT_EXEC_SEQ,NUMBER,C1C023P0,3,NORMAL,VALID,VISIBLE,NO,UNIQUE,N,Y,N,N,,LOW,Not a leading indexed column; avoid as first pre-filter predicate.
C1_CALC_RULE_CRT_CHAR,CALC_GRP_CD,VARCHAR2,C1C025P0,1,NORMAL,VALID,VISIBLE,NO,UNIQUE,Y,Y,N,N,,MEDIUM,Good candidate for equality or IN pre-filter.
C1_CALC_RULE_CRT_CHAR,SRCH_CHAR_VAL,VARCHAR2,C1C025S1,1,NORMAL,VALID,VISIBLE,NO,NONUNIQUE,Y,Y,N,N,,MEDIUM,Good candidate for equality or IN pre-filter.
C1_CALC_RULE_CRT_CHAR,CALC_RULE_CD,VARCHAR2,C1C025P0,2,NORMAL,VALID,VISIBLE,NO,UNIQUE,N,Y,N,N,,LOW,Not a leading indexed column; avoid as first pre-filter predicate.
C1_CALC_RULE_CRT_CHAR,CR_CRT_EXEC_SEQ,NUMBER,C1C025P0,3,NORMAL,VALID,VISIBLE,NO,UNIQUE,N,Y,N,N,,LOW,Not a leading indexed column; avoid as first pre-filter predicate.
C1_CALC_RULE_CRT_CHAR,CHAR_TYPE_CD,CHAR,C1C025P0,4,NORMAL,VALID,VISIBLE,NO,UNIQUE,N,Y,N,N,,LOW,Not a leading indexed column; avoid as first pre-filter predicate.
C1_CALC_RULE_CRT_CHAR,SEQ_NUM,NUMBER,C1C025P0,5,NORMAL,VALID,VISIBLE,NO,UNIQUE,N,Y,N,N,,LOW,Not a leading indexed column; avoid as first pre-filter predicate.
C1_CALC_RULE_CRT_L,CALC_GRP_CD,VARCHAR2,C1C024P0,1,NORMAL,VALID,VISIBLE,NO,UNIQUE,Y,Y,N,N,,MEDIUM,Good candidate for equality or IN pre-filter.
C1_CALC_RULE_CRT_L,CALC_RULE_CD,VARCHAR2,C1C024P0,2,NORMAL,VALID,VISIBLE,NO,UNIQUE,N,Y,N,N,,LOW,Not a leading indexed column; avoid as first pre-filter predicate.
C1_CALC_RULE_CRT_L,CR_CRT_EXEC_SEQ,NUMBER,C1C024P0,3,NORMAL,VALID,VISIBLE,NO,UNIQUE,N,Y,N,N,,LOW,Not a leading indexed column; avoid as first pre-filter predicate.
C1_CALC_RULE_CRT_L,LANGUAGE_CD,CHAR,C1C024P0,4,NORMAL,VALID,VISIBLE,NO,UNIQUE,N,Y,N,N,,LOW,Not a leading indexed column; avoid as first pre-filter predicate.
C1_CALC_RULE_L,CALC_GRP_CD,VARCHAR2,C1C021P0,1,NORMAL,VALID,VISIBLE,NO,UNIQUE,Y,Y,N,N,,MEDIUM,Good candidate for equality or IN pre-filter.
C1_CALC_RULE_L,CALC_RULE_CD,VARCHAR2,C1C021P0,2,NORMAL,VALID,VISIBLE,NO,UNIQUE,N,Y,N,N,,LOW,Not a leading indexed column; avoid as first pre-filter predicate.
C1_CALC_RULE_L,LANGUAGE_CD,CHAR,C1C021P0,3,NORMAL,VALID,VISIBLE,NO,UNIQUE,N,Y,N,N,,LOW,Not a leading indexed column; avoid as first pre-filter predicate.
C1_CALC_RULE_MBR_CAT,CALC_GRP_CD,VARCHAR2,C1C017P0,1,NORMAL,VALID,VISIBLE,NO,UNIQUE,Y,Y,N,N,,MEDIUM,Good candidate for equality or IN pre-filter.
C1_CALC_RULE_MBR_CAT,CALC_RULE_CD,VARCHAR2,C1C017P0,2,NORMAL,VALID,VISIBLE,NO,UNIQUE,N,Y,N,N,,LOW,Not a leading indexed column; avoid as first pre-filter predicate.
C1_CALC_RULE_MBR_CAT,CL_CAT_TYPE_CD,VARCHAR2,C1C017P0,3,NORMAL,VALID,VISIBLE,NO,UNIQUE,N,Y,N,N,,LOW,Not a leading indexed column; avoid as first pre-filter predicate.
C1_CALC_RULE_MBR_CAT,CL_CAT_VAL,VARCHAR2,C1C017P0,4,NORMAL,VALID,VISIBLE,NO,UNIQUE,N,Y,N,N,,LOW,Not a leading indexed column; avoid as first pre-filter predicate.
C1_CALC_RULE_TRGT_CAT,CALC_GRP_CD,VARCHAR2,C1C020P0,1,NORMAL,VALID,VISIBLE,NO,UNIQUE,Y,Y,N,N,,MEDIUM,Good candidate for equality or IN pre-filter.
C1_CALC_RULE_TRGT_CAT,CALC_RULE_CD,VARCHAR2,C1C020P0,2,NORMAL,VALID,VISIBLE,NO,UNIQUE,N,Y,N,N,,LOW,Not a leading indexed column; avoid as first pre-filter predicate.
C1_CALC_RULE_TRGT_CAT,CL_CAT_TYPE_CD,VARCHAR2,C1C020P0,3,NORMAL,VALID,VISIBLE,NO,UNIQUE,N,Y,N,N,,LOW,Not a leading indexed column; avoid as first pre-filter predicate.
C1_CALC_RULE_TRGT_CAT,CL_CAT_VAL,VARCHAR2,C1C020P0,4,NORMAL,VALID,VISIBLE,NO,UNIQUE,N,Y,N,N,,LOW,Not a leading indexed column; avoid as first pre-filter predicate.
C1_CIS_DIV_RTYP,CIS_DIVISION,CHAR,C1C005P0,1,NORMAL,VALID,VISIBLE,NO,UNIQUE,Y,Y,N,N,,MEDIUM,Good candidate for equality or IN pre-filter.
C1_CIS_DIV_RTYP,BILL_RTE_TYPE_CD,CHAR,C1C005P0,2,NORMAL,VALID,VISIBLE,NO,UNIQUE,N,Y,N,N,,LOW,Not a leading indexed column; avoid as first pre-filter predicate.
C1_CIS_DIV_RTYP,QTE_RTE_TYPE_CD,CHAR,C1C005P0,3,NORMAL,VALID,VISIBLE,NO,UNIQUE,N,Y,N,N,,LOW,Not a leading indexed column; avoid as first pre-filter predicate.
C1_CIS_DIV_RTYP,APAY_RTE_TYPE_CD,CHAR,C1C005P0,4,NORMAL,VALID,VISIBLE,NO,UNIQUE,N,Y,N,N,,LOW,Not a leading indexed column; avoid as first pre-filter predicate.
C1_CIS_DIV_SEQ_CHAR,CIS_DIVISION,CHAR,C1C006P0,1,NORMAL,VALID,VISIBLE,NO,UNIQUE,Y,Y,N,N,,MEDIUM,Good candidate for equality or IN pre-filter.
C1_CIS_DIV_SEQ_CHAR,SRCH_CHAR_VAL,VARCHAR2,C1C006S1,1,NORMAL,VALID,VISIBLE,NO,NONUNIQUE,Y,Y,N,N,,MEDIUM,Good candidate for equality or IN pre-filter.
C1_CIS_DIV_SEQ_CHAR,CHAR_TYPE_CD,CHAR,C1C006P0,2,NORMAL,VALID,VISIBLE,NO,UNIQUE,N,Y,N,N,,LOW,Not a leading indexed column; avoid as first pre-filter predicate.
C1_CIS_DIV_SEQ_CHAR,SEQ_NUM,NUMBER,C1C006P0,3,NORMAL,VALID,VISIBLE,NO,UNIQUE,N,Y,N,N,,LOW,Not a leading indexed column; avoid as first pre-filter predicate.
C1_CL_CAT_TYPE,CL_CAT_TYPE_CD,VARCHAR2,C1C026P0,1,NORMAL,VALID,VISIBLE,NO,UNIQUE,Y,Y,N,N,,MEDIUM,Good candidate for equality or IN pre-filter.
C1_CL_CAT_TYPE,BUS_OBJ_CD,CHAR,C1C026S1,1,NORMAL,VALID,VISIBLE,NO,NONUNIQUE,Y,Y,N,N,,MEDIUM,Good candidate for equality or IN pre-filter.
C1_CL_CAT_TYPE_CHAR,CL_CAT_TYPE_CD,VARCHAR2,C1C028P0,1,NORMAL,VALID,VISIBLE,NO,UNIQUE,Y,Y,N,N,,MEDIUM,Good candidate for equality or IN pre-filter.
C1_CL_CAT_TYPE_CHAR,SRCH_CHAR_VAL,VARCHAR2,C1C028S1,1,NORMAL,VALID,VISIBLE,NO,NONUNIQUE,Y,Y,N,N,,MEDIUM,Good candidate for equality or IN pre-filter.
C1_CL_CAT_TYPE_CHAR,CHAR_TYPE_CD,CHAR,C1C028P0,2,NORMAL,VALID,VISIBLE,NO,UNIQUE,N,Y,N,N,,LOW,Not a leading indexed column; avoid as first pre-filter predicate.
C1_CL_CAT_TYPE_CHAR,SEQ_NUM,NUMBER,C1C028P0,3,NORMAL,VALID,VISIBLE,NO,UNIQUE,N,Y,N,N,,LOW,Not a leading indexed column; avoid as first pre-filter predicate.
C1_CL_CAT_TYPE_L,CL_CAT_TYPE_CD,VARCHAR2,C1C027P0,1,NORMAL,VALID,VISIBLE,NO,UNIQUE,Y,Y,N,N,,MEDIUM,Good candidate for equality or IN pre-filter.
C1_CL_CAT_TYPE_L,LANGUAGE_CD,CHAR,C1C027P0,2,NORMAL,VALID,VISIBLE,NO,UNIQUE,N,Y,N,N,,LOW,Not a leading indexed column; avoid as first pre-filter predicate.
C1_CL_CAT_VAL,CL_CAT_TYPE_CD,VARCHAR2,C1C029P0,1,NORMAL,VALID,VISIBLE,NO,UNIQUE,Y,Y,N,N,,MEDIUM,Good candidate for equality or IN pre-filter.
C1_CL_CAT_VAL,CL_CAT_VAL,VARCHAR2,C1C029P0,2,NORMAL,VALID,VISIBLE,NO,UNIQUE,N,Y,N,N,,LOW,Not a leading indexed column; avoid as first pre-filter predicate.
C1_CL_CAT_VAL_L,CL_CAT_TYPE_CD,VARCHAR2,C1C030P0,1,NORMAL,VALID,VISIBLE,NO,UNIQUE,Y,Y,N,N,,MEDIUM,Good candidate for equality or IN pre-filter.
C1_CL_CAT_VAL_L,CL_CAT_VAL,VARCHAR2,C1C030P0,2,NORMAL,VALID,VISIBLE,NO,UNIQUE,N,Y,N,N,,LOW,Not a leading indexed column; avoid as first pre-filter predicate.
C1_CL_CAT_VAL_L,LANGUAGE_CD,CHAR,C1C030P0,3,NORMAL,VALID,VISIBLE,NO,UNIQUE,N,Y,N,N,,LOW,Not a leading indexed column; avoid as first pre-filter predicate.
C1_COMM_RTE_TYPE,COMM_RTE_TYPE_CD,VARCHAR2,C1C077P0,1,NORMAL,VALID,VISIBLE,NO,UNIQUE,Y,Y,N,N,,MEDIUM,Good candidate for equality or IN pre-filter.
C1_COMM_RTE_TYPE,BUS_OBJ_CD,CHAR,C1C077S1,1,NORMAL,VALID,VISIBLE,NO,NONUNIQUE,Y,Y,N,N,,MEDIUM,Good candidate for equality or IN pre-filter.
C1_COMM_RTE_TYPE_CHAR,COMM_RTE_TYPE_CD,VARCHAR2,C1C076P0,1,NORMAL,VALID,VISIBLE,NO,UNIQUE,Y,Y,N,N,,MEDIUM,Good candidate for equality or IN pre-filter.
C1_COMM_RTE_TYPE_CHAR,SRCH_CHAR_VAL,VARCHAR2,C1C076S1,1,NORMAL,VALID,VISIBLE,NO,NONUNIQUE,Y,Y,N,N,,MEDIUM,Good candidate for equality or IN pre-filter.
C1_COMM_RTE_TYPE_CHAR,CHAR_TYPE_CD,CHAR,C1C076P0,2,NORMAL,VALID,VISIBLE,NO,UNIQUE,N,Y,N,N,,LOW,Not a leading indexed column; avoid as first pre-filter predicate.
C1_COMM_RTE_TYPE_CHAR,SEQ_NUM,NUMBER,C1C076P0,3,NORMAL,VALID,VISIBLE,NO,UNIQUE,N,Y,N,N,,LOW,Not a leading indexed column; avoid as first pre-filter predicate.
C1_COMM_RTE_TYPE_DVTYP,COMM_RTE_TYPE_CD,VARCHAR2,C1C066P0,1,NORMAL,VALID,VISIBLE,NO,UNIQUE,Y,Y,N,N,,MEDIUM,Good candidate for equality or IN pre-filter.
C1_COMM_RTE_TYPE_DVTYP,C1_SS_DELIVERY_TYPE,CHAR,C1C066P0,2,NORMAL,VALID,VISIBLE,NO,UNIQUE,N,Y,N,N,,LOW,Not a leading indexed column; avoid as first pre-filter predicate.
C1_COMM_RTE_TYPE_L,COMM_RTE_TYPE_CD,VARCHAR2,C1C065P0,1,NORMAL,VALID,VISIBLE,NO,UNIQUE,Y,Y,N,N,,MEDIUM,Good candidate for equality or IN pre-filter.
C1_COMM_RTE_TYPE_L,LANGUAGE_CD,CHAR,C1C065P0,2,NORMAL,VALID,VISIBLE,NO,UNIQUE,N,Y,N,N,,LOW,Not a leading indexed column; avoid as first pre-filter predicate.
C1_CONT,CONT_ID,CHAR,C1M017P0,1,NORMAL,VALID,VISIBLE,NO,UNIQUE,Y,Y,N,N,,MEDIUM,Good candidate for equality or IN pre-filter.
C1_CONT,CONT_ID,CHAR,C1M017S1,1,NORMAL,VALID,VISIBLE,NO,NONUNIQUE,Y,Y,N,N,,MEDIUM,Good candidate for equality or IN pre-filter.
C1_CONT,CONT_TYPE_CD,VARCHAR2,C1M017S2,1,NORMAL,VALID,VISIBLE,NO,NONUNIQUE,Y,Y,N,N,,MEDIUM,Good candidate for equality or IN pre-filter.
C1_CONT,BUS_OBJ_CD,CHAR,C1M017S1,2,NORMAL,VALID,VISIBLE,NO,NONUNIQUE,N,Y,N,N,,LOW,Not a leading indexed column; avoid as first pre-filter predicate.
C1_CONT,BO_STATUS_CD,CHAR,C1M017S1,3,NORMAL,VALID,VISIBLE,NO,NONUNIQUE,N,Y,N,N,,LOW,Not a leading indexed column; avoid as first pre-filter predicate.
C1_CONT,CONT_ID,CHAR,C1M017S2,2,NORMAL,VALID,VISIBLE,NO,NONUNIQUE,N,Y,N,N,,LOW,Not a leading indexed column; avoid as first pre-filter predicate.
C1_CONT_CHAR,CONT_ID,CHAR,C1T029P0,1,NORMAL,VALID,VISIBLE,NO,UNIQUE,Y,Y,N,N,,MEDIUM,Good candidate for equality or IN pre-filter.
C1_CONT_CHAR,SRCH_CHAR_VAL,VARCHAR2,C1T029S1,1,NORMAL,VALID,VISIBLE,NO,NONUNIQUE,Y,Y,N,N,,MEDIUM,Good candidate for equality or IN pre-filter.
C1_CONT_CHAR,CHAR_TYPE_CD,CHAR,C1T029P0,2,NORMAL,VALID,VISIBLE,NO,UNIQUE,N,Y,N,N,,LOW,Not a leading indexed column; avoid as first pre-filter predicate.
C1_CONT_CHAR,EFF_DT,DATE,C1T029P0,3,NORMAL,VALID,VISIBLE,NO,UNIQUE,N,Y,Y,N,,LOW,Not a leading indexed column; avoid as first pre-filter predicate.
C1_CONT_ID,CONT_ID,CHAR,C1T028P0,1,NORMAL,VALID,VISIBLE,NO,UNIQUE,Y,Y,N,N,,MEDIUM,Good candidate for equality or IN pre-filter.
C1_CONT_ID,CONT_ID_VALUE,VARCHAR2,C1T028S1,1,NORMAL,VALID,VISIBLE,NO,NONUNIQUE,Y,Y,N,N,,MEDIUM,Good candidate for equality or IN pre-filter.
C1_CONT_ID,CONT_ID_TYPE_FLG,CHAR,C1T028P0,2,NORMAL,VALID,VISIBLE,NO,UNIQUE,N,Y,N,N,,LOW,Not a leading indexed column; avoid as first pre-filter predicate.
C1_CONT_ID,CONT_ID_TYPE_FLG,CHAR,C1T028S1,2,NORMAL,VALID,VISIBLE,NO,NONUNIQUE,N,Y,N,N,,LOW,Not a leading indexed column; avoid as first pre-filter predicate.
C1_CONT_K,CONT_ID,CHAR,C1M019P0,1,IOT - TOP,VALID,VISIBLE,NO,UNIQUE,Y,Y,N,N,,MEDIUM,Good candidate for equality or IN pre-filter.
C1_CONT_K,ENV_ID,NUMBER,C1M019P0,2,IOT - TOP,VALID,VISIBLE,NO,UNIQUE,N,Y,N,N,,LOW,Not a leading indexed column; avoid as first pre-filter predicate.
C1_CONT_LOG,CONT_ID,CHAR,C1T034P0,1,NORMAL,VALID,VISIBLE,NO,UNIQUE,Y,Y,N,N,,MEDIUM,Good candidate for equality or IN pre-filter.
C1_CONT_LOG,CHAR_TYPE_CD,CHAR,C1T034S1,1,NORMAL,VALID,VISIBLE,NO,NONUNIQUE,Y,Y,N,N,,MEDIUM,Good candidate for equality or IN pre-filter.
C1_CONT_LOG,CHAR_TYPE_CD,CHAR,C1T034S2,1,NORMAL,VALID,VISIBLE,NO,NONUNIQUE,Y,Y,N,N,,MEDIUM,Good candidate for equality or IN pre-filter.
C1_CONT_LOG,SEQNO,NUMBER,C1T034P0,2,NORMAL,VALID,VISIBLE,NO,UNIQUE,N,Y,N,N,,LOW,Not a leading indexed column; avoid as first pre-filter predicate.
C1_CONT_LOG,CHAR_VAL,CHAR,C1T034S1,2,NORMAL,VALID,VISIBLE,NO,NONUNIQUE,N,Y,N,N,,LOW,Not a leading indexed column; avoid as first pre-filter predicate.
C1_CONT_LOG,CHAR_VAL_FK1,VARCHAR2,C1T034S2,2,NORMAL,VALID,VISIBLE,NO,NONUNIQUE,N,Y,N,N,,LOW,Not a leading indexed column; avoid as first pre-filter predicate.
C1_CONT_LOG_PARM,CONT_ID,CHAR,C1T035P0,1,NORMAL,VALID,VISIBLE,NO,UNIQUE,Y,Y,N,N,,MEDIUM,Good candidate for equality or IN pre-filter.
C1_CONT_LOG_PARM,SEQNO,NUMBER,C1T035P0,2,NORMAL,VALID,VISIBLE,NO,UNIQUE,N,Y,N,N,,LOW,Not a leading indexed column; avoid as first pre-filter predicate.
C1_CONT_LOG_PARM,PARM_SEQ,NUMBER,C1T035P0,3,NORMAL,VALID,VISIBLE,NO,UNIQUE,N,Y,N,N,,LOW,Not a leading indexed column; avoid as first pre-filter predicate.
C1_CONT_MS,CONT_ID,CHAR,C1T030P0,1,NORMAL,VALID,VISIBLE,NO,UNIQUE,Y,Y,N,N,,MEDIUM,Good candidate for equality or IN pre-filter.
C1_CONT_MS,CONT_ID,CHAR,C1T030S1,1,NORMAL,VALID,VISIBLE,NO,NONUNIQUE,Y,Y,N,N,,MEDIUM,Good candidate for equality or IN pre-filter.
C1_CONT_MS,CONT_MS_TYPE_CD,VARCHAR2,C1T030S2,1,NORMAL,VALID,VISIBLE,NO,NONUNIQUE,Y,Y,N,N,,MEDIUM,Good candidate for equality or IN pre-filter.
C1_CONT_MS,CONT_MS_TYPE_CD,VARCHAR2,C1T030P0,2,NORMAL,VALID,VISIBLE,NO,UNIQUE,N,Y,N,N,,LOW,Not a leading indexed column; avoid as first pre-filter predicate.
C1_CONT_MS,CONT_MS_DT,DATE,C1T030P0,3,NORMAL,VALID,VISIBLE,NO,UNIQUE,N,Y,Y,N,,LOW,Not a leading indexed column; avoid as first pre-filter predicate.
C1_CONT_MS,CONT_ID,CHAR,C1T030S2,2,NORMAL,VALID,VISIBLE,NO,NONUNIQUE,N,Y,N,N,,LOW,Not a leading indexed column; avoid as first pre-filter predicate.
C1_CONT_MS_PROD,CONT_ID,CHAR,C1T031P0,1,NORMAL,VALID,VISIBLE,NO,UNIQUE,Y,Y,N,N,,MEDIUM,Good candidate for equality or IN pre-filter.
C1_CONT_MS_PROD,CONT_PROD_ID,CHAR,C1T031S1,1,NORMAL,VALID,VISIBLE,NO,NONUNIQUE,Y,Y,N,N,,MEDIUM,Good candidate for equality or IN pre-filter.
C1_CONT_MS_PROD,CONT_MS_TYPE_CD,VARCHAR2,C1T031S2,1,NORMAL,VALID,VISIBLE,NO,NONUNIQUE,Y,Y,N,N,,MEDIUM,Good candidate for equality or IN pre-filter.
