OWNER,TABLE_NAME,TABLE_COMMENT,TABLESPACE_NAME,TEMPORARY,PARTITIONED,NUM_ROWS,BLOCKS,AVG_ROW_LEN,LAST_ANALYZED
CISADM,CI_MD_FLD_L,,CISTS_01,N,NO,36644,1138,134,2026-01-09 02:13:44
CISADM,CI_MD_IDX,,CISTS_01,N,NO,0,0,0,2026-01-07 21:30:15
CISADM,CI_MD_IDX_FLD,,CISTS_01,N,NO,0,0,0,2026-01-07 21:30:15
CISADM,CI_MD_LOOKUP_F,,CISTS_01,N,NO,12,4,34,2026-01-07 21:30:15
CISADM,CI_MD_MENU,,CISTS_01,N,NO,903,23,48,2026-01-09 02:12:41
CISADM,CI_MD_MENU_IMOD,,CISTS_01,N,NO,1397,18,24,2026-01-09 02:12:40
CISADM,CI_MD_MENU_ITEM,,CISTS_01,N,NO,2867,137,106,2026-01-09 02:13:02
CISADM,CI_MD_MENU_ITEM_L,,CISTS_01,N,NO,2867,36,45,2026-01-09 02:12:43
CISADM,CI_MD_MENU_L,,CISTS_01,N,NO,903,22,73,2026-01-09 02:12:40
CISADM,CI_MD_MENU_LINE,,CISTS_01,N,NO,2138,54,50,2026-01-09 02:12:45
CISADM,CI_MD_MENU_LINE_L,,CISTS_01,N,NO,2138,25,26,2026-01-09 02:12:42
CISADM,CI_MD_MENU_MOD,,CISTS_01,N,NO,0,0,0,2026-01-07 21:30:16
CISADM,CI_MD_MO,,CISTS_01,N,NO,744,29,75,2026-01-09 02:12:42
CISADM,CI_MD_MO_ALG,,CISTS_01,N,NO,558,13,42,2026-01-16 02:05:31
CISADM,CI_MD_MO_L,,CISTS_01,N,NO,744,11,43,2026-01-09 02:12:39
CISADM,CI_MD_MO_OPT,,CISTS_01,N,NO,6572,82,39,2026-01-09 02:12:48
CISADM,CI_MD_MO_TBL,,CISTS_01,N,NO,3076,136,91,2026-01-15 02:21:37
CISADM,CI_MD_MO_WRK,,CISTS_01,N,NO,0,0,0,2026-01-07 21:30:16
CISADM,CI_MD_MSG,,CISTS_01,N,NO,51,4,14,2026-01-07 21:30:16
CISADM,CI_MD_MSG_L,,CISTS_01,N,NO,51,4,61,2026-01-07 21:30:16
CISADM,CI_MD_NAV,,CISTS_01,N,NO,6957,362,121,2026-01-09 02:13:09
CISADM,CI_MD_PDF,,CISTS_01,N,NO,18,4,29,2026-01-07 21:30:16
CISADM,CI_MD_PDF_VAL,,CISTS_01,N,NO,58,5,76,2026-01-07 21:30:16
CISADM,CI_MD_PRG_COM,,CISTS_01,N,NO,12068,481,124,2026-01-09 02:13:19
CISADM,CI_MD_PRG_ELEM,,CISTS_01,N,NO,32679,2381,215,2026-01-24 22:15:13
CISADM,CI_MD_PRG_EL_AT,,CISTS_01,N,NO,17439,853,111,2026-01-07 21:30:17
CISADM,CI_MD_PRG_LOC,,CISTS_01,N,NO,648,9,36,2026-01-09 02:12:37
CISADM,CI_MD_PRG_MOD,,CISTS_01,N,NO,396,7,24,2026-01-07 21:30:17
CISADM,CI_MD_PRG_SEC,,CISTS_01,N,NO,6134,248,101,2026-01-09 02:13:03
CISADM,CI_MD_PRG_SQL,,CISTS_01,N,NO,17868,819,465,2026-01-07 21:30:17
CISADM,CI_MD_PRG_TAB,,CISTS_01,N,NO,1859,86,101,2026-01-24 22:15:06
CISADM,CI_MD_PRG_VAR,,CISTS_01,N,NO,75574,1405,57,2026-01-24 22:15:09
CISADM,CI_MD_RPT,,CISTS_01,N,NO,30,4,60,2026-01-07 21:30:19
CISADM,CI_MD_RPT_L,,CISTS_01,N,NO,30,5,390,2026-01-07 21:30:19
CISADM,CI_MD_RPT_LBL,,CISTS_01,N,NO,442,13,50,2026-01-24 22:15:05
CISADM,CI_MD_RPT_PARM,,CISTS_01,N,NO,71,5,72,2026-01-07 21:30:19
CISADM,CI_MD_RPT_PARM_L,,CISTS_01,N,NO,71,5,165,2026-01-07 21:30:19
CISADM,CI_MD_SO,,CISTS_01,N,NO,14,4,112,2026-01-09 02:12:13
CISADM,CI_MD_SOCG,,CISTS_01,N,NO,36,8,825,2026-01-09 02:12:18
CISADM,CI_MD_SOCG_FLD,,CISTS_01,N,NO,60,7,148,2026-01-07 21:30:19
CISADM,CI_MD_SOCG_FLDAT,,CISTS_01,N,NO,12,4,96,2026-01-07 21:30:19
CISADM,CI_MD_SOCG_L,,CISTS_01,N,NO,36,4,49,2026-01-09 02:12:19
CISADM,CI_MD_SOCG_SORT,,CISTS_01,N,NO,20,4,71,2026-01-07 21:30:19
CISADM,CI_MD_SO_L,,CISTS_01,N,NO,14,4,60,2026-01-09 02:12:33
CISADM,CI_MD_SO_RSFLD,,CISTS_01,N,NO,79,8,137,2026-01-07 21:30:20
CISADM,CI_MD_SO_RSFLDAT,,CISTS_01,N,NO,8,4,91,2026-01-07 21:30:20
CISADM,CI_MD_SRC_TYPE,,CISTS_01,N,NO,8,4,40,2026-01-09 02:12:14
CISADM,CI_MD_SRC_TYPE_L,,CISTS_01,N,NO,8,4,34,2026-01-07 21:30:20
CISADM,CI_MD_SVC,,CISTS_01,N,NO,4090,109,55,2026-01-09 02:12:52
CISADM,CI_MD_SVC_L,,CISTS_01,N,NO,4080,66,58,2026-01-09 02:12:47
CISADM,CI_MD_SVC_PRG,,CISTS_01,N,NO,2851,57,40,2026-01-09 02:12:45
CISADM,CI_MD_TAB_MOD,,CISTS_01,N,NO,48,4,35,2026-01-09 02:12:14
CISADM,CI_MD_TBL,,CISTS_01,N,NO,3734,354,255,2026-01-23 02:18:55
CISADM,CI_MD_TBL_ADDTL,,CISTS_01,N,NO,710,18,44,2026-01-23 02:18:53
CISADM,CI_MD_TBL_FLD,,CISTS_01,N,NO,31906,1307,99,2026-01-09 02:13:50
CISADM,CI_MD_TBL_FLD_L,,CISTS_01,N,NO,31906,1127,81,2026-01-09 02:13:43
CISADM,CI_MD_TBL_L,,CISTS_01,N,NO,3735,82,71,2026-01-09 02:12:49
CISADM,CI_MD_TMPL,,CISTS_01,N,NO,61,4,44,2026-01-09 02:12:15
CISADM,CI_MD_TMPL_ELTY,,CISTS_01,N,NO,409,6,17,2026-01-07 21:30:21
CISADM,CI_MD_TMPL_L,,CISTS_01,N,NO,61,4,38,2026-01-07 21:30:21
CISADM,CI_MD_TMPL_VAR,,CISTS_01,N,NO,2492,51,45,2026-01-09 02:12:44
CISADM,CI_MD_TMPL_VAR_L,,CISTS_01,N,NO,2143,41,48,2026-01-07 21:30:21
CISADM,CI_MD_TOOLREP_XML,,CISTS_01,N,NO,0,0,0,2026-01-07 21:30:21
CISADM,CI_MD_TOOL_REP,,CISTS_01,N,NO,0,0,0,2026-01-07 21:30:21
CISADM,CI_MD_VAR,,CISTS_01,N,NO,563,11,29,2026-01-07 21:30:21
CISADM,CI_MD_VAR_DTL,,CISTS_01,N,NO,606,19,57,2026-01-07 21:30:21
CISADM,CI_MD_VAR_DTL_L,,CISTS_01,N,NO,606,11,52,2026-01-07 21:30:21
CISADM,CI_MD_WRK_TBL,,CISTS_01,N,NO,0,0,0,2026-01-07 21:30:21
CISADM,CI_MD_WRK_TBLFLD,,CISTS_01,N,NO,0,0,0,2026-01-07 21:30:21
CISADM,CI_MD_WRK_TBL_L,,CISTS_01,N,NO,0,0,0,2026-01-07 21:30:21
CISADM,CI_MEVT_CAN_RSN,,CISTS_01,N,NO,0,0,0,2026-01-07 21:30:21
CISADM,CI_MEVT_CAN_RSN_L,,CISTS_01,N,NO,0,0,0,2026-01-07 21:30:22
CISADM,CI_MFG,,CISTS_01,N,NO,0,0,0,2026-01-07 21:30:22
CISADM,CI_MFG_L,,CISTS_01,N,NO,0,0,0,2026-01-07 21:30:22
CISADM,CI_MKTMSG_TYPE,,CISTS_01,N,NO,0,0,0,2026-01-07 21:30:22
CISADM,CI_MKTMSG_TYPE_ALG,,CISTS_01,N,NO,0,0,0,2026-01-07 21:30:22
CISADM,CI_MKTMSG_TYPE_CHAR,,CISTS_01,N,NO,0,0,0,2026-01-07 21:30:22
CISADM,CI_MKTMSG_TYPE_L,,CISTS_01,N,NO,0,0,0,2026-01-07 21:30:22
CISADM,CI_MODEL,,CISTS_01,N,NO,0,0,0,2026-01-07 21:30:22
CISADM,CI_MODEL_L,,CISTS_01,N,NO,0,0,0,2026-01-07 21:30:22
CISADM,CI_MPL_EXC,,CISTS_01,N,NO,0,0,0,2026-01-07 21:30:22
CISADM,CI_MR,,CISTS_01,N,NO,0,0,0,2026-01-07 21:30:22
CISADM,CI_MRR_STGE_UP,,CISTS_01,N,NO,0,0,0,2026-01-07 21:30:22
CISADM,CI_MR_CHAR,,CISTS_01,N,NO,0,0,0,2026-01-07 21:30:22
CISADM,CI_MR_CYC,,CISTS_01,N,NO,0,0,0,2026-01-07 21:30:22
CISADM,CI_MR_CYC_L,,CISTS_01,N,NO,0,0,0,2026-01-07 21:30:22
CISADM,CI_MR_INSTR,,CISTS_01,N,NO,4,4,8,2026-02-12 02:14:26
CISADM,CI_MR_INSTR_L,,CISTS_01,N,NO,4,4,27,2026-01-10 22:18:28
CISADM,CI_MR_K,,,N,NO,0,,0,2026-01-07 21:30:22
CISADM,CI_MR_REM,,CISTS_01,N,NO,0,0,0,2026-01-07 21:30:22
CISADM,CI_MR_REM_ACTN,,CISTS_01,N,NO,0,0,0,2026-01-07 21:30:22
CISADM,CI_MR_REM_BMSG,,CISTS_01,N,NO,0,0,0,2026-01-07 21:30:22
CISADM,CI_MR_REM_EXCP,,CISTS_01,N,NO,0,0,0,2026-01-07 21:30:22
CISADM,CI_MR_RTE,,CISTS_01,N,NO,0,0,0,2026-01-07 21:30:22
CISADM,CI_MR_RTE_CHAR,,CISTS_01,N,NO,0,0,0,2026-01-07 21:30:22
CISADM,CI_MR_RTE_L,,CISTS_01,N,NO,0,0,0,2026-01-07 21:30:22
CISADM,CI_MR_RTE_SEC,,CISTS_01,N,NO,0,0,0,2026-01-07 21:30:22
CISADM,CI_MR_RTE_TYPE,,CISTS_01,N,NO,0,0,0,2026-01-07 21:30:23
CISADM,CI_MR_RTE_TYPE_L,,CISTS_01,N,NO,0,0,0,2026-01-07 21:30:23
CISADM,CI_MR_SCHED,,CISTS_01,N,NO,0,0,0,2026-01-07 21:30:23
CISADM,CI_MR_SCHED_RTE,,CISTS_01,N,NO,0,0,0,2026-01-07 21:30:23
CISADM,CI_MR_SOURCE,,CISTS_01,N,NO,0,0,0,2026-01-07 21:30:23
CISADM,CI_MR_SOURCE_L,,CISTS_01,N,NO,0,0,0,2026-01-07 21:30:23
CISADM,CI_MR_STAGE_DWN,,CISTS_01,N,NO,0,0,0,2026-01-07 21:30:23
CISADM,CI_MR_STAGE_UP,,CISTS_01,N,NO,0,0,0,2026-01-07 21:30:23
CISADM,CI_MR_STGUP_CHAR,,CISTS_01,N,NO,0,0,0,2026-01-07 21:30:23
CISADM,CI_MR_STGUP_EXC,,CISTS_01,N,NO,0,0,0,2026-01-07 21:30:23
CISADM,CI_MR_WARN,,CISTS_01,N,NO,3,4,8,2026-02-12 02:14:25
CISADM,CI_MR_WARN_L,,CISTS_01,N,NO,3,4,26,2026-01-27 02:21:53
CISADM,CI_MSG,,CISTS_01,N,NO,21079,256,28,2026-02-04 02:18:27
CISADM,CI_MSG_CATEGORY,,CISTS_01,N,NO,127,4,13,2026-02-04 02:18:25
CISADM,CI_MSG_CATEGORY_L,,CISTS_01,N,NO,127,4,37,2026-02-04 02:18:25
CISADM,CI_MSG_L,,CISTS_01,N,NO,21079,640,122,2026-02-04 02:18:28
CISADM,CI_MSG_LOG,,CISTS_01,N,NO,1380240,45056,125,2026-02-14 22:24:09
CISADM,CI_MSG_LOGPARM,,CISTS_01,N,NO,3405670,30464,28,2026-01-09 02:19:40
CISADM,CI_MSG_LOG_PK,,CISTS_01,N,NO,0,0,0,2026-01-07 21:30:28
CISADM,CI_MTR,,CISTS_01,N,NO,0,0,0,2026-01-07 21:30:28
CISADM,CI_MTR_CFGTY_RL,,CISTS_01,N,NO,0,0,0,2026-01-07 21:30:29
CISADM,CI_MTR_CHAR,,CISTS_01,N,NO,0,0,0,2026-01-07 21:30:29
CISADM,CI_MTR_CONFIG,,CISTS_01,N,NO,0,0,0,2026-01-07 21:30:29
CISADM,CI_MTR_CONFIG_K,,,N,NO,0,,0,2026-01-07 21:30:29
CISADM,CI_MTR_CONFIG_TY,,CISTS_01,N,NO,0,0,0,2026-01-07 21:30:29
CISADM,CI_MTR_CONFIG_TY_L,,CISTS_01,N,NO,0,0,0,2026-01-07 21:30:29
CISADM,CI_MTR_EQ,,CISTS_01,N,NO,0,0,0,2026-01-07 21:30:29
CISADM,CI_MTR_ID,,CISTS_01,N,NO,0,0,0,2026-01-07 21:30:29
CISADM,CI_MTR_ID_TYPE,,CISTS_01,N,NO,0,0,0,2026-01-07 21:30:29
CISADM,CI_MTR_ID_TYPE_L,,CISTS_01,N,NO,0,0,0,2026-01-07 21:30:30
CISADM,CI_MTR_K,,,N,NO,0,,0,2026-01-07 21:30:30
CISADM,CI_MTR_LOC,,CISTS_01,N,NO,3,4,8,2026-01-07 21:30:30
CISADM,CI_MTR_LOC_HIS,,CISTS_01,N,NO,0,0,0,2026-01-07 21:30:30
CISADM,CI_MTR_LOC_HIS_K,,,N,NO,0,,0,2026-01-07 21:30:30
CISADM,CI_MTR_LOC_L,,CISTS_01,N,NO,3,4,27,2026-01-07 21:30:30
CISADM,CI_MTR_STK_LOC,,CISTS_01,N,NO,0,0,0,2026-01-07 21:30:30
CISADM,CI_MTR_TYPE,,CISTS_01,N,NO,0,0,0,2026-01-07 21:30:30
CISADM,CI_MTR_TYPE_EQ,,CISTS_01,N,NO,0,0,0,2026-01-07 21:30:31
CISADM,CI_MTR_TYPE_L,,CISTS_01,N,NO,0,0,0,2026-01-07 21:30:31
CISADM,CI_MTR_TYP_CHAR,,CISTS_01,N,NO,0,0,0,2026-01-07 21:30:31
CISADM,CI_MTR_TY_CFGTY,,CISTS_01,N,NO,0,0,0,2026-01-07 21:30:31
CISADM,CI_MULT_ITEM,,CISTS_01,N,NO,0,0,0,2026-01-07 21:30:31
CISADM,CI_NAV_OPT,,CISTS_01,N,NO,3729,389,226,2026-01-16 02:05:55
CISADM,CI_NAV_OPT_CTXT,,CISTS_01,N,NO,2695,99,74,2026-01-16 02:05:36
CISADM,CI_NAV_OPT_L,,CISTS_01,N,NO,3729,83,65,2026-01-09 02:12:49
CISADM,CI_NAV_OPT_USG,,CISTS_01,N,NO,6452,144,46,2026-01-16 02:05:43
CISADM,CI_NB_RULE,,CISTS_01,N,NO,0,0,0,2026-01-07 21:30:31
CISADM,CI_NB_RULE_L,,CISTS_01,N,NO,0,0,0,2026-01-07 21:30:32
CISADM,CI_NB_RULE_PARM,,CISTS_01,N,NO,0,0,0,2026-01-07 21:30:32
CISADM,CI_NB_RULE_VER,,CISTS_01,N,NO,0,0,0,2026-01-07 21:30:32
CISADM,CI_NB_SA,,CISTS_01,N,NO,0,0,0,2026-01-07 21:30:32
CISADM,CI_NB_SCHED_PAY,,CISTS_01,N,NO,0,0,0,2026-01-07 21:30:32
CISADM,CI_NB_SCHED_PAY_K,,,N,NO,0,,0,2026-01-07 21:30:32
CISADM,CI_NCD,,CISTS_01,N,NO,0,0,0,2026-01-07 21:30:32
CISADM,CI_NCD_TYPE,,CISTS_01,N,NO,5,4,16,2026-01-16 02:05:28
CISADM,CI_NCD_TYPE_L,,CISTS_01,N,NO,5,4,37,2026-01-16 02:05:30
CISADM,CI_NT_DNTY_CTXT,,CISTS_01,N,NO,0,0,0,2026-01-07 21:30:32
CISADM,CI_NT_DWN,,CISTS_01,N,NO,0,0,0,2026-01-07 21:30:33
CISADM,CI_NT_DWN_CHAR,,CISTS_01,N,NO,0,0,0,2026-01-07 21:30:33
CISADM,CI_NT_DWN_CTXT,,CISTS_01,N,NO,0,0,0,2026-01-07 21:30:33
CISADM,CI_NT_DWN_EXC,,CISTS_01,N,NO,0,0,0,2026-01-07 21:30:33
CISADM,CI_NT_DWN_EXP,,CISTS_01,N,NO,0,0,0,2026-01-07 21:30:33
CISADM,CI_NT_DWN_FORM,,CISTS_01,N,NO,0,0,0,2026-01-07 21:30:33
CISADM,CI_NT_DWN_FORM_L,,CISTS_01,N,NO,0,0,0,2026-01-07 21:30:33
CISADM,CI_NT_DWN_K,,,N,NO,0,,0,2026-01-07 21:30:33
CISADM,CI_NT_DWN_PROF,,CISTS_01,N,NO,0,0,0,2026-01-07 21:30:33
CISADM,CI_NT_DWN_PROF_L,,CISTS_01,N,NO,0,0,0,2026-01-07 21:30:33
CISADM,CI_NT_DWN_TYPE,,CISTS_01,N,NO,0,0,0,2026-01-07 21:30:33
CISADM,CI_NT_DWN_TYPE_L,,CISTS_01,N,NO,0,0,0,2026-01-07 21:30:34
CISADM,CI_NT_UP,,CISTS_01,N,NO,0,0,0,2026-01-07 21:30:34
CISADM,CI_NT_UP_CHAR,,CISTS_01,N,NO,0,0,0,2026-01-07 21:30:34
CISADM,CI_NT_UP_CTXT,,CISTS_01,N,NO,0,0,0,2026-01-07 21:30:34
CISADM,CI_NT_UP_EXCP,,CISTS_01,N,NO,0,0,0,2026-01-07 21:30:34
CISADM,CI_NT_UP_XSPL,,CISTS_01,N,NO,0,0,0,2026-01-07 21:30:35
CISADM,CI_NT_UP_XTYPE,,CISTS_01,N,NO,0,0,0,2026-01-07 21:30:35
CISADM,CI_NT_UP_XTYPE_L,,CISTS_01,N,NO,0,0,0,2026-01-07 21:30:35
CISADM,CI_NT_XID,,CISTS_01,N,NO,7,4,108,2026-01-09 02:12:21
CISADM,CI_NT_XID_L,,CISTS_01,N,NO,7,4,65,2026-01-09 02:12:20
CISADM,CI_OD_EVT,,CISTS_01,N,NO,0,0,0,2026-01-07 21:30:35
CISADM,CI_OD_EVT_DEP,,CISTS_01,N,NO,0,0,0,2026-01-07 21:30:35
CISADM,CI_OD_EVT_TYPE,,CISTS_01,N,NO,0,0,0,2026-01-07 21:30:35
CISADM,CI_OD_EVT_TYPE_ALG,,CISTS_01,N,NO,0,0,0,2026-01-07 21:30:35
CISADM,CI_OD_EVT_TYPE_L,,CISTS_01,N,NO,0,0,0,2026-01-07 21:30:35
CISADM,CI_OD_PROC,,CISTS_01,N,NO,0,0,0,2026-01-07 21:30:35
CISADM,CI_OD_PROC_K,,,N,NO,0,,0,2026-01-07 21:30:35
CISADM,CI_OD_PROC_LOG,,CISTS_01,N,NO,0,0,0,2026-01-07 21:30:36
CISADM,CI_OD_PROC_LOGPARM,,CISTS_01,N,NO,0,0,0,2026-01-07 21:30:36
CISADM,CI_OD_PROC_OBJ,,CISTS_01,N,NO,0,0,0,2026-01-07 21:30:36
CISADM,CI_OD_PROC_TMP,,CISTS_01,N,NO,0,0,0,2026-01-07 21:30:36
CISADM,CI_OD_PROC_TMP_ALG,,CISTS_01,N,NO,0,0,0,2026-01-07 21:30:36
CISADM,CI_OD_PROC_TMP_L,,CISTS_01,N,NO,0,0,0,2026-01-07 21:30:36
CISADM,CI_OD_RESP,,CISTS_01,N,NO,0,0,0,2026-01-07 21:30:36
CISADM,CI_OD_RESP_DEP,,CISTS_01,N,NO,0,0,0,2026-01-07 21:30:36
CISADM,CI_OD_RULE_ALG,,CISTS_01,N,NO,0,0,0,2026-01-07 21:30:36
CISADM,CI_OEVT_CAN_RSN,,CISTS_01,N,NO,0,0,0,2026-01-07 21:30:36
CISADM,CI_OEVT_CAN_RSN_L,,CISTS_01,N,NO,0,0,0,2026-01-07 21:30:36
CISADM,CI_OP_AREA,,CISTS_01,N,NO,0,0,0,2026-01-07 21:30:36
CISADM,CI_OP_AREA_L,,CISTS_01,N,NO,0,0,0,2026-01-07 21:30:36
CISADM,CI_PAY,,CISTS_01,N,NO,646327,18432,84,2026-02-13 02:17:41
CISADM,CI_PAY_CAN_RSN,,CISTS_01,N,NO,14,4,20,2026-01-24 22:15:05
CISADM,CI_PAY_CAN_RSN_L,,CISTS_01,N,NO,14,4,32,2026-01-17 22:11:34
CISADM,CI_PAY_CHAR,,CISTS_01,N,NO,16276,347,85,2026-01-16 02:05:47
CISADM,CI_PAY_EVENT,,CISTS_01,N,NO,645920,4608,44,2026-02-16 02:16:13
CISADM,CI_PAY_EVENT_K,,,N,NO,645917,,18,2026-01-07 21:30:38
CISADM,CI_PAY_EVT_CHAR,,CISTS_01,N,NO,0,0,0,2026-01-07 21:30:38
CISADM,CI_PAY_EVT_EXCP,,CISTS_01,N,NO,1,5,111,2026-02-24 02:12:04
CISADM,CI_PAY_EXCP,,CISTS_01,N,NO,0,5,0,2026-02-24 02:13:38
CISADM,CI_PAY_K,,,N,NO,646324,,18,2026-01-07 21:30:39
CISADM,CI_PAY_METH,,CISTS_01,N,NO,3,4,19,2026-01-15 02:21:34
CISADM,CI_PAY_METH_L,,CISTS_01,N,NO,3,4,33,2026-01-13 02:15:05
CISADM,CI_PAY_SEG,,CISTS_01,N,NO,2108405,66560,74,2026-01-16 02:09:23
CISADM,CI_PAY_SEG_K,,,N,NO,2108395,,18,2026-01-07 21:30:42
CISADM,CI_PAY_SEG_TYPE,,CISTS_01,N,NO,2,4,25,2026-01-16 02:05:27
CISADM,CI_PAY_SEG_TYPE_L,,CISTS_01,N,NO,2,4,32,2026-01-16 02:05:28
CISADM,CI_PAY_ST,,CISTS_01,N,NO,1,4,167,2026-01-07 21:30:44
CISADM,CI_PAY_TMPL,,CISTS_01,N,NO,0,0,0,2026-01-07 21:30:45
CISADM,CI_PAY_TMPL_L,,CISTS_01,N,NO,0,0,0,2026-01-07 21:30:45
CISADM,CI_PAY_TNDR,,CISTS_01,N,NO,648849,51200,186,2026-01-17 22:12:21
CISADM,CI_PAY_TNDR_CHAR,,CISTS_01,N,NO,761166,15701,87,2026-02-13 02:17:27
CISADM,CI_PAY_TNDR_K,,,N,NO,648847,,18,2026-01-07 21:30:48
CISADM,CI_PAY_TNDR_ST,,CISTS_01,N,NO,1549,132,212,2026-01-09 02:12:54
CISADM,CI_PAY_TNDR_ST_CHAR,,CISTS_01,N,NO,1549,95,189,2026-01-07 21:30:50
CISADM,CI_PER,,CISTS_01,N,NO,50716,2816,362,2026-02-14 22:23:53
CISADM,CI_PER_ADDR_OVRD,,CISTS_01,N,NO,3635,138,118,2026-01-09 02:12:55
CISADM,CI_PER_ADDR_SEAS,,CISTS_01,N,NO,1,4,122,2026-01-16 02:05:24
CISADM,CI_PER_CHAR,,CISTS_01,N,NO,106435,2176,62,2026-01-16 02:06:32
CISADM,CI_PER_ID,,CISTS_01,N,NO,88371,1024,39,2026-02-13 02:17:08
CISADM,CI_PER_K,,,N,NO,50715,,16,2026-01-07 21:30:52
CISADM,CI_PER_NAME,,CISTS_01,N,NO,50723,512,58,2026-01-23 02:18:56
CISADM,CI_PER_PER,,CISTS_01,N,NO,0,0,0,2026-01-07 21:30:53
CISADM,CI_PER_PHONE,,CISTS_01,N,NO,0,0,0,2026-01-07 21:30:53
CISADM,CI_PER_REL_TYPE,,CISTS_01,N,NO,2,4,12,2026-02-13 02:16:57
CISADM,CI_PER_REL_TYPE_L,,CISTS_01,N,NO,2,4,34,2026-01-23 02:18:52
CISADM,CI_PEVT_DST_DTL,,CISTS_01,N,NO,0,0,0,2026-01-07 21:30:53
CISADM,CI_PEVT_DTL_ST,,CISTS_01,N,NO,0,0,0,2026-01-07 21:30:53
CISADM,CI_PFRELTY_PFTY,,CISTS_01,N,NO,0,0,0,2026-01-07 21:30:53
CISADM,CI_PHONE_TYPE,,CISTS_01,N,NO,4,4,34,2026-01-24 22:15:05
CISADM,CI_PHONE_TYPE_L,,CISTS_01,N,NO,4,4,33,2026-01-24 22:15:05
CISADM,CI_PKG,,CISTS_01,N,NO,4,4,30,2026-01-07 21:30:53
CISADM,CI_PKG_CRT,,CISTS_01,N,NO,4,4,80,2026-01-07 21:30:53
CISADM,CI_PKG_CRT_GRP,,CISTS_01,N,NO,4,4,30,2026-01-07 21:30:54
CISADM,CI_PKG_CRT_GRP_L,,CISTS_01,N,NO,4,4,93,2026-01-07 21:30:54
CISADM,CI_PKG_FLD_OVRD,,CISTS_01,N,NO,0,0,0,2026-01-07 21:30:54
CISADM,CI_PKG_FLD_OVRD_L,,CISTS_01,N,NO,0,0,0,2026-01-07 21:30:54
CISADM,CI_PKG_INSTR,,CISTS_01,N,NO,0,0,0,2026-01-07 21:30:54
CISADM,CI_PKG_INSTR_L,,CISTS_01,N,NO,0,0,0,2026-01-07 21:30:54
CISADM,CI_PKG_K,,,N,NO,4,,16,2026-01-07 21:30:54
CISADM,CI_PKG_L,,CISTS_01,N,NO,4,4,51,2026-01-07 21:30:54
CISADM,CI_PKG_SA_TYPE,,CISTS_01,N,NO,0,0,0,2026-01-07 21:30:54
CISADM,CI_PORTAL,,CISTS_01,N,NO,1153,25,42,2026-01-09 02:12:42
CISADM,CI_PORTAL_L,,CISTS_01,N,NO,1153,16,47,2026-01-09 02:12:33
CISADM,CI_PORTAL_OPT,,CISTS_01,N,NO,1742,24,39,2026-01-09 02:12:41
CISADM,CI_PORTAL_ZONE,,CISTS_01,N,NO,2518,70,67,2026-01-09 02:12:46
CISADM,CI_POST_DFLT,,CISTS_01,N,NO,1,4,86,2026-02-13 02:16:57
CISADM,CI_PP,,CISTS_01,N,NO,6764,384,148,2026-02-13 02:17:01
CISADM,CI_PP_K,,,N,NO,6763,,16,2026-01-07 21:30:55
CISADM,CI_PP_SCHED_PAY,,CISTS_01,N,NO,8720,256,44,2026-02-04 02:18:26
CISADM,CI_PP_TYPE,,CISTS_01,N,NO,2,4,34,2026-01-09 02:12:14
CISADM,CI_PP_TYPE_L,,CISTS_01,N,NO,2,4,45,2026-01-13 02:15:05
CISADM,CI_PREM,,CISTS_01,N,NO,12149,896,235,2026-02-14 22:23:52
CISADM,CI_PREM_BKUP,,CISTS_01,N,NO,47305,3214,212,2026-01-07 21:30:55
CISADM,CI_PREM_CHAR,,CISTS_01,N,NO,65670,640,62,2026-02-12 02:14:26
CISADM,CI_PREM_CHAR_1116,,CISTS_01,N,NO,89820,925,67,2026-01-07 21:30:56
CISADM,CI_PREM_CHAR_BK_1021,,CISTS_01,N,NO,47960,984,71,2026-01-07 21:30:56
CISADM,CI_PREM_CHAR_BK_1030,,CISTS_01,N,NO,47957,523,71,2026-01-07 21:30:56
CISADM,CI_PREM_CHAR_TMP,,CISTS_01,N,NO,37779,297,49,2026-01-07 21:30:57
CISADM,CI_PREM_GEO,,CISTS_01,N,NO,23299,241,38,2026-01-16 02:05:38
CISADM,CI_PREM_K,,,N,NO,12139,,16,2026-01-07 21:30:57
CISADM,CI_PREM_TYPE,,CISTS_01,N,NO,10,4,17,2026-01-16 02:05:29
CISADM,CI_PREM_TYPE_L,,CISTS_01,N,NO,10,4,31,2026-01-10 22:18:28
CISADM,CI_PRM_ALT_ADDR,,CISTS_01,N,NO,0,0,0,2026-01-07 21:30:57
CISADM,CI_PRM_ALT_ADDR_K,,,N,NO,0,,0,2026-01-07 21:30:57
CISADM,CI_PROP_DCL_RSN,,CISTS_01,N,NO,0,0,0,2026-01-07 21:30:57
CISADM,CI_PROP_DCL_RSN_L,,CISTS_01,N,NO,0,0,0,2026-01-07 21:30:57
CISADM,CI_PROTOCOL,,CISTS_01,N,NO,0,0,0,2026-01-07 21:30:57
CISADM,CI_PROTOCOL_L,,CISTS_01,N,NO,0,0,0,2026-01-07 21:30:57
CISADM,CI_QTE_RTE_TYPE,,CISTS_01,N,NO,0,0,0,2026-01-07 21:30:57
CISADM,CI_QTE_RTE_TYPE_L,,CISTS_01,N,NO,0,0,0,2026-01-07 21:30:58
CISADM,CI_QUOTE,,CISTS_01,N,NO,0,0,0,2026-01-07 21:30:58
