OWNER,TABLE_NAME,PARTITION_NAME,OBJECT_TYPE,NUM_ROWS,BLOCKS,AVG_ROW_LEN,SAMPLE_SIZE,LAST_ANALYZED,STALE_STATS,GLOBAL_STATS,USER_STATS
CISADM,ACCT_CUSTOMER_RPT_CURR,,TABLE,1049,73,448,1049,2026-06-06 05:00:17,NO,YES,NO
CISADM,BILLABLE_CHARGE_RPT_CURR,,TABLE,18127,496,166,18127,2026-06-06 05:00:18,NO,YES,NO
CISADM,BSEG_BILLED_USAGE_RPT_CURR,,TABLE,166078,11117,443,166078,2026-05-23 05:00:35,NO,YES,NO
CISADM,BSEG_SQ_USAGE_RPT_CURR,,TABLE,189885,11117,383,189885,2026-06-07 13:00:24,NO,YES,NO
CISADM,C0_INSTALLATION,,TABLE,1,4,229,1,2026-02-05 05:00:09,NO,YES,NO
CISADM,C1_BI_FTGL_MONTHLY_A,,TABLE,3246,92,113,3246,2026-05-12 05:00:13,NO,YES,NO
CISADM,C1_BI_FT_MONTHLY_A,,TABLE,1658,75,77,1658,2026-05-12 05:00:13,NO,YES,NO
CISADM,C1_BI_SA_SNAPSHOT,,TABLE,4296,65,97,4296,2026-05-12 05:00:13,NO,YES,NO
CISADM,C1_CALC_GRP,,TABLE,203,8,52,203,2026-02-04 05:00:40,NO,YES,NO
CISADM,C1_CALC_GRP_CHAR,,TABLE,0,0,0,0,2026-02-03 17:44:28,NO,YES,NO
CISADM,C1_CALC_GRP_L,,TABLE,406,16,67,406,2026-02-03 17:44:28,NO,YES,NO
CISADM,C1_CALC_RULE,,TABLE,604,256,1970,604,2026-02-03 17:44:28,NO,YES,NO
CISADM,C1_CALC_RULE_CHAR,,TABLE,367,16,76,367,2026-02-03 17:44:28,NO,YES,NO
CISADM,C1_CALC_RULE_CRT,,TABLE,238,20,452,238,2026-02-04 05:00:44,NO,YES,NO
CISADM,C1_CALC_RULE_CRT_CHAR,,TABLE,0,0,0,0,2026-02-03 17:44:28,NO,YES,NO
CISADM,C1_CALC_RULE_CRT_L,,TABLE,476,16,80,476,2026-02-03 17:44:28,NO,YES,NO
CISADM,C1_CALC_RULE_L,,TABLE,1304,31,107,1304,2026-02-03 17:44:28,NO,YES,NO
CISADM,C1_CALC_RULE_MBR_CAT,,TABLE,431,8,49,431,2026-02-03 17:44:28,NO,YES,NO
CISADM,C1_CALC_RULE_TRGT_CAT,,TABLE,1,5,39,1,2026-02-03 17:44:28,NO,YES,NO
CISADM,C1_CC_IDENTIFIER,,TABLE,0,0,0,0,2026-02-03 17:44:29,NO,YES,NO
CISADM,C1_CC_LOG,,TABLE,62,5,55,62,2026-05-12 05:00:12,NO,YES,NO
CISADM,C1_CC_LOG_PARM,,TABLE,0,0,0,0,2026-02-03 17:44:29,NO,YES,NO
CISADM,C1_CIS_DIV_RTYP,,TABLE,0,0,0,0,2026-02-03 17:44:29,NO,YES,NO
CISADM,C1_CIS_DIV_SEQ_CHAR,,TABLE,0,0,0,0,2026-02-03 17:44:29,NO,YES,NO
CISADM,C1_CL_CAT_TYPE,,TABLE,5,4,43,5,2026-02-04 05:00:41,NO,YES,NO
CISADM,C1_CL_CAT_TYPE_CHAR,,TABLE,0,0,0,0,2026-02-03 17:44:29,NO,YES,NO
CISADM,C1_CL_CAT_TYPE_L,,TABLE,10,8,244,10,2026-02-03 17:44:29,NO,YES,NO
CISADM,C1_CL_CAT_VAL,,TABLE,24,4,17,24,2026-02-03 17:44:29,NO,YES,NO
CISADM,C1_CL_CAT_VAL_L,,TABLE,48,8,37,48,2026-02-03 17:44:29,NO,YES,NO
CISADM,C1_COMM_RTE_TYPE,,TABLE,7,8,73,7,2026-03-20 05:00:10,NO,YES,NO
CISADM,C1_COMM_RTE_TYPE_CHAR,,TABLE,0,0,0,0,2026-02-03 17:44:29,NO,YES,NO
CISADM,C1_COMM_RTE_TYPE_DVTYP,,TABLE,3,4,21,3,2026-02-03 17:44:29,NO,YES,NO
CISADM,C1_COMM_RTE_TYPE_L,,TABLE,14,8,30,14,2026-02-03 17:44:29,NO,YES,NO
CISADM,C1_CONT,,TABLE,0,0,0,0,2026-02-03 17:44:29,NO,YES,NO
CISADM,C1_CONT_CHAR,,TABLE,0,0,0,0,2026-02-03 17:44:29,NO,YES,NO
CISADM,C1_CONT_ID,,TABLE,0,0,0,0,2026-02-03 17:44:29,NO,YES,NO
CISADM,C1_CONT_K,,TABLE,0,,0,0,2026-02-03 17:44:29,NO,YES,NO
CISADM,C1_CONT_LOG,,TABLE,0,0,0,0,2026-02-03 17:44:29,NO,YES,NO
CISADM,C1_CONT_LOG_PARM,,TABLE,0,0,0,0,2026-02-03 17:44:29,NO,YES,NO
CISADM,C1_CONT_MS,,TABLE,0,0,0,0,2026-02-03 17:44:29,NO,YES,NO
CISADM,C1_CONT_MS_PROD,,TABLE,0,0,0,0,2026-02-03 17:44:29,NO,YES,NO
CISADM,C1_CONT_MS_TYPE,,TABLE,0,0,0,0,2026-02-03 17:44:29,NO,YES,NO
CISADM,C1_CONT_MS_TYPE_CHAR,,TABLE,0,0,0,0,2026-02-03 17:44:29,NO,YES,NO
CISADM,C1_CONT_MS_TYPE_L,,TABLE,0,0,0,0,2026-02-03 17:44:29,NO,YES,NO
CISADM,C1_CONT_PROD,,TABLE,0,0,0,0,2026-02-03 17:44:29,NO,YES,NO
CISADM,C1_CONT_PROD_CHAR,,TABLE,0,0,0,0,2026-02-03 17:44:29,NO,YES,NO
CISADM,C1_CONT_PROD_K,,TABLE,0,,0,0,2026-02-03 17:44:29,NO,YES,NO
CISADM,C1_CONT_RULE,,TABLE,0,0,0,0,2026-02-03 17:44:29,NO,YES,NO
CISADM,C1_CONT_RULE_CHAR,,TABLE,0,0,0,0,2026-02-03 17:44:29,NO,YES,NO
CISADM,C1_CONT_RULE_L,,TABLE,0,0,0,0,2026-02-03 17:44:29,NO,YES,NO
CISADM,C1_CONT_TYPE,,TABLE,0,0,0,0,2026-02-03 17:44:29,NO,YES,NO
CISADM,C1_CONT_TYPE_CHAR,,TABLE,0,0,0,0,2026-02-03 17:44:29,NO,YES,NO
CISADM,C1_CONT_TYPE_L,,TABLE,0,0,0,0,2026-02-03 17:44:29,NO,YES,NO
CISADM,C1_CONT_TYPE_VALID_PROD,,TABLE,0,0,0,0,2026-02-03 17:44:29,NO,YES,NO
CISADM,C1_CS_REQ,,TABLE,2912,128,265,2912,2026-05-12 05:00:14,NO,YES,NO
CISADM,C1_CS_REQ_ACCT,,TABLE,2298,120,299,2298,2026-05-12 05:00:14,NO,YES,NO
CISADM,C1_CS_REQ_ACCT_ALERT,,TABLE,318,8,41,318,2026-05-12 05:00:12,NO,YES,NO
CISADM,C1_CS_REQ_ACCT_APAY,,TABLE,1,5,85,1,2026-05-12 05:00:12,NO,YES,NO
CISADM,C1_CS_REQ_ACCT_CHAR,,TABLE,967,16,57,967,2026-02-03 17:44:30,NO,YES,NO
CISADM,C1_CS_REQ_ACCT_K,,TABLE,2293,,20,2293,2026-02-03 17:44:30,NO,YES,NO
CISADM,C1_CS_REQ_ACCT_LOG,,TABLE,8634,256,66,8634,2026-05-12 05:00:15,NO,YES,NO
CISADM,C1_CS_REQ_ACCT_LOG_PARM,,TABLE,8614,104,39,8614,2026-02-03 17:44:30,NO,YES,NO
CISADM,C1_CS_REQ_ACCT_MSG,,TABLE,18,4,29,18,2026-02-03 17:44:30,NO,YES,NO
CISADM,C1_CS_REQ_ACCT_MSG_PARM,,TABLE,36,4,31,36,2026-02-03 17:44:30,NO,YES,NO
CISADM,C1_CS_REQ_ACCT_NCD,,TABLE,0,0,0,0,2026-02-03 17:44:30,NO,YES,NO
CISADM,C1_CS_REQ_ACCT_PER,,TABLE,2294,48,90,2294,2026-02-03 17:44:30,NO,YES,NO
CISADM,C1_CS_REQ_ACCT_PER_ADDR,,TABLE,651,16,80,651,2026-02-03 17:44:30,NO,YES,NO
CISADM,C1_CS_REQ_ACCT_PER_K,,TABLE,2294,,20,2294,2026-02-03 17:44:30,NO,YES,NO
CISADM,C1_CS_REQ_CHAR,,TABLE,0,0,0,0,2026-02-03 17:44:30,NO,YES,NO
CISADM,C1_CS_REQ_CONT,,TABLE,0,0,0,0,2026-02-03 17:44:30,NO,YES,NO
CISADM,C1_CS_REQ_CONT_CHAR,,TABLE,0,0,0,0,2026-02-03 17:44:30,NO,YES,NO
CISADM,C1_CS_REQ_CONT_ID,,TABLE,0,0,0,0,2026-02-03 17:44:30,NO,YES,NO
CISADM,C1_CS_REQ_CONT_K,,TABLE,0,,0,0,2026-02-03 17:44:30,NO,YES,NO
CISADM,C1_CS_REQ_CONT_LOG,,TABLE,0,0,0,0,2026-02-03 17:44:30,NO,YES,NO
CISADM,C1_CS_REQ_CONT_LOG_PARM,,TABLE,0,0,0,0,2026-02-03 17:44:30,NO,YES,NO
CISADM,C1_CS_REQ_CONT_MS,,TABLE,0,0,0,0,2026-02-03 17:44:30,NO,YES,NO
CISADM,C1_CS_REQ_CONT_MS_PROD,,TABLE,0,0,0,0,2026-02-03 17:44:31,NO,YES,NO
CISADM,C1_CS_REQ_CONT_PROD,,TABLE,0,0,0,0,2026-02-03 17:44:31,NO,YES,NO
CISADM,C1_CS_REQ_CONT_PROD_CHAR,,TABLE,0,0,0,0,2026-02-03 17:44:31,NO,YES,NO
CISADM,C1_CS_REQ_CONT_PROD_K,,TABLE,0,,0,0,2026-02-03 17:44:31,NO,YES,NO
CISADM,C1_CS_REQ_CONT_PROD_LOG,,TABLE,0,0,0,0,2026-02-03 17:44:31,NO,YES,NO
CISADM,C1_CS_REQ_CONT_PROD_LOG_PARM,,TABLE,0,0,0,0,2026-02-03 17:44:31,NO,YES,NO
CISADM,C1_CS_REQ_K,,TABLE,2893,,20,2893,2026-02-03 17:44:31,NO,YES,NO
CISADM,C1_CS_REQ_LOG,,TABLE,24373,512,71,24373,2026-05-12 05:00:15,NO,YES,NO
CISADM,C1_CS_REQ_LOG_PARM,,TABLE,36858,512,38,36858,2026-02-03 17:44:31,NO,YES,NO
CISADM,C1_CS_REQ_PER,,TABLE,2041,256,465,2041,2026-05-12 05:00:15,NO,YES,NO
CISADM,C1_CS_REQ_PER_ADDR_SEAS,,TABLE,0,0,0,0,2026-02-03 17:44:31,NO,YES,NO
CISADM,C1_CS_REQ_PER_CHAR,,TABLE,4695,56,58,4695,2026-02-03 17:44:31,NO,YES,NO
CISADM,C1_CS_REQ_PER_CONTDET,,TABLE,4174,64,79,4174,2026-02-03 17:44:32,NO,YES,NO
CISADM,C1_CS_REQ_PER_ID,,TABLE,3459,40,45,3459,2026-02-03 17:44:32,NO,YES,NO
CISADM,C1_CS_REQ_PER_K,,TABLE,2036,,20,2036,2026-02-03 17:44:32,NO,YES,NO
CISADM,C1_CS_REQ_PER_LOG,,TABLE,7131,128,66,7131,2026-05-23 05:00:30,NO,YES,NO
CISADM,C1_CS_REQ_PER_LOG_PARM,,TABLE,7111,87,38,7111,2026-02-03 17:44:32,NO,YES,NO
CISADM,C1_CS_REQ_PER_NAME,,TABLE,2036,32,63,2036,2026-02-03 17:44:32,NO,YES,NO
CISADM,C1_CS_REQ_PER_PER,,TABLE,0,0,0,0,2026-02-03 17:44:32,NO,YES,NO
CISADM,C1_CS_REQ_PREM,,TABLE,2018,112,326,2018,2026-05-12 05:00:13,NO,YES,NO
CISADM,C1_CS_REQ_PREM_ALT_ADDR,,TABLE,0,0,0,0,2026-02-03 17:44:32,NO,YES,NO
CISADM,C1_CS_REQ_PREM_CHAR,,TABLE,10670,112,52,10670,2026-02-03 17:44:32,NO,YES,NO
CISADM,C1_CS_REQ_PREM_GEO,,TABLE,2982,32,43,2982,2026-02-03 17:44:33,NO,YES,NO
CISADM,C1_CS_REQ_PREM_K,,TABLE,2015,,20,2015,2026-02-03 17:44:33,NO,YES,NO
CISADM,C1_CS_REQ_PREM_LOG,,TABLE,2218,48,66,2218,2026-05-12 05:00:13,NO,YES,NO
CISADM,C1_CS_REQ_PREM_LOG_PARM,,TABLE,2215,32,33,2215,2026-02-03 17:44:33,NO,YES,NO
CISADM,C1_CS_REQ_REL_OBJ,,TABLE,8360,256,50,8360,2026-02-03 17:44:33,NO,YES,NO
CISADM,C1_CS_REQ_SA,,TABLE,7004,384,255,7004,2026-05-12 05:00:15,NO,YES,NO
CISADM,C1_CS_REQ_SA_CHAR,,TABLE,0,0,0,0,2026-02-03 17:44:34,NO,YES,NO
CISADM,C1_CS_REQ_SA_CONTERM,,TABLE,0,0,0,0,2026-02-03 17:44:34,NO,YES,NO
CISADM,C1_CS_REQ_SA_CONT_QTY,,TABLE,0,0,0,0,2026-02-03 17:44:34,NO,YES,NO
CISADM,C1_CS_REQ_SA_COP,,TABLE,0,0,0,0,2026-02-03 17:44:34,NO,YES,NO
CISADM,C1_CS_REQ_SA_COP_OVRD,,TABLE,0,0,0,0,2026-02-03 17:44:34,NO,YES,NO
CISADM,C1_CS_REQ_SA_K,,TABLE,6988,,20,6988,2026-02-03 17:44:34,NO,YES,NO
CISADM,C1_CS_REQ_SA_LOG,,TABLE,14008,256,66,14008,2026-05-12 05:00:14,NO,YES,NO
CISADM,C1_CS_REQ_SA_LOG_PARM,,TABLE,13976,256,33,13976,2026-02-03 17:44:34,NO,YES,NO
CISADM,C1_CS_REQ_SA_MSG,,TABLE,0,0,0,0,2026-02-03 17:44:34,NO,YES,NO
CISADM,C1_CS_REQ_SA_RCHG,,TABLE,4490,48,24,4490,2026-02-03 17:44:34,NO,YES,NO
CISADM,C1_CS_REQ_SA_RS,,TABLE,0,0,0,0,2026-02-03 17:44:34,NO,YES,NO
CISADM,C1_CS_REQ_SA_SP,,TABLE,3307,64,50,3307,2026-05-12 05:00:13,NO,YES,NO
CISADM,C1_CS_REQ_SA_SP_CHAR,,TABLE,0,0,0,0,2026-02-03 17:44:34,NO,YES,NO
CISADM,C1_CS_REQ_SA_SP_FA,,TABLE,0,0,0,0,2026-02-03 17:44:34,NO,YES,NO
CISADM,C1_CS_REQ_SA_SP_K,,TABLE,3299,,20,3299,2026-02-03 17:44:34,NO,YES,NO
CISADM,C1_CS_REQ_SA_TOU_CONT_VAL,,TABLE,0,0,0,0,2026-02-03 17:44:34,NO,YES,NO
CISADM,C1_CS_REQ_SVC_LOC,,TABLE,0,0,0,0,2026-02-03 17:44:34,NO,YES,NO
CISADM,C1_CS_REQ_SVC_LOC_CHAR,,TABLE,0,0,0,0,2026-02-03 17:44:34,NO,YES,NO
CISADM,C1_CS_REQ_SVC_LOC_CONT_PROD,,TABLE,0,0,0,0,2026-02-03 17:44:34,NO,YES,NO
CISADM,C1_CS_REQ_SVC_LOC_K,,TABLE,0,,0,0,2026-02-03 17:44:34,NO,YES,NO
CISADM,C1_CS_REQ_SVC_LOC_LOG,,TABLE,0,0,0,0,2026-02-03 17:44:34,NO,YES,NO
CISADM,C1_CS_REQ_SVC_LOC_LOG_PARM,,TABLE,0,0,0,0,2026-02-03 17:44:34,NO,YES,NO
CISADM,C1_CS_REQ_TYPE,,TABLE,3,4,574,3,2026-02-04 05:00:40,NO,YES,NO
CISADM,C1_CS_REQ_TYPE_ALG,,TABLE,4,4,39,4,2026-02-03 17:44:35,NO,YES,NO
CISADM,C1_CS_REQ_TYPE_ALG_CUST_CL,,TABLE,8,4,49,8,2026-02-03 17:44:35,NO,YES,NO
CISADM,C1_CS_REQ_TYPE_ALG_PER_BUS,,TABLE,2,8,41,2,2026-02-03 17:44:35,NO,YES,NO
CISADM,C1_CS_REQ_TYPE_CHAR,,TABLE,0,0,0,0,2026-02-03 17:44:35,NO,YES,NO
CISADM,C1_CS_REQ_TYPE_CUST_CL,,TABLE,4,4,391,4,2026-02-03 17:44:35,NO,YES,NO
CISADM,C1_CS_REQ_TYPE_L,,TABLE,6,8,37,6,2026-02-03 17:44:35,NO,YES,NO
CISADM,C1_CS_REQ_TYPE_PER_BUS,,TABLE,6,4,406,6,2026-02-03 17:44:35,NO,YES,NO
CISADM,C1_CS_REQ_TYPE_QSTN_RELOBJ,,TABLE,0,0,0,0,2026-02-03 17:44:35,NO,YES,NO
CISADM,C1_CS_REQ_TYPE_QUESTION,,TABLE,0,0,0,0,2026-02-03 17:44:35,NO,YES,NO
CISADM,C1_CS_REQ_TYPE_QUESTION_REL,,TABLE,0,0,0,0,2026-02-03 17:44:35,NO,YES,NO
CISADM,C1_CS_REQ_TYPE_REL_UPD,,TABLE,0,0,0,0,2026-02-03 17:44:35,NO,YES,NO
CISADM,C1_CS_REQ_TYPE_SVC_CRIT,,TABLE,0,0,0,0,2026-02-03 17:44:35,NO,YES,NO
CISADM,C1_CS_REQ_TYPE_SVC_CRIT_ALG,,TABLE,0,0,0,0,2026-02-03 17:44:35,NO,YES,NO
CISADM,C1_CS_REQ_TYPE_SVC_CRIT_L,,TABLE,0,0,0,0,2026-02-03 17:44:35,NO,YES,NO
CISADM,C1_CS_REQ_TYPE_SVC_CRIT_SATY,,TABLE,0,0,0,0,2026-02-03 17:44:35,NO,YES,NO
CISADM,C1_CS_REQ_TYPE_SVC_CRIT_STOP,,TABLE,0,0,0,0,2026-02-03 17:44:35,NO,YES,NO
CISADM,C1_CS_REQ_TYPE_SVC_LOC_BO,,TABLE,0,0,0,0,2026-02-03 17:44:35,NO,YES,NO
CISADM,C1_CUST_REL_REQ,,TABLE,0,0,0,0,2026-02-03 17:44:35,NO,YES,NO
CISADM,C1_CUST_REL_REQ_CHAR,,TABLE,0,0,0,0,2026-02-03 17:44:35,NO,YES,NO
CISADM,C1_CUST_REL_REQ_K,,TABLE,0,,0,0,2026-02-03 17:44:35,NO,YES,NO
CISADM,C1_CUST_REL_REQ_LOG,,TABLE,0,0,0,0,2026-02-03 17:44:35,NO,YES,NO
CISADM,C1_CUST_REL_REQ_LOG_PARM,,TABLE,0,0,0,0,2026-02-03 17:44:35,NO,YES,NO
CISADM,C1_CUST_REL_REQ_REL_OBJ,,TABLE,0,0,0,0,2026-02-03 17:44:35,NO,YES,NO
CISADM,C1_CUST_REL_REQ_TYPE,,TABLE,0,0,0,0,2026-02-03 17:44:35,NO,YES,NO
CISADM,C1_CUST_REL_REQ_TYPE_CHAR,,TABLE,0,0,0,0,2026-02-03 17:44:35,NO,YES,NO
CISADM,C1_CUST_REL_REQ_TYPE_L,,TABLE,0,0,0,0,2026-02-03 17:44:35,NO,YES,NO
CISADM,C1_ENRL_CONTDET,,TABLE,13,5,82,13,2026-05-06 05:00:07,NO,YES,NO
CISADM,C1_ENRL_CONTDET_K,,TABLE,15,,16,15,2026-05-06 05:00:07,NO,YES,NO
CISADM,C1_INITIATIVE,,TABLE,0,0,0,0,2026-02-03 17:44:35,NO,YES,NO
CISADM,C1_INITIATIVE_CHAR,,TABLE,0,0,0,0,2026-02-03 17:44:35,NO,YES,NO
CISADM,C1_INITIATIVE_CRITERIA,,TABLE,0,0,0,0,2026-02-03 17:44:35,NO,YES,NO
CISADM,C1_INITIATIVE_CRITERIA_CHAR,,TABLE,0,0,0,0,2026-02-03 17:44:35,NO,YES,NO
CISADM,C1_INITIATIVE_CRITERIA_L,,TABLE,0,0,0,0,2026-02-03 17:44:35,NO,YES,NO
CISADM,C1_INITIATIVE_L,,TABLE,0,0,0,0,2026-02-03 17:44:35,NO,YES,NO
CISADM,C1_INITIATIVE_LEAD_DEFN,,TABLE,0,0,0,0,2026-02-03 17:44:35,NO,YES,NO
CISADM,C1_INITIATIVE_LOG,,TABLE,0,0,0,0,2026-02-03 17:44:35,NO,YES,NO
CISADM,C1_INITIATIVE_LOG_PARM,,TABLE,0,0,0,0,2026-02-03 17:44:35,NO,YES,NO
CISADM,C1_INITIATIVE_REL_OBJ,,TABLE,0,0,0,0,2026-02-03 17:44:35,NO,YES,NO
CISADM,C1_INTV_DATA_GTT,,TABLE,,,,,,,NO,NO
CISADM,C1_ISS_CTR,,TABLE,0,0,0,0,2026-02-03 17:44:35,NO,YES,NO
CISADM,C1_ISS_CTR_CHAR,,TABLE,0,0,0,0,2026-02-03 17:44:35,NO,YES,NO
CISADM,C1_ISS_CTR_DTL,,TABLE,0,0,0,0,2026-02-03 17:44:35,NO,YES,NO
CISADM,C1_ISS_CTR_L,,TABLE,0,0,0,0,2026-02-03 17:44:35,NO,YES,NO
CISADM,C1_ISS_CTR_LOG,,TABLE,0,0,0,0,2026-02-03 17:44:35,NO,YES,NO
CISADM,C1_ISS_CTR_LOG_PARM,,TABLE,0,0,0,0,2026-02-03 17:44:35,NO,YES,NO
CISADM,C1_LEAD,,TABLE,0,0,0,0,2026-02-03 17:44:35,NO,YES,NO
CISADM,C1_LEAD_CHAR,,TABLE,0,0,0,0,2026-02-03 17:44:36,NO,YES,NO
CISADM,C1_LEAD_EVT,,TABLE,0,0,0,0,2026-02-03 17:44:36,NO,YES,NO
CISADM,C1_LEAD_EVT_CHAR,,TABLE,0,0,0,0,2026-02-03 17:44:36,NO,YES,NO
CISADM,C1_LEAD_EVT_K,,TABLE,0,,0,0,2026-02-03 17:44:36,NO,YES,NO
CISADM,C1_LEAD_EVT_LOG,,TABLE,0,0,0,0,2026-02-03 17:44:36,NO,YES,NO
CISADM,C1_LEAD_EVT_LOG_PARM,,TABLE,0,0,0,0,2026-02-03 17:44:36,NO,YES,NO
CISADM,C1_LEAD_EVT_STEP,,TABLE,0,0,0,0,2026-02-03 17:44:36,NO,YES,NO
CISADM,C1_LEAD_EVT_STEP_K,,TABLE,0,,0,0,2026-02-03 17:44:36,NO,YES,NO
CISADM,C1_LEAD_EVT_TYPE,,TABLE,0,0,0,0,2026-02-03 17:44:36,NO,YES,NO
CISADM,C1_LEAD_EVT_TYPE_CHAR,,TABLE,0,0,0,0,2026-02-03 17:44:36,NO,YES,NO
CISADM,C1_LEAD_EVT_TYPE_L,,TABLE,0,0,0,0,2026-02-03 17:44:36,NO,YES,NO
CISADM,C1_LEAD_K,,TABLE,0,,0,0,2026-02-03 17:44:36,NO,YES,NO
CISADM,C1_LEAD_LOG,,TABLE,0,0,0,0,2026-02-03 17:44:36,NO,YES,NO
CISADM,C1_LEAD_LOG_PARM,,TABLE,0,0,0,0,2026-02-03 17:44:36,NO,YES,NO
CISADM,C1_LEAD_REL_OBJ,,TABLE,0,0,0,0,2026-02-03 17:44:36,NO,YES,NO
CISADM,C1_LETY_STEP_TYPE,,TABLE,0,0,0,0,2026-02-03 17:44:36,NO,YES,NO
CISADM,C1_LETY_STEP_TYPE_L,,TABLE,0,0,0,0,2026-02-03 17:44:36,NO,YES,NO
CISADM,C1_LTR_TMPL_REC,,TABLE,150,9,250,150,2026-02-04 05:00:42,NO,YES,NO
CISADM,C1_LTR_TMPL_REC_L,,TABLE,300,8,47,300,2026-02-03 17:44:36,NO,YES,NO
CISADM,C1_MKT,,TABLE,0,0,0,0,2026-02-03 17:44:36,NO,YES,NO
CISADM,C1_MKTMSG_CHG,,TABLE,0,0,0,0,2026-02-03 17:44:36,NO,YES,NO
CISADM,C1_MKTMSG_CHG_DTL,,TABLE,0,0,0,0,2026-02-03 17:44:36,NO,YES,NO
CISADM,C1_MKTMSG_CHG_K,,TABLE,0,,0,0,2026-02-03 17:44:36,NO,YES,NO
CISADM,C1_MKTMSG_CHG_LOG,,TABLE,0,0,0,0,2026-02-03 17:44:36,NO,YES,NO
CISADM,C1_MKTMSG_CHG_LOG_PARM,,TABLE,0,0,0,0,2026-02-03 17:44:36,NO,YES,NO
CISADM,C1_MKTMSG_CHG_REL_OBJ,,TABLE,0,0,0,0,2026-02-03 17:44:36,NO,YES,NO
CISADM,C1_MKTMSG_PAY,,TABLE,0,0,0,0,2026-02-03 17:44:36,NO,YES,NO
CISADM,C1_MKTMSG_PAY_DTL,,TABLE,0,0,0,0,2026-02-03 17:44:36,NO,YES,NO
CISADM,C1_MKTMSG_PAY_K,,TABLE,0,,0,0,2026-02-03 17:44:36,NO,YES,NO
CISADM,C1_MKTMSG_PAY_LOG,,TABLE,0,0,0,0,2026-02-03 17:44:36,NO,YES,NO
CISADM,C1_MKTMSG_PAY_LOG_PARM,,TABLE,0,0,0,0,2026-02-03 17:44:36,NO,YES,NO
CISADM,C1_MKTMSG_PAY_REL_OBJ,,TABLE,0,0,0,0,2026-02-03 17:44:36,NO,YES,NO
CISADM,C1_MKTMSG_USG,,TABLE,0,0,0,0,2026-02-03 17:44:36,NO,YES,NO
CISADM,C1_MKTMSG_USG_DTL,,TABLE,0,0,0,0,2026-02-03 17:44:36,NO,YES,NO
CISADM,C1_MKTMSG_USG_K,,TABLE,0,,0,0,2026-02-03 17:44:36,NO,YES,NO
CISADM,C1_MKTMSG_USG_LOG,,TABLE,0,0,0,0,2026-02-03 17:44:36,NO,YES,NO
CISADM,C1_MKTMSG_USG_LOG_PARM,,TABLE,0,0,0,0,2026-02-03 17:44:36,NO,YES,NO
CISADM,C1_MKTMSG_USG_REL_OBJ,,TABLE,0,0,0,0,2026-02-03 17:44:36,NO,YES,NO
CISADM,C1_MKT_CHAR,,TABLE,0,0,0,0,2026-02-03 17:44:36,NO,YES,NO
CISADM,C1_MKT_FALLBACK_SPR,,TABLE,0,0,0,0,2026-02-03 17:44:36,NO,YES,NO
CISADM,C1_MKT_L,,TABLE,0,0,0,0,2026-02-03 17:44:36,NO,YES,NO
CISADM,C1_MKT_PROV_CONFIG_OPT,,TABLE,0,0,0,0,2026-02-03 17:44:36,NO,YES,NO
CISADM,C1_MKT_PROV_CONFIG_OPT_L,,TABLE,0,0,0,0,2026-02-03 17:44:36,NO,YES,NO
CISADM,C1_MKT_RP,,TABLE,0,0,0,0,2026-02-03 17:44:36,NO,YES,NO
CISADM,C1_MKT_RP_ATTR,,TABLE,0,0,0,0,2026-02-03 17:44:36,NO,YES,NO
CISADM,C1_MKT_RP_CHAR,,TABLE,0,0,0,0,2026-02-03 17:44:36,NO,YES,NO
CISADM,C1_MKT_RP_K,,TABLE,0,,0,0,2026-02-03 17:44:36,NO,YES,NO
CISADM,C1_MKT_RP_LOG,,TABLE,0,0,0,0,2026-02-03 17:44:36,NO,YES,NO
CISADM,C1_MKT_RP_LOG_PARM,,TABLE,0,0,0,0,2026-02-03 17:44:36,NO,YES,NO
CISADM,C1_MKT_RP_REL,,TABLE,0,0,0,0,2026-02-03 17:44:37,NO,YES,NO
CISADM,C1_MKT_RP_REL_OBJ,,TABLE,0,0,0,0,2026-02-03 17:44:37,NO,YES,NO
CISADM,C1_MKT_VALID_SPR,,TABLE,0,0,0,0,2026-02-03 17:44:37,NO,YES,NO
CISADM,C1_NTF_EVT_CC_CL_TYPE,,TABLE,0,0,0,0,2026-02-03 17:44:37,NO,YES,NO
CISADM,C1_NTF_EVT_TYPE,,TABLE,0,0,0,0,2026-02-03 17:44:37,NO,YES,NO
CISADM,C1_NTF_EVT_TYPE_ALG,,TABLE,0,0,0,0,2026-02-03 17:44:37,NO,YES,NO
CISADM,C1_NTF_EVT_TYPE_CHAR,,TABLE,0,0,0,0,2026-02-03 17:44:37,NO,YES,NO
CISADM,C1_NTF_PREF,,TABLE,0,0,0,0,2026-02-03 17:44:37,NO,YES,NO
CISADM,C1_NTF_PREF_CHAR,,TABLE,0,0,0,0,2026-02-03 17:44:37,NO,YES,NO
CISADM,C1_NTF_PREF_ID,,TABLE,0,0,0,0,2026-02-03 17:44:37,NO,YES,NO
CISADM,C1_NTF_PREF_K,,TABLE,0,,0,0,2026-02-03 17:44:37,NO,YES,NO
CISADM,C1_NTF_PREF_LOG,,TABLE,0,0,0,0,2026-02-03 17:44:37,NO,YES,NO
CISADM,C1_NTF_PREF_LOG_PARM,,TABLE,0,0,0,0,2026-02-03 17:44:37,NO,YES,NO
CISADM,C1_NTF_TYPE,,TABLE,8,4,77,8,2026-02-04 05:00:40,NO,YES,NO
