OWNER,TABLE_NAME,INDEX_NAME,UNIQUENESS,INDEX_TYPE,STATUS,VISIBILITY,TABLESPACE_NAME,PARTITIONED,LAST_ANALYZED
CISADM,C0_INSTALLATION,XC790P0,UNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-27 02:21:53
CISADM,C1_BI_FTGL_MONTHLY_A,C1T159P0,UNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-08 02:12:54
CISADM,C1_BI_FT_MONTHLY_A,C1T158P0,UNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-08 02:11:11
CISADM,C1_BI_SA_SNAPSHOT,C1M020P0,UNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-22 02:15:36
CISADM,C1_BI_SA_SNAPSHOT,C1M020S1,NONUNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-22 02:15:30
CISADM,C1_BI_SA_SNAPSHOT,C1M020S2,NONUNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-22 02:15:40
CISADM,C1_BI_SA_SNAPSHOT,C1M020S3,NONUNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-22 02:15:35
CISADM,C1_BI_SA_SNAPSHOT,C1M020S4,NONUNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-22 02:15:26
CISADM,C1_CALC_GRP,C1C012P0,UNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-02-11 02:19:09
CISADM,C1_CALC_GRP,C1C012S1,NONUNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-02-11 02:19:09
CISADM,C1_CALC_GRP_CHAR,C1C011P0,UNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-08 02:26:43
CISADM,C1_CALC_GRP_CHAR,C1C011S1,NONUNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-08 02:26:43
CISADM,C1_CALC_GRP_L,C1C013P0,UNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-02-11 02:19:09
CISADM,C1_CALC_RULE,C1C016P0,UNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-02-11 02:19:04
CISADM,C1_CALC_RULE,C1C016S1,NONUNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-02-11 02:19:04
CISADM,C1_CALC_RULE_CHAR,C1C022P0,UNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-02-11 02:18:57
CISADM,C1_CALC_RULE_CHAR,C1C022S1,NONUNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-02-11 02:18:57
CISADM,C1_CALC_RULE_CRT,C1C023P0,UNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-02-19 02:25:55
CISADM,C1_CALC_RULE_CRT,C1C023S1,NONUNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-02-19 02:25:55
CISADM,C1_CALC_RULE_CRT_CHAR,C1C025P0,UNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-08 02:25:54
CISADM,C1_CALC_RULE_CRT_CHAR,C1C025S1,NONUNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-08 02:25:54
CISADM,C1_CALC_RULE_CRT_L,C1C024P0,UNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-02-11 02:18:51
CISADM,C1_CALC_RULE_L,C1C021P0,UNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-02-11 02:19:41
CISADM,C1_CALC_RULE_MBR_CAT,C1C017P0,UNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-02-11 02:19:10
CISADM,C1_CALC_RULE_TRGT_CAT,C1C020P0,UNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-08 02:26:21
CISADM,C1_CIS_DIV_RTYP,C1C005P0,UNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-08 02:26:36
CISADM,C1_CIS_DIV_SEQ_CHAR,C1C006P0,UNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-08 02:26:43
CISADM,C1_CIS_DIV_SEQ_CHAR,C1C006S1,NONUNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-08 02:26:42
CISADM,C1_CL_CAT_TYPE,C1C026P0,UNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-28 02:15:05
CISADM,C1_CL_CAT_TYPE,C1C026S1,NONUNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-28 02:15:05
CISADM,C1_CL_CAT_TYPE_CHAR,C1C028P0,UNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-08 02:26:41
CISADM,C1_CL_CAT_TYPE_CHAR,C1C028S1,NONUNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-08 02:26:41
CISADM,C1_CL_CAT_TYPE_L,C1C027P0,UNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-28 02:15:05
CISADM,C1_CL_CAT_VAL,C1C029P0,UNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-28 02:15:05
CISADM,C1_CL_CAT_VAL_L,C1C030P0,UNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-28 02:15:05
CISADM,C1_COMM_RTE_TYPE,C1C077P0,UNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-16 02:05:29
CISADM,C1_COMM_RTE_TYPE,C1C077S1,NONUNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-16 02:05:29
CISADM,C1_COMM_RTE_TYPE_CHAR,C1C076P0,UNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-08 02:26:22
CISADM,C1_COMM_RTE_TYPE_CHAR,C1C076S1,NONUNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-08 02:26:22
CISADM,C1_COMM_RTE_TYPE_DVTYP,C1C066P0,UNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-09 02:12:15
CISADM,C1_COMM_RTE_TYPE_L,C1C065P0,UNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-09 02:12:16
CISADM,C1_CONT,C1M017P0,UNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-08 02:09:09
CISADM,C1_CONT,C1M017S1,NONUNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-08 02:09:08
CISADM,C1_CONT,C1M017S2,NONUNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-08 02:09:09
CISADM,C1_CONT_CHAR,C1T029P0,UNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-08 02:09:07
CISADM,C1_CONT_CHAR,C1T029S1,NONUNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-08 02:09:07
CISADM,C1_CONT_ID,C1T028P0,UNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-08 02:13:20
CISADM,C1_CONT_ID,C1T028S1,NONUNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-08 02:13:20
CISADM,C1_CONT_K,C1M019P0,UNIQUE,IOT - TOP,VALID,VISIBLE,CISTS_01,NO,2026-01-07 21:28:54
CISADM,C1_CONT_LOG,C1T034P0,UNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-08 02:15:55
CISADM,C1_CONT_LOG,C1T034S1,NONUNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-08 02:15:55
CISADM,C1_CONT_LOG,C1T034S2,NONUNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-08 02:15:55
CISADM,C1_CONT_LOG_PARM,C1T035P0,UNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-08 02:12:40
CISADM,C1_CONT_MS,C1T030P0,UNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-08 02:10:53
CISADM,C1_CONT_MS,C1T030S1,NONUNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-08 02:10:53
CISADM,C1_CONT_MS,C1T030S2,NONUNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-08 02:10:53
CISADM,C1_CONT_MS_PROD,C1T031P0,UNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-08 02:09:08
CISADM,C1_CONT_MS_PROD,C1T031S1,NONUNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-08 02:09:08
CISADM,C1_CONT_MS_PROD,C1T031S2,NONUNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-08 02:09:08
CISADM,C1_CONT_MS_TYPE,C1C097P0,UNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-08 02:26:28
CISADM,C1_CONT_MS_TYPE,C1C097S1,NONUNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-08 02:26:28
CISADM,C1_CONT_MS_TYPE_CHAR,C1C099P0,UNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-08 02:25:55
CISADM,C1_CONT_MS_TYPE_CHAR,C1C099S1,NONUNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-08 02:25:55
CISADM,C1_CONT_MS_TYPE_L,C1C098P0,UNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-08 02:25:50
CISADM,C1_CONT_PROD,C1T032P0,UNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-08 02:09:05
CISADM,C1_CONT_PROD,C1T032S1,NONUNIQUE,FUNCTION-BASED DOMAIN,VALID,VISIBLE,,NO,2026-01-07 21:28:55
CISADM,C1_CONT_PROD,C1T032S2,NONUNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-08 02:09:06
CISADM,C1_CONT_PROD,C1T032S3,NONUNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-08 02:09:05
CISADM,C1_CONT_PROD,C1T032S4,NONUNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-08 02:09:05
CISADM,C1_CONT_PROD_CHAR,C1T033P0,UNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-08 02:09:42
CISADM,C1_CONT_PROD_CHAR,C1T033S1,NONUNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-08 02:09:42
CISADM,C1_CONT_PROD_K,C1T122P0,UNIQUE,IOT - TOP,VALID,VISIBLE,CISTS_01,NO,2026-01-07 21:28:55
CISADM,C1_CONT_RULE,C1C113P0,UNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-08 02:25:58
CISADM,C1_CONT_RULE,C1C113S1,NONUNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-08 02:25:58
CISADM,C1_CONT_RULE_CHAR,C1C115P0,UNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-08 02:26:43
CISADM,C1_CONT_RULE_CHAR,C1C115S1,NONUNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-08 02:26:43
CISADM,C1_CONT_RULE_L,C1C116P0,UNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-08 02:26:12
CISADM,C1_CONT_TYPE,C1C093P0,UNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-08 02:26:42
CISADM,C1_CONT_TYPE,C1C093S1,NONUNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-08 02:26:41
CISADM,C1_CONT_TYPE,C1C093S2,NONUNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-08 02:26:42
CISADM,C1_CONT_TYPE_CHAR,C1C095P0,UNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-08 02:25:58
CISADM,C1_CONT_TYPE_CHAR,C1C095S1,NONUNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-08 02:25:58
CISADM,C1_CONT_TYPE_L,C1C096P0,UNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-08 02:25:51
CISADM,C1_CONT_TYPE_VALID_PROD,C1C094P0,UNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-08 02:26:39
CISADM,C1_CS_REQ,C1T043P0,UNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-16 02:05:50
CISADM,C1_CS_REQ,C1T043S1,NONUNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-16 02:05:50
CISADM,C1_CS_REQ,C1T043S2,NONUNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-16 02:05:50
CISADM,C1_CS_REQ,C1T043S3,NONUNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-16 02:05:50
CISADM,C1_CS_REQ,C1T043S4,NONUNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-16 02:05:50
CISADM,C1_CS_REQ,C1T043S5,NONUNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-16 02:05:50
CISADM,C1_CS_REQ,C1T043S6,NONUNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-16 02:05:50
CISADM,C1_CS_REQ_ACCT,C1T079P0,UNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-16 02:05:57
CISADM,C1_CS_REQ_ACCT,C1T079S1,NONUNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-16 02:05:57
CISADM,C1_CS_REQ_ACCT,C1T079S2,NONUNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-16 02:05:57
CISADM,C1_CS_REQ_ACCT,C1T079S3,NONUNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-16 02:05:57
CISADM,C1_CS_REQ_ACCT,C1T079S4,NONUNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-16 02:05:57
CISADM,C1_CS_REQ_ACCT,C1T079S5,NONUNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-16 02:05:57
CISADM,C1_CS_REQ_ACCT_ALERT,C1T081P0,UNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-16 02:05:33
CISADM,C1_CS_REQ_ACCT_APAY,C1T082P0,UNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-08 02:11:52
CISADM,C1_CS_REQ_ACCT_CHAR,C1T083P0,UNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-16 02:05:34
CISADM,C1_CS_REQ_ACCT_CHAR,C1T083S1,NONUNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-16 02:05:34
CISADM,C1_CS_REQ_ACCT_K,C1T080P0,UNIQUE,IOT - TOP,VALID,VISIBLE,CISTS_01,NO,2026-01-08 02:18:55
CISADM,C1_CS_REQ_ACCT_LOG,C1T090P0,UNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-16 02:06:03
CISADM,C1_CS_REQ_ACCT_LOG,C1T090S1,NONUNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-16 02:06:03
CISADM,C1_CS_REQ_ACCT_LOG,C1T090S2,NONUNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-16 02:06:02
CISADM,C1_CS_REQ_ACCT_LOG_PARM,C1T091P0,UNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-16 02:05:54
CISADM,C1_CS_REQ_ACCT_MSG,C1T084P0,UNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-16 02:05:24
CISADM,C1_CS_REQ_ACCT_MSG_PARM,C1T085P0,UNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-08 02:18:30
CISADM,C1_CS_REQ_ACCT_NCD,C1T089P0,UNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-08 02:10:26
CISADM,C1_CS_REQ_ACCT_PER,C1T086P0,UNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-16 02:05:42
CISADM,C1_CS_REQ_ACCT_PER,C1T086S1,NONUNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-16 02:05:42
CISADM,C1_CS_REQ_ACCT_PER,C1T086S2,NONUNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-16 02:05:42
CISADM,C1_CS_REQ_ACCT_PER,C1T086S3,NONUNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-16 02:05:42
CISADM,C1_CS_REQ_ACCT_PER_ADDR,C1T088P0,UNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-16 02:05:34
CISADM,C1_CS_REQ_ACCT_PER_K,C1T087P0,UNIQUE,IOT - TOP,VALID,VISIBLE,CISTS_01,NO,2026-01-08 02:18:55
CISADM,C1_CS_REQ_CHAR,C1T044P0,UNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-08 02:13:27
CISADM,C1_CS_REQ_CHAR,C1T044S1,NONUNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-08 02:13:27
CISADM,C1_CS_REQ_CONT,C1T055P0,UNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-08 02:15:54
CISADM,C1_CS_REQ_CONT,C1T055S1,NONUNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-08 02:15:55
CISADM,C1_CS_REQ_CONT,C1T055S2,NONUNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-08 02:15:55
CISADM,C1_CS_REQ_CONT,C1T055S3,NONUNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-08 02:15:55
CISADM,C1_CS_REQ_CONT_CHAR,C1T058P0,UNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-08 02:15:56
CISADM,C1_CS_REQ_CONT_CHAR,C1T058S1,NONUNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-08 02:15:56
CISADM,C1_CS_REQ_CONT_ID,C1T057P0,UNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-08 02:09:52
CISADM,C1_CS_REQ_CONT_K,C1T056P0,UNIQUE,IOT - TOP,VALID,VISIBLE,CISTS_01,NO,2026-01-07 21:28:56
CISADM,C1_CS_REQ_CONT_LOG,C1T062P0,UNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-08 02:10:42
CISADM,C1_CS_REQ_CONT_LOG,C1T062S1,NONUNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-08 02:10:42
CISADM,C1_CS_REQ_CONT_LOG,C1T062S2,NONUNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-08 02:10:42
CISADM,C1_CS_REQ_CONT_LOG_PARM,C1T064P0,UNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-08 02:10:43
CISADM,C1_CS_REQ_CONT_MS,C1T059P0,UNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-08 02:10:10
CISADM,C1_CS_REQ_CONT_MS_PROD,C1T061P0,UNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-08 02:12:14
CISADM,C1_CS_REQ_CONT_MS_PROD,C1T061S1,NONUNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-08 02:12:14
CISADM,C1_CS_REQ_CONT_PROD,C1T065P0,UNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-08 02:09:17
CISADM,C1_CS_REQ_CONT_PROD,C1T065S1,NONUNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-08 02:09:17
CISADM,C1_CS_REQ_CONT_PROD,C1T065S2,NONUNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-08 02:09:17
CISADM,C1_CS_REQ_CONT_PROD,C1T065S3,NONUNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-08 02:09:17
CISADM,C1_CS_REQ_CONT_PROD,C1T065S4,NONUNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-08 02:09:17
CISADM,C1_CS_REQ_CONT_PROD,C1T065S5,NONUNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-08 02:09:17
CISADM,C1_CS_REQ_CONT_PROD,C1T065S6,NONUNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-08 02:09:17
CISADM,C1_CS_REQ_CONT_PROD,C1T065S7,NONUNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-08 02:09:17
CISADM,C1_CS_REQ_CONT_PROD_CHAR,C1T067P0,UNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-08 02:16:14
CISADM,C1_CS_REQ_CONT_PROD_CHAR,C1T067S1,NONUNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-08 02:16:14
CISADM,C1_CS_REQ_CONT_PROD_K,C1T066P0,UNIQUE,IOT - TOP,VALID,VISIBLE,CISTS_01,NO,2026-01-07 21:28:57
CISADM,C1_CS_REQ_CONT_PROD_LOG,C1T068P0,UNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-08 02:15:19
CISADM,C1_CS_REQ_CONT_PROD_LOG,C1T068S1,NONUNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-08 02:15:19
CISADM,C1_CS_REQ_CONT_PROD_LOG,C1T068S2,NONUNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-08 02:15:19
CISADM,C1_CS_REQ_CONT_PROD_LOG_PARM,C1T069P0,UNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-08 02:15:01
CISADM,C1_CS_REQ_K,C1T048P0,UNIQUE,IOT - TOP,VALID,VISIBLE,CISTS_01,NO,2026-01-08 02:18:55
CISADM,C1_CS_REQ_LOG,C1T046P0,UNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-16 02:06:28
CISADM,C1_CS_REQ_LOG,C1T046S1,NONUNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-16 02:06:27
CISADM,C1_CS_REQ_LOG,C1T046S2,NONUNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-16 02:06:28
CISADM,C1_CS_REQ_LOG_PARM,C1T047P0,UNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-16 02:06:27
CISADM,C1_CS_REQ_PER,C1T070P0,UNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-02-13 02:17:07
CISADM,C1_CS_REQ_PER,C1T070S1,NONUNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-02-13 02:17:07
CISADM,C1_CS_REQ_PER,C1T070S2,NONUNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-02-13 02:17:07
CISADM,C1_CS_REQ_PER,C1T070S3,NONUNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-02-13 02:17:07
CISADM,C1_CS_REQ_PER_ADDR_SEAS,C1T074P0,UNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-16 02:05:25
CISADM,C1_CS_REQ_PER_CHAR,C1T075P0,UNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-16 02:05:39
CISADM,C1_CS_REQ_PER_CHAR,C1T075S1,NONUNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-16 02:05:39
CISADM,C1_CS_REQ_PER_CONTDET,C1T073P0,UNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-02-13 02:17:01
CISADM,C1_CS_REQ_PER_ID,C1T072P0,UNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-16 02:05:39
CISADM,C1_CS_REQ_PER_K,C1T021P0,UNIQUE,IOT - TOP,VALID,VISIBLE,CISTS_01,NO,2026-01-08 02:18:52
CISADM,C1_CS_REQ_PER_LOG,C1T077P0,UNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-16 02:05:59
CISADM,C1_CS_REQ_PER_LOG,C1T077S1,NONUNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-16 02:05:59
CISADM,C1_CS_REQ_PER_LOG,C1T077S2,NONUNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-16 02:05:59
CISADM,C1_CS_REQ_PER_LOG_PARM,C1T078P0,UNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-16 02:05:49
CISADM,C1_CS_REQ_PER_NAME,C1T071P0,UNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-16 02:05:36
CISADM,C1_CS_REQ_PER_NAME,C1T071S1,NONUNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-16 02:05:36
CISADM,C1_CS_REQ_PER_NAME,C1T071S2,NONUNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-16 02:05:36
CISADM,C1_CS_REQ_PER_NAME,C1T071S3,NONUNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-16 02:05:36
CISADM,C1_CS_REQ_PER_PER,C1T076P0,UNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-08 02:15:09
CISADM,C1_CS_REQ_PREM,C1T092P0,UNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-16 02:05:55
CISADM,C1_CS_REQ_PREM,C1T092S1,UNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-16 02:05:55
CISADM,C1_CS_REQ_PREM,C1T092S10,NONUNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-16 02:05:55
CISADM,C1_CS_REQ_PREM,C1T092S2,NONUNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-16 02:05:55
CISADM,C1_CS_REQ_PREM,C1T092S3,NONUNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-16 02:05:54
CISADM,C1_CS_REQ_PREM,C1T092S4,NONUNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-16 02:05:55
CISADM,C1_CS_REQ_PREM,C1T092S5,NONUNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-16 02:05:55
CISADM,C1_CS_REQ_PREM,C1T092S6,NONUNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-16 02:05:54
CISADM,C1_CS_REQ_PREM,C1T092S7,NONUNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-16 02:05:54
CISADM,C1_CS_REQ_PREM,C1T092S8,NONUNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-16 02:05:55
CISADM,C1_CS_REQ_PREM,C1T092S9,NONUNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-16 02:05:55
CISADM,C1_CS_REQ_PREM_ALT_ADDR,C1T095P0,UNIQUE,NORMAL,VALID,VISIBLE,CISTS_01,NO,2026-01-08 02:12:33
