section,domain_name,FT_and_GL_Snapshot___Domain
section,workstream,Finance

PHYSICAL_TABLES
domain_table_alias,physical_table
FT_GL_DISTRIBUTION_RPT_CURR,FT_GL_DISTRIBUTION_RPT_CURR

JOIN_TREE
join_tree,join_sequence,join_type,left_table,right_table,join_expression
Balance Control,Current Balance,FT_GL_DISTRIBUTION_RPT_CURR,BCG_CUR_BAL,,
Balance Control,Total Balance,FT_GL_DISTRIBUTION_RPT_CURR,BCG_TOT_BAL,,
Balance Control,Created Date Time,FT_GL_DISTRIBUTION_RPT_CURR,BCG_CRE_DTTM,,
Bill Segment,Bill Segment ID,FT_GL_DISTRIBUTION_RPT_CURR,BSEG_ID,,
Bill Segment,Bill Segment Status,FT_GL_DISTRIBUTION_RPT_CURR,BSEG_STAT_DESC,,
Bill Segment,Bill Segment Status Code,FT_GL_DISTRIBUTION_RPT_CURR,BSEG_STAT_FLG,,
Bill Segment,Bill Segment Cycle,FT_GL_DISTRIBUTION_RPT_CURR,BSEG_BILL_CYC_DESC,,
Bill Segment,Bill Segment Cycle Code,FT_GL_DISTRIBUTION_RPT_CURR,BSEG_BILL_CYC_CD,,
Bill Segment,Bill Segment Start Date,FT_GL_DISTRIBUTION_RPT_CURR,BSEG_START_DT,,
Bill Segment,Bill Segment End Date,FT_GL_DISTRIBUTION_RPT_CURR,BSEG_END_DT,,
Bill Segment,Bill Segment Premise ID,FT_GL_DISTRIBUTION_RPT_CURR,BSEG_PREM_ID,,
Bill Segment,Estimated Bill Segment,FT_GL_DISTRIBUTION_RPT_CURR,BSEG_EST_SW,,
Bill Segment,Closing Bill Segment,FT_GL_DISTRIBUTION_RPT_CURR,BSEG_CLOSING_SW,,
Bill Segment,Bill Segment Cancel Reason,FT_GL_DISTRIBUTION_RPT_CURR,BSEG_CAN_RSN_DESC,,
Bill Segment,Bill Segment Cancel Reason Code,FT_GL_DISTRIBUTION_RPT_CURR,BSEG_CAN_RSN_CD,,
Adjustment Trace,Adjustment ID,FT_GL_DISTRIBUTION_RPT_CURR,ADJ_ID,,
Adjustment Trace,Adjustment Status,FT_GL_DISTRIBUTION_RPT_CURR,ADJ_STATUS_DESC,,
Adjustment Trace,Adjustment Status Code,FT_GL_DISTRIBUTION_RPT_CURR,ADJ_STATUS_FLG,,
Adjustment Trace,Adjustment Type,FT_GL_DISTRIBUTION_RPT_CURR,ADJ_TYPE_DESC,,
Adjustment Trace,Adjustment Type Code,FT_GL_DISTRIBUTION_RPT_CURR,ADJ_TYPE_CD,,
Adjustment Trace,Adjustment Cancel Reason,FT_GL_DISTRIBUTION_RPT_CURR,ADJ_CAN_RSN_DESC,,
Adjustment Trace,Adjustment Cancel Reason Code,FT_GL_DISTRIBUTION_RPT_CURR,ADJ_CAN_RSN_CD,,
Adjustment Trace,Adjustment Amount,FT_GL_DISTRIBUTION_RPT_CURR,ADJ_AMT,,
Adjustment Trace,Transfer Adjustment ID,FT_GL_DISTRIBUTION_RPT_CURR,XFER_ADJ_ID,,
Adjustment Trace,Behalf Service Agreement ID,FT_GL_DISTRIBUTION_RPT_CURR,BEHALF_SA_ID,,
Adjustment Trace,Base Amount,FT_GL_DISTRIBUTION_RPT_CURR,BASE_AMT,,
Adjustment Trace,Generated Reference Date,FT_GL_DISTRIBUTION_RPT_CURR,GEN_REF_DT,,
