DEVICE_CONFIG_EFFECT_DTTM,ASSET_CREATION_DT,SERIAL_NUMBER,BILL_CYCLE,CURRENT_DISPOSITION,CURRENT_DISP_DT,MTR_SPEC,SPID,SP_TYPE,MTR_SITE_ID,PREM_ID,PREM_ADDR,PIN,CURRENT_LOC_ORG_ID
2016-12-12-12.12.00,12/11/16,20160494,01,NI-INSTORE,7/17/24,SM-DISC-B75,215923761800,WT-RES,25446-WT-000,2973860441,130 CUMBERLYNN DR,FDL-15-17-23-14-785-00,
2016-12-21-12.12.00,12/20/16,20160271,01,NI-INSTORE,10/6/25,SM-DISC-B58,644528040900,WT-RES,15186-WT-000,2049075174,272 S PARK AVE,FDL-15-17-14-23-632-00,
2017-07-10-12.07.00,7/9/17,82730377,02,NI-INSTORE,6/13/25,SM-T2-S400,340536387400,WT-IND,40906-WT-000,8486393340,545 W PIONEER RD 17,FDL-15-17-21-11-008-00,
2017-07-10-12.07.00,7/9/17,82730377,02,NI-INSTORE,6/13/25,SM-T2-S400,721223934600,EX-IND,30262-EX-000,4198702008,670 S HICKORY ST 4,FDL-15-17-21-11-005-00,
2017-08-17-12.08.00,8/16/17,20170630,01,NI-INSTORE,1/15/26,SM-DISC-B58,190922336800,WT-RES,16636-WT-000,5359207267,177 14TH ST,FDL-15-17-14-33-594-00,
2017-12-01-12.12.00,11/30/17,20170473,02,NI-INSTORE,10/28/25,SM-DISC-B75,112713639300,WT-COM,24862-WT-000,4175308886,220 MORRIS CT,FDL-15-17-22-24-754-00,
2018-01-31-12.01.00,1/30/18,83178857,02,NI-INSTORE,3/26/25,SM-C2-S300,435894281800,WT-COM,6868-WT-000,3618664542,55 N PORTLAND ST,FDL-15-17-10-44-811-00,
2018-04-30-12.04.00,4/29/18,20171343,03,NI-INSTORE,2/1/24,SM-DISC-B58,500748025000,WT-RES,5150-WT-000,5502913210,248 N BROOKE ST,FDL-15-17-10-24-792-00,
2018-09-05-12.09.00,9/4/18,20180273,03,NI-INSTORE,1/30/26,SM-DISC-B58,640363820900,WT-RES,5200-WT-000,3174177993,208 W FOLLETT ST,FDL-15-17-10-24-818-00,
2019-07-26-12.07.00,7/25/19,20190407,03,NI-INSTORE,10/2/25,SM-DISC-B100,834925653900,WT-IND,29042-WT-000,0128406600,1336 CAPITAL DR,FDL-15-17-08-21-011-00,
2019-07-31-12.07.00,7/30/19,85058717,03,NI-INSTORE,7/18/25,SM-T2-S300,543953732200,WT-COM,32196-WT-000,7830232460,475 E MERRILL AVE,FDL-15-17-11-42-257-00,
2019-09-18-12.09.00,9/17/19,20190349,01,NI-INSTORE,11/21/23,SM-DISC-B58,464046170300,WT-RES,20962-WT-000,7896492750,406 LINDEN ST,FDL-15-17-15-42-264-00,
2019-11-04-12.11.00,11/3/19,20190555,02,NI-INSTORE,1/30/26,SM-DISC-B75,010800914400,WT-COM,23964-WT-000,4219182200,616 S MILITARY RD,FDL-15-17-16-44-763-00,
2020-07-30-12.07.00,7/29/20,20200558,03,NI-INSTORE,4/18/25,SM-DISC-B75,399146129800,WT-RES,6896-WT-000,4849313652,45 N MAIN ST,FDL-15-17-10-44-825-00,
2020-07-30-12.07.00,7/29/20,20200673,03,NI-INSTORE,4/18/25,SM-DISC-B75,019497576700,WT-RES,32084-WT-000,1453707529,45 N MAIN ST B,FDL-15-17-10-44-825-00,
2020-08-27-12.08.00,8/26/20,87983689,02,NI-INSTORE,4/22/25,SM-R2-S150,211917404300,WT-RES,34712-WT-000,9220121388,150 SOUTHLAKE CIR,FDL-15-17-22-44-773-00,
2020-08-27-12.08.00,8/26/20,87983689,03,NI-INSTORE,4/22/25,SM-R2-S150,150440611300,WT-COM,1956-WT-000,1952201971,609 W JOHNSON ST,FDL-15-17-09-13-516-01,
2020-08-27-12.08.00,8/26/20,87983689,03,NI-INSTORE,4/22/25,SM-R2-S150,283586317200,WT-COM,32088-WT-000,2765496507,29 -39 N MAIN ST,FDL-15-17-10-44-827-00,
2020-10-28-12.10.00,10/27/20,20200859,03,NI-INSTORE,5/20/24,SM-DISC-B58,766388534900,WT-RES,6308-WT-000,2642031929,138 LEDGEVIEW AVE,FDL-15-17-10-41-107-00,
2020-12-09-12.12.00,12/8/20,83367073,02,NI-INSTORE,4/25/25,SM-C2-S300,004348482800,WT-COM,40006-WT-000,1208250398,250 CAMELOT DR,FDL-15-17-26-32-499-03,
2020-12-10-12.12.00,12/9/20,88460835,03,NI-INSTORE,4/8/24,SM-R2-S200,351741541700,WT-PUB,35728-WT-000,4042711360,100 W 9TH ST POOL,FDL-15-17-15-42-263-00,
2021-06-08-12.06.00,6/7/21,88460798,02,NI-INSTORE,3/25/25,SM-R2-S150,898229206000,WT-RES,30848-WT-000,6571056700,691 S MAIN ST,FDL-15-17-22-12-251-00,
2021-07-22-12.07.00,7/21/21,84081166,02,NI-INSTORE,6/13/25,SM-T2-S300,004348482800,WT-COM,40006-WT-000,1208250398,250 CAMELOT DR,FDL-15-17-26-32-499-03,
2021-07-22-12.07.00,7/21/21,84081166,02,NI-INSTORE,6/13/25,SM-T2-S300,433752549600,EX-IND,36222-EX-000,4394761301,600 W PIONEER RD 12,FDL-15-17-21-13-500-01,
2021-08-25-12.08.00,8/24/21,83178859,02,NI-INSTORE,4/24/25,SM-C2-S300,678444898000,WT-COM,30338-WT-000,6083050631,246 TROWBRIDGE DR OFFIC,FDL-15-17-28-21-002-00,
2021-09-10-12.09.00,9/9/21,84360124,03,NI-INSTORE,8/2/23,SM-C2-S300,543953732200,WT-COM,32196-WT-000,7830232460,475 E MERRILL AVE,FDL-15-17-11-42-257-00,
2021-10-06-12.10.00,10/5/21,20211018,03,NI-INSTORE,1/14/26,SM-DISC-B75,250565005300,WT-COM,32024-WT-000,9018987398,13 -15 COURT ST,FDL-15-17-15-12-297-00,
2021-11-16-09.00.00,11/16/21,91684940,02,NI-INSTORE,9/26/23,SM-T2P-S600,256680886900,WT-IND,36220-WT-000,1552946669,600 W PIONEER RD 10,FDL-15-17-21-13-500-01,
2022-01-28-12.01.00,1/27/22,90067634,02,NI-INSTORE,1/30/26,SM-R2-S200,408878223100,WT-COM,31820-WT-000,4347892084,96 N BERGER PKY BLD N,FDL-15-17-09-31-006-00,
2022-01-28-12.01.00,1/27/22,90182952,02,NI-INSTORE,1/30/26,SM-R2-S200,296824872300,WT-COM,31822-WT-000,2883412281,92 N BERGER PKY BLD P,FDL-15-17-09-31-006-00,
2022-01-31-12.01.00,1/30/22,85638248,02,NI-INSTORE,1/30/26,SM-R2-S200,283003330200,WT-COM,31818-WT-000,8630665935,98 N BERGER PKY BLD M,FDL-15-17-09-31-006-00,
2022-01-31-12.01.00,1/30/22,85703983,02,NI-INSTORE,1/30/26,SM-R2-S200,728277645300,WT-COM,31792-WT-000,5437183669,136 N BERGER PKY BLD A,FDL-15-17-09-31-006-00,
2022-01-31-12.01.00,1/30/22,85703988,02,NI-INSTORE,1/30/26,SM-R2-S200,726429399700,WT-COM,31796-WT-000,6797000679,130 N BERGER PKY BLD C,FDL-15-17-09-31-006-00,
2022-02-07-12.02.00,2/6/22,84742278,03,NI-INSTORE,12/4/25,SM-R2-S200,312721278600,WT-IND,6006-WT-000,3609037212,240 W DIVISION ST,FDL-15-17-10-34-786-01,
2022-02-14-12.02.00,2/13/22,20220212,02,NI-INSTORE,12/20/24,SM-DISC-B58,447229792700,WT-RES,17934-WT-000,1060558801,107 3RD ST,FDL-15-17-15-11-094-00,
2022-02-14-12.02.00,2/13/22,20220213,02,NI-INSTORE,12/20/24,SM-DISC-B58,954464390400,WT-RES,31008-WT-000,9420183943,109 3RD ST,FDL-15-17-15-11-094-00,
2022-02-18-12.02.00,2/17/22,84360141,03,NI-INSTORE,10/31/24,SM-R2-S200,143082860000,WT-COM,32020-WT-000,5304238847,183 S MAIN ST TAVERN & AP,FDL-15-17-15-12-291-00,
2022-02-23-12.02.00,2/22/22,84360135,02,NI-INSTORE,2/2/26,SM-R2-S200,093646157100,WT-COM,31204-WT-000,1188132641,1225 4TH ST,FDL-15-17-13-14-790-00,
2022-02-23-12.02.00,2/22/22,84742269,02,NI-INSTORE,2/3/26,SM-R2-S200,219277636800,WT-PUB,13504-WT-000,4099788063,459 E 1ST ST,FDL-15-17-14-12-252-00,
2022-02-25-12.02.00,2/24/22,82976292,02,NI-INSTORE,1/19/26,SM-R2-S200,670126813200,WT-COM,39860-WT-000,4399493995,271 FOURTH STREET WAY,FDL-15-18-18-24-751-02,
2022-02-25-12.02.00,2/24/22,84360192,02,NI-INSTORE,1/30/26,SM-R2-S150,497557802100,WT-COM,31798-WT-000,2599205468,126 N BERGER PKY BLD D,FDL-15-17-09-31-006-00,
2022-02-25-12.02.00,2/24/22,84360209,02,NI-INSTORE,1/30/26,SM-R2-S150,149032334300,WT-COM,31816-WT-000,0316513999,102 N BERGER PKY BLD L,FDL-15-17-09-31-006-00,
2022-03-02-12.03.00,3/1/22,84278378,02,NI-INSTORE,1/15/26,SM-R2-S200,799729091900,WT-COM,36040-WT-000,2665816305,912 S HICKORY ST,FDL-15-17-21-41-002-02,
2022-03-04-12.03.00,3/3/22,20200701,03,NI-INSTORE,1/14/26,SM-DISC-B100,910169344700,WT-RES,6602-WT-000,7828075750,75 W DIVISION ST,FDL-15-17-10-43-545-00,
2022-03-04-12.03.00,3/3/22,20220103,03,NI-INSTORE,1/14/26,SM-DISC-B58,139595671600,EX-RES,6602-EX-000,7828075750,75 W DIVISION ST,FDL-15-17-10-43-545-00,
2022-03-08-12.03.00,3/7/22,20220316,03,NI-INSTORE,6/17/24,SM-DISC-B58,058157710500,WT-RES,4474-WT-000,7126411591,100 E ARNDT ST,FDL-15-17-10-14-836-00,
2022-03-16-12.03.00,3/15/22,84278343,02,NI-INSTORE,1/30/26,SM-R2-S150,463838193400,WT-COM,31412-WT-000,2850683881,835 E DIVISION ST,FDL-15-17-12-34-818-00,
2022-03-22-12.03.00,3/21/22,84742294,02,NI-INSTORE,1/23/26,SM-R2-S150,790816009300,WT-COM,17898-WT-000,8111273612,145 S MARR ST,FDL-15-17-15-11-076-00,
2022-03-23-12.03.00,3/22/22,84360207,02,NI-INSTORE,1/21/26,SM-R2-S150,927750453900,WT-COM,14836-WT-000,0452601336,166 S PARK AVE,FDL-15-17-14-22-396-00,
2022-03-23-12.03.00,3/22/22,89997623,02,NI-INSTORE,1/19/26,SM-R2-S200,231007958100,WT-COM,35224-WT-000,5021746173,848 S MILITARY RD,FDL-15-17-21-12-259-01,
2022-03-24-12.03.00,3/23/22,84278351,02,NI-INSTORE,1/30/26,SM-R2-S150,835749457100,WT-RES,31356-WT-000,1299106752,50 N PORTLAND ST,FDL-15-17-10-44-818-00,
2022-03-25-12.03.00,3/24/22,84742276,02,NI-INSTORE,1/15/26,SM-R2-S200,360726530000,WT-COM,6996-WT-000,7305804948,80 SHEBOYGAN ST,FDL-15-17-10-44-881-00,
2022-03-28-12.03.00,3/27/22,84360151,02,NI-INSTORE,1/15/26,SM-R2-S200,964017506200,WT-COM,30354-WT-000,8297684346,279 TROWBRIDGE DR OFFIC,FDL-15-17-28-22-250-00,
2022-03-28-12.03.00,3/27/22,84360182,02,NI-INSTORE,1/30/26,SM-R2-S150,599179563000,WT-COM,31410-WT-000,5216509862,24 UNIVERSITY DR,FDL-15-17-12-34-818-00,
2022-04-08-12.04.00,4/7/22,84360188,02,NI-INSTORE,1/12/26,SM-R2-S150,746996370900,WT-COM,38674-WT-000,2844064094,1784 FOX RIDGE DR,FDL-15-17-34-14-750-00,
2022-04-12-12.04.00,4/11/22,84360170,02,NI-INSTORE,1/19/26,SM-R2-S200,423501930100,WT-COM,23358-WT-000,3595084908,678 WESTERN AVE,FDL-15-17-16-24-750-00,
2022-04-25-12.04.00,4/24/22,20221132,03,NI-INSTORE,10/30/25,SM-DISC-B100,616053955900,WT-RES,33460-WT-000,6702763210,60 HILLSIDE CIR,FDL-15-18-07-41-061-00,
2022-07-11-12.07.00,7/10/22,93309131,03,NI-INSTORE,12/4/24,SM-R2P-S200,442040981226,WT-COM,,9570732479,755 W JOHNSON ST,FDL-15-17-09-24-756-06,
2022-07-12-12.07.00,7/11/22,93309138,03,NI-INSTORE,12/4/24,SM-R2P-S200,920096227434,EX-COM,,9570732479,755 W JOHNSON ST,FDL-15-17-09-24-756-06,
2022-09-16-12.09.00,9/15/22,82561387,02,NI-INSTORE,10/3/25,SM-R2-S200,659611318700,WT-COM,25018-WT-000,7969726891,50 W PIONEER RD,FDL-15-17-22-42-274-00,
2022-10-12-12.10.00,10/11/22,90183014,02,NI-INSTORE,12/7/23,SM-T2-S600,860538221300,WO-COM,41040-WO-000,3026783916,244 W PIONEER RD WO,FDL-15-17-22-32-251-02,
2022-10-12-12.10.00,10/11/22,90183014,02,NI-INSTORE,12/7/23,SM-T2-S600,978678667100,WT-IND,19240-WT-000,3906582669,325 TOMPKINS ST,FDL-15-17-15-23-527-00,
2022-12-01-12.12.00,11/30/22,41762371,02,NI-INSTORE,7/6/23,SM-DISC-B75,131722337700,SM-COM,24850-SM-000,2098020235,717 S HICKORY ST,FDL-15-17-22-23-503-00,
2022-12-27-12.12.00,12/26/22,20220385,03,NI-INSTORE,12/18/24,SM-DISC-B58,238476862100,WT-RES,36980-WT-000,9452818033,247 1/2 PACKER ST UPPER,FDL-15-17-10-24-791-00,
2022-12-27-12.12.00,12/26/22,20220389,03,NI-INSTORE,12/18/24,SM-DISC-B58,453878256400,WT-RES,5148-WT-000,3602356582,247 PACKER ST,FDL-15-17-10-24-791-00,
2023-01-23-12.01.00,1/22/23,86705256,02,NI-INSTORE,7/8/25,SM-R2-S200,492502760300,WT-COM,31534-WT-000,3363561498,66 S MACY ST,FDL-15-17-15-12-321-00,
2023-04-07-12.04.00,4/6/23,85058716,03,NI-INSTORE,6/16/25,SM-T2-S300,619634256900,WT-RES,35926-WT-000,5355633921,77 WIS AMERICAN DR,FDL-15-18-07-34-750-00,
2023-05-05-12.05.00,5/4/23,90182948,03,NI-INSTORE,12/20/24,SM-T2-S600,596596708100,WO-PUB,40624-WO-000,2042651869,750 N ROLLING MEADOWS DR FIRE,FDL-15-17-05-42-250-00,
2023-05-18-12.05.00,5/17/23,20230459,01,NI-INSTORE,3/27/25,SM-DISC-B58,352343136000,WT-RES,21456-WT-000,7998410136,119 E 12TH ST,FDL-15-17-15-44-757-00,
2023-05-24-12.05.00,5/23/23,20230582,03,NI-INSTORE,3/14/24,SM-DISC-B75,864937086500,WT-RES,38256-WT-000,5463557472,71 EASTERLIES CT,FDL-15-18-06-11-004-00,
2023-06-06-12.06.00,6/5/23,20230364,02,NI-INSTORE,2/2/26,SM-DISC-B58,170211239500,WT-RES,10330-WT-000,7758814141,25 ALGOMA ST,FDL-15-17-11-34-824-00,
2024-05-07-09.00.00,5/9/24,24094304,01,NI-INSTORE,3/14/25,SM-DISC-B58,973957128900,EX-RES,26956-EX-000,3171485370,995 SYCAMORE TREE DR,FDL-15-17-23-34-840-00,
2024-07-01-00.00.00,7/24/24,SCS7201001, ,NI-INSTORE,7/23/24,SM-DISC-B58,861501182653,WT-RES,,7616396961,SCS720 Replicate St,SCS720-00-01-10-00-000-00,
2025-01-03-12.30.00,1/3/25,2024774,01,NI-INSTORE,11/11/25,SM-DISC-B75,197880896600,EX-RES,17224-EX-000,4922374428,134 PHEASANT DR,FDL-15-17-14-41-032-00,
