domain_name,workstream,domain_table_alias,physical_table
Billable_Charge___Domain,Finance,CI_SA,CI_SA
Billable_Charge___Domain,Finance,CI_SA_TYPE,CI_SA_TYPE
Billable_Charge___Domain,Finance,CI_SA_TYPE_L,CI_SA_TYPE_L
Billable_Charge___Domain,Finance,CI_LOOKUP_VAL_L,CI_LOOKUP_VAL_L
Billable_Charge___Domain,Finance,CI_LOOKUP_VAL_L_1,CI_LOOKUP_VAL_L
Billable_Charge___Domain,Finance,CI_LOOKUP_VAL_L_2,CI_LOOKUP_VAL_L
Billable_Charge___Domain,Finance,CI_LOOKUP_VAL_L_3,CI_LOOKUP_VAL_L
Billable_Charge___Domain,Finance,CI_LOOKUP_VAL_L_4,CI_LOOKUP_VAL_L
Billable_Charge___Domain,Finance,CI_BILL_CYC_L,CI_BILL_CYC_L
Billable_Charge___Domain,Finance,CI_CIS_DIVISION_L,CI_CIS_DIVISION_L
Billable_Charge___Domain,Finance,CI_PREM,CI_PREM
Billable_Charge___Domain,Finance,CI_COLL_CL_L,CI_COLL_CL_L
Billable_Charge___Domain,Finance,CI_CUST_CL_L,CI_CUST_CL_L
Billable_Charge___Domain,Finance,CI_BUD_PLAN_L,CI_BUD_PLAN_L
Billable_Charge___Domain,Finance,SC_USER,SC_USER
Billable_Charge___Domain,Finance,CI_NB_RULE_L,CI_NB_RULE_L
Billable_Charge___Domain,Finance,CI_PROP_DCL_RSN_L,CI_PROP_DCL_RSN_L
Billable_Charge___Domain,Finance,CI_SIC_L,CI_SIC_L
Billable_Charge___Domain,Finance,CI_SS_OPT_L,CI_SS_OPT_L
Billable_Charge___Domain,Finance,CI_PER_NAME,CI_PER_NAME
Billable_Charge___Domain,Finance,CI_BILL_CHG,CI_BILL_CHG
Billable_Charge___Domain,Finance,CI_B_CHG_LINE,CI_B_CHG_LINE
Billable_Charge___Domain,Finance,JoinTree_1,CI_SA
FT_and_GL_Snapshot___Domain,Finance,FT_GL_DISTRIBUTION_RPT_CURR,FT_GL_DISTRIBUTION_RPT_CURR
Financial_Transaction_Snapshot___Domain,Finance,FT_RPT_CURR,FT_RPT_CURR
Financial_Transaction___Domain,Finance,CI_FT,CI_FT
Financial_Transaction___Domain,Finance,CI_SA,CI_SA
Financial_Transaction___Domain,Finance,CI_ACCT_PER,CI_ACCT_PER
Financial_Transaction___Domain,Finance,CI_PER_NAME,CI_PER_NAME
Financial_Transaction___Domain,Finance,CI_SA_TYPE_L,CI_SA_TYPE_L
Financial_Transaction___Domain,Finance,CI_PREM,CI_PREM
Financial_Transaction___Domain,Finance,CI_BSEG,CI_BSEG
Financial_Transaction___Domain,Finance,CI_LOOKUP_VAL_L,CI_LOOKUP_VAL_L
Financial_Transaction___Domain,Finance,CI_LOOKUP_VAL_L_1,CI_LOOKUP_VAL_L
Financial_Transaction___Domain,Finance,CI_LOOKUP_VAL_L_2,CI_LOOKUP_VAL_L
Financial_Transaction___Domain,Finance,CI_LOOKUP_VAL_L_3,CI_LOOKUP_VAL_L
Financial_Transaction___Domain,Finance,CI_LOOKUP_VAL_L_4,CI_LOOKUP_VAL_L
Financial_Transaction___Domain,Finance,CI_LOOKUP_VAL_L_5,CI_LOOKUP_VAL_L
Financial_Transaction___Domain,Finance,CI_GL_DIVISION_L,CI_GL_DIVISION_L
Financial_Transaction___Domain,Finance,SC_USER,SC_USER
Financial_Transaction___Domain,Finance,CI_BILL_CYC_L,CI_BILL_CYC_L
Financial_Transaction___Domain,Finance,CI_BILL_CYC_L_1,CI_BILL_CYC_L
Financial_Transaction___Domain,Finance,CI_BILL_CAN_RSN_L,CI_BILL_CAN_RSN_L
Financial_Transaction___Domain,Finance,CI_PAY_SEG,CI_PAY_SEG
Financial_Transaction___Domain,Finance,CI_ADJ,CI_ADJ
Financial_Transaction___Domain,Finance,CI_PREM_TYPE_L,CI_PREM_TYPE_L
Financial_Transaction___Domain,Finance,CI_MR_INSTR_L,CI_MR_INSTR_L
Financial_Transaction___Domain,Finance,CI_MR_WARN_L,CI_MR_WARN_L
Financial_Transaction___Domain,Finance,CI_TREND_AREA_L,CI_TREND_AREA_L
Financial_Transaction___Domain,Finance,CI_STATE_L,CI_STATE_L
Financial_Transaction___Domain,Finance,CI_TIME_ZONE_L,CI_TIME_ZONE_L
Financial_Transaction___Domain,Finance,CI_ACCT,CI_ACCT
Financial_Transaction___Domain,Finance,CI_ACCT_MGMT_GR_L,CI_ACCT_MGMT_GR_L
Financial_Transaction___Domain,Finance,CI_COLL_CL_L,CI_COLL_CL_L
Financial_Transaction___Domain,Finance,CI_CUST_CL_L,CI_CUST_CL_L
Financial_Transaction___Domain,Finance,CI_BUD_PLAN_L,CI_BUD_PLAN_L
Financial_Transaction___Domain,Finance,CI_ADJ_TYPE_L,CI_ADJ_TYPE_L
Financial_Transaction___Domain,Finance,CI_ADJ_CAN_RSN_L,CI_ADJ_CAN_RSN_L
Financial_Transaction___Domain,Finance,CI_BAL_CTL_GRP,CI_BAL_CTL_GRP
Financial_Transaction___Domain,Finance,JoinTree_1,CI_FT
Asset___Domain,Meter Operations,W1_ASSET,W1_ASSET
Asset___Domain,Meter Operations,W1_ASSET_CHAR,W1_ASSET_CHAR
Asset___Domain,Meter Operations,W1_ASSET_IDENTIFIER,W1_ASSET_IDENTIFIER
Asset___Domain,Meter Operations,W1_ASSET_NODE,W1_ASSET_NODE
Asset___Domain,Meter Operations,W1_NODE,W1_NODE
Asset___Domain,Meter Operations,W1_NODE_1,W1_NODE
Asset___Domain,Meter Operations,W1_ASSET_TYPE_L,W1_ASSET_TYPE_L
Asset___Domain,Meter Operations,F1_BUS_OBJ_L,F1_BUS_OBJ_L
Asset___Domain,Meter Operations,F1_BUS_OBJ_L_1,F1_BUS_OBJ_L
Asset___Domain,Meter Operations,F1_BUS_OBJ_STATUS_L,F1_BUS_OBJ_STATUS_L
Asset___Domain,Meter Operations,F1_BUS_OBJ_STATUS_RSN_L,F1_BUS_OBJ_STATUS_RSN_L
Asset___Domain,Meter Operations,CI_LOOKUP_VAL_L,CI_LOOKUP_VAL_L
Asset___Domain,Meter Operations,CI_LOOKUP_VAL_L_1,CI_LOOKUP_VAL_L
Asset___Domain,Meter Operations,CI_LOOKUP_VAL_L_2,CI_LOOKUP_VAL_L
Asset___Domain,Meter Operations,CI_LOOKUP_VAL_L_3,CI_LOOKUP_VAL_L
Asset___Domain,Meter Operations,CI_LOOKUP_VAL_L_4,CI_LOOKUP_VAL_L
Asset___Domain,Meter Operations,CI_LOOKUP_VAL_L_5,CI_LOOKUP_VAL_L
Asset___Domain,Meter Operations,CI_LOOKUP_VAL_L_6,CI_LOOKUP_VAL_L
Asset___Domain,Meter Operations,CI_LOOKUP_VAL_L_7,CI_LOOKUP_VAL_L
Asset___Domain,Meter Operations,CI_LOOKUP_VAL_L_8,CI_LOOKUP_VAL_L
Asset___Domain,Meter Operations,CI_LOOKUP_VAL_L_9,CI_LOOKUP_VAL_L
Asset___Domain,Meter Operations,CI_LOOKUP_VAL_L_10,CI_LOOKUP_VAL_L
Asset___Domain,Meter Operations,CI_LOOKUP_VAL_L_11,CI_LOOKUP_VAL_L
Asset___Domain,Meter Operations,CI_LOOKUP_VAL_L_12,CI_LOOKUP_VAL_L
Asset___Domain,Meter Operations,W1_SPECIFICATION_L,W1_SPECIFICATION_L
Asset___Domain,Meter Operations,W1_SPECIFICATION_L_1,W1_SPECIFICATION_L
Asset___Domain,Meter Operations,CI_ACC_GRP_L,CI_ACC_GRP_L
Asset___Domain,Meter Operations,CI_ACC_GRP_L_1,CI_ACC_GRP_L
Asset___Domain,Meter Operations,CI_STATE_L,CI_STATE_L
Asset___Domain,Meter Operations,CI_TIME_ZONE_L,CI_TIME_ZONE_L
Asset___Domain,Meter Operations,W1_SERVICE_AREA_L,W1_SERVICE_AREA_L
Asset___Domain,Meter Operations,W1_APPROVAL_PROF_L,W1_APPROVAL_PROF_L
Asset___Domain,Meter Operations,W1_COST_CENTER_L,W1_COST_CENTER_L
Asset___Domain,Meter Operations,W1_COST_CENTER_L_1,W1_COST_CENTER_L
Asset___Domain,Meter Operations,W1_COST_CENTER_L_2,W1_COST_CENTER_L
Asset___Domain,Meter Operations,W1_COST_CENTER_L_3,W1_COST_CENTER_L
Asset___Domain,Meter Operations,W1_COST_CENTER_L_4,W1_COST_CENTER_L
Asset___Domain,Meter Operations,W1_COST_CENTER_L_5,W1_COST_CENTER_L
Asset___Domain,Meter Operations,W1_EXPENSE_CD_L,W1_EXPENSE_CD_L
Asset___Domain,Meter Operations,W1_EXPENSE_CD_L_1,W1_EXPENSE_CD_L
Asset___Domain,Meter Operations,W1_EXPENSE_CD_L_2,W1_EXPENSE_CD_L
Asset___Domain,Meter Operations,W1_EXPENSE_CD_L_3,W1_EXPENSE_CD_L
Asset___Domain,Meter Operations,W1_BUYER_L,W1_BUYER_L
Asset___Domain,Meter Operations,W1_PLANNER_L,W1_PLANNER_L
Asset___Domain,Meter Operations,W1_MAINTMGR_L,W1_MAINTMGR_L
Asset___Domain,Meter Operations,CMS_W1_ASSET_IDENTIFIER_VW,CMS_W1_ASSET_IDENTIFIER_VW
Asset___Domain,Meter Operations,F1_EXT_LOOKUP_VAL_L,F1_EXT_LOOKUP_VAL_L
Asset___Domain,Meter Operations,F1_EXT_LOOKUP_VAL_L_1,F1_EXT_LOOKUP_VAL_L
Asset___Domain,Meter Operations,W1_NODE_TYPE_L,W1_NODE_TYPE_L
Asset___Domain,Meter Operations,W1_BOM_PART,W1_BOM_PART
Asset___Domain,Meter Operations,W1_VENDOR_LOC,W1_VENDOR_LOC
Asset___Domain,Meter Operations,W1_PROPERTY_UNIT_L,W1_PROPERTY_UNIT_L
Asset___Domain,Meter Operations,JoinTree_1,W1_ASSET
Device___Domain,Meter Operations,D1_DVC,D1_DVC
Device___Domain,Meter Operations,D1_DVC_1,D1_DVC
Device___Domain,Meter Operations,D1_DVC_2,D1_DVC
Device___Domain,Meter Operations,D1_DVC_CFG,D1_DVC_CFG
Device___Domain,Meter Operations,D1_INSTALL_EVT,D1_INSTALL_EVT
Device___Domain,Meter Operations,D1_DVC_TYPE_L,D1_DVC_TYPE_L
Device___Domain,Meter Operations,D1_DVC_TYPE_L_1,D1_DVC_TYPE_L
Device___Domain,Meter Operations,D1_DVC_TYPE_L_2,D1_DVC_TYPE_L
Device___Domain,Meter Operations,F1_BUS_OBJ_L,F1_BUS_OBJ_L
Device___Domain,Meter Operations,F1_BUS_OBJ_L_1,F1_BUS_OBJ_L
Device___Domain,Meter Operations,F1_BUS_OBJ_L_2,F1_BUS_OBJ_L
Device___Domain,Meter Operations,F1_BUS_OBJ_L_3,F1_BUS_OBJ_L
Device___Domain,Meter Operations,F1_BUS_OBJ_L_4,F1_BUS_OBJ_L
Device___Domain,Meter Operations,F1_BUS_OBJ_L_5,F1_BUS_OBJ_L
Device___Domain,Meter Operations,D1_MANUFACTURER_L,D1_MANUFACTURER_L
Device___Domain,Meter Operations,D1_MANUFACTURER_L_1,D1_MANUFACTURER_L
Device___Domain,Meter Operations,D1_MANUFACTURER_L_2,D1_MANUFACTURER_L
Device___Domain,Meter Operations,D1_MODEL_L,D1_MODEL_L
Device___Domain,Meter Operations,D1_MODEL_L_1,D1_MODEL_L
Device___Domain,Meter Operations,D1_MODEL_L_3,D1_MODEL_L
Device___Domain,Meter Operations,D1_SPR_L,D1_SPR_L
Device___Domain,Meter Operations,D1_SPR_L_1,D1_SPR_L
Device___Domain,Meter Operations,D1_SPR_L_2,D1_SPR_L
Device___Domain,Meter Operations,CI_LOOKUP_VAL_L,CI_LOOKUP_VAL_L
Device___Domain,Meter Operations,CI_LOOKUP_VAL_L_1,CI_LOOKUP_VAL_L
Device___Domain,Meter Operations,CI_LOOKUP_VAL_L_2,CI_LOOKUP_VAL_L
Device___Domain,Meter Operations,CI_LOOKUP_VAL_L_3,CI_LOOKUP_VAL_L
Device___Domain,Meter Operations,CI_LOOKUP_VAL_L_4,CI_LOOKUP_VAL_L
Device___Domain,Meter Operations,CI_LOOKUP_VAL_L_5,CI_LOOKUP_VAL_L
Device___Domain,Meter Operations,CI_LOOKUP_VAL_L_6,CI_LOOKUP_VAL_L
Device___Domain,Meter Operations,CI_LOOKUP_VAL_L_7,CI_LOOKUP_VAL_L
Device___Domain,Meter Operations,CI_LOOKUP_VAL_L_8,CI_LOOKUP_VAL_L
Device___Domain,Meter Operations,F1_BUS_OBJ_STATUS_L,F1_BUS_OBJ_STATUS_L
Device___Domain,Meter Operations,F1_BUS_OBJ_STATUS_L_1,F1_BUS_OBJ_STATUS_L
Device___Domain,Meter Operations,F1_BUS_OBJ_STATUS_L_2,F1_BUS_OBJ_STATUS_L
Device___Domain,Meter Operations,F1_BUS_OBJ_STATUS_L_3,F1_BUS_OBJ_STATUS_L
Device___Domain,Meter Operations,F1_BUS_OBJ_STATUS_L_4,F1_BUS_OBJ_STATUS_L
Device___Domain,Meter Operations,F1_BUS_OBJ_STATUS_L_5,F1_BUS_OBJ_STATUS_L
Device___Domain,Meter Operations,F1_BUS_OBJ_STATUS_L_6,F1_BUS_OBJ_STATUS_L
Device___Domain,Meter Operations,F1_BUS_OBJ_STATUS_RSN_L,F1_BUS_OBJ_STATUS_RSN_L
Device___Domain,Meter Operations,F1_BUS_OBJ_STATUS_RSN_L_1,F1_BUS_OBJ_STATUS_RSN_L
Device___Domain,Meter Operations,F1_BUS_OBJ_STATUS_RSN_L_2,F1_BUS_OBJ_STATUS_RSN_L
Device___Domain,Meter Operations,F1_BUS_OBJ_STATUS_RSN_L_3,F1_BUS_OBJ_STATUS_RSN_L
Device___Domain,Meter Operations,F1_BUS_OBJ_STATUS_RSN_L_4,F1_BUS_OBJ_STATUS_RSN_L
Device___Domain,Meter Operations,D1_COMMAND_SET_L,D1_COMMAND_SET_L
Device___Domain,Meter Operations,D1_COMMAND_SET_L_1,D1_COMMAND_SET_L
Device___Domain,Meter Operations,CI_ACC_GRP_L,CI_ACC_GRP_L
Device___Domain,Meter Operations,CI_ACC_GRP_L_1,CI_ACC_GRP_L
Device___Domain,Meter Operations,D1_DVC_CFG_TYPE_L,D1_DVC_CFG_TYPE_L
Device___Domain,Meter Operations,CI_TIME_ZONE_L,CI_TIME_ZONE_L
Device___Domain,Meter Operations,CI_TIME_ZONE_L_1,CI_TIME_ZONE_L
Device___Domain,Meter Operations,CI_ACCT_PER,CI_ACCT_PER
Device___Domain,Meter Operations,CI_PER_NAME,CI_PER_NAME
Device___Domain,Meter Operations,CMS_D1_DVC_CHAR_VW,CMS_D1_DVC_CHAR_VW
Device___Domain,Meter Operations,CMS_D1_DVC_IDENTIFIER_VW,CMS_D1_DVC_IDENTIFIER_VW
Device___Domain,Meter Operations,CMS_D1_DVC_IDENTIFIER_VW_1,CMS_D1_DVC_IDENTIFIER_VW
Device___Domain,Meter Operations,CI_CHAR_VAL_L,CI_CHAR_VAL_L
Device___Domain,Meter Operations,CI_PREM,CI_PREM
Device___Domain,Meter Operations,CI_SP,CI_SP
Device___Domain,Meter Operations,CI_PREM_TYPE_L,CI_PREM_TYPE_L
Device___Domain,Meter Operations,CI_MR_INSTR_L,CI_MR_INSTR_L
Device___Domain,Meter Operations,CI_MR_WARN_L,CI_MR_WARN_L
Device___Domain,Meter Operations,CI_TREND_AREA_L,CI_TREND_AREA_L
Device___Domain,Meter Operations,CI_STATE_L,CI_STATE_L
Device___Domain,Meter Operations,CMS_D1_DVC_BODA_VW,CMS_D1_DVC_BODA_VW
Device___Domain,Meter Operations,CMS_D1_DVC_BODA_VW_1,CMS_D1_DVC_BODA_VW
Device___Domain,Meter Operations,D1_DVC_EVT,D1_DVC_EVT
Device___Domain,Meter Operations,D1_DVC_EVT_TYPE_L,D1_DVC_EVT_TYPE_L
Device___Domain,Meter Operations,D1_SP_EQPMNT,D1_SP_EQPMNT
Device___Domain,Meter Operations,JoinTree_1,D1_DVC
Device___Domain,Meter Operations,JoinTree_2,D1_DVC
Measurement_Snapshot___Domain,Meter Operations,D1_MSRMT_RPT_CURR,D1_MSRMT_RPT_CURR
Usage_Scalar_Snapshot___Domain,Meter Operations,D1_USAGE_SCALAR_DTL_RPT_CURR,D1_USAGE_SCALAR_DTL_RPT_CURR
Usage_Transactions_Snapshot___Domain,Meter Operations,D1_USAGE_RPT_CURR,D1_USAGE_RPT_CURR
New_Services___Domain,New Services and Planning,CI_ACCT,CI_ACCT
New_Services___Domain,New Services and Planning,CI_ACCT_PER,CI_ACCT_PER
New_Services___Domain,New Services and Planning,CI_SA,CI_SA
New_Services___Domain,New Services and Planning,CI_SA_TYPE,CI_SA_TYPE
New_Services___Domain,New Services and Planning,CI_SA_TYPE_L,CI_SA_TYPE_L
New_Services___Domain,New Services and Planning,CI_LOOKUP_VAL_L,CI_LOOKUP_VAL_L
New_Services___Domain,New Services and Planning,CI_LOOKUP_VAL_L_1,CI_LOOKUP_VAL_L
New_Services___Domain,New Services and Planning,CI_LOOKUP_VAL_L_2,CI_LOOKUP_VAL_L
New_Services___Domain,New Services and Planning,CI_LOOKUP_VAL_L_3,CI_LOOKUP_VAL_L
New_Services___Domain,New Services and Planning,CI_LOOKUP_VAL_L_4,CI_LOOKUP_VAL_L
New_Services___Domain,New Services and Planning,CI_BILL_CYC_L,CI_BILL_CYC_L
New_Services___Domain,New Services and Planning,CI_CIS_DIVISION_L,CI_CIS_DIVISION_L
New_Services___Domain,New Services and Planning,CI_PREM,CI_PREM
New_Services___Domain,New Services and Planning,CI_COLL_CL_L,CI_COLL_CL_L
New_Services___Domain,New Services and Planning,CI_CUST_CL_L,CI_CUST_CL_L
New_Services___Domain,New Services and Planning,CI_BUD_PLAN_L,CI_BUD_PLAN_L
New_Services___Domain,New Services and Planning,SC_USER,SC_USER
New_Services___Domain,New Services and Planning,CI_NB_RULE_L,CI_NB_RULE_L
New_Services___Domain,New Services and Planning,CI_PROP_DCL_RSN_L,CI_PROP_DCL_RSN_L
New_Services___Domain,New Services and Planning,CI_SIC_L,CI_SIC_L
New_Services___Domain,New Services and Planning,CI_SS_OPT_L,CI_SS_OPT_L
New_Services___Domain,New Services and Planning,CI_PER_NAME,CI_PER_NAME
New_Services___Domain,New Services and Planning,CI_PREM_TYPE_L,CI_PREM_TYPE_L
New_Services___Domain,New Services and Planning,CI_MR_INSTR_L,CI_MR_INSTR_L
New_Services___Domain,New Services and Planning,CI_MR_WARN_L,CI_MR_WARN_L
New_Services___Domain,New Services and Planning,CI_TREND_AREA_L,CI_TREND_AREA_L
New_Services___Domain,New Services and Planning,CI_TIME_ZONE_L,CI_TIME_ZONE_L
New_Services___Domain,New Services and Planning,CI_STATE_L,CI_STATE_L
New_Services___Domain,New Services and Planning,CI_SVC_TYPE_L,CI_SVC_TYPE_L
New_Services___Domain,New Services and Planning,JoinTree_1,CI_SA
