domain_name,workstream,join_tree_id,join_sequence,join_type,left_table,right_table,join_expression
Bill_Segment_Exception___Domain,Common,JoinTree_1,20,leftOuter,CI_ACCT,CI_BILL_CYC_L,CI_ACCT.BILL_CYC_CD == CI_BILL_CYC_L.BILL_CYC_CD and CI_BILL_CYC_L.LANGUAGE_CD == 'ENG'
Bill_Segment_Exception___Domain,Common,JoinTree_1,21,leftOuter,CI_ACCT,CI_ACCT_MGMT_GR_L,CI_ACCT.ACCT_MGMT_GRP_CD == CI_ACCT_MGMT_GR_L.ACCT_MGMT_GRP_CD and CI_ACCT_MGMT_GR_L.LANGUAGE_CD == 'ENG'
Bill_Segment_Exception___Domain,Common,JoinTree_1,22,inner,CI_ACCT,CI_COLL_CL_L,CI_ACCT.COLL_CL_CD == CI_COLL_CL_L.COLL_CL_CD and CI_COLL_CL_L.LANGUAGE_CD == 'ENG'
Bill_Segment_Exception___Domain,Common,JoinTree_1,23,inner,CI_ACCT,CI_CUST_CL_L,CI_ACCT.CUST_CL_CD == CI_CUST_CL_L.CUST_CL_CD and CI_CUST_CL_L.LANGUAGE_CD == 'ENG'
Bill_Segment_Exception___Domain,Common,JoinTree_1,24,leftOuter,CI_ACCT,CI_BUD_PLAN_L,CI_ACCT.BUD_PLAN_CD == CI_BUD_PLAN_L.BUD_PLAN_CD and CI_BUD_PLAN_L.LANGUAGE_CD == 'ENG'
Bill_Segment_Exception___Domain,Common,JoinTree_1,25,inner,CI_SA,CI_SA_TYPE_L,CI_SA.SA_TYPE_CD == CI_SA_TYPE_L.SA_TYPE_CD and CI_SA.CIS_DIVISION == CI_SA_TYPE_L.CIS_DIVISION and CI_SA_TYPE_L.LANGUAGE_CD == 'ENG'
Bill_Segment_Exception___Domain,Common,JoinTree_1,26,inner,CI_SA,CI_LOOKUP_VAL_L_3,CI_SA.SA_STATUS_FLG == CI_LOOKUP_VAL_L_3.FIELD_VALUE and CI_LOOKUP_VAL_L_3.FIELD_NAME == 'SA_STATUS_FLG' and CI_LOOKUP_VAL_L_3.LANGUAGE_CD == 'ENG'
To_Do___Domain,Common,JoinTree_1,1,inner,CI_TD_ENTRY,CI_TD_TYPE_L,CI_TD_ENTRY.TD_TYPE_CD == CI_TD_TYPE_L.TD_TYPE_CD and CI_TD_TYPE_L.LANGUAGE_CD == 'ENG'
To_Do___Domain,Common,JoinTree_1,2,inner,CI_TD_ENTRY,CMS_TD_ENTRY_FKREF,CI_TD_ENTRY.TD_ENTRY_ID == CMS_TD_ENTRY_FKREF.TD_ENTRY_ID
To_Do___Domain,Common,JoinTree_1,3,leftOuter,CMS_TD_ENTRY_FKREF,CI_PER_NAME,CMS_TD_ENTRY_FKREF.PER_ID == CI_PER_NAME.PER_ID and CI_PER_NAME.NAME_TYPE_FLG == 'PRIM'
To_Do___Domain,Common,JoinTree_1,4,leftOuter,CMS_TD_ENTRY_FKREF,CI_PREM,CMS_TD_ENTRY_FKREF.PREM_ID == CI_PREM.PREM_ID
To_Do___Domain,Common,JoinTree_1,5,leftOuter,CI_TD_ENTRY,CMS_TD_ENTRY_TIMES,CI_TD_ENTRY.TD_ENTRY_ID == CMS_TD_ENTRY_TIMES.TD_ENTRY_ID
To_Do___Domain,Common,JoinTree_1,6,leftOuter,CI_TD_ENTRY,SC_USER,CI_TD_ENTRY.ASSIGNED_TO == SC_USER.USER_ID
To_Do___Domain,Common,JoinTree_1,7,leftOuter,CI_TD_ENTRY,SC_USER_1,CI_TD_ENTRY.ASSIGNED_USER_ID == SC_USER_1.USER_ID
To_Do___Domain,Common,JoinTree_1,8,leftOuter,CI_TD_ENTRY,SC_USER_2,CI_TD_ENTRY.COMPLETE_USER_ID == SC_USER_2.USER_ID
To_Do___Domain,Common,JoinTree_1,9,inner,CI_TD_ENTRY,CI_LOOKUP_VAL_L,CI_TD_ENTRY.ENTRY_STATUS_FLG == CI_LOOKUP_VAL_L.FIELD_VALUE and CI_LOOKUP_VAL_L.FIELD_NAME == 'ENTRY_STATUS_FLG' and CI_LOOKUP_VAL_L.LANGUAGE_CD == 'ENG'
To_Do___Domain,Common,JoinTree_1,10,inner,CI_TD_ENTRY,CI_ROLE_L,CI_TD_ENTRY.ROLE_ID == CI_ROLE_L.ROLE_ID and CI_ROLE_L.LANGUAGE_CD == 'ENG'
To_Do___Domain,Common,JoinTree_1,11,inner,CI_TD_ENTRY,CI_MSG_L,CI_TD_ENTRY.MESSAGE_CAT_NBR == CI_MSG_L.MESSAGE_CAT_NBR and CI_TD_ENTRY.MESSAGE_NBR == CI_MSG_L.MESSAGE_NBR and CI_MSG_L.LANGUAGE_CD == 'ENG'
To_Do___Domain,Common,JoinTree_1,12,leftOuter,CI_PREM,CI_PREM_TYPE_L,CI_PREM.PREM_TYPE_CD == CI_PREM_TYPE_L.PREM_TYPE_CD and CI_PREM_TYPE_L.LANGUAGE_CD == 'ENG'
To_Do___Domain,Common,JoinTree_1,13,leftOuter,CI_PREM,CI_MR_WARN_L,CI_PREM.MR_WARN_CD == CI_MR_WARN_L.MR_WARN_CD and CI_MR_WARN_L.LANGUAGE_CD == 'ENG'
To_Do___Domain,Common,JoinTree_1,14,leftOuter,CI_PREM,CI_MR_INSTR_L,CI_PREM.MR_INSTR_CD == CI_MR_INSTR_L.MR_INSTR_CD and CI_MR_INSTR_L.LANGUAGE_CD == 'ENG'
To_Do___Domain,Common,JoinTree_1,15,leftOuter,CI_PREM,CI_TREND_AREA_L,CI_PREM.TREND_AREA_CD == CI_TREND_AREA_L.TREND_AREA_CD and CI_TREND_AREA_L.LANGUAGE_CD == 'ENG'
To_Do___Domain,Common,JoinTree_1,16,leftOuter,CI_PREM,CI_STATE_L,CI_PREM.COUNTRY == CI_STATE_L.COUNTRY and CI_PREM.STATE == CI_STATE_L.STATE and CI_STATE_L.LANGUAGE_CD == 'ENG'
To_Do___Domain,Common,JoinTree_1,17,leftOuter,CI_PREM,CI_TIME_ZONE_L,CI_PREM.TIME_ZONE_CD == CI_TIME_ZONE_L.TIME_ZONE_CD and CI_TIME_ZONE_L.LANGUAGE_CD == 'ENG'
Usage_Transaction_Exception___Domain,Common,JoinTree_1,1,inner,D1_USAGE_EXCP,CI_TD_DRLKEY,D1_USAGE_EXCP.D1_USAGE_ID == CI_TD_DRLKEY.KEY_VALUE
Usage_Transaction_Exception___Domain,Common,JoinTree_1,2,inner,CI_TD_DRLKEY,CI_TD_DRLKEY_TY,CI_TD_DRLKEY.SEQ_NUM == CI_TD_DRLKEY_TY.SEQ_NUM
Usage_Transaction_Exception___Domain,Common,JoinTree_1,3,inner,CI_TD_DRLKEY_TY,CI_TD_ENTRY,CI_TD_DRLKEY_TY.TD_TYPE_CD == CI_TD_ENTRY.TD_TYPE_CD and CI_TD_DRLKEY_TY.TBL_NAME == 'D1_USAGE' and CI_TD_DRLKEY_TY.FLD_NAME == 'D1_USAGE_ID'
Usage_Transaction_Exception___Domain,Common,JoinTree_1,4,inner,CI_TD_DRLKEY,CI_TD_ENTRY,CI_TD_DRLKEY.TD_ENTRY_ID == CI_TD_ENTRY.TD_ENTRY_ID
Usage_Transaction_Exception___Domain,Common,JoinTree_1,5,inner,D1_USAGE_EXCP,D1_USAGE,D1_USAGE_EXCP.D1_USAGE_ID == D1_USAGE.D1_USAGE_ID
Usage_Transaction_Exception___Domain,Common,JoinTree_1,6,inner,D1_USAGE,D1_US_CONTACT,D1_USAGE.US_ID == D1_US_CONTACT.US_ID
Usage_Transaction_Exception___Domain,Common,JoinTree_1,7,inner,D1_US_CONTACT,D1_CONTACT_IDENTIFIER,D1_US_CONTACT.CONTACT_ID == D1_CONTACT_IDENTIFIER.CONTACT_ID and D1_CONTACT_IDENTIFIER.CONTACT_ID_TYPE_FLG == 'D1EI'
Usage_Transaction_Exception___Domain,Common,JoinTree_1,8,inner,D1_CONTACT_IDENTIFIER,CI_PER_NAME,D1_CONTACT_IDENTIFIER.ID_VALUE == CI_PER_NAME.PER_ID and CI_PER_NAME.NAME_TYPE_FLG == 'PRIM'
Usage_Transaction_Exception___Domain,Common,JoinTree_1,9,inner,D1_USAGE_EXCP,CI_LOOKUP_VAL_L,D1_USAGE_EXCP.EXCP_SEVERITY_FLG == CI_LOOKUP_VAL_L.FIELD_VALUE and CI_LOOKUP_VAL_L.FIELD_NAME == 'EXCP_SEVERITY_FLG' and CI_LOOKUP_VAL_L.LANGUAGE_CD == 'ENG'
Usage_Transaction_Exception___Domain,Common,JoinTree_1,10,inner,CI_TD_ENTRY,CI_LOOKUP_VAL_L_2,CI_TD_ENTRY.ENTRY_STATUS_FLG == CI_LOOKUP_VAL_L_2.FIELD_VALUE and CI_LOOKUP_VAL_L_2.FIELD_NAME == 'ENTRY_STATUS_FLG' and CI_LOOKUP_VAL_L_2.LANGUAGE_CD == 'ENG'
Usage_Transaction_Exception___Domain,Common,JoinTree_1,11,inner,CI_TD_ENTRY,CI_LOOKUP_VAL_L_3,CI_TD_ENTRY.TD_PRIORITY_FLG == CI_LOOKUP_VAL_L_3.FIELD_VALUE and CI_LOOKUP_VAL_L_3.FIELD_NAME == 'TD_PRIORITY_FLG' and CI_LOOKUP_VAL_L_3.LANGUAGE_CD == 'ENG'
Usage_Transaction_Exception___Domain,Common,JoinTree_1,12,inner,D1_USAGE_EXCP,F1_BUS_OBJ_L,D1_USAGE_EXCP.BUS_OBJ_CD == F1_BUS_OBJ_L.BUS_OBJ_CD and F1_BUS_OBJ_L.LANGUAGE_CD == 'ENG'
Usage_Transaction_Exception___Domain,Common,JoinTree_1,13,inner,D1_USAGE_EXCP,D1_USAGE_EXCP_TYPE_L,D1_USAGE_EXCP.USAGE_EXCP_TYPE_CD == D1_USAGE_EXCP_TYPE_L.USAGE_EXCP_TYPE_CD and D1_USAGE_EXCP_TYPE_L.LANGUAGE_CD == 'ENG'
Usage_Transaction_Exception___Domain,Common,JoinTree_1,14,inner,D1_USAGE_EXCP,D1_USG_GRP_L,D1_USAGE_EXCP.USG_GRP_CD == D1_USG_GRP_L.USG_GRP_CD and D1_USG_GRP_L.LANGUAGE_CD == 'ENG'
Usage_Transaction_Exception___Domain,Common,JoinTree_1,15,inner,D1_USAGE_EXCP,D1_USG_RULE_L,D1_USAGE_EXCP.USG_RULE_CD == D1_USG_RULE_L.USG_RULE_CD and D1_USG_RULE_L.LANGUAGE_CD == 'ENG' and D1_USAGE_EXCP.USG_GRP_CD == D1_USG_RULE_L.USG_GRP_CD
Usage_Transaction_Exception___Domain,Common,JoinTree_1,16,inner,CI_TD_ENTRY,CI_ROLE_L,CI_TD_ENTRY.ROLE_ID == CI_ROLE_L.ROLE_ID and CI_ROLE_L.LANGUAGE_CD == 'ENG'
Usage_Transaction_Exception___Domain,Common,JoinTree_1,17,inner,CI_TD_ENTRY,CI_TD_TYPE_L,CI_TD_ENTRY.TD_TYPE_CD == CI_TD_TYPE_L.TD_TYPE_CD and CI_TD_TYPE_L.LANGUAGE_CD == 'ENG'
Usage_Transaction_Exception___Domain,Common,JoinTree_1,18,leftOuter,CI_TD_ENTRY,SC_USER,CI_TD_ENTRY.ASSIGNED_TO == SC_USER.USER_ID
Usage_Transaction_Exception___Domain,Common,JoinTree_1,19,leftOuter,CI_TD_ENTRY,SC_USER_1,CI_TD_ENTRY.ASSIGNED_USER_ID == SC_USER_1.USER_ID
Usage_Transaction_Exception___Domain,Common,JoinTree_1,20,leftOuter,CI_TD_ENTRY,SC_USER_2,CI_TD_ENTRY.COMPLETE_USER_ID == SC_USER_2.USER_ID
Usage_Transaction_Exception___Domain,Common,JoinTree_1,21,inner,D1_USAGE_EXCP,CI_LOOKUP_VAL_L_1,D1_USAGE_EXCP.OPEN_CLOSE_FLG == CI_LOOKUP_VAL_L_1.FIELD_VALUE and CI_LOOKUP_VAL_L_1.FIELD_NAME == 'OPEN_CLOSE_FLG' and CI_LOOKUP_VAL_L_1.LANGUAGE_CD == 'ENG'
Usage_Transaction_Exception___Domain,Common,JoinTree_1,22,inner,D1_USAGE,D1_US_SP,D1_USAGE.US_ID == D1_US_SP.US_ID
Usage_Transaction_Exception___Domain,Common,JoinTree_1,23,inner,D1_US_SP,D1_SP,D1_US_SP.D1_SP_ID == D1_SP.D1_SP_ID and D1_SP.BO_STATUS_CD == 'ACTIVE'
Usage_Transaction_Exception___Domain,Common,JoinTree_1,24,inner,D1_SP,CI_ACC_GRP_L,D1_SP.ACCESS_GRP_CD == CI_ACC_GRP_L.ACCESS_GRP_CD and CI_ACC_GRP_L.LANGUAGE_CD == 'ENG'
Usage_Transaction_Exception___Domain,Common,JoinTree_1,25,inner,D1_SP,F1_BUS_OBJ_L_1,D1_SP.BUS_OBJ_CD == F1_BUS_OBJ_L_1.BUS_OBJ_CD and F1_BUS_OBJ_L_1.LANGUAGE_CD == 'ENG'
Usage_Transaction_Exception___Domain,Common,JoinTree_1,26,leftOuter,D1_SP,F1_BUS_OBJ_STATUS_L,D1_SP.BO_STATUS_CD == F1_BUS_OBJ_STATUS_L.BO_STATUS_CD and D1_SP.BUS_OBJ_CD == F1_BUS_OBJ_STATUS_L.BUS_OBJ_CD and F1_BUS_OBJ_STATUS_L.DESCR == 'ENG'
Usage_Transaction_Exception___Domain,Common,JoinTree_1,27,inner,D1_SP,D1_SP_TYPE_L,D1_SP.D1_SP_TYPE_CD == D1_SP_TYPE_L.D1_SP_TYPE_CD and D1_SP_TYPE_L.LANGUAGE_CD == 'ENG'
Usage_Transaction_Exception___Domain,Common,JoinTree_1,28,leftOuter,D1_SP,D1_DIVISION_L,D1_SP.DIVISION_CD == D1_DIVISION_L.DIVISION_CD and D1_DIVISION_L.LANGUAGE_CD == 'ENG'
Usage_Transaction_Exception___Domain,Common,JoinTree_1,29,leftOuter,D1_SP,D1_MKT_L,D1_SP.MKT_CD == D1_MKT_L.MKT_CD and D1_MKT_L.LANGUAGE_CD == 'ENG'
Usage_Transaction_Exception___Domain,Common,JoinTree_1,30,leftOuter,D1_SP,D1_MSRMT_CYC_L,D1_SP.MSRMT_CYC_CD == D1_MSRMT_CYC_L.MSRMT_CYC_CD and D1_MSRMT_CYC_L.LANGUAGE_CD == 'ENG'
Usage_Transaction_Exception___Domain,Common,JoinTree_1,31,leftOuter,D1_SP,D1_MSRMT_CYC_RTE_L,D1_SP.MSRMT_CYC_CD == D1_MSRMT_CYC_RTE_L.MSRMT_CYC_CD and D1_SP.MSRMT_CYC_RTE_CD == D1_MSRMT_CYC_RTE_L.MSRMT_CYC_RTE_CD and D1_MSRMT_CYC_RTE_L.LANGUAGE_CD == 'ENG'
Usage_Transaction_Exception___Domain,Common,JoinTree_1,32,inner,D1_SP,CI_TIME_ZONE_L,D1_SP.TIME_ZONE_CD == CI_TIME_ZONE_L.TIME_ZONE_CD and CI_TIME_ZONE_L.LANGUAGE_CD == 'ENG'
Usage_Transaction_Exception___Domain,Common,JoinTree_1,33,leftOuter,D1_SP,CI_LOOKUP_VAL_L_4,D1_SP.DISCONN_LOC_FLG == CI_LOOKUP_VAL_L_4.FIELD_VALUE and CI_LOOKUP_VAL_L_4.FIELD_NAME == 'DISCONN_LOC_FLG' and CI_LOOKUP_VAL_L_4.LANGUAGE_CD == 'ENG'
Usage_Transaction_Exception___Domain,Common,JoinTree_1,34,inner,D1_SP,CI_LOOKUP_VAL_L_5,D1_SP.SP_SRC_STAT_FLG == CI_LOOKUP_VAL_L_5.FIELD_VALUE and CI_LOOKUP_VAL_L_5.FIELD_NAME == 'SP_SRC_STAT_FLG' and CI_LOOKUP_VAL_L_5.LANGUAGE_CD == 'ENG'
VEE_Exception___Domain,Common,JoinTree_1,1,inner,D1_VEE_EXCP,D1_INIT_MSRMT_DATA,D1_VEE_EXCP.INIT_MSRMT_DATA_ID == D1_INIT_MSRMT_DATA.INIT_MSRMT_DATA_ID
VEE_Exception___Domain,Common,JoinTree_1,2,inner,D1_INIT_MSRMT_DATA,CI_TD_DRLKEY,D1_INIT_MSRMT_DATA.INIT_MSRMT_DATA_ID == CI_TD_DRLKEY.KEY_VALUE
VEE_Exception___Domain,Common,JoinTree_1,3,inner,CI_TD_DRLKEY,CI_TD_DRLKEY_TY,CI_TD_DRLKEY.SEQ_NUM == CI_TD_DRLKEY_TY.SEQ_NUM
VEE_Exception___Domain,Common,JoinTree_1,4,inner,CI_TD_DRLKEY_TY,CI_TD_ENTRY,CI_TD_DRLKEY_TY.TD_TYPE_CD == CI_TD_ENTRY.TD_TYPE_CD and CI_TD_DRLKEY_TY.TBL_NAME == 'D1_INIT_MSRMT_DATA' and CI_TD_DRLKEY_TY.FLD_NAME == 'INIT_MSRMT_DATA_ID'
VEE_Exception___Domain,Common,JoinTree_1,5,inner,CI_TD_DRLKEY,CI_TD_ENTRY,CI_TD_DRLKEY.TD_ENTRY_ID == CI_TD_ENTRY.TD_ENTRY_ID
VEE_Exception___Domain,Common,JoinTree_1,6,inner,D1_INIT_MSRMT_DATA,CMS_PER_NAME,D1_INIT_MSRMT_DATA.INIT_MSRMT_DATA_ID == CMS_PER_NAME.INIT_MSRMT_DATA_ID
VEE_Exception___Domain,Common,JoinTree_1,7,inner,D1_INIT_MSRMT_DATA,D1_MEASR_COMP,D1_INIT_MSRMT_DATA.MEASR_COMP_ID == D1_MEASR_COMP.MEASR_COMP_ID
VEE_Exception___Domain,Common,JoinTree_1,8,inner,D1_MEASR_COMP,D1_DVC_CFG,D1_MEASR_COMP.DEVICE_CONFIG_ID == D1_DVC_CFG.DEVICE_CONFIG_ID
VEE_Exception___Domain,Common,JoinTree_1,9,inner,D1_DVC_CFG,D1_INSTALL_EVT,D1_DVC_CFG.DEVICE_CONFIG_ID == D1_INSTALL_EVT.DEVICE_CONFIG_ID
VEE_Exception___Domain,Common,JoinTree_1,10,inner,D1_INSTALL_EVT,D1_SP,D1_INSTALL_EVT.D1_SP_ID == D1_SP.D1_SP_ID
VEE_Exception___Domain,Common,JoinTree_1,11,leftOuter,D1_VEE_EXCP,F1_BUS_OBJ_STATUS_L,D1_VEE_EXCP.BO_STATUS_CD == F1_BUS_OBJ_STATUS_L.BO_STATUS_CD and D1_VEE_EXCP.BUS_OBJ_CD == F1_BUS_OBJ_STATUS_L.BUS_OBJ_CD and F1_BUS_OBJ_STATUS_L.LANGUAGE_CD == 'ENG'
VEE_Exception___Domain,Common,JoinTree_1,12,inner,D1_VEE_EXCP,F1_BUS_OBJ_L,D1_VEE_EXCP.BUS_OBJ_CD == F1_BUS_OBJ_L.BUS_OBJ_CD and F1_BUS_OBJ_L.LANGUAGE_CD == 'ENG'
VEE_Exception___Domain,Common,JoinTree_1,13,inner,D1_VEE_EXCP,CI_LOOKUP_VAL_L,D1_VEE_EXCP.EXCP_SEVERITY_FLG == CI_LOOKUP_VAL_L.FIELD_VALUE and CI_LOOKUP_VAL_L.FIELD_NAME == 'EXCP_SEVERITY_FLG' and CI_LOOKUP_VAL_L.LANGUAGE_CD == 'ENG'
VEE_Exception___Domain,Common,JoinTree_1,14,inner,D1_VEE_EXCP,D1_EXCP_TYPE_L,D1_VEE_EXCP.EXCP_TYPE_CD == D1_EXCP_TYPE_L.EXCP_TYPE_CD and D1_EXCP_TYPE_L.LANGUAGE_CD == 'ENG'
VEE_Exception___Domain,Common,JoinTree_1,15,inner,D1_VEE_EXCP,CI_LOOKUP_VAL_L_1,D1_VEE_EXCP.OPEN_CLOSE_FLG == CI_LOOKUP_VAL_L_1.FIELD_VALUE and CI_LOOKUP_VAL_L_1.FIELD_NAME == 'OPEN_CLOSE_FLG' and CI_LOOKUP_VAL_L_1.LANGUAGE_CD == 'ENG'
VEE_Exception___Domain,Common,JoinTree_1,16,inner,D1_VEE_EXCP,D1_VEE_GRP_L,D1_VEE_EXCP.VEE_GRP_CD == D1_VEE_GRP_L.VEE_GRP_CD and D1_VEE_GRP_L.LANGUAGE_CD == 'ENG'
VEE_Exception___Domain,Common,JoinTree_1,17,inner,D1_VEE_EXCP,D1_VEE_RULE_L,D1_VEE_EXCP.VEE_RULE_CD == D1_VEE_RULE_L.VEE_RULE_CD and D1_VEE_EXCP.VEE_GRP_CD == D1_VEE_RULE_L.VEE_GRP_CD and D1_VEE_RULE_L.LANGUAGE_CD == 'ENG'
VEE_Exception___Domain,Common,JoinTree_1,18,inner,D1_SP,F1_BUS_OBJ_L_1,D1_SP.BUS_OBJ_CD == F1_BUS_OBJ_L_1.BUS_OBJ_CD and F1_BUS_OBJ_L_1.LANGUAGE_CD == 'ENG'
VEE_Exception___Domain,Common,JoinTree_1,19,inner,D1_SP,F1_BUS_OBJ_STATUS_L_1,D1_SP.BO_STATUS_CD == F1_BUS_OBJ_STATUS_L_1.BO_STATUS_CD and D1_SP.BUS_OBJ_CD == F1_BUS_OBJ_STATUS_L_1.BUS_OBJ_CD and F1_BUS_OBJ_STATUS_L_1.LANGUAGE_CD == 'ENG'
VEE_Exception___Domain,Common,JoinTree_1,20,leftOuter,D1_SP,CI_LOOKUP_VAL_L_3,D1_SP.DISCONN_LOC_FLG == CI_LOOKUP_VAL_L_3.FIELD_VALUE and CI_LOOKUP_VAL_L_3.FIELD_NAME == 'DISCONN_LOC_FLG' and CI_LOOKUP_VAL_L_3.LANGUAGE_CD == 'ENG'
VEE_Exception___Domain,Common,JoinTree_1,21,leftOuter,D1_SP,D1_MKT_L,D1_SP.MKT_CD == D1_MKT_L.MKT_CD and D1_MKT_L.LANGUAGE_CD == 'ENG'
VEE_Exception___Domain,Common,JoinTree_1,22,leftOuter,D1_SP,D1_MSRMT_CYC_L,D1_SP.MSRMT_CYC_CD == D1_MSRMT_CYC_L.MSRMT_CYC_CD and D1_MSRMT_CYC_L.LANGUAGE_CD == 'ENG'
VEE_Exception___Domain,Common,JoinTree_1,23,leftOuter,D1_SP,D1_MSRMT_CYC_RTE_L,D1_SP.MSRMT_CYC_RTE_CD == D1_MSRMT_CYC_RTE_L.MSRMT_CYC_RTE_CD and D1_MSRMT_CYC_RTE_L.MSRMT_CYC_CD == D1_SP.MSRMT_CYC_CD and D1_MSRMT_CYC_RTE_L.LANGUAGE_CD == 'ENG'
VEE_Exception___Domain,Common,JoinTree_1,24,inner,D1_SP,CI_TIME_ZONE_L,D1_SP.TIME_ZONE_CD == CI_TIME_ZONE_L.TIME_ZONE_CD and CI_TIME_ZONE_L.LANGUAGE_CD == 'ENG'
VEE_Exception___Domain,Common,JoinTree_1,25,inner,D1_SP,CI_LOOKUP_VAL_L_4,D1_SP.SP_SRC_STAT_FLG == CI_LOOKUP_VAL_L_4.FIELD_VALUE and CI_LOOKUP_VAL_L_4.FIELD_NAME == 'SP_SRC_STAT_FLG' and CI_LOOKUP_VAL_L_4.LANGUAGE_CD == 'ENG'
VEE_Exception___Domain,Common,JoinTree_1,26,leftOuter,CI_TD_ENTRY,SC_USER,CI_TD_ENTRY.ASSIGNED_TO == SC_USER.USER_ID
VEE_Exception___Domain,Common,JoinTree_1,27,leftOuter,CI_TD_ENTRY,SC_USER_1,CI_TD_ENTRY.ASSIGNED_USER_ID == SC_USER_1.USER_ID
VEE_Exception___Domain,Common,JoinTree_1,28,leftOuter,CI_TD_ENTRY,SC_USER_2,CI_TD_ENTRY.COMPLETE_USER_ID == SC_USER_2.USER_ID
VEE_Exception___Domain,Common,JoinTree_1,29,inner,CI_TD_ENTRY,CI_ROLE_L,CI_TD_ENTRY.ROLE_ID == CI_ROLE_L.ROLE_ID and CI_ROLE_L.LANGUAGE_CD == 'ENG'
VEE_Exception___Domain,Common,JoinTree_1,30,inner,CI_TD_ENTRY,CI_LOOKUP_VAL_L_5,CI_TD_ENTRY.TD_PRIORITY_FLG == CI_LOOKUP_VAL_L_5.FIELD_VALUE and CI_LOOKUP_VAL_L_5.FIELD_NAME == 'TD_PRIORITY_FLG' and CI_LOOKUP_VAL_L_5.LANGUAGE_CD == 'ENG'
VEE_Exception___Domain,Common,JoinTree_1,31,inner,CI_TD_ENTRY,CI_TD_TYPE_L,CI_TD_ENTRY.TD_TYPE_CD == CI_TD_TYPE_L.TD_TYPE_CD and CI_TD_TYPE_L.LANGUAGE_CD == 'ENG'
VEE_Exception___Domain,Common,JoinTree_1,32,inner,D1_SP,D1_SP_TYPE_L,D1_SP.D1_SP_TYPE_CD == D1_SP_TYPE_L.D1_SP_TYPE_CD and D1_SP_TYPE_L.LANGUAGE_CD == 'ENG'
VEE_Exception___Domain,Common,JoinTree_1,33,inner,CI_TD_ENTRY,CI_LOOKUP_VAL_L_6,CI_TD_ENTRY.ENTRY_STATUS_FLG == CI_LOOKUP_VAL_L_6.FIELD_VALUE and CI_LOOKUP_VAL_L_6.FIELD_NAME == 'ENTRY_STATUS_FLG' and CI_LOOKUP_VAL_L_6.LANGUAGE_CD == 'ENG'
Account_Alert___Domain,Customer Operations,JoinTree_1,1,inner,CI_ACCT,CI_ACCT_ALERT,CI_ACCT.ACCT_ID == CI_ACCT_ALERT.ACCT_ID
Account_Alert___Domain,Customer Operations,JoinTree_1,2,inner,CI_ACCT,CI_ACCT_PER,CI_ACCT.ACCT_ID == CI_ACCT_PER.ACCT_ID and CI_ACCT_PER.MAIN_CUST_SW == 'Y'
Account_Alert___Domain,Customer Operations,JoinTree_1,3,inner,CI_ACCT_ALERT,CI_ALERT_TYPE_L,CI_ACCT_ALERT.ALERT_TYPE_CD == CI_ALERT_TYPE_L.ALERT_TYPE_CD and CI_ALERT_TYPE_L.LANGUAGE_CD == 'ENG'
Account_Alert___Domain,Customer Operations,JoinTree_1,4,leftOuter,CI_ACCT,CI_BILL_CYC_L,CI_ACCT.BILL_CYC_CD == CI_BILL_CYC_L.BILL_CYC_CD and CI_BILL_CYC_L.LANGUAGE_CD == 'ENG'
Account_Alert___Domain,Customer Operations,JoinTree_1,5,leftOuter,CI_ACCT,CI_CIS_DIVISION_L,CI_ACCT.CIS_DIVISION == CI_CIS_DIVISION_L.CIS_DIVISION and CI_CIS_DIVISION_L.LANGUAGE_CD == 'ENG'
Account_Alert___Domain,Customer Operations,JoinTree_1,6,inner,CI_ACCT,CI_COLL_CL_L,CI_ACCT.COLL_CL_CD == CI_COLL_CL_L.COLL_CL_CD and CI_COLL_CL_L.LANGUAGE_CD == 'ENG'
Account_Alert___Domain,Customer Operations,JoinTree_1,7,inner,CI_ACCT,CI_CUST_CL_L,CI_ACCT.CUST_CL_CD == CI_CUST_CL_L.CUST_CL_CD and CI_CUST_CL_L.LANGUAGE_CD == 'ENG'
Account_Alert___Domain,Customer Operations,JoinTree_1,8,leftOuter,CI_ACCT,CI_BUD_PLAN_L,CI_ACCT.BUD_PLAN_CD == CI_BUD_PLAN_L.BUD_PLAN_CD and CI_BUD_PLAN_L.LANGUAGE_CD == 'ENG'
Account_Alert___Domain,Customer Operations,JoinTree_1,9,leftOuter,CI_ACCT,SC_USER,CI_ACCT.BILL_PRT_INTERCEPT == SC_USER.USER_ID
Account_Alert___Domain,Customer Operations,JoinTree_1,10,inner,CI_ACCT_PER,CI_PER_NAME,CI_ACCT_PER.PER_ID == CI_PER_NAME.PER_ID and CI_PER_NAME.NAME_TYPE_FLG == 'PRIM' and CI_ACCT_PER.MAIN_CUST_SW == 'Y'
Account_Alert___Domain,Customer Operations,JoinTree_1,11,leftOuter,CI_ACCT,CI_SA,CI_ACCT.ACCT_ID == CI_SA.ACCT_ID
Account_Alert___Domain,Customer Operations,JoinTree_1,12,leftOuter,CI_SA,CI_BSEG,CI_SA.SA_ID == CI_BSEG.SA_ID
Account_Alert___Domain,Customer Operations,JoinTree_1,13,inner,CI_BSEG,CI_BSEG_CALC,CI_BSEG.BSEG_ID == CI_BSEG_CALC.BSEG_ID
Account_Alert___Domain,Customer Operations,JoinTree_1,14,leftOuter,CI_BSEG,FT_GL_SUMMARY,CI_BSEG.BSEG_ID == FT_GL_SUMMARY.SIBLING_ID
