owner,view_name,text_length,ddl_chars,ddl_file,select_file,status
CISADM,CI_MTR_CNFG_VW,168,319,ddl/CI_MTR_CNFG_VW.sql,view_select_logic/CI_MTR_CNFG_VW.sql,ok
CISADM,CI_NT_UP_EXC_VW,424,761,ddl/CI_NT_UP_EXC_VW.sql,view_select_logic/CI_NT_UP_EXC_VW.sql,ok
CISADM,CI_ODEVTD_ACCHST_VW,461,693,ddl/CI_ODEVTD_ACCHST_VW.sql,view_select_logic/CI_ODEVTD_ACCHST_VW.sql,ok
CISADM,CI_ODEVT_ACCHST_VW,418,649,ddl/CI_ODEVT_ACCHST_VW.sql,view_select_logic/CI_ODEVT_ACCHST_VW.sql,ok
CISADM,CI_ODPRC_ACCHST_VW,361,592,ddl/CI_ODPRC_ACCHST_VW.sql,view_select_logic/CI_ODPRC_ACCHST_VW.sql,ok
CISADM,CI_OMS_DEVICE_VW,734,869,ddl/CI_OMS_DEVICE_VW.sql,view_select_logic/CI_OMS_DEVICE_VW.sql,ok
CISADM,CI_OMS_FEEDER_VW,734,869,ddl/CI_OMS_FEEDER_VW.sql,view_select_logic/CI_OMS_FEEDER_VW.sql,ok
CISADM,CI_OMS_PHONE_VW,2623,2800,ddl/CI_OMS_PHONE_VW.sql,view_select_logic/CI_OMS_PHONE_VW.sql,ok
CISADM,CI_OMS_PRIC_VW,893,1027,ddl/CI_OMS_PRIC_VW.sql,view_select_logic/CI_OMS_PRIC_VW.sql,ok
CISADM,CI_OMS_PRIK_VW,903,1037,ddl/CI_OMS_PRIK_VW.sql,view_select_logic/CI_OMS_PRIK_VW.sql,ok
CISADM,CI_OMS_PRIM_VW,891,1025,ddl/CI_OMS_PRIM_VW.sql,view_select_logic/CI_OMS_PRIM_VW.sql,ok
CISADM,CI_PAY_TND_VW,105,302,ddl/CI_PAY_TND_VW.sql,view_select_logic/CI_PAY_TND_VW.sql,ok
CISADM,CI_PAY_VW,86,279,ddl/CI_PAY_VW.sql,view_select_logic/CI_PAY_VW.sql,ok
CISADM,CI_PA_ACCT_HST_VW,508,738,ddl/CI_PA_ACCT_HST_VW.sql,view_select_logic/CI_PA_ACCT_HST_VW.sql,ok
CISADM,CI_PER_PRIM_VW,97,233,ddl/CI_PER_PRIM_VW.sql,view_select_logic/CI_PER_PRIM_VW.sql,ok
CISADM,CI_PP_ACCT_HST_VW,504,734,ddl/CI_PP_ACCT_HST_VW.sql,view_select_logic/CI_PP_ACCT_HST_VW.sql,ok
CISADM,CI_RC_ACCT_HIS_VW,498,728,ddl/CI_RC_ACCT_HIS_VW.sql,view_select_logic/CI_RC_ACCT_HIS_VW.sql,ok
CISADM,CI_REGRD_SEL_VW,108,267,ddl/CI_REGRD_SEL_VW.sql,view_select_logic/CI_REGRD_SEL_VW.sql,ok
CISADM,CI_ROOT_OBJ_VW,1312,1663,ddl/CI_ROOT_OBJ_VW.sql,view_select_logic/CI_ROOT_OBJ_VW.sql,ok
CISADM,CI_RV_BF_RDR_VW,270,433,ddl/CI_RV_BF_RDR_VW.sql,view_select_logic/CI_RV_BF_RDR_VW.sql,ok
CISADM,CI_RV_BF_TXE_VW,273,436,ddl/CI_RV_BF_TXE_VW.sql,view_select_logic/CI_RV_BF_TXE_VW.sql,ok
CISADM,CI_RV_BF_VAL_VW,270,433,ddl/CI_RV_BF_VAL_VW.sql,view_select_logic/CI_RV_BF_VAL_VW.sql,ok
CISADM,CI_SA_IREG_VW,620,981,ddl/CI_SA_IREG_VW.sql,view_select_logic/CI_SA_IREG_VW.sql,ok
CISADM,CI_SA_RDR_VW,289,509,ddl/CI_SA_RDR_VW.sql,view_select_logic/CI_SA_RDR_VW.sql,ok
CISADM,CI_SA_SP_DT_VW,493,771,ddl/CI_SA_SP_DT_VW.sql,view_select_logic/CI_SA_SP_DT_VW.sql,ok
CISADM,CI_SA_TXE_VW,289,509,ddl/CI_SA_TXE_VW.sql,view_select_logic/CI_SA_TXE_VW.sql,ok
CISADM,CI_SA_VAL_VW,314,548,ddl/CI_SA_VAL_VW.sql,view_select_logic/CI_SA_VAL_VW.sql,ok
CISADM,CI_SCTY_VAL_VW,201,350,ddl/CI_SCTY_VAL_VW.sql,view_select_logic/CI_SCTY_VAL_VW.sql,ok
CISADM,CI_SED_ACCT_HST_VW,679,910,ddl/CI_SED_ACCT_HST_VW.sql,view_select_logic/CI_SED_ACCT_HST_VW.sql,ok
CISADM,CI_SE_ACCT_HST_VW,615,845,ddl/CI_SE_ACCT_HST_VW.sql,view_select_logic/CI_SE_ACCT_HST_VW.sql,ok
CISADM,CI_SP_CHTY_VW,271,450,ddl/CI_SP_CHTY_VW.sql,view_select_logic/CI_SP_CHTY_VW.sql,ok
CISADM,CI_SP_IT_EV_VW,198,400,ddl/CI_SP_IT_EV_VW.sql,view_select_logic/CI_SP_IT_EV_VW.sql,ok
CISADM,CI_SP_MTR_EV_VW,237,451,ddl/CI_SP_MTR_EV_VW.sql,view_select_logic/CI_SP_MTR_EV_VW.sql,ok
CISADM,CI_SV_ACCT_HST_VW,440,670,ddl/CI_SV_ACCT_HST_VW.sql,view_select_logic/CI_SV_ACCT_HST_VW.sql,ok
CISADM,CI_TD_ENTRY_OPEN_VW,5268,5914,ddl/CI_TD_ENTRY_OPEN_VW.sql,view_select_logic/CI_TD_ENTRY_OPEN_VW.sql,ok
CISADM,CI_USR_ACC_GRP_VW,132,274,ddl/CI_USR_ACC_GRP_VW.sql,view_select_logic/CI_USR_ACC_GRP_VW.sql,ok
CISADM,CI_WE_ACCT_HST_VW,474,704,ddl/CI_WE_ACCT_HST_VW.sql,view_select_logic/CI_WE_ACCT_HST_VW.sql,ok
CISADM,CI_WO_ACCT_HST_VW,383,613,ddl/CI_WO_ACCT_HST_VW.sql,view_select_logic/CI_WO_ACCT_HST_VW.sql,ok
CISADM,CMS_ADMIN_CONFIG_VW,108912,109130,ddl/CMS_ADMIN_CONFIG_VW.sql,view_select_logic/CMS_ADMIN_CONFIG_VW.sql,ok
CISADM,CMS_C1_PA_RQST_BODA_VW,1964,2293,ddl/CMS_C1_PA_RQST_BODA_VW.sql,view_select_logic/CMS_C1_PA_RQST_BODA_VW.sql,ok
CISADM,CMS_C1_REPRESENTATIVE_BODA_VW,892,1087,ddl/CMS_C1_REPRESENTATIVE_BODA_VW.sql,view_select_logic/CMS_C1_REPRESENTATIVE_BODA_VW.sql,ok
CISADM,CMS_CI_APPR_REQ_BODA_VW,812,1015,ddl/CMS_CI_APPR_REQ_BODA_VW.sql,view_select_logic/CMS_CI_APPR_REQ_BODA_VW.sql,ok
CISADM,CMS_CI_CASE_LOG_VW,2371,2694,ddl/CMS_CI_CASE_LOG_VW.sql,view_select_logic/CMS_CI_CASE_LOG_VW.sql,ok
CISADM,CMS_CI_CASE_VW,2078,2363,ddl/CMS_CI_CASE_VW.sql,view_select_logic/CMS_CI_CASE_VW.sql,ok
CISADM,CMS_CI_TD_ENTRY_CHAR_VW,3022,3278,ddl/CMS_CI_TD_ENTRY_CHAR_VW.sql,view_select_logic/CMS_CI_TD_ENTRY_CHAR_VW.sql,ok
CISADM,CMS_D1_ACTIVITY_CHAR_VW,809,1006,ddl/CMS_D1_ACTIVITY_CHAR_VW.sql,view_select_logic/CMS_D1_ACTIVITY_CHAR_VW.sql,ok
CISADM,CMS_D1_ACTIVITY_D1FA_BODA_VW,3372,3913,ddl/CMS_D1_ACTIVITY_D1FA_BODA_VW.sql,view_select_logic/CMS_D1_ACTIVITY_D1FA_BODA_VW.sql,ok
CISADM,CMS_D1_DVC_BODA_VW,487,661,ddl/CMS_D1_DVC_BODA_VW.sql,view_select_logic/CMS_D1_DVC_BODA_VW.sql,ok
CISADM,CMS_D1_DVC_CHAR_VW,402,545,ddl/CMS_D1_DVC_CHAR_VW.sql,view_select_logic/CMS_D1_DVC_CHAR_VW.sql,ok
CISADM,CMS_D1_DVC_IDENTIFIER_VW,3778,4143,ddl/CMS_D1_DVC_IDENTIFIER_VW.sql,view_select_logic/CMS_D1_DVC_IDENTIFIER_VW.sql,ok
CISADM,CMS_D1_SP_BODA_VW,1532,1826,ddl/CMS_D1_SP_BODA_VW.sql,view_select_logic/CMS_D1_SP_BODA_VW.sql,ok
CISADM,CMS_NON_INVOICED_USAGE_VW,1586,1817,ddl/CMS_NON_INVOICED_USAGE_VW.sql,view_select_logic/CMS_NON_INVOICED_USAGE_VW.sql,ok
CISADM,CMS_W1_ASSET_IDENTIFIER_VW,1583,1855,ddl/CMS_W1_ASSET_IDENTIFIER_VW.sql,view_select_logic/CMS_W1_ASSET_IDENTIFIER_VW.sql,ok
CISADM,D1_ACT_DVC_SP_VW,441,620,ddl/D1_ACT_DVC_SP_VW.sql,view_select_logic/D1_ACT_DVC_SP_VW.sql,ok
CISADM,D1_BI_DYN_AGG_VW,2717,3289,ddl/D1_BI_DYN_AGG_VW.sql,view_select_logic/D1_BI_DYN_AGG_VW.sql,ok
CISADM,D1_CONTACT_VW,11617,11929,ddl/D1_CONTACT_VW.sql,view_select_logic/D1_CONTACT_VW.sql,ok
CISADM,D1_DEVICE_VW,29254,29531,ddl/D1_DEVICE_VW.sql,view_select_logic/D1_DEVICE_VW.sql,ok
CISADM,D1_DVC_SP_VW,583,845,ddl/D1_DVC_SP_VW.sql,view_select_logic/D1_DVC_SP_VW.sql,ok
CISADM,D1_EXT_US_INT_MDS_CONST_VW,5043,5530,ddl/D1_EXT_US_INT_MDS_CONST_VW.sql,view_select_logic/D1_EXT_US_INT_MDS_CONST_VW.sql,ok
CISADM,D1_EXT_US_INT_MDS_MSRMTS_VW,20967,22872,ddl/D1_EXT_US_INT_MDS_MSRMTS_VW.sql,view_select_logic/D1_EXT_US_INT_MDS_MSRMTS_VW.sql,ok
CISADM,D1_EXT_US_SCLR_MDS_CONST_VW,5075,5554,ddl/D1_EXT_US_SCLR_MDS_CONST_VW.sql,view_select_logic/D1_EXT_US_SCLR_MDS_CONST_VW.sql,ok
CISADM,D1_EXT_US_SCLR_MDS_MSRMTS_VW,2214,2450,ddl/D1_EXT_US_SCLR_MDS_MSRMTS_VW.sql,view_select_logic/D1_EXT_US_SCLR_MDS_MSRMTS_VW.sql,ok
CISADM,D1_INBOUND_COMM_VW,5377,5627,ddl/D1_INBOUND_COMM_VW.sql,view_select_logic/D1_INBOUND_COMM_VW.sql,ok
CISADM,D1_INI_CONTACT_VW,155,312,ddl/D1_INI_CONTACT_VW.sql,view_select_logic/D1_INI_CONTACT_VW.sql,ok
CISADM,D1_INI_DOE_VW,128,281,ddl/D1_INI_DOE_VW.sql,view_select_logic/D1_INI_DOE_VW.sql,ok
CISADM,D1_INI_DO_VW,125,277,ddl/D1_INI_DO_VW.sql,view_select_logic/D1_INI_DO_VW.sql,ok
CISADM,D1_INI_DVC_CFG_VW,150,307,ddl/D1_INI_DVC_CFG_VW.sql,view_select_logic/D1_INI_DVC_CFG_VW.sql,ok
CISADM,D1_INI_DVC_VW,146,299,ddl/D1_INI_DVC_VW.sql,view_select_logic/D1_INI_DVC_VW.sql,ok
CISADM,D1_INI_IE_VW,148,300,ddl/D1_INI_IE_VW.sql,view_select_logic/D1_INI_IE_VW.sql,ok
CISADM,D1_INI_MC_VW,149,301,ddl/D1_INI_MC_VW.sql,view_select_logic/D1_INI_MC_VW.sql,ok
CISADM,D1_INI_SP_VW,142,294,ddl/D1_INI_SP_VW.sql,view_select_logic/D1_INI_SP_VW.sql,ok
CISADM,D1_INI_US_MKT_PART_VW,132,293,ddl/D1_INI_US_MKT_PART_VW.sql,view_select_logic/D1_INI_US_MKT_PART_VW.sql,ok
CISADM,D1_INI_US_VW,142,294,ddl/D1_INI_US_VW.sql,view_select_logic/D1_INI_US_VW.sql,ok
CISADM,D1_MEASR_COMP_VW,18542,18823,ddl/D1_MEASR_COMP_VW.sql,view_select_logic/D1_MEASR_COMP_VW.sql,ok
CISADM,D1_ON_CONTACT_VW,130,286,ddl/D1_ON_CONTACT_VW.sql,view_select_logic/D1_ON_CONTACT_VW.sql,ok
CISADM,D1_ON_DOE_VW,156,326,ddl/D1_ON_DOE_VW.sql,view_select_logic/D1_ON_DOE_VW.sql,ok
CISADM,D1_ON_DO_VW,144,313,ddl/D1_ON_DO_VW.sql,view_select_logic/D1_ON_DO_VW.sql,ok
CISADM,D1_ON_DVC_CFG_VW,150,324,ddl/D1_ON_DVC_CFG_VW.sql,view_select_logic/D1_ON_DVC_CFG_VW.sql,ok
CISADM,D1_ON_DVC_VW,124,276,ddl/D1_ON_DVC_VW.sql,view_select_logic/D1_ON_DVC_VW.sql,ok
CISADM,D1_ON_IE_VW,152,321,ddl/D1_ON_IE_VW.sql,view_select_logic/D1_ON_IE_VW.sql,ok
CISADM,D1_ON_MC_VW,131,282,ddl/D1_ON_MC_VW.sql,view_select_logic/D1_ON_MC_VW.sql,ok
CISADM,D1_ON_SP_VW,118,269,ddl/D1_ON_SP_VW.sql,view_select_logic/D1_ON_SP_VW.sql,ok
CISADM,D1_ON_US_MKT_PART_VW,118,278,ddl/D1_ON_US_MKT_PART_VW.sql,view_select_logic/D1_ON_US_MKT_PART_VW.sql,ok
CISADM,D1_ON_US_VW,115,266,ddl/D1_ON_US_VW.sql,view_select_logic/D1_ON_US_VW.sql,ok
CISADM,D1_OUTBOUND_COMM_VW,5782,6033,ddl/D1_OUTBOUND_COMM_VW.sql,view_select_logic/D1_OUTBOUND_COMM_VW.sql,ok
CISADM,D1_SP_VW,19640,19913,ddl/D1_SP_VW.sql,view_select_logic/D1_SP_VW.sql,ok
CISADM,D1_US_VW,9701,9974,ddl/D1_US_VW.sql,view_select_logic/D1_US_VW.sql,ok
CISADM,D2_MEASR_QTY_AGR_MV,378,723,ddl/D2_MEASR_QTY_AGR_MV.sql,view_select_logic/D2_MEASR_QTY_AGR_MV.sql,ok
CISADM,D2_MEASR_QTY_MV,4245,4767,ddl/D2_MEASR_QTY_MV.sql,view_select_logic/D2_MEASR_QTY_MV.sql,ok
CISADM,D2_QUALITY_CNT_AGR_MV,377,724,ddl/D2_QUALITY_CNT_AGR_MV.sql,view_select_logic/D2_QUALITY_CNT_AGR_MV.sql,ok
CISADM,D2_QUALITY_CNT_MV,4471,4995,ddl/D2_QUALITY_CNT_MV.sql,view_select_logic/D2_QUALITY_CNT_MV.sql,ok
CISADM,D2_TIMELINESS_CNT_MV,4469,4996,ddl/D2_TIMELINESS_CNT_MV.sql,view_select_logic/D2_TIMELINESS_CNT_MV.sql,ok
CISADM,D2_TIMELINESS_QTY_MV,4471,4998,ddl/D2_TIMELINESS_QTY_MV.sql,view_select_logic/D2_TIMELINESS_QTY_MV.sql,ok
CISADM,D2_TIMELINES_CNT_AGR_MV,377,726,ddl/D2_TIMELINES_CNT_AGR_MV.sql,view_select_logic/D2_TIMELINES_CNT_AGR_MV.sql,ok
CISADM,D2_TIMELINES_QTY_AGR_MV,378,727,ddl/D2_TIMELINES_QTY_AGR_MV.sql,view_select_logic/D2_TIMELINES_QTY_AGR_MV.sql,ok
CISADM,F1_ATTACHMENT_VW,237,545,ddl/F1_ATTACHMENT_VW.sql,view_select_logic/F1_ATTACHMENT_VW.sql,ok
CISADM,F1_BATCH_CONF_VW,994,1248,ddl/F1_BATCH_CONF_VW.sql,view_select_logic/F1_BATCH_CONF_VW.sql,ok
CISADM,F1_BATCH_RUN_HIST_VW,1484,1814,ddl/F1_BATCH_RUN_HIST_VW.sql,view_select_logic/F1_BATCH_RUN_HIST_VW.sql,ok
CISADM,F1_BATCH_THD_CAP_VW,3833,4250,ddl/F1_BATCH_THD_CAP_VW.sql,view_select_logic/F1_BATCH_THD_CAP_VW.sql,ok
CISADM,F1_BATCH_THD_HIST_VW,2139,2558,ddl/F1_BATCH_THD_HIST_VW.sql,view_select_logic/F1_BATCH_THD_HIST_VW.sql,ok
CISADM,F1_BATCH_VOL_VW,487,721,ddl/F1_BATCH_VOL_VW.sql,view_select_logic/F1_BATCH_VOL_VW.sql,ok
CISADM,F1_BO_LIFECYCLE_STATUS_VW,387,571,ddl/F1_BO_LIFECYCLE_STATUS_VW.sql,view_select_logic/F1_BO_LIFECYCLE_STATUS_VW.sql,ok
CISADM,F1_CAL_FISC_PERIOD_D,371,830,ddl/F1_CAL_FISC_PERIOD_D.sql,view_select_logic/F1_CAL_FISC_PERIOD_D.sql,ok
CISADM,F1_CAL_FISC_QUARTER_D,241,550,ddl/F1_CAL_FISC_QUARTER_D.sql,view_select_logic/F1_CAL_FISC_QUARTER_D.sql,ok
CISADM,F1_CAL_FISC_YEAR_D,121,300,ddl/F1_CAL_FISC_YEAR_D.sql,view_select_logic/F1_CAL_FISC_YEAR_D.sql,ok
CISADM,F1_CAL_MONTH_D,307,736,ddl/F1_CAL_MONTH_D.sql,view_select_logic/F1_CAL_MONTH_D.sql,ok
CISADM,F1_CAL_QUARTER_D,210,526,ddl/F1_CAL_QUARTER_D.sql,view_select_logic/F1_CAL_QUARTER_D.sql,ok
CISADM,F1_CAL_WEEK_D,111,309,ddl/F1_CAL_WEEK_D.sql,view_select_logic/F1_CAL_WEEK_D.sql,ok
CISADM,F1_CAL_YEAR_D,106,297,ddl/F1_CAL_YEAR_D.sql,view_select_logic/F1_CAL_YEAR_D.sql,ok
CISADM,F1_LCBO_AUTO_ALG_VW,212,374,ddl/F1_LCBO_AUTO_ALG_VW.sql,view_select_logic/F1_LCBO_AUTO_ALG_VW.sql,ok
CISADM,F1_MENU_APP_SVCS_VW,9586,9754,ddl/F1_MENU_APP_SVCS_VW.sql,view_select_logic/F1_MENU_APP_SVCS_VW.sql,ok
CISADM,F1_TD_FK_CHAR_ENTRY_VW,304,534,ddl/F1_TD_FK_CHAR_ENTRY_VW.sql,view_select_logic/F1_TD_FK_CHAR_ENTRY_VW.sql,ok
CISADM,W1_ASSET_CUR_DPOS_VW,473,691,ddl/W1_ASSET_CUR_DPOS_VW.sql,view_select_logic/W1_ASSET_CUR_DPOS_VW.sql,ok
CISADM,W1_BI_ACTIVITY_VW,11055,12711,ddl/W1_BI_ACTIVITY_VW.sql,view_select_logic/W1_BI_ACTIVITY_VW.sql,ok
CISADM,W1_BI_ASSETACTCOST_VW,39850,41669,ddl/W1_BI_ASSETACTCOST_VW.sql,view_select_logic/W1_BI_ASSETACTCOST_VW.sql,ok
CISADM,W1_BI_ASSETCOST_VW,4502,5122,ddl/W1_BI_ASSETCOST_VW.sql,view_select_logic/W1_BI_ASSETCOST_VW.sql,ok
CISADM,W1_BI_ASSET_BN_VW,110,254,ddl/W1_BI_ASSET_BN_VW.sql,view_select_logic/W1_BI_ASSET_BN_VW.sql,ok
